areaCode,areaName,areaType,date,newCasesBySpecimenDate
K02000001,United Kingdom,overview,10/08/2021,31514
K02000001,United Kingdom,overview,11/08/2021,33346
K02000001,United Kingdom,overview,12/08/2021,31721
K02000001,United Kingdom,overview,13/08/2021,28969
K02000001,United Kingdom,overview,14/08/2021,25056
K02000001,United Kingdom,overview,15/08/2021,25322
K02000001,United Kingdom,overview,16/08/2021,36896
K02000001,United Kingdom,overview,17/08/2021,37908
K02000001,United Kingdom,overview,18/08/2021,38736
K02000001,United Kingdom,overview,19/08/2021,36483
K02000001,United Kingdom,overview,20/08/2021,32223
K02000001,United Kingdom,overview,21/08/2021,28515
K02000001,United Kingdom,overview,22/08/2021,28727
K02000001,United Kingdom,overview,23/08/2021,39708
K02000001,United Kingdom,overview,24/08/2021,37670
K02000001,United Kingdom,overview,25/08/2021,38768
K02000001,United Kingdom,overview,26/08/2021,37606
K02000001,United Kingdom,overview,27/08/2021,33733
K02000001,United Kingdom,overview,28/08/2021,27592
K02000001,United Kingdom,overview,29/08/2021,26131
K02000001,United Kingdom,overview,30/08/2021,34754
K02000001,United Kingdom,overview,31/08/2021,45205
K02000001,United Kingdom,overview,01/09/2021,43516
K02000001,United Kingdom,overview,02/09/2021,42309
K02000001,United Kingdom,overview,03/09/2021,38625
K02000001,United Kingdom,overview,04/09/2021,31804
K02000001,United Kingdom,overview,05/09/2021,31799
K02000001,United Kingdom,overview,06/09/2021,44915
K02000001,United Kingdom,overview,07/09/2021,38610
K02000001,United Kingdom,overview,08/09/2021,35840
K02000001,United Kingdom,overview,09/09/2021,33965
K02000001,United Kingdom,overview,10/09/2021,29173
K02000001,United Kingdom,overview,11/09/2021,23531
K02000001,United Kingdom,overview,12/09/2021,24053
K02000001,United Kingdom,overview,13/09/2021,34650
K02000001,United Kingdom,overview,14/09/2021,31417
K02000001,United Kingdom,overview,15/09/2021,30374
K02000001,United Kingdom,overview,16/09/2021,29548
K02000001,United Kingdom,overview,17/09/2021,29463
K02000001,United Kingdom,overview,18/09/2021,26639
K02000001,United Kingdom,overview,19/09/2021,31082
K02000001,United Kingdom,overview,20/09/2021,40755
K02000001,United Kingdom,overview,21/09/2021,38835
K02000001,United Kingdom,overview,22/09/2021,36749
K02000001,United Kingdom,overview,23/09/2021,35838
K02000001,United Kingdom,overview,24/09/2021,32094
K02000001,United Kingdom,overview,25/09/2021,28562
K02000001,United Kingdom,overview,26/09/2021,32065
K02000001,United Kingdom,overview,27/09/2021,41581
K02000001,United Kingdom,overview,28/09/2021,36540
K02000001,United Kingdom,overview,29/09/2021,34819
K02000001,United Kingdom,overview,30/09/2021,32588
K02000001,United Kingdom,overview,01/10/2021,29051
K02000001,United Kingdom,overview,02/10/2021,26308
K02000001,United Kingdom,overview,03/10/2021,32051
K02000001,United Kingdom,overview,04/10/2021,43728
K02000001,United Kingdom,overview,05/10/2021,39261
K02000001,United Kingdom,overview,06/10/2021,39255
K02000001,United Kingdom,overview,07/10/2021,38461
K02000001,United Kingdom,overview,08/10/2021,35597
K02000001,United Kingdom,overview,09/10/2021,32296
K02000001,United Kingdom,overview,10/10/2021,36407
K02000001,United Kingdom,overview,11/10/2021,50285
K02000001,United Kingdom,overview,12/10/2021,48297
K02000001,United Kingdom,overview,13/10/2021,47766
K02000001,United Kingdom,overview,14/10/2021,46411
K02000001,United Kingdom,overview,15/10/2021,43545
K02000001,United Kingdom,overview,16/10/2021,37870
K02000001,United Kingdom,overview,17/10/2021,43746
K02000001,United Kingdom,overview,18/10/2021,57727
K02000001,United Kingdom,overview,19/10/2021,52511
K02000001,United Kingdom,overview,20/10/2021,51650
K02000001,United Kingdom,overview,21/10/2021,45194
K02000001,United Kingdom,overview,22/10/2021,40657
K02000001,United Kingdom,overview,23/10/2021,35096
K02000001,United Kingdom,overview,24/10/2021,35756
K02000001,United Kingdom,overview,25/10/2021,47447
K02000001,United Kingdom,overview,26/10/2021,42110
K02000001,United Kingdom,overview,27/10/2021,43034
K02000001,United Kingdom,overview,28/10/2021,41374
K02000001,United Kingdom,overview,29/10/2021,40239
K02000001,United Kingdom,overview,30/10/2021,33556
K02000001,United Kingdom,overview,31/10/2021,34794
K02000001,United Kingdom,overview,01/11/2021,45103
K02000001,United Kingdom,overview,02/11/2021,38010
K02000001,United Kingdom,overview,03/11/2021,35972
K02000001,United Kingdom,overview,04/11/2021,33650
K02000001,United Kingdom,overview,05/11/2021,30323
K02000001,United Kingdom,overview,06/11/2021,27441
K02000001,United Kingdom,overview,07/11/2021,30582
K02000001,United Kingdom,overview,08/11/2021,44120
K02000001,United Kingdom,overview,09/11/2021,42236
K02000001,United Kingdom,overview,10/11/2021,42926
K02000001,United Kingdom,overview,11/11/2021,40985
K02000001,United Kingdom,overview,12/11/2021,37757
K02000001,United Kingdom,overview,13/11/2021,32878
K02000001,United Kingdom,overview,14/11/2021,35506
K02000001,United Kingdom,overview,15/11/2021,50944
K02000001,United Kingdom,overview,16/11/2021,46415
K02000001,United Kingdom,overview,17/11/2021,45890
K02000001,United Kingdom,overview,18/11/2021,44053
K02000001,United Kingdom,overview,19/11/2021,39589
K02000001,United Kingdom,overview,20/11/2021,35326
K02000001,United Kingdom,overview,21/11/2021,37245
K02000001,United Kingdom,overview,22/11/2021,50719
K02000001,United Kingdom,overview,23/11/2021,48180
K02000001,United Kingdom,overview,24/11/2021,46759
K02000001,United Kingdom,overview,25/11/2021,43409
K02000001,United Kingdom,overview,26/11/2021,39324
K02000001,United Kingdom,overview,27/11/2021,33290
K02000001,United Kingdom,overview,28/11/2021,39690
K02000001,United Kingdom,overview,29/11/2021,56283
K02000001,United Kingdom,overview,30/11/2021,55685
K02000001,United Kingdom,overview,01/12/2021,54808
K02000001,United Kingdom,overview,02/12/2021,50301
K02000001,United Kingdom,overview,03/12/2021,45659
K02000001,United Kingdom,overview,04/12/2021,38779
K02000001,United Kingdom,overview,05/12/2021,41013
K02000001,United Kingdom,overview,06/12/2021,59661
K02000001,United Kingdom,overview,07/12/2021,56227
K02000001,United Kingdom,overview,08/12/2021,58876
K02000001,United Kingdom,overview,09/12/2021,56975
K02000001,United Kingdom,overview,10/12/2021,52474
K02000001,United Kingdom,overview,11/12/2021,48592
K02000001,United Kingdom,overview,12/12/2021,53137
K02000001,United Kingdom,overview,13/12/2021,87147
K02000001,United Kingdom,overview,14/12/2021,102752
K02000001,United Kingdom,overview,15/12/2021,112662
K02000001,United Kingdom,overview,16/12/2021,106030
K02000001,United Kingdom,overview,17/12/2021,95863
K02000001,United Kingdom,overview,18/12/2021,88866
K02000001,United Kingdom,overview,19/12/2021,89098
K02000001,United Kingdom,overview,20/12/2021,133910
K02000001,United Kingdom,overview,21/12/2021,150248
K02000001,United Kingdom,overview,22/12/2021,161362
K02000001,United Kingdom,overview,23/12/2021,160443
K02000001,United Kingdom,overview,24/12/2021,137239
K02000001,United Kingdom,overview,25/12/2021,70355
K02000001,United Kingdom,overview,26/12/2021,116263
K02000001,United Kingdom,overview,27/12/2021,194955
K02000001,United Kingdom,overview,28/12/2021,212421
K02000001,United Kingdom,overview,29/12/2021,272713
K02000001,United Kingdom,overview,30/12/2021,236486
K02000001,United Kingdom,overview,31/12/2021,188512
K02000001,United Kingdom,overview,01/01/2022,118173
K02000001,United Kingdom,overview,02/01/2022,181001
K02000001,United Kingdom,overview,03/01/2022,229803
K02000001,United Kingdom,overview,04/01/2022,275545
K02000001,United Kingdom,overview,05/01/2022,221986
K02000001,United Kingdom,overview,06/01/2022,172773
K02000001,United Kingdom,overview,07/01/2022,120167
K02000001,United Kingdom,overview,08/01/2022,93544
K02000001,United Kingdom,overview,09/01/2022,95688
K02000001,United Kingdom,overview,10/01/2022,132653
K02000001,United Kingdom,overview,11/01/2022,115163
K02000001,United Kingdom,overview,12/01/2022,103135
K02000001,United Kingdom,overview,13/01/2022,96306
K02000001,United Kingdom,overview,14/01/2022,86217
K02000001,United Kingdom,overview,15/01/2022,77856
K02000001,United Kingdom,overview,16/01/2022,97986
K02000001,United Kingdom,overview,17/01/2022,131366
K02000001,United Kingdom,overview,18/01/2022,118668
K02000001,United Kingdom,overview,19/01/2022,111645
K02000001,United Kingdom,overview,20/01/2022,100217
K02000001,United Kingdom,overview,21/01/2022,91497
K02000001,United Kingdom,overview,22/01/2022,81642
K02000001,United Kingdom,overview,23/01/2022,102300
K02000001,United Kingdom,overview,24/01/2022,127231
K02000001,United Kingdom,overview,25/01/2022,113113
K02000001,United Kingdom,overview,26/01/2022,108626
K02000001,United Kingdom,overview,27/01/2022,96130
K02000001,United Kingdom,overview,28/01/2022,83984
K02000001,United Kingdom,overview,29/01/2022,73460
K02000001,United Kingdom,overview,30/01/2022,87510
K02000001,United Kingdom,overview,31/01/2022,104884
K02000001,United Kingdom,overview,01/02/2022,93593
K02000001,United Kingdom,overview,02/02/2022,88310
K02000001,United Kingdom,overview,03/02/2022,76554
K02000001,United Kingdom,overview,04/02/2022,63125
K02000001,United Kingdom,overview,05/02/2022,52164
K02000001,United Kingdom,overview,06/02/2022,60420
K02000001,United Kingdom,overview,07/02/2022,76104
K02000001,United Kingdom,overview,08/02/2022,69184
K02000001,United Kingdom,overview,09/02/2022,63974
K02000001,United Kingdom,overview,10/02/2022,52074
K02000001,United Kingdom,overview,11/02/2022,44444
K02000001,United Kingdom,overview,12/02/2022,37433
K02000001,United Kingdom,overview,13/02/2022,41739
K02000001,United Kingdom,overview,14/02/2022,54538
K02000001,United Kingdom,overview,15/02/2022,52295
K02000001,United Kingdom,overview,16/02/2022,51304
K02000001,United Kingdom,overview,17/02/2022,44529
K02000001,United Kingdom,overview,18/02/2022,33183
K02000001,United Kingdom,overview,19/02/2022,34575
K02000001,United Kingdom,overview,20/02/2022,37646
K02000001,United Kingdom,overview,21/02/2022,45050
K02000001,United Kingdom,overview,22/02/2022,39015
K02000001,United Kingdom,overview,23/02/2022,36283
K02000001,United Kingdom,overview,24/02/2022,30465
K02000001,United Kingdom,overview,25/02/2022,27743
K02000001,United Kingdom,overview,26/02/2022,25044
K02000001,United Kingdom,overview,27/02/2022,31337
K02000001,United Kingdom,overview,28/02/2022,44582
K02000001,United Kingdom,overview,01/03/2022,44664
K02000001,United Kingdom,overview,02/03/2022,46093
K02000001,United Kingdom,overview,03/03/2022,43624
K02000001,United Kingdom,overview,04/03/2022,41272
K02000001,United Kingdom,overview,05/03/2022,38594
K02000001,United Kingdom,overview,06/03/2022,48850
K02000001,United Kingdom,overview,07/03/2022,68173
K02000001,United Kingdom,overview,08/03/2022,69203
K02000001,United Kingdom,overview,09/03/2022,70178
K02000001,United Kingdom,overview,10/03/2022,38500
