,,Edinburgh St Leonards,
Date,Time,Nitrogen dioxide,Status
01/03/2017,01:00:00,No data,V ugm-3
01/03/2017,02:00:00,No data,V ugm-3
01/03/2017,03:00:00,No data,V ugm-3
01/03/2017,04:00:00,No data,V ugm-3
01/03/2017,05:00:00,No data,V ugm-3
01/03/2017,06:00:00,No data,V ugm-3
01/03/2017,07:00:00,No data,V ugm-3
01/03/2017,08:00:00,No data,V ugm-3
01/03/2017,09:00:00,56.68969,V ugm-3
01/03/2017,10:00:00,51.44434,V ugm-3
01/03/2017,11:00:00,36.05493,V ugm-3
01/03/2017,12:00:00,32.89213,V ugm-3
01/03/2017,13:00:00,25.69253,V ugm-3
01/03/2017,14:00:00,27.41808,V ugm-3
01/03/2017,15:00:00,39.65043,V ugm-3
01/03/2017,16:00:00,39.05468,V ugm-3
01/03/2017,17:00:00,41.1723,V ugm-3
01/03/2017,18:00:00,40.33032,V ugm-3
01/03/2017,19:00:00,37.76566,V ugm-3
01/03/2017,20:00:00,39.88471,V ugm-3
01/03/2017,21:00:00,36.28586,V ugm-3
01/03/2017,22:00:00,46.78692,V ugm-3
01/03/2017,23:00:00,42.93945,V ugm-3
01/03/2017,24:00:00,34.70662,V ugm-3
02/03/2017,01:00:00,32.0433,V ugm-3
02/03/2017,02:00:00,14.45802,V ugm-3
02/03/2017,03:00:00,19.49124,V ugm-3
02/03/2017,04:00:00,28.62056,V ugm-3
02/03/2017,05:00:00,19.49124,V ugm-3
02/03/2017,06:00:00,18.40733,V ugm-3
02/03/2017,07:00:00,24.47809,V ugm-3
02/03/2017,08:00:00,35.48453,V ugm-3
02/03/2017,09:00:00,38.6478,V ugm-3
02/03/2017,10:00:00,37.46683,V ugm-3
02/03/2017,11:00:00,26.26197,V ugm-3
02/03/2017,12:00:00,29.61841,V ugm-3
02/03/2017,13:00:00,23.9904,V ugm-3
02/03/2017,14:00:00,23.74273,V ugm-3
02/03/2017,15:00:00,14.31506,V ugm-3
02/03/2017,16:00:00,14.85678,V ugm-3
02/03/2017,17:00:00,14.8563,V ugm-3
02/03/2017,18:00:00,15.39802,V ugm-3
02/03/2017,19:00:00,17.02651,V ugm-3
02/03/2017,20:00:00,17.17473,V ugm-3
02/03/2017,21:00:00,20.77644,V ugm-3
02/03/2017,22:00:00,13.76904,V ugm-3
02/03/2017,23:00:00,11.94117,V ugm-3
02/03/2017,24:00:00,18.06117,V ugm-3
03/03/2017,01:00:00,21.58193,V ugm-3
03/03/2017,02:00:00,20.03487,V ugm-3
03/03/2017,03:00:00,18.65261,V ugm-3
03/03/2017,04:00:00,14.95145,V ugm-3
03/03/2017,05:00:00,20.32988,V ugm-3
03/03/2017,06:00:00,42.98153,V ugm-3
03/03/2017,07:00:00,66.06158,V ugm-3
03/03/2017,08:00:00,73.83111,V ugm-3
03/03/2017,09:00:00,78.65778,V ugm-3
03/03/2017,10:00:00,61.14263,V ugm-3
03/03/2017,11:00:00,46.36856,V ugm-3
03/03/2017,12:00:00,29.07956,V ugm-3
03/03/2017,13:00:00,18.75971,V ugm-3
03/03/2017,14:00:00,11.50417,V ugm-3
03/03/2017,15:00:00,13.23115,V ugm-3
03/03/2017,16:00:00,15.6476,V ugm-3
03/03/2017,17:00:00,14.56082,V ugm-3
03/03/2017,18:00:00,11.79773,V ugm-3
03/03/2017,19:00:00,12.04301,V ugm-3
03/03/2017,20:00:00,11.00739,V ugm-3
03/03/2017,21:00:00,8.7363,V ugm-3
03/03/2017,22:00:00,9.07959,V ugm-3
03/03/2017,23:00:00,6.66267,V ugm-3
03/03/2017,24:00:00,6.61343,V ugm-3
04/03/2017,01:00:00,8.35635,V ugm-3
04/03/2017,02:00:00,6.36576,V ugm-3
04/03/2017,03:00:00,6.95815,V ugm-3
04/03/2017,04:00:00,6.95815,V ugm-3
04/03/2017,05:00:00,4.49151,V ugm-3
04/03/2017,06:00:00,5.18192,V ugm-3
04/03/2017,07:00:00,6.66267,V ugm-3
04/03/2017,08:00:00,7.89815,V ugm-3
04/03/2017,09:00:00,15.05424,V ugm-3
04/03/2017,10:00:00,No data,V ugm-3
04/03/2017,11:00:00,No data,V ugm-3
04/03/2017,12:00:00,No data,V ugm-3
04/03/2017,13:00:00,No data,V ugm-3
04/03/2017,14:00:00,No data,V ugm-3
04/03/2017,15:00:00,No data,V ugm-3
04/03/2017,16:00:00,No data,V ugm-3
04/03/2017,17:00:00,No data,V ugm-3
04/03/2017,18:00:00,No data,V ugm-3
04/03/2017,19:00:00,No data,V ugm-3
04/03/2017,20:00:00,No data,V ugm-3
04/03/2017,21:00:00,No data,V ugm-3
04/03/2017,22:00:00,No data,V ugm-3
04/03/2017,23:00:00,No data,V ugm-3
04/03/2017,24:00:00,No data,V ugm-3
05/03/2017,01:00:00,No data,V ugm-3
05/03/2017,02:00:00,No data,V ugm-3
05/03/2017,03:00:00,No data,V ugm-3
05/03/2017,04:00:00,No data,V ugm-3
05/03/2017,05:00:00,No data,V ugm-3
05/03/2017,06:00:00,No data,V ugm-3
05/03/2017,07:00:00,No data,V ugm-3
05/03/2017,08:00:00,No data,V ugm-3
05/03/2017,09:00:00,No data,V ugm-3
05/03/2017,10:00:00,No data,V ugm-3
05/03/2017,11:00:00,No data,V ugm-3
05/03/2017,12:00:00,No data,V ugm-3
05/03/2017,13:00:00,No data,V ugm-3
05/03/2017,14:00:00,No data,V ugm-3
05/03/2017,15:00:00,No data,V ugm-3
05/03/2017,16:00:00,No data,V ugm-3
05/03/2017,17:00:00,No data,V ugm-3
05/03/2017,18:00:00,No data,V ugm-3
05/03/2017,19:00:00,No data,V ugm-3
05/03/2017,20:00:00,No data,V ugm-3
05/03/2017,21:00:00,No data,V ugm-3
05/03/2017,22:00:00,No data,V ugm-3
05/03/2017,23:00:00,No data,V ugm-3
05/03/2017,24:00:00,No data,V ugm-3
06/03/2017,01:00:00,No data,V ugm-3
06/03/2017,02:00:00,No data,V ugm-3
06/03/2017,03:00:00,No data,V ugm-3
06/03/2017,04:00:00,No data,V ugm-3
06/03/2017,05:00:00,No data,V ugm-3
06/03/2017,06:00:00,No data,V ugm-3
06/03/2017,07:00:00,No data,V ugm-3
06/03/2017,08:00:00,No data,V ugm-3
06/03/2017,09:00:00,No data,V ugm-3
06/03/2017,10:00:00,No data,V ugm-3
06/03/2017,11:00:00,No data,V ugm-3
06/03/2017,12:00:00,No data,V ugm-3
06/03/2017,13:00:00,No data,V ugm-3
06/03/2017,14:00:00,No data,V ugm-3
06/03/2017,15:00:00,No data,V ugm-3
06/03/2017,16:00:00,No data,V ugm-3
06/03/2017,17:00:00,No data,V ugm-3
06/03/2017,18:00:00,No data,V ugm-3
06/03/2017,19:00:00,No data,V ugm-3
06/03/2017,20:00:00,No data,V ugm-3
06/03/2017,21:00:00,No data,V ugm-3
06/03/2017,22:00:00,No data,V ugm-3
06/03/2017,23:00:00,No data,V ugm-3
06/03/2017,24:00:00,No data,V ugm-3
07/03/2017,01:00:00,No data,V ugm-3
07/03/2017,02:00:00,No data,V ugm-3
07/03/2017,03:00:00,No data,V ugm-3
07/03/2017,04:00:00,No data,V ugm-3
07/03/2017,05:00:00,No data,V ugm-3
07/03/2017,06:00:00,No data,V ugm-3
07/03/2017,07:00:00,No data,V ugm-3
07/03/2017,08:00:00,No data,V ugm-3
07/03/2017,09:00:00,No data,V ugm-3
07/03/2017,10:00:00,No data,V ugm-3
07/03/2017,11:00:00,No data,V ugm-3
07/03/2017,12:00:00,No data,V ugm-3
07/03/2017,13:00:00,No data,V ugm-3
07/03/2017,14:00:00,No data,V ugm-3
07/03/2017,15:00:00,12.10039,V ugm-3
07/03/2017,16:00:00,15.35977,V ugm-3
07/03/2017,17:00:00,16.49627,V ugm-3
07/03/2017,18:00:00,21.08962,V ugm-3
07/03/2017,19:00:00,22.96626,V ugm-3
07/03/2017,20:00:00,20.9414,V ugm-3
07/03/2017,21:00:00,14.57038,V ugm-3
07/03/2017,22:00:00,11.75518,V ugm-3
07/03/2017,23:00:00,9.13792,V ugm-3
07/03/2017,24:00:00,6.71766,V ugm-3
08/03/2017,01:00:00,3.69495,V ugm-3
08/03/2017,02:00:00,2.77121,V ugm-3
08/03/2017,03:00:00,4.10709,V ugm-3
08/03/2017,04:00:00,2.82046,V ugm-3
08/03/2017,05:00:00,4.74969,V ugm-3
08/03/2017,06:00:00,6.28495,V ugm-3
08/03/2017,07:00:00,18.55699,V ugm-3
08/03/2017,08:00:00,21.03128,V ugm-3
08/03/2017,09:00:00,17.56775,V ugm-3
08/03/2017,10:00:00,11.28184,V ugm-3
08/03/2017,11:00:00,No data,V ugm-3
08/03/2017,12:00:00,No data,V ugm-3
08/03/2017,13:00:00,No data,V ugm-3
08/03/2017,14:00:00,No data,V ugm-3
08/03/2017,15:00:00,No data,V ugm-3
08/03/2017,16:00:00,No data,V ugm-3
08/03/2017,17:00:00,No data,V ugm-3
08/03/2017,18:00:00,No data,V ugm-3
08/03/2017,19:00:00,No data,V ugm-3
08/03/2017,20:00:00,No data,V ugm-3
08/03/2017,21:00:00,No data,V ugm-3
08/03/2017,22:00:00,No data,V ugm-3
08/03/2017,23:00:00,No data,V ugm-3
08/03/2017,24:00:00,No data,V ugm-3
09/03/2017,01:00:00,No data,V ugm-3
09/03/2017,02:00:00,3.7681,V ugm-3
09/03/2017,03:00:00,2.97537,V ugm-3
09/03/2017,04:00:00,4.21467,V ugm-3
09/03/2017,05:00:00,5.00788,V ugm-3
09/03/2017,06:00:00,6.94142,V ugm-3
09/03/2017,07:00:00,18.44415,V ugm-3
09/03/2017,08:00:00,39.16943,V ugm-3
09/03/2017,09:00:00,44.17732,V ugm-3
09/03/2017,10:00:00,31.23638,V ugm-3
09/03/2017,11:00:00,25.93159,V ugm-3
09/03/2017,12:00:00,No data,V ugm-3
09/03/2017,13:00:00,No data,V ugm-3
09/03/2017,14:00:00,No data,V ugm-3
09/03/2017,15:00:00,No data,V ugm-3
09/03/2017,16:00:00,No data,V ugm-3
09/03/2017,17:00:00,No data,V ugm-3
09/03/2017,18:00:00,No data,V ugm-3
09/03/2017,19:00:00,No data,V ugm-3
09/03/2017,20:00:00,No data,V ugm-3
09/03/2017,21:00:00,No data,V ugm-3
09/03/2017,22:00:00,No data,V ugm-3
09/03/2017,23:00:00,No data,V ugm-3
09/03/2017,24:00:00,No data,V ugm-3
10/03/2017,01:00:00,No data,V ugm-3
10/03/2017,02:00:00,31.87612,V ugm-3
10/03/2017,03:00:00,23.77046,V ugm-3
10/03/2017,04:00:00,31.03031,V ugm-3
10/03/2017,05:00:00,12.87925,V ugm-3
10/03/2017,06:00:00,16.65979,V ugm-3
10/03/2017,07:00:00,46.80127,V ugm-3
10/03/2017,08:00:00,45.66811,V ugm-3
10/03/2017,09:00:00,67.51077,V ugm-3
10/03/2017,10:00:00,45.61408,V ugm-3
10/03/2017,11:00:00,42.52874,V ugm-3
10/03/2017,12:00:00,34.62773,V ugm-3
10/03/2017,13:00:00,30.34612,V ugm-3
10/03/2017,14:00:00,29.30046,V ugm-3
10/03/2017,15:00:00,38.84479,V ugm-3
10/03/2017,16:00:00,No data,V ugm-3
10/03/2017,17:00:00,46.41016,V ugm-3
10/03/2017,18:00:00,31.9813,V ugm-3
10/03/2017,19:00:00,30.58613,V ugm-3
10/03/2017,20:00:00,28.14865,V ugm-3
10/03/2017,21:00:00,34.21606,V ugm-3
10/03/2017,22:00:00,32.12952,V ugm-3
10/03/2017,23:00:00,35.45966,V ugm-3
10/03/2017,24:00:00,19.6954,V ugm-3
11/03/2017,01:00:00,7.30894,V ugm-3
11/03/2017,02:00:00,4.78364,V ugm-3
11/03/2017,03:00:00,4.03681,V ugm-3
11/03/2017,04:00:00,4.48529,V ugm-3
11/03/2017,05:00:00,6.02963,V ugm-3
11/03/2017,06:00:00,8.22184,V ugm-3
11/03/2017,07:00:00,7.22495,V ugm-3
11/03/2017,08:00:00,8.96963,V ugm-3
11/03/2017,09:00:00,18.43602,V ugm-3
11/03/2017,10:00:00,14.99878,V ugm-3
11/03/2017,11:00:00,15.64664,V ugm-3
11/03/2017,12:00:00,16.09703,V ugm-3
11/03/2017,13:00:00,8.22327,V ugm-3
11/03/2017,14:00:00,11.66243,V ugm-3
11/03/2017,15:00:00,13.30765,V ugm-3
11/03/2017,16:00:00,26.26197,V ugm-3
11/03/2017,17:00:00,33.33535,V ugm-3
11/03/2017,18:00:00,42.85148,V ugm-3
11/03/2017,19:00:00,52.0243,V ugm-3
11/03/2017,20:00:00,53.21866,V ugm-3
11/03/2017,21:00:00,41.75609,V ugm-3
11/03/2017,22:00:00,42.60381,V ugm-3
11/03/2017,23:00:00,37.17231,V ugm-3
11/03/2017,24:00:00,24.76544,V ugm-3
12/03/2017,01:00:00,23.43131,V ugm-3
12/03/2017,02:00:00,22.7664,V ugm-3
12/03/2017,03:00:00,34.40014,V ugm-3
12/03/2017,04:00:00,13.17904,V ugm-3
12/03/2017,05:00:00,16.12477,V ugm-3
12/03/2017,06:00:00,25.51132,V ugm-3
12/03/2017,07:00:00,36.00998,V ugm-3
12/03/2017,08:00:00,34.81324,V ugm-3
12/03/2017,09:00:00,23.21775,V ugm-3
12/03/2017,10:00:00,17.67772,V ugm-3
12/03/2017,11:00:00,10.78507,V ugm-3
12/03/2017,12:00:00,13.03273,V ugm-3
12/03/2017,13:00:00,15.07815,V ugm-3
12/03/2017,14:00:00,26.96003,V ugm-3
12/03/2017,15:00:00,19.57157,V ugm-3
12/03/2017,16:00:00,30.05685,V ugm-3
12/03/2017,17:00:00,26.21081,V ugm-3
12/03/2017,18:00:00,27.55817,V ugm-3
12/03/2017,19:00:00,39.98703,V ugm-3
12/03/2017,20:00:00,39.18856,V ugm-3
12/03/2017,21:00:00,29.55434,V ugm-3
12/03/2017,22:00:00,29.50366,V ugm-3
12/03/2017,23:00:00,21.21728,V ugm-3
12/03/2017,24:00:00,10.88356,V ugm-3
13/03/2017,01:00:00,8.8791,V ugm-3
13/03/2017,02:00:00,3.80492,V ugm-3
13/03/2017,03:00:00,3.2546,V ugm-3
13/03/2017,04:00:00,3.35548,V ugm-3
13/03/2017,05:00:00,3.40521,V ugm-3
13/03/2017,06:00:00,5.30719,V ugm-3
13/03/2017,07:00:00,7.61079,V ugm-3
13/03/2017,08:00:00,14.77072,V ugm-3
13/03/2017,09:00:00,27.74177,V ugm-3
13/03/2017,10:00:00,35.40707,V ugm-3
13/03/2017,11:00:00,No data,V ugm-3
13/03/2017,12:00:00,23.88665,V ugm-3
13/03/2017,13:00:00,25.93924,V ugm-3
13/03/2017,14:00:00,25.88999,V ugm-3
13/03/2017,15:00:00,24.0363,V ugm-3
13/03/2017,16:00:00,26.38868,V ugm-3
13/03/2017,17:00:00,27.68774,V ugm-3
13/03/2017,18:00:00,22.63109,V ugm-3
13/03/2017,19:00:00,21.37793,V ugm-3
13/03/2017,20:00:00,13.71836,V ugm-3
13/03/2017,21:00:00,10.36384,V ugm-3
13/03/2017,22:00:00,7.661,V ugm-3
13/03/2017,23:00:00,6.55892,V ugm-3
13/03/2017,24:00:00,5.55773,V ugm-3
14/03/2017,01:00:00,3.07721,V ugm-3
14/03/2017,02:00:00,1.80731,V ugm-3
14/03/2017,03:00:00,1.75663,V ugm-3
14/03/2017,04:00:00,1.85608,V ugm-3
14/03/2017,05:00:00,1.90724,V ugm-3
14/03/2017,06:00:00,4.91608,V ugm-3
14/03/2017,07:00:00,14.14676,V ugm-3
14/03/2017,08:00:00,20.36717,V ugm-3
14/03/2017,09:00:00,25.58925,V ugm-3
14/03/2017,10:00:00,21.67867,V ugm-3
14/03/2017,11:00:00,17.31052,V ugm-3
14/03/2017,12:00:00,15.15465,V ugm-3
14/03/2017,13:00:00,16.20748,V ugm-3
14/03/2017,14:00:00,14.9524,V ugm-3
14/03/2017,15:00:00,17.92969,V ugm-3
14/03/2017,16:00:00,21.52375,V ugm-3
14/03/2017,17:00:00,19.21489,V ugm-3
14/03/2017,18:00:00,22.82808,V ugm-3
14/03/2017,19:00:00,30.85149,V ugm-3
14/03/2017,20:00:00,34.71427,V ugm-3
14/03/2017,21:00:00,33.25742,V ugm-3
14/03/2017,22:00:00,32.4556,V ugm-3
14/03/2017,23:00:00,26.58518,V ugm-3
14/03/2017,24:00:00,21.67054,V ugm-3
15/03/2017,01:00:00,21.77827,V ugm-3
15/03/2017,02:00:00,14.4236,V ugm-3
15/03/2017,03:00:00,9.80061,V ugm-3
15/03/2017,04:00:00,5.8795,V ugm-3
15/03/2017,05:00:00,3.76954,V ugm-3
15/03/2017,06:00:00,7.58928,V ugm-3
15/03/2017,07:00:00,10.35332,V ugm-3
15/03/2017,08:00:00,17.74274,V ugm-3
15/03/2017,09:00:00,21.61412,V ugm-3
15/03/2017,10:00:00,20.51013,V ugm-3
15/03/2017,11:00:00,12.36718,V ugm-3
15/03/2017,12:00:00,14.17784,V ugm-3
15/03/2017,13:00:00,11.46257,V ugm-3
15/03/2017,14:00:00,11.31244,V ugm-3
15/03/2017,15:00:00,10.50775,V ugm-3
15/03/2017,16:00:00,11.46209,V ugm-3
15/03/2017,17:00:00,19.45347,V ugm-3
15/03/2017,18:00:00,21.66289,V ugm-3
15/03/2017,19:00:00,21.05902,V ugm-3
15/03/2017,20:00:00,15.17903,V ugm-3
15/03/2017,21:00:00,12.51492,V ugm-3
15/03/2017,22:00:00,13.06859,V ugm-3
15/03/2017,23:00:00,9.24742,V ugm-3
15/03/2017,24:00:00,6.58426,V ugm-3
16/03/2017,01:00:00,4.70539,V ugm-3
16/03/2017,02:00:00,2.82381,V ugm-3
16/03/2017,03:00:00,2.06789,V ugm-3
16/03/2017,04:00:00,2.31891,V ugm-3
16/03/2017,05:00:00,2.06741,V ugm-3
16/03/2017,06:00:00,3.22734,V ugm-3
16/03/2017,07:00:00,7.66387,V ugm-3
16/03/2017,08:00:00,11.84985,V ugm-3
16/03/2017,09:00:00,13.51564,V ugm-3
16/03/2017,10:00:00,9.1298,V ugm-3
16/03/2017,11:00:00,11.8532,V ugm-3
16/03/2017,12:00:00,13.97416,V ugm-3
16/03/2017,13:00:00,11.40041,V ugm-3
16/03/2017,14:00:00,32.47425,V ugm-3
16/03/2017,15:00:00,27.73221,V ugm-3
16/03/2017,16:00:00,29.75276,V ugm-3
16/03/2017,17:00:00,30.55745,V ugm-3
16/03/2017,18:00:00,32.51872,V ugm-3
16/03/2017,19:00:00,38.21366,V ugm-3
16/03/2017,20:00:00,25.00355,V ugm-3
16/03/2017,21:00:00,23.79389,V ugm-3
16/03/2017,22:00:00,21.22301,V ugm-3
16/03/2017,23:00:00,14.46806,V ugm-3
16/03/2017,24:00:00,7.81352,V ugm-3
17/03/2017,01:00:00,5.52266,V ugm-3
17/03/2017,02:00:00,4.9003,V ugm-3
17/03/2017,03:00:00,10.20128,V ugm-3
17/03/2017,04:00:00,4.44417,V ugm-3
17/03/2017,05:00:00,3.08104,V ugm-3
17/03/2017,06:00:00,4.64738,V ugm-3
17/03/2017,07:00:00,9.90101,V ugm-3
17/03/2017,08:00:00,21.72313,V ugm-3
17/03/2017,09:00:00,20.97487,V ugm-3
17/03/2017,10:00:00,25.77046,V ugm-3
17/03/2017,11:00:00,20.10898,V ugm-3
17/03/2017,12:00:00,17.53428,V ugm-3
17/03/2017,13:00:00,14.85678,V ugm-3
17/03/2017,14:00:00,11.82594,V ugm-3
17/03/2017,15:00:00,10.76498,V ugm-3
17/03/2017,16:00:00,11.16613,V ugm-3
17/03/2017,17:00:00,12.68083,V ugm-3
17/03/2017,18:00:00,14.29642,V ugm-3
17/03/2017,19:00:00,22.17592,V ugm-3
17/03/2017,20:00:00,35.35495,V ugm-3
17/03/2017,21:00:00,29.44437,V ugm-3
17/03/2017,22:00:00,24.54503,V ugm-3
17/03/2017,23:00:00,27.17089,V ugm-3
17/03/2017,24:00:00,27.52327,V ugm-3
18/03/2017,01:00:00,20.71046,V ugm-3
18/03/2017,02:00:00,17.00069,V ugm-3
18/03/2017,03:00:00,13.00213,V ugm-3
18/03/2017,04:00:00,17.15273,V ugm-3
18/03/2017,05:00:00,14.26916,V ugm-3
18/03/2017,06:00:00,14.57134,V ugm-3
18/03/2017,07:00:00,20.74823,V ugm-3
18/03/2017,08:00:00,32.59235,V ugm-3
18/03/2017,09:00:00,31.52469,V ugm-3
18/03/2017,10:00:00,45.15843,V ugm-3
18/03/2017,11:00:00,38.11469,V ugm-3
18/03/2017,12:00:00,26.82568,V ugm-3
18/03/2017,13:00:00,27.13216,V ugm-3
18/03/2017,14:00:00,45.47638,V ugm-3
18/03/2017,15:00:00,27.1838,V ugm-3
18/03/2017,16:00:00,25.05232,V ugm-3
18/03/2017,17:00:00,33.85651,V ugm-3
18/03/2017,18:00:00,30.41018,V ugm-3
18/03/2017,19:00:00,20.18978,V ugm-3
18/03/2017,20:00:00,14.52257,V ugm-3
18/03/2017,21:00:00,13.76283,V ugm-3
18/03/2017,22:00:00,17.30334,V ugm-3
18/03/2017,23:00:00,29.6471,V ugm-3
18/03/2017,24:00:00,21.60503,V ugm-3
19/03/2017,01:00:00,17.31896,V ugm-3
19/03/2017,02:00:00,17.30287,V ugm-3
19/03/2017,03:00:00,6.14199,V ugm-3
19/03/2017,04:00:00,4.66985,V ugm-3
19/03/2017,05:00:00,2.74013,V ugm-3
19/03/2017,06:00:00,2.74061,V ugm-3
19/03/2017,07:00:00,3.85751,V ugm-3
19/03/2017,08:00:00,6.19124,V ugm-3
19/03/2017,09:00:00,13.19577,V ugm-3
19/03/2017,10:00:00,16.14102,V ugm-3
19/03/2017,11:00:00,17.86514,V ugm-3
19/03/2017,12:00:00,16.4977,V ugm-3
19/03/2017,13:00:00,17.86801,V ugm-3
19/03/2017,14:00:00,23.09487,V ugm-3
19/03/2017,15:00:00,22.3839,V ugm-3
19/03/2017,16:00:00,18.52639,V ugm-3
19/03/2017,17:00:00,19.74274,V ugm-3
19/03/2017,18:00:00,19.79198,V ugm-3
19/03/2017,19:00:00,22.83429,V ugm-3
19/03/2017,20:00:00,20.09273,V ugm-3
19/03/2017,21:00:00,18.82474,V ugm-3
19/03/2017,22:00:00,15.07146,V ugm-3
19/03/2017,23:00:00,10.75733,V ugm-3
19/03/2017,24:00:00,9.43771,V ugm-3
20/03/2017,01:00:00,9.42161,V ugm-3
20/03/2017,02:00:00,8.33754,V ugm-3
20/03/2017,03:00:00,4.98158,V ugm-3
20/03/2017,04:00:00,2.13626,V ugm-3
20/03/2017,05:00:00,2.03442,V ugm-3
20/03/2017,06:00:00,2.74635,V ugm-3
20/03/2017,07:00:00,6.15156,V ugm-3
20/03/2017,08:00:00,26.23663,V ugm-3
20/03/2017,09:00:00,27.10873,V ugm-3
20/03/2017,10:00:00,16.93806,V ugm-3
20/03/2017,11:00:00,17.64903,V ugm-3
20/03/2017,12:00:00,21.36215,V ugm-3
20/03/2017,13:00:00,13.78578,V ugm-3
20/03/2017,14:00:00,13.83503,V ugm-3
20/03/2017,15:00:00,12.30981,V ugm-3
20/03/2017,16:00:00,20.95383,V ugm-3
20/03/2017,17:00:00,31.01788,V ugm-3
20/03/2017,18:00:00,32.48955,V ugm-3
20/03/2017,19:00:00,22.67603,V ugm-3
20/03/2017,20:00:00,15.30239,V ugm-3
20/03/2017,21:00:00,10.88021,V ugm-3
20/03/2017,22:00:00,7.98325,V ugm-3
20/03/2017,23:00:00,7.16948,V ugm-3
20/03/2017,24:00:00,6.05019,V ugm-3
21/03/2017,01:00:00,7.06478,V ugm-3
21/03/2017,02:00:00,2.65025,V ugm-3
21/03/2017,03:00:00,5.85847,V ugm-3
21/03/2017,04:00:00,2.64881,V ugm-3
21/03/2017,05:00:00,4.07506,V ugm-3
21/03/2017,06:00:00,5.50274,V ugm-3
21/03/2017,07:00:00,9.62848,V ugm-3
21/03/2017,08:00:00,16.91558,V ugm-3
21/03/2017,09:00:00,18.08938,V ugm-3
21/03/2017,10:00:00,16.40829,V ugm-3
21/03/2017,11:00:00,11.92683,V ugm-3
21/03/2017,12:00:00,11.46974,V ugm-3
21/03/2017,13:00:00,11.57158,V ugm-3
21/03/2017,14:00:00,11.97703,V ugm-3
21/03/2017,15:00:00,27.15702,V ugm-3
21/03/2017,16:00:00,32.05159,V ugm-3
21/03/2017,17:00:00,25.68057,V ugm-3
21/03/2017,18:00:00,28.73962,V ugm-3
21/03/2017,19:00:00,23.73938,V ugm-3
21/03/2017,20:00:00,22.05447,V ugm-3
21/03/2017,21:00:00,21.23927,V ugm-3
21/03/2017,22:00:00,27.65523,V ugm-3
21/03/2017,23:00:00,46.04296,V ugm-3
21/03/2017,24:00:00,40.6411,V ugm-3
22/03/2017,01:00:00,35.41057,V ugm-3
22/03/2017,02:00:00,30.44031,V ugm-3
22/03/2017,03:00:00,34.73052,V ugm-3
22/03/2017,04:00:00,39.43479,V ugm-3
22/03/2017,05:00:00,19.6103,V ugm-3
22/03/2017,06:00:00,22.3729,V ugm-3
22/03/2017,07:00:00,15.74035,V ugm-3
22/03/2017,08:00:00,53.59447,V ugm-3
22/03/2017,09:00:00,32.27535,V ugm-3
22/03/2017,10:00:00,16.72672,V ugm-3
22/03/2017,11:00:00,14.57468,V ugm-3
22/03/2017,12:00:00,14.01528,V ugm-3
22/03/2017,13:00:00,10.89503,V ugm-3
22/03/2017,14:00:00,10.28112,V ugm-3
22/03/2017,15:00:00,7.57207,V ugm-3
22/03/2017,16:00:00,6.7516,V ugm-3
22/03/2017,17:00:00,9.46305,V ugm-3
22/03/2017,18:00:00,11.91201,V ugm-3
22/03/2017,19:00:00,10.53453,V ugm-3
22/03/2017,20:00:00,8.53979,V ugm-3
22/03/2017,21:00:00,7.82213,V ugm-3
22/03/2017,22:00:00,7.41189,V ugm-3
22/03/2017,23:00:00,6.34089,V ugm-3
22/03/2017,24:00:00,5.36934,V ugm-3
23/03/2017,01:00:00,3.41381,V ugm-3
23/03/2017,02:00:00,2.30552,V ugm-3
23/03/2017,03:00:00,1.84413,V ugm-3
23/03/2017,04:00:00,1.63997,V ugm-3
23/03/2017,05:00:00,2.61248,V ugm-3
23/03/2017,06:00:00,4.60912,V ugm-3
23/03/2017,07:00:00,7.78388,V ugm-3
23/03/2017,08:00:00,11.93735,V ugm-3
23/03/2017,09:00:00,12.5001,V ugm-3
23/03/2017,10:00:00,10.85965,V ugm-3
23/03/2017,11:00:00,9.58258,V ugm-3
23/03/2017,12:00:00,10.34997,V ugm-3
23/03/2017,13:00:00,10.0937,V ugm-3
23/03/2017,14:00:00,11.42862,V ugm-3
23/03/2017,15:00:00,13.47548,V ugm-3
23/03/2017,16:00:00,15.06333,V ugm-3
23/03/2017,17:00:00,17.98037,V ugm-3
23/03/2017,18:00:00,15.56823,V ugm-3
23/03/2017,19:00:00,19.6103,V ugm-3
23/03/2017,20:00:00,16.99687,V ugm-3
23/03/2017,21:00:00,17.56105,V ugm-3
23/03/2017,22:00:00,14.79367,V ugm-3
23/03/2017,23:00:00,18.1152,V ugm-3
23/03/2017,24:00:00,14.37961,V ugm-3
24/03/2017,01:00:00,10.38934,V ugm-3
24/03/2017,02:00:00,13.27705,V ugm-3
24/03/2017,03:00:00,24.45227,V ugm-3
24/03/2017,04:00:00,24.24715,V ugm-3
24/03/2017,05:00:00,43.18138,V ugm-3
24/03/2017,06:00:00,38.85961,V ugm-3
24/03/2017,07:00:00,54.41828,V ugm-3
24/03/2017,08:00:00,73.2454,V ugm-3
24/03/2017,09:00:00,60.66546,V ugm-3
24/03/2017,10:00:00,47.25692,V ugm-3
24/03/2017,11:00:00,52.50195,V ugm-3
24/03/2017,12:00:00,38.52827,V ugm-3
24/03/2017,13:00:00,36.27391,V ugm-3
24/03/2017,14:00:00,34.57465,V ugm-3
24/03/2017,15:00:00,35.23686,V ugm-3
