,,Chatham Roadside,
Date,Time,PM10 Kent (Hourly measured),Status
24/12/2018,13:00:00,23.189,V ugm-3 (Ref.eq)
24/12/2018,14:00:00,28.02,V ugm-3 (Ref.eq)
24/12/2018,15:00:00,23.189,V ugm-3 (Ref.eq)
24/12/2018,16:00:00,34.783,V ugm-3 (Ref.eq)
24/12/2018,17:00:00,26.087,V ugm-3 (Ref.eq)
24/12/2018,18:00:00,31.885,V ugm-3 (Ref.eq)
24/12/2018,19:00:00,27.054,V ugm-3 (Ref.eq)
24/12/2018,20:00:00,20.29,V ugm-3 (Ref.eq)
24/12/2018,21:00:00,19.324,V ugm-3 (Ref.eq)
24/12/2018,22:00:00,14.493,V ugm-3 (Ref.eq)
24/12/2018,23:00:00,7.73,V ugm-3 (Ref.eq)
24/12/2018,24:00:00,7.73,V ugm-3 (Ref.eq)
25/12/2018,01:00:00,8.696,V ugm-3 (Ref.eq)
25/12/2018,02:00:00,11.594,V ugm-3 (Ref.eq)
25/12/2018,03:00:00,14.493,V ugm-3 (Ref.eq)
25/12/2018,04:00:00,7.73,V ugm-3 (Ref.eq)
25/12/2018,05:00:00,13.527,V ugm-3 (Ref.eq)
25/12/2018,06:00:00,12.561,V ugm-3 (Ref.eq)
25/12/2018,07:00:00,18.358,V ugm-3 (Ref.eq)
25/12/2018,08:00:00,11.594,V ugm-3 (Ref.eq)
25/12/2018,09:00:00,14.493,V ugm-3 (Ref.eq)
25/12/2018,10:00:00,14.493,V ugm-3 (Ref.eq)
25/12/2018,11:00:00,17.392,V ugm-3 (Ref.eq)
25/12/2018,12:00:00,22.223,V ugm-3 (Ref.eq)
25/12/2018,13:00:00,22.223,V ugm-3 (Ref.eq)
25/12/2018,14:00:00,23.189,V ugm-3 (Ref.eq)
25/12/2018,15:00:00,17.392,V ugm-3 (Ref.eq)
25/12/2018,16:00:00,24.155,V ugm-3 (Ref.eq)
25/12/2018,17:00:00,24.155,V ugm-3 (Ref.eq)
25/12/2018,18:00:00,28.986,V ugm-3 (Ref.eq)
25/12/2018,19:00:00,28.02,V ugm-3 (Ref.eq)
25/12/2018,20:00:00,24.155,V ugm-3 (Ref.eq)
25/12/2018,21:00:00,18.358,V ugm-3 (Ref.eq)
25/12/2018,22:00:00,23.189,V ugm-3 (Ref.eq)
25/12/2018,23:00:00,26.087,V ugm-3 (Ref.eq)
25/12/2018,24:00:00,41.547,V ugm-3 (Ref.eq)
26/12/2018,01:00:00,39.614,V ugm-3 (Ref.eq)
26/12/2018,02:00:00,33.817,V ugm-3 (Ref.eq)
26/12/2018,03:00:00,21.256,V ugm-3 (Ref.eq)
26/12/2018,04:00:00,20.29,V ugm-3 (Ref.eq)
26/12/2018,05:00:00,22.223,V ugm-3 (Ref.eq)
26/12/2018,06:00:00,14.493,V ugm-3 (Ref.eq)
26/12/2018,07:00:00,21.256,V ugm-3 (Ref.eq)
26/12/2018,08:00:00,20.29,V ugm-3 (Ref.eq)
26/12/2018,09:00:00,17.392,V ugm-3 (Ref.eq)
26/12/2018,10:00:00,14.493,V ugm-3 (Ref.eq)
26/12/2018,11:00:00,10.628,V ugm-3 (Ref.eq)
26/12/2018,12:00:00,12.561,V ugm-3 (Ref.eq)
26/12/2018,13:00:00,11.594,V ugm-3 (Ref.eq)
26/12/2018,14:00:00,11.594,V ugm-3 (Ref.eq)
26/12/2018,15:00:00,14.493,V ugm-3 (Ref.eq)
26/12/2018,16:00:00,13.527,V ugm-3 (Ref.eq)
26/12/2018,17:00:00,13.527,V ugm-3 (Ref.eq)
26/12/2018,18:00:00,16.425,V ugm-3 (Ref.eq)
26/12/2018,19:00:00,24.155,V ugm-3 (Ref.eq)
26/12/2018,20:00:00,24.155,V ugm-3 (Ref.eq)
26/12/2018,21:00:00,20.29,V ugm-3 (Ref.eq)
26/12/2018,22:00:00,26.087,V ugm-3 (Ref.eq)
26/12/2018,23:00:00,21.256,V ugm-3 (Ref.eq)
26/12/2018,24:00:00,23.189,V ugm-3 (Ref.eq)
27/12/2018,01:00:00,25.121,V ugm-3 (Ref.eq)
27/12/2018,02:00:00,26.087,V ugm-3 (Ref.eq)
27/12/2018,03:00:00,20.29,V ugm-3 (Ref.eq)
27/12/2018,04:00:00,25.121,V ugm-3 (Ref.eq)
27/12/2018,05:00:00,24.155,V ugm-3 (Ref.eq)
27/12/2018,06:00:00,32.851,V ugm-3 (Ref.eq)
27/12/2018,07:00:00,26.087,V ugm-3 (Ref.eq)
27/12/2018,08:00:00,26.087,V ugm-3 (Ref.eq)
27/12/2018,09:00:00,23.189,V ugm-3 (Ref.eq)
27/12/2018,10:00:00,30.918,V ugm-3 (Ref.eq)
27/12/2018,11:00:00,33.817,V ugm-3 (Ref.eq)
27/12/2018,12:00:00,33.817,V ugm-3 (Ref.eq)
27/12/2018,13:00:00,40.58,V ugm-3 (Ref.eq)
27/12/2018,14:00:00,39.614,V ugm-3 (Ref.eq)
27/12/2018,15:00:00,43.479,V ugm-3 (Ref.eq)
27/12/2018,16:00:00,36.716,V ugm-3 (Ref.eq)
27/12/2018,17:00:00,40.58,V ugm-3 (Ref.eq)
27/12/2018,18:00:00,47.344,V ugm-3 (Ref.eq)
27/12/2018,19:00:00,48.31,V ugm-3 (Ref.eq)
27/12/2018,20:00:00,47.344,V ugm-3 (Ref.eq)
27/12/2018,21:00:00,46.378,V ugm-3 (Ref.eq)
27/12/2018,22:00:00,48.31,V ugm-3 (Ref.eq)
27/12/2018,23:00:00,46.378,V ugm-3 (Ref.eq)
27/12/2018,24:00:00,51.209,V ugm-3 (Ref.eq)
28/12/2018,01:00:00,41.547,V ugm-3 (Ref.eq)
28/12/2018,02:00:00,36.716,V ugm-3 (Ref.eq)
28/12/2018,03:00:00,31.885,V ugm-3 (Ref.eq)
28/12/2018,04:00:00,36.716,V ugm-3 (Ref.eq)
28/12/2018,05:00:00,39.614,V ugm-3 (Ref.eq)
28/12/2018,06:00:00,35.749,V ugm-3 (Ref.eq)
28/12/2018,07:00:00,36.716,V ugm-3 (Ref.eq)
28/12/2018,08:00:00,32.851,V ugm-3 (Ref.eq)
28/12/2018,09:00:00,33.817,V ugm-3 (Ref.eq)
28/12/2018,10:00:00,28.02,V ugm-3 (Ref.eq)
28/12/2018,11:00:00,32.851,V ugm-3 (Ref.eq)
28/12/2018,12:00:00,29.952,V ugm-3 (Ref.eq)
28/12/2018,13:00:00,35.749,V ugm-3 (Ref.eq)
28/12/2018,14:00:00,27.054,V ugm-3 (Ref.eq)
28/12/2018,15:00:00,32.851,V ugm-3 (Ref.eq)
28/12/2018,16:00:00,23.189,V ugm-3 (Ref.eq)
28/12/2018,17:00:00,25.121,V ugm-3 (Ref.eq)
28/12/2018,18:00:00,24.155,V ugm-3 (Ref.eq)
28/12/2018,19:00:00,28.02,V ugm-3 (Ref.eq)
28/12/2018,20:00:00,23.189,V ugm-3 (Ref.eq)
28/12/2018,21:00:00,28.02,V ugm-3 (Ref.eq)
28/12/2018,22:00:00,32.851,V ugm-3 (Ref.eq)
28/12/2018,23:00:00,29.952,V ugm-3 (Ref.eq)
28/12/2018,24:00:00,27.054,V ugm-3 (Ref.eq)
29/12/2018,01:00:00,21.256,V ugm-3 (Ref.eq)
29/12/2018,02:00:00,21.256,V ugm-3 (Ref.eq)
29/12/2018,03:00:00,22.223,V ugm-3 (Ref.eq)
29/12/2018,04:00:00,26.087,V ugm-3 (Ref.eq)
29/12/2018,05:00:00,26.087,V ugm-3 (Ref.eq)
29/12/2018,06:00:00,23.189,V ugm-3 (Ref.eq)
29/12/2018,07:00:00,22.223,V ugm-3 (Ref.eq)
29/12/2018,08:00:00,26.087,V ugm-3 (Ref.eq)
29/12/2018,09:00:00,21.256,V ugm-3 (Ref.eq)
29/12/2018,10:00:00,24.155,V ugm-3 (Ref.eq)
29/12/2018,11:00:00,22.223,V ugm-3 (Ref.eq)
29/12/2018,12:00:00,23.189,V ugm-3 (Ref.eq)
29/12/2018,13:00:00,16.425,V ugm-3 (Ref.eq)
29/12/2018,14:00:00,8.696,V ugm-3 (Ref.eq)
29/12/2018,15:00:00,11.594,V ugm-3 (Ref.eq)
29/12/2018,16:00:00,9.662,V ugm-3 (Ref.eq)
29/12/2018,17:00:00,15.459,V ugm-3 (Ref.eq)
29/12/2018,18:00:00,24.155,V ugm-3 (Ref.eq)
29/12/2018,19:00:00,23.189,V ugm-3 (Ref.eq)
29/12/2018,20:00:00,16.425,V ugm-3 (Ref.eq)
29/12/2018,21:00:00,18.358,V ugm-3 (Ref.eq)
29/12/2018,22:00:00,19.324,V ugm-3 (Ref.eq)
29/12/2018,23:00:00,10.628,V ugm-3 (Ref.eq)
29/12/2018,24:00:00,15.459,V ugm-3 (Ref.eq)
30/12/2018,01:00:00,19.324,V ugm-3 (Ref.eq)
30/12/2018,02:00:00,17.392,V ugm-3 (Ref.eq)
30/12/2018,03:00:00,22.223,V ugm-3 (Ref.eq)
30/12/2018,04:00:00,20.29,V ugm-3 (Ref.eq)
30/12/2018,05:00:00,18.358,V ugm-3 (Ref.eq)
30/12/2018,06:00:00,18.358,V ugm-3 (Ref.eq)
30/12/2018,07:00:00,21.256,V ugm-3 (Ref.eq)
30/12/2018,08:00:00,6.763,V ugm-3 (Ref.eq)
30/12/2018,09:00:00,8.696,V ugm-3 (Ref.eq)
30/12/2018,10:00:00,11.594,V ugm-3 (Ref.eq)
30/12/2018,11:00:00,15.459,V ugm-3 (Ref.eq)
30/12/2018,12:00:00,15.459,V ugm-3 (Ref.eq)
30/12/2018,13:00:00,12.561,V ugm-3 (Ref.eq)
30/12/2018,14:00:00,28.986,V ugm-3 (Ref.eq)
30/12/2018,15:00:00,28.02,V ugm-3 (Ref.eq)
30/12/2018,16:00:00,39.614,V ugm-3 (Ref.eq)
30/12/2018,17:00:00,23.189,V ugm-3 (Ref.eq)
30/12/2018,18:00:00,23.189,V ugm-3 (Ref.eq)
30/12/2018,19:00:00,22.223,V ugm-3 (Ref.eq)
30/12/2018,20:00:00,16.425,V ugm-3 (Ref.eq)
30/12/2018,21:00:00,21.256,V ugm-3 (Ref.eq)
30/12/2018,22:00:00,16.425,V ugm-3 (Ref.eq)
30/12/2018,23:00:00,17.392,V ugm-3 (Ref.eq)
30/12/2018,24:00:00,12.561,V ugm-3 (Ref.eq)
31/12/2018,01:00:00,15.459,V ugm-3 (Ref.eq)
31/12/2018,02:00:00,10.628,V ugm-3 (Ref.eq)
31/12/2018,03:00:00,10.628,V ugm-3 (Ref.eq)
31/12/2018,04:00:00,8.696,V ugm-3 (Ref.eq)
31/12/2018,05:00:00,7.73,V ugm-3 (Ref.eq)
31/12/2018,06:00:00,12.561,V ugm-3 (Ref.eq)
31/12/2018,07:00:00,17.392,V ugm-3 (Ref.eq)
31/12/2018,08:00:00,14.493,V ugm-3 (Ref.eq)
31/12/2018,09:00:00,21.256,V ugm-3 (Ref.eq)
31/12/2018,10:00:00,13.527,V ugm-3 (Ref.eq)
31/12/2018,11:00:00,11.594,V ugm-3 (Ref.eq)
31/12/2018,12:00:00,16.425,V ugm-3 (Ref.eq)
31/12/2018,13:00:00,21.256,V ugm-3 (Ref.eq)
31/12/2018,14:00:00,25.121,V ugm-3 (Ref.eq)
31/12/2018,15:00:00,26.087,V ugm-3 (Ref.eq)
31/12/2018,16:00:00,29.952,V ugm-3 (Ref.eq)
31/12/2018,17:00:00,26.087,V ugm-3 (Ref.eq)
31/12/2018,18:00:00,25.121,V ugm-3 (Ref.eq)
31/12/2018,19:00:00,29.952,V ugm-3 (Ref.eq)
31/12/2018,20:00:00,29.952,V ugm-3 (Ref.eq)
31/12/2018,21:00:00,27.054,V ugm-3 (Ref.eq)
31/12/2018,22:00:00,30.918,V ugm-3 (Ref.eq)
31/12/2018,23:00:00,27.054,V ugm-3 (Ref.eq)
31/12/2018,24:00:00,25.121,V ugm-3 (Ref.eq)
01/01/2019,01:00:00,96.62,V ugm-3 (Ref.eq)
01/01/2019,02:00:00,24.155,V ugm-3 (Ref.eq)
01/01/2019,03:00:00,18.358,V ugm-3 (Ref.eq)
01/01/2019,04:00:00,21.256,V ugm-3 (Ref.eq)
01/01/2019,05:00:00,13.527,V ugm-3 (Ref.eq)
01/01/2019,06:00:00,13.527,V ugm-3 (Ref.eq)
01/01/2019,07:00:00,No data,V ugm-3 (Ref.eq)
01/01/2019,08:00:00,No data,V ugm-3 (Ref.eq)
01/01/2019,09:00:00,No data,V ugm-3 (Ref.eq)
01/01/2019,10:00:00,13.527,V ugm-3 (Ref.eq)
01/01/2019,11:00:00,14.493,V ugm-3 (Ref.eq)
01/01/2019,12:00:00,18.358,V ugm-3 (Ref.eq)
01/01/2019,13:00:00,20.29,V ugm-3 (Ref.eq)
01/01/2019,14:00:00,18.358,V ugm-3 (Ref.eq)
01/01/2019,15:00:00,15.459,V ugm-3 (Ref.eq)
01/01/2019,16:00:00,21.256,V ugm-3 (Ref.eq)
01/01/2019,17:00:00,18.358,V ugm-3 (Ref.eq)
01/01/2019,18:00:00,22.223,V ugm-3 (Ref.eq)
01/01/2019,19:00:00,19.324,V ugm-3 (Ref.eq)
01/01/2019,20:00:00,21.256,V ugm-3 (Ref.eq)
01/01/2019,21:00:00,16.425,V ugm-3 (Ref.eq)
01/01/2019,22:00:00,16.425,V ugm-3 (Ref.eq)
01/01/2019,23:00:00,14.493,V ugm-3 (Ref.eq)
01/01/2019,24:00:00,19.324,V ugm-3 (Ref.eq)
02/01/2019,01:00:00,23.189,V ugm-3 (Ref.eq)
02/01/2019,02:00:00,17.392,V ugm-3 (Ref.eq)
02/01/2019,03:00:00,26.087,V ugm-3 (Ref.eq)
02/01/2019,04:00:00,21.256,V ugm-3 (Ref.eq)
02/01/2019,05:00:00,21.256,V ugm-3 (Ref.eq)
02/01/2019,06:00:00,23.189,V ugm-3 (Ref.eq)
02/01/2019,07:00:00,19.324,V ugm-3 (Ref.eq)
02/01/2019,08:00:00,26.087,V ugm-3 (Ref.eq)
02/01/2019,09:00:00,25.121,V ugm-3 (Ref.eq)
02/01/2019,10:00:00,25.121,V ugm-3 (Ref.eq)
02/01/2019,11:00:00,22.223,V ugm-3 (Ref.eq)
02/01/2019,12:00:00,24.155,V ugm-3 (Ref.eq)
02/01/2019,13:00:00,28.02,V ugm-3 (Ref.eq)
02/01/2019,14:00:00,31.885,V ugm-3 (Ref.eq)
02/01/2019,15:00:00,28.986,V ugm-3 (Ref.eq)
02/01/2019,16:00:00,25.121,V ugm-3 (Ref.eq)
02/01/2019,17:00:00,23.189,V ugm-3 (Ref.eq)
02/01/2019,18:00:00,28.02,V ugm-3 (Ref.eq)
02/01/2019,19:00:00,22.223,V ugm-3 (Ref.eq)
02/01/2019,20:00:00,30.918,V ugm-3 (Ref.eq)
02/01/2019,21:00:00,24.155,V ugm-3 (Ref.eq)
02/01/2019,22:00:00,22.223,V ugm-3 (Ref.eq)
02/01/2019,23:00:00,19.324,V ugm-3 (Ref.eq)
02/01/2019,24:00:00,21.256,V ugm-3 (Ref.eq)
03/01/2019,01:00:00,25.121,V ugm-3 (Ref.eq)
03/01/2019,02:00:00,26.087,V ugm-3 (Ref.eq)
03/01/2019,03:00:00,22.223,V ugm-3 (Ref.eq)
03/01/2019,04:00:00,23.189,V ugm-3 (Ref.eq)
03/01/2019,05:00:00,29.952,V ugm-3 (Ref.eq)
03/01/2019,06:00:00,28.02,V ugm-3 (Ref.eq)
03/01/2019,07:00:00,28.02,V ugm-3 (Ref.eq)
03/01/2019,08:00:00,31.885,V ugm-3 (Ref.eq)
03/01/2019,09:00:00,25.121,V ugm-3 (Ref.eq)
03/01/2019,10:00:00,28.986,V ugm-3 (Ref.eq)
03/01/2019,11:00:00,32.851,V ugm-3 (Ref.eq)
03/01/2019,12:00:00,43.479,V ugm-3 (Ref.eq)
03/01/2019,13:00:00,37.682,V ugm-3 (Ref.eq)
03/01/2019,14:00:00,29.952,V ugm-3 (Ref.eq)
03/01/2019,15:00:00,33.817,V ugm-3 (Ref.eq)
03/01/2019,16:00:00,29.952,V ugm-3 (Ref.eq)
03/01/2019,17:00:00,35.749,V ugm-3 (Ref.eq)
03/01/2019,18:00:00,32.851,V ugm-3 (Ref.eq)
03/01/2019,19:00:00,34.783,V ugm-3 (Ref.eq)
03/01/2019,20:00:00,28.986,V ugm-3 (Ref.eq)
03/01/2019,21:00:00,31.885,V ugm-3 (Ref.eq)
03/01/2019,22:00:00,29.952,V ugm-3 (Ref.eq)
03/01/2019,23:00:00,30.918,V ugm-3 (Ref.eq)
03/01/2019,24:00:00,26.087,V ugm-3 (Ref.eq)
04/01/2019,01:00:00,28.986,V ugm-3 (Ref.eq)
04/01/2019,02:00:00,28.986,V ugm-3 (Ref.eq)
04/01/2019,03:00:00,26.087,V ugm-3 (Ref.eq)
04/01/2019,04:00:00,26.087,V ugm-3 (Ref.eq)
04/01/2019,05:00:00,26.087,V ugm-3 (Ref.eq)
04/01/2019,06:00:00,33.817,V ugm-3 (Ref.eq)
04/01/2019,07:00:00,57.006,V ugm-3 (Ref.eq)
04/01/2019,08:00:00,62.803,V ugm-3 (Ref.eq)
04/01/2019,09:00:00,No data,V ugm-3 (Ref.eq)
04/01/2019,10:00:00,No data,V ugm-3 (Ref.eq)
04/01/2019,11:00:00,68.6,V ugm-3 (Ref.eq)
04/01/2019,12:00:00,49.276,V ugm-3 (Ref.eq)
04/01/2019,13:00:00,53.141,V ugm-3 (Ref.eq)
04/01/2019,14:00:00,39.614,V ugm-3 (Ref.eq)
04/01/2019,15:00:00,38.648,V ugm-3 (Ref.eq)
04/01/2019,16:00:00,42.513,V ugm-3 (Ref.eq)
04/01/2019,17:00:00,56.04,V ugm-3 (Ref.eq)
04/01/2019,18:00:00,41.547,V ugm-3 (Ref.eq)
04/01/2019,19:00:00,27.054,V ugm-3 (Ref.eq)
04/01/2019,20:00:00,39.614,V ugm-3 (Ref.eq)
04/01/2019,21:00:00,40.58,V ugm-3 (Ref.eq)
04/01/2019,22:00:00,38.648,V ugm-3 (Ref.eq)
04/01/2019,23:00:00,36.716,V ugm-3 (Ref.eq)
04/01/2019,24:00:00,32.851,V ugm-3 (Ref.eq)
05/01/2019,01:00:00,33.817,V ugm-3 (Ref.eq)
05/01/2019,02:00:00,32.851,V ugm-3 (Ref.eq)
05/01/2019,03:00:00,26.087,V ugm-3 (Ref.eq)
05/01/2019,04:00:00,23.189,V ugm-3 (Ref.eq)
05/01/2019,05:00:00,34.783,V ugm-3 (Ref.eq)
05/01/2019,06:00:00,30.918,V ugm-3 (Ref.eq)
05/01/2019,07:00:00,27.054,V ugm-3 (Ref.eq)
05/01/2019,08:00:00,28.02,V ugm-3 (Ref.eq)
05/01/2019,09:00:00,34.783,V ugm-3 (Ref.eq)
05/01/2019,10:00:00,29.952,V ugm-3 (Ref.eq)
05/01/2019,11:00:00,35.749,V ugm-3 (Ref.eq)
05/01/2019,12:00:00,28.986,V ugm-3 (Ref.eq)
05/01/2019,13:00:00,36.716,V ugm-3 (Ref.eq)
05/01/2019,14:00:00,28.986,V ugm-3 (Ref.eq)
05/01/2019,15:00:00,27.054,V ugm-3 (Ref.eq)
05/01/2019,16:00:00,24.155,V ugm-3 (Ref.eq)
05/01/2019,17:00:00,22.223,V ugm-3 (Ref.eq)
05/01/2019,18:00:00,26.087,V ugm-3 (Ref.eq)
05/01/2019,19:00:00,34.783,V ugm-3 (Ref.eq)
05/01/2019,20:00:00,47.344,V ugm-3 (Ref.eq)
05/01/2019,21:00:00,42.513,V ugm-3 (Ref.eq)
05/01/2019,22:00:00,37.682,V ugm-3 (Ref.eq)
05/01/2019,23:00:00,30.918,V ugm-3 (Ref.eq)
05/01/2019,24:00:00,29.952,V ugm-3 (Ref.eq)
06/01/2019,01:00:00,19.324,V ugm-3 (Ref.eq)
06/01/2019,02:00:00,16.425,V ugm-3 (Ref.eq)
06/01/2019,03:00:00,24.155,V ugm-3 (Ref.eq)
06/01/2019,04:00:00,24.155,V ugm-3 (Ref.eq)
06/01/2019,05:00:00,19.324,V ugm-3 (Ref.eq)
06/01/2019,06:00:00,24.155,V ugm-3 (Ref.eq)
06/01/2019,07:00:00,28.02,V ugm-3 (Ref.eq)
06/01/2019,08:00:00,31.885,V ugm-3 (Ref.eq)
06/01/2019,09:00:00,26.087,V ugm-3 (Ref.eq)
06/01/2019,10:00:00,45.411,V ugm-3 (Ref.eq)
06/01/2019,11:00:00,28.986,V ugm-3 (Ref.eq)
06/01/2019,12:00:00,29.952,V ugm-3 (Ref.eq)
06/01/2019,13:00:00,33.817,V ugm-3 (Ref.eq)
06/01/2019,14:00:00,34.783,V ugm-3 (Ref.eq)
06/01/2019,15:00:00,29.952,V ugm-3 (Ref.eq)
06/01/2019,16:00:00,28.02,V ugm-3 (Ref.eq)
06/01/2019,17:00:00,28.986,V ugm-3 (Ref.eq)
06/01/2019,18:00:00,36.716,V ugm-3 (Ref.eq)
06/01/2019,19:00:00,29.952,V ugm-3 (Ref.eq)
06/01/2019,20:00:00,28.986,V ugm-3 (Ref.eq)
06/01/2019,21:00:00,28.986,V ugm-3 (Ref.eq)
06/01/2019,22:00:00,40.58,V ugm-3 (Ref.eq)
06/01/2019,23:00:00,36.716,V ugm-3 (Ref.eq)
06/01/2019,24:00:00,35.749,V ugm-3 (Ref.eq)
07/01/2019,01:00:00,33.817,V ugm-3 (Ref.eq)
07/01/2019,02:00:00,34.783,V ugm-3 (Ref.eq)
07/01/2019,03:00:00,32.851,V ugm-3 (Ref.eq)
07/01/2019,04:00:00,26.087,V ugm-3 (Ref.eq)
07/01/2019,05:00:00,20.29,V ugm-3 (Ref.eq)
07/01/2019,06:00:00,19.324,V ugm-3 (Ref.eq)
07/01/2019,07:00:00,25.121,V ugm-3 (Ref.eq)
07/01/2019,08:00:00,26.087,V ugm-3 (Ref.eq)
07/01/2019,09:00:00,26.087,V ugm-3 (Ref.eq)
07/01/2019,10:00:00,25.121,V ugm-3 (Ref.eq)
07/01/2019,11:00:00,28.02,V ugm-3 (Ref.eq)
07/01/2019,12:00:00,40.58,V ugm-3 (Ref.eq)
07/01/2019,13:00:00,32.851,V ugm-3 (Ref.eq)
07/01/2019,14:00:00,28.02,V ugm-3 (Ref.eq)
07/01/2019,15:00:00,27.054,V ugm-3 (Ref.eq)
07/01/2019,16:00:00,19.324,V ugm-3 (Ref.eq)
07/01/2019,17:00:00,15.459,V ugm-3 (Ref.eq)
07/01/2019,18:00:00,13.527,V ugm-3 (Ref.eq)
07/01/2019,19:00:00,20.29,V ugm-3 (Ref.eq)
07/01/2019,20:00:00,19.324,V ugm-3 (Ref.eq)
07/01/2019,21:00:00,19.324,V ugm-3 (Ref.eq)
07/01/2019,22:00:00,15.459,V ugm-3 (Ref.eq)
07/01/2019,23:00:00,18.358,V ugm-3 (Ref.eq)
07/01/2019,24:00:00,15.459,V ugm-3 (Ref.eq)
08/01/2019,01:00:00,20.29,V ugm-3 (Ref.eq)
08/01/2019,02:00:00,22.223,V ugm-3 (Ref.eq)
08/01/2019,03:00:00,18.358,V ugm-3 (Ref.eq)
08/01/2019,04:00:00,12.561,V ugm-3 (Ref.eq)
08/01/2019,05:00:00,20.29,V ugm-3 (Ref.eq)
08/01/2019,06:00:00,20.29,V ugm-3 (Ref.eq)
08/01/2019,07:00:00,19.324,V ugm-3 (Ref.eq)
08/01/2019,08:00:00,19.324,V ugm-3 (Ref.eq)
08/01/2019,09:00:00,22.223,V ugm-3 (Ref.eq)
08/01/2019,10:00:00,26.087,V ugm-3 (Ref.eq)
08/01/2019,11:00:00,23.189,V ugm-3 (Ref.eq)
08/01/2019,12:00:00,25.121,V ugm-3 (Ref.eq)
08/01/2019,13:00:00,32.851,V ugm-3 (Ref.eq)
08/01/2019,14:00:00,27.054,V ugm-3 (Ref.eq)
08/01/2019,15:00:00,20.29,V ugm-3 (Ref.eq)
08/01/2019,16:00:00,27.054,V ugm-3 (Ref.eq)
08/01/2019,17:00:00,24.155,V ugm-3 (Ref.eq)
08/01/2019,18:00:00,24.155,V ugm-3 (Ref.eq)
08/01/2019,19:00:00,19.324,V ugm-3 (Ref.eq)
08/01/2019,20:00:00,25.121,V ugm-3 (Ref.eq)
08/01/2019,21:00:00,24.155,V ugm-3 (Ref.eq)
08/01/2019,22:00:00,19.324,V ugm-3 (Ref.eq)
08/01/2019,23:00:00,17.392,V ugm-3 (Ref.eq)
08/01/2019,24:00:00,16.425,V ugm-3 (Ref.eq)
09/01/2019,01:00:00,21.256,V ugm-3 (Ref.eq)
09/01/2019,02:00:00,14.493,V ugm-3 (Ref.eq)
09/01/2019,03:00:00,16.425,V ugm-3 (Ref.eq)
09/01/2019,04:00:00,17.392,V ugm-3 (Ref.eq)
09/01/2019,05:00:00,9.662,V ugm-3 (Ref.eq)
09/01/2019,06:00:00,11.594,V ugm-3 (Ref.eq)
09/01/2019,07:00:00,12.561,V ugm-3 (Ref.eq)
09/01/2019,08:00:00,13.527,V ugm-3 (Ref.eq)
09/01/2019,09:00:00,17.392,V ugm-3 (Ref.eq)
09/01/2019,10:00:00,16.425,V ugm-3 (Ref.eq)
09/01/2019,11:00:00,22.223,V ugm-3 (Ref.eq)
09/01/2019,12:00:00,20.29,V ugm-3 (Ref.eq)
09/01/2019,13:00:00,21.256,V ugm-3 (Ref.eq)
09/01/2019,14:00:00,26.087,V ugm-3 (Ref.eq)
09/01/2019,15:00:00,26.087,V ugm-3 (Ref.eq)
09/01/2019,16:00:00,14.493,V ugm-3 (Ref.eq)
09/01/2019,17:00:00,17.392,V ugm-3 (Ref.eq)
09/01/2019,18:00:00,21.256,V ugm-3 (Ref.eq)
09/01/2019,19:00:00,23.189,V ugm-3 (Ref.eq)
09/01/2019,20:00:00,21.256,V ugm-3 (Ref.eq)
09/01/2019,21:00:00,29.952,V ugm-3 (Ref.eq)
09/01/2019,22:00:00,23.189,V ugm-3 (Ref.eq)
09/01/2019,23:00:00,23.189,V ugm-3 (Ref.eq)
09/01/2019,24:00:00,26.087,V ugm-3 (Ref.eq)
10/01/2019,01:00:00,20.29,V ugm-3 (Ref.eq)
10/01/2019,02:00:00,28.986,V ugm-3 (Ref.eq)
10/01/2019,03:00:00,25.121,V ugm-3 (Ref.eq)
10/01/2019,04:00:00,22.223,V ugm-3 (Ref.eq)
10/01/2019,05:00:00,23.189,V ugm-3 (Ref.eq)
10/01/2019,06:00:00,25.121,V ugm-3 (Ref.eq)
10/01/2019,07:00:00,25.121,V ugm-3 (Ref.eq)
10/01/2019,08:00:00,30.918,V ugm-3 (Ref.eq)
10/01/2019,09:00:00,39.614,V ugm-3 (Ref.eq)
10/01/2019,10:00:00,41.547,V ugm-3 (Ref.eq)
10/01/2019,11:00:00,40.58,V ugm-3 (Ref.eq)
10/01/2019,12:00:00,45.411,V ugm-3 (Ref.eq)
10/01/2019,13:00:00,44.445,V ugm-3 (Ref.eq)
10/01/2019,14:00:00,50.242,V ugm-3 (Ref.eq)
10/01/2019,15:00:00,57.006,V ugm-3 (Ref.eq)
10/01/2019,16:00:00,63.769,V ugm-3 (Ref.eq)
10/01/2019,17:00:00,63.769,V ugm-3 (Ref.eq)
10/01/2019,18:00:00,49.276,V ugm-3 (Ref.eq)
10/01/2019,19:00:00,41.547,V ugm-3 (Ref.eq)
10/01/2019,20:00:00,42.513,V ugm-3 (Ref.eq)
10/01/2019,21:00:00,49.276,V ugm-3 (Ref.eq)
10/01/2019,22:00:00,59.904,V ugm-3 (Ref.eq)
10/01/2019,23:00:00,46.378,V ugm-3 (Ref.eq)
10/01/2019,24:00:00,42.513,V ugm-3 (Ref.eq)
11/01/2019,01:00:00,30.918,V ugm-3 (Ref.eq)
11/01/2019,02:00:00,32.851,V ugm-3 (Ref.eq)
11/01/2019,03:00:00,28.02,V ugm-3 (Ref.eq)
