areaType,areaName,areaCode,date,newAdmissions,cumAdmissions
overview,United Kingdom,K02000001,16/04/2020,2011,65791
overview,United Kingdom,K02000001,15/04/2020,1880,63780
overview,United Kingdom,K02000001,14/04/2020,2088,61900
overview,United Kingdom,K02000001,13/04/2020,2162,59812
overview,United Kingdom,K02000001,12/04/2020,2066,57650
overview,United Kingdom,K02000001,11/04/2020,2163,55584
overview,United Kingdom,K02000001,10/04/2020,2461,53421
overview,United Kingdom,K02000001,09/04/2020,2631,50960
overview,United Kingdom,K02000001,08/04/2020,2966,48329
overview,United Kingdom,K02000001,07/04/2020,3150,45363
overview,United Kingdom,K02000001,06/04/2020,3047,42213
overview,United Kingdom,K02000001,05/04/2020,2913,39166
overview,United Kingdom,K02000001,04/04/2020,2922,36253
overview,United Kingdom,K02000001,03/04/2020,2932,33331
overview,United Kingdom,K02000001,02/04/2020,3284,30399
overview,United Kingdom,K02000001,01/04/2020,3565,27115
overview,United Kingdom,K02000001,31/03/2020,2834,23550
overview,United Kingdom,K02000001,30/03/2020,3189,20716
overview,United Kingdom,K02000001,29/03/2020,2492,17527
overview,United Kingdom,K02000001,28/03/2020,2196,15035
overview,United Kingdom,K02000001,27/03/2020,2229,12839
overview,United Kingdom,K02000001,26/03/2020,1931,10610
overview,United Kingdom,K02000001,25/03/2020,2087,8679
overview,United Kingdom,K02000001,24/03/2020,1718,6592
overview,United Kingdom,K02000001,23/03/2020,1273,4874
