Hourly measurement data supplied by UK-air on 04/04/2022,,,,,
All Data GMT hour ending,,,,,
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect,,,,,
,,Chatham Roadside,,Edinburgh St Leonards,
Date,Time,PM10 particulate matter (Hourly measured),Status,PM10 particulate matter (Hourly measured),Status
02/06/2021,18:00:00,42.513,V ugm-3 (Ref.eq),16.45,V ugm-3 (FIDAS)
02/06/2021,19:00:00,43.479,V ugm-3 (Ref.eq),14.7,V ugm-3 (FIDAS)
02/06/2021,20:00:00,42.513,V ugm-3 (Ref.eq),16.4,V ugm-3 (FIDAS)
02/06/2021,21:00:00,55.073,V ugm-3 (Ref.eq),19.325,V ugm-3 (FIDAS)
02/06/2021,22:00:00,57.972,V ugm-3 (Ref.eq),22.475,V ugm-3 (FIDAS)
02/06/2021,23:00:00,39.614,V ugm-3 (Ref.eq),22.1,V ugm-3 (FIDAS)
02/06/2021,24:00:00,23.189,V ugm-3 (Ref.eq),20.975,V ugm-3 (FIDAS)
03/06/2021,01:00:00,14.493,V ugm-3 (Ref.eq),20.875,V ugm-3 (FIDAS)
03/06/2021,02:00:00,27.054,V ugm-3 (Ref.eq),18.85,V ugm-3 (FIDAS)
03/06/2021,03:00:00,25.121,V ugm-3 (Ref.eq),16.875,V ugm-3 (FIDAS)
03/06/2021,04:00:00,26.087,V ugm-3 (Ref.eq),15.1,V ugm-3 (FIDAS)
03/06/2021,05:00:00,31.885,V ugm-3 (Ref.eq),14.025,V ugm-3 (FIDAS)
03/06/2021,06:00:00,32.851,V ugm-3 (Ref.eq),16.9,V ugm-3 (FIDAS)
03/06/2021,07:00:00,31.885,V ugm-3 (Ref.eq),20.75,V ugm-3 (FIDAS)
03/06/2021,08:00:00,34.783,V ugm-3 (Ref.eq),23.6,V ugm-3 (FIDAS)
03/06/2021,09:00:00,28.02,V ugm-3 (Ref.eq),23.2,V ugm-3 (FIDAS)
03/06/2021,10:00:00,16.425,V ugm-3 (Ref.eq),20.15,V ugm-3 (FIDAS)
03/06/2021,11:00:00,28.986,V ugm-3 (Ref.eq),21.725,V ugm-3 (FIDAS)
03/06/2021,12:00:00,29.952,V ugm-3 (Ref.eq),22.1,V ugm-3 (FIDAS)
03/06/2021,13:00:00,20.29,V ugm-3 (Ref.eq),20.225,V ugm-3 (FIDAS)
03/06/2021,14:00:00,13.527,V ugm-3 (Ref.eq),20.525,V ugm-3 (FIDAS)
03/06/2021,15:00:00,16.425,V ugm-3 (Ref.eq),18.95,V ugm-3 (FIDAS)
03/06/2021,16:00:00,21.256,V ugm-3 (Ref.eq),22.4,V ugm-3 (FIDAS)
03/06/2021,17:00:00,12.561,V ugm-3 (Ref.eq),25.275,V ugm-3 (FIDAS)
03/06/2021,18:00:00,20.29,V ugm-3 (Ref.eq),24.05,V ugm-3 (FIDAS)
03/06/2021,19:00:00,21.256,V ugm-3 (Ref.eq),18.05,V ugm-3 (FIDAS)
03/06/2021,20:00:00,17.392,V ugm-3 (Ref.eq),8.125,V ugm-3 (FIDAS)
03/06/2021,21:00:00,14.493,V ugm-3 (Ref.eq),5.475,V ugm-3 (FIDAS)
03/06/2021,22:00:00,16.425,V ugm-3 (Ref.eq),4.05,V ugm-3 (FIDAS)
03/06/2021,23:00:00,13.527,V ugm-3 (Ref.eq),3.8,V ugm-3 (FIDAS)
03/06/2021,24:00:00,15.459,V ugm-3 (Ref.eq),4.325,V ugm-3 (FIDAS)
04/06/2021,01:00:00,18.358,V ugm-3 (Ref.eq),4.925,V ugm-3 (FIDAS)
04/06/2021,02:00:00,5.797,V ugm-3 (Ref.eq),5.95,V ugm-3 (FIDAS)
04/06/2021,03:00:00,6.763,V ugm-3 (Ref.eq),6.75,V ugm-3 (FIDAS)
04/06/2021,04:00:00,9.662,V ugm-3 (Ref.eq),7.175,V ugm-3 (FIDAS)
04/06/2021,05:00:00,8.696,V ugm-3 (Ref.eq),7.825,V ugm-3 (FIDAS)
04/06/2021,06:00:00,12.561,V ugm-3 (Ref.eq),15.425,V ugm-3 (FIDAS)
04/06/2021,07:00:00,12.561,V ugm-3 (Ref.eq),12.675,V ugm-3 (FIDAS)
04/06/2021,08:00:00,17.392,V ugm-3 (Ref.eq),7.75,V ugm-3 (FIDAS)
04/06/2021,09:00:00,16.425,V ugm-3 (Ref.eq),7.95,V ugm-3 (FIDAS)
04/06/2021,10:00:00,23.189,V ugm-3 (Ref.eq),6.925,V ugm-3 (FIDAS)
04/06/2021,11:00:00,9.662,V ugm-3 (Ref.eq),5.925,V ugm-3 (FIDAS)
04/06/2021,12:00:00,10.628,V ugm-3 (Ref.eq),6.45,V ugm-3 (FIDAS)
04/06/2021,13:00:00,8.696,V ugm-3 (Ref.eq),6.225,V ugm-3 (FIDAS)
04/06/2021,14:00:00,14.493,V ugm-3 (Ref.eq),6.825,V ugm-3 (FIDAS)
04/06/2021,15:00:00,5.797,V ugm-3 (Ref.eq),7.125,V ugm-3 (FIDAS)
04/06/2021,16:00:00,7.73,V ugm-3 (Ref.eq),7.875,V ugm-3 (FIDAS)
04/06/2021,17:00:00,14.493,V ugm-3 (Ref.eq),8.05,V ugm-3 (FIDAS)
04/06/2021,18:00:00,5.797,V ugm-3 (Ref.eq),6.15,V ugm-3 (FIDAS)
04/06/2021,19:00:00,5.797,V ugm-3 (Ref.eq),5.425,V ugm-3 (FIDAS)
04/06/2021,20:00:00,11.594,V ugm-3 (Ref.eq),5.15,V ugm-3 (FIDAS)
04/06/2021,21:00:00,7.73,V ugm-3 (Ref.eq),4.925,V ugm-3 (FIDAS)
04/06/2021,22:00:00,5.797,V ugm-3 (Ref.eq),5.275,V ugm-3 (FIDAS)
04/06/2021,23:00:00,3.865,V ugm-3 (Ref.eq),5.3,V ugm-3 (FIDAS)
04/06/2021,24:00:00,0,V ugm-3 (Ref.eq),4.85,V ugm-3 (FIDAS)
05/06/2021,01:00:00,4.831,V ugm-3 (Ref.eq),4.75,V ugm-3 (FIDAS)
05/06/2021,02:00:00,7.73,V ugm-3 (Ref.eq),5.225,V ugm-3 (FIDAS)
05/06/2021,03:00:00,5.797,V ugm-3 (Ref.eq),5.65,V ugm-3 (FIDAS)
05/06/2021,04:00:00,6.763,V ugm-3 (Ref.eq),4.775,V ugm-3 (FIDAS)
05/06/2021,05:00:00,10.628,V ugm-3 (Ref.eq),6.075,V ugm-3 (FIDAS)
05/06/2021,06:00:00,9.662,V ugm-3 (Ref.eq),8.525,V ugm-3 (FIDAS)
05/06/2021,07:00:00,12.561,V ugm-3 (Ref.eq),10.9,V ugm-3 (FIDAS)
05/06/2021,08:00:00,16.425,V ugm-3 (Ref.eq),6.625,V ugm-3 (FIDAS)
05/06/2021,09:00:00,10.628,V ugm-3 (Ref.eq),4.2,V ugm-3 (FIDAS)
05/06/2021,10:00:00,11.594,V ugm-3 (Ref.eq),4.575,V ugm-3 (FIDAS)
05/06/2021,11:00:00,9.662,V ugm-3 (Ref.eq),6.675,V ugm-3 (FIDAS)
05/06/2021,12:00:00,12.561,V ugm-3 (Ref.eq),6.7,V ugm-3 (FIDAS)
05/06/2021,13:00:00,21.256,V ugm-3 (Ref.eq),6.475,V ugm-3 (FIDAS)
05/06/2021,14:00:00,19.324,V ugm-3 (Ref.eq),9.85,V ugm-3 (FIDAS)
05/06/2021,15:00:00,20.29,V ugm-3 (Ref.eq),9.85,V ugm-3 (FIDAS)
05/06/2021,16:00:00,18.358,V ugm-3 (Ref.eq),8.35,V ugm-3 (FIDAS)
05/06/2021,17:00:00,16.425,V ugm-3 (Ref.eq),9,V ugm-3 (FIDAS)
05/06/2021,18:00:00,17.392,V ugm-3 (Ref.eq),6.8,V ugm-3 (FIDAS)
05/06/2021,19:00:00,23.189,V ugm-3 (Ref.eq),4.6,V ugm-3 (FIDAS)
05/06/2021,20:00:00,23.189,V ugm-3 (Ref.eq),3.85,V ugm-3 (FIDAS)
05/06/2021,21:00:00,14.493,V ugm-3 (Ref.eq),3.875,V ugm-3 (FIDAS)
05/06/2021,22:00:00,19.324,V ugm-3 (Ref.eq),4.225,V ugm-3 (FIDAS)
05/06/2021,23:00:00,6.763,V ugm-3 (Ref.eq),4.075,V ugm-3 (FIDAS)
05/06/2021,24:00:00,11.594,V ugm-3 (Ref.eq),4,V ugm-3 (FIDAS)
06/06/2021,01:00:00,17.392,V ugm-3 (Ref.eq),3.275,V ugm-3 (FIDAS)
06/06/2021,02:00:00,10.628,V ugm-3 (Ref.eq),2.125,V ugm-3 (FIDAS)
06/06/2021,03:00:00,18.358,V ugm-3 (Ref.eq),1.875,V ugm-3 (FIDAS)
06/06/2021,04:00:00,9.662,V ugm-3 (Ref.eq),2.575,V ugm-3 (FIDAS)
06/06/2021,05:00:00,13.527,V ugm-3 (Ref.eq),2.325,V ugm-3 (FIDAS)
06/06/2021,06:00:00,10.628,V ugm-3 (Ref.eq),3.45,V ugm-3 (FIDAS)
06/06/2021,07:00:00,12.561,V ugm-3 (Ref.eq),4.65,V ugm-3 (FIDAS)
06/06/2021,08:00:00,11.594,V ugm-3 (Ref.eq),4.95,V ugm-3 (FIDAS)
06/06/2021,09:00:00,15.459,V ugm-3 (Ref.eq),3.775,V ugm-3 (FIDAS)
06/06/2021,10:00:00,21.256,V ugm-3 (Ref.eq),4.325,V ugm-3 (FIDAS)
06/06/2021,11:00:00,21.256,V ugm-3 (Ref.eq),4.975,V ugm-3 (FIDAS)
06/06/2021,12:00:00,14.493,V ugm-3 (Ref.eq),5.625,V ugm-3 (FIDAS)
06/06/2021,13:00:00,19.324,V ugm-3 (Ref.eq),5.875,V ugm-3 (FIDAS)
06/06/2021,14:00:00,22.223,V ugm-3 (Ref.eq),6.225,V ugm-3 (FIDAS)
06/06/2021,15:00:00,10.628,V ugm-3 (Ref.eq),6.175,V ugm-3 (FIDAS)
06/06/2021,16:00:00,11.594,V ugm-3 (Ref.eq),6.45,V ugm-3 (FIDAS)
06/06/2021,17:00:00,11.594,V ugm-3 (Ref.eq),5.225,V ugm-3 (FIDAS)
06/06/2021,18:00:00,11.594,V ugm-3 (Ref.eq),5.7,V ugm-3 (FIDAS)
06/06/2021,19:00:00,9.662,V ugm-3 (Ref.eq),6.625,V ugm-3 (FIDAS)
06/06/2021,20:00:00,5.797,V ugm-3 (Ref.eq),6.55,V ugm-3 (FIDAS)
06/06/2021,21:00:00,13.527,V ugm-3 (Ref.eq),5.325,V ugm-3 (FIDAS)
06/06/2021,22:00:00,6.763,V ugm-3 (Ref.eq),5.25,V ugm-3 (FIDAS)
06/06/2021,23:00:00,3.865,V ugm-3 (Ref.eq),4.2,V ugm-3 (FIDAS)
06/06/2021,24:00:00,4.831,V ugm-3 (Ref.eq),3.275,V ugm-3 (FIDAS)
07/06/2021,01:00:00,7.73,V ugm-3 (Ref.eq),2.825,V ugm-3 (FIDAS)
07/06/2021,02:00:00,1.932,V ugm-3 (Ref.eq),3.95,V ugm-3 (FIDAS)
07/06/2021,03:00:00,-2.899,V ugm-3 (Ref.eq),5.325,V ugm-3 (FIDAS)
07/06/2021,04:00:00,1.932,V ugm-3 (Ref.eq),6.95,V ugm-3 (FIDAS)
07/06/2021,05:00:00,4.831,V ugm-3 (Ref.eq),7.35,V ugm-3 (FIDAS)
07/06/2021,06:00:00,1.932,V ugm-3 (Ref.eq),7.15,V ugm-3 (FIDAS)
07/06/2021,07:00:00,0,V ugm-3 (Ref.eq),11.875,V ugm-3 (FIDAS)
07/06/2021,08:00:00,-1.932,V ugm-3 (Ref.eq),9.775,V ugm-3 (FIDAS)
07/06/2021,09:00:00,12.561,V ugm-3 (Ref.eq),13.675,V ugm-3 (FIDAS)
07/06/2021,10:00:00,14.493,V ugm-3 (Ref.eq),16.55,V ugm-3 (FIDAS)
07/06/2021,11:00:00,12.561,V ugm-3 (Ref.eq),23.4,V ugm-3 (FIDAS)
07/06/2021,12:00:00,13.527,V ugm-3 (Ref.eq),20.6,V ugm-3 (FIDAS)
07/06/2021,13:00:00,18.358,V ugm-3 (Ref.eq),15.7,V ugm-3 (FIDAS)
07/06/2021,14:00:00,11.594,V ugm-3 (Ref.eq),13.75,V ugm-3 (FIDAS)
07/06/2021,15:00:00,11.594,V ugm-3 (Ref.eq),13.575,V ugm-3 (FIDAS)
07/06/2021,16:00:00,8.696,V ugm-3 (Ref.eq),13.125,V ugm-3 (FIDAS)
07/06/2021,17:00:00,6.763,V ugm-3 (Ref.eq),19.2,V ugm-3 (FIDAS)
07/06/2021,18:00:00,7.73,V ugm-3 (Ref.eq),12.75,V ugm-3 (FIDAS)
07/06/2021,19:00:00,8.696,V ugm-3 (Ref.eq),6.425,V ugm-3 (FIDAS)
07/06/2021,20:00:00,9.662,V ugm-3 (Ref.eq),4.75,V ugm-3 (FIDAS)
07/06/2021,21:00:00,14.493,V ugm-3 (Ref.eq),5.775,V ugm-3 (FIDAS)
07/06/2021,22:00:00,6.763,V ugm-3 (Ref.eq),5.775,V ugm-3 (FIDAS)
07/06/2021,23:00:00,12.561,V ugm-3 (Ref.eq),5.925,V ugm-3 (FIDAS)
07/06/2021,24:00:00,4.831,V ugm-3 (Ref.eq),6.75,V ugm-3 (FIDAS)
08/06/2021,01:00:00,10.628,V ugm-3 (Ref.eq),5.725,V ugm-3 (FIDAS)
08/06/2021,02:00:00,2.899,V ugm-3 (Ref.eq),5.85,V ugm-3 (FIDAS)
08/06/2021,03:00:00,10.628,V ugm-3 (Ref.eq),6.05,V ugm-3 (FIDAS)
08/06/2021,04:00:00,12.561,V ugm-3 (Ref.eq),8.15,V ugm-3 (FIDAS)
08/06/2021,05:00:00,14.493,V ugm-3 (Ref.eq),9.6,V ugm-3 (FIDAS)
08/06/2021,06:00:00,20.29,V ugm-3 (Ref.eq),8.45,V ugm-3 (FIDAS)
08/06/2021,07:00:00,19.324,V ugm-3 (Ref.eq),10.75,V ugm-3 (FIDAS)
08/06/2021,08:00:00,17.392,V ugm-3 (Ref.eq),10.3,V ugm-3 (FIDAS)
08/06/2021,09:00:00,20.29,V ugm-3 (Ref.eq),8.05,V ugm-3 (FIDAS)
08/06/2021,10:00:00,11.594,V ugm-3 (Ref.eq),9.4,V ugm-3 (FIDAS)
08/06/2021,11:00:00,17.392,V ugm-3 (Ref.eq),7.6,V ugm-3 (FIDAS)
08/06/2021,12:00:00,12.561,V ugm-3 (Ref.eq),6.475,V ugm-3 (FIDAS)
08/06/2021,13:00:00,9.662,V ugm-3 (Ref.eq),7.1,V ugm-3 (FIDAS)
08/06/2021,14:00:00,12.561,V ugm-3 (Ref.eq),8.025,V ugm-3 (FIDAS)
08/06/2021,15:00:00,12.561,V ugm-3 (Ref.eq),7.5,V ugm-3 (FIDAS)
08/06/2021,16:00:00,9.662,V ugm-3 (Ref.eq),6.4,V ugm-3 (FIDAS)
08/06/2021,17:00:00,8.696,V ugm-3 (Ref.eq),6.5,V ugm-3 (FIDAS)
08/06/2021,18:00:00,16.425,V ugm-3 (Ref.eq),6.7,V ugm-3 (FIDAS)
08/06/2021,19:00:00,15.459,V ugm-3 (Ref.eq),5.85,V ugm-3 (FIDAS)
08/06/2021,20:00:00,17.392,V ugm-3 (Ref.eq),5.55,V ugm-3 (FIDAS)
08/06/2021,21:00:00,17.392,V ugm-3 (Ref.eq),5.725,V ugm-3 (FIDAS)
08/06/2021,22:00:00,16.425,V ugm-3 (Ref.eq),5.65,V ugm-3 (FIDAS)
08/06/2021,23:00:00,12.561,V ugm-3 (Ref.eq),5.575,V ugm-3 (FIDAS)
08/06/2021,24:00:00,15.459,V ugm-3 (Ref.eq),4.975,V ugm-3 (FIDAS)
09/06/2021,01:00:00,10.628,V ugm-3 (Ref.eq),5.05,V ugm-3 (FIDAS)
09/06/2021,02:00:00,13.527,V ugm-3 (Ref.eq),4.775,V ugm-3 (FIDAS)
09/06/2021,03:00:00,7.73,V ugm-3 (Ref.eq),4,V ugm-3 (FIDAS)
09/06/2021,04:00:00,4.831,V ugm-3 (Ref.eq),5.3,V ugm-3 (FIDAS)
09/06/2021,05:00:00,9.662,V ugm-3 (Ref.eq),4.7,V ugm-3 (FIDAS)
09/06/2021,06:00:00,8.696,V ugm-3 (Ref.eq),5,V ugm-3 (FIDAS)
09/06/2021,07:00:00,28.02,V ugm-3 (Ref.eq),4.85,V ugm-3 (FIDAS)
09/06/2021,08:00:00,12.561,V ugm-3 (Ref.eq),4.1,V ugm-3 (FIDAS)
09/06/2021,09:00:00,17.392,V ugm-3 (Ref.eq),3.725,V ugm-3 (FIDAS)
09/06/2021,10:00:00,14.493,V ugm-3 (Ref.eq),4.8,V ugm-3 (FIDAS)
09/06/2021,11:00:00,17.392,V ugm-3 (Ref.eq),3.525,V ugm-3 (FIDAS)
09/06/2021,12:00:00,15.459,V ugm-3 (Ref.eq),3.55,V ugm-3 (FIDAS)
09/06/2021,13:00:00,18.358,V ugm-3 (Ref.eq),5.8,V ugm-3 (FIDAS)
09/06/2021,14:00:00,14.493,V ugm-3 (Ref.eq),4.225,V ugm-3 (FIDAS)
09/06/2021,15:00:00,20.29,V ugm-3 (Ref.eq),3.725,V ugm-3 (FIDAS)
09/06/2021,16:00:00,15.459,V ugm-3 (Ref.eq),4.35,V ugm-3 (FIDAS)
09/06/2021,17:00:00,17.392,V ugm-3 (Ref.eq),3.45,V ugm-3 (FIDAS)
09/06/2021,18:00:00,16.425,V ugm-3 (Ref.eq),2.275,V ugm-3 (FIDAS)
09/06/2021,19:00:00,12.561,V ugm-3 (Ref.eq),3.7,V ugm-3 (FIDAS)
09/06/2021,20:00:00,19.324,V ugm-3 (Ref.eq),3.85,V ugm-3 (FIDAS)
09/06/2021,21:00:00,18.358,V ugm-3 (Ref.eq),4.025,V ugm-3 (FIDAS)
09/06/2021,22:00:00,18.358,V ugm-3 (Ref.eq),3.35,V ugm-3 (FIDAS)
09/06/2021,23:00:00,4.831,V ugm-3 (Ref.eq),2.975,V ugm-3 (FIDAS)
09/06/2021,24:00:00,13.527,V ugm-3 (Ref.eq),3.525,V ugm-3 (FIDAS)
10/06/2021,01:00:00,6.763,V ugm-3 (Ref.eq),3.925,V ugm-3 (FIDAS)
10/06/2021,02:00:00,9.662,V ugm-3 (Ref.eq),3.925,V ugm-3 (FIDAS)
10/06/2021,03:00:00,9.662,V ugm-3 (Ref.eq),3.35,V ugm-3 (FIDAS)
10/06/2021,04:00:00,7.73,V ugm-3 (Ref.eq),4,V ugm-3 (FIDAS)
10/06/2021,05:00:00,8.696,V ugm-3 (Ref.eq),3.8,V ugm-3 (FIDAS)
10/06/2021,06:00:00,13.527,V ugm-3 (Ref.eq),3.45,V ugm-3 (FIDAS)
10/06/2021,07:00:00,16.425,V ugm-3 (Ref.eq),3.375,V ugm-3 (FIDAS)
10/06/2021,08:00:00,15.459,V ugm-3 (Ref.eq),3.95,V ugm-3 (FIDAS)
10/06/2021,09:00:00,7.73,V ugm-3 (Ref.eq),4.4,V ugm-3 (FIDAS)
10/06/2021,10:00:00,16.425,V ugm-3 (Ref.eq),4.425,V ugm-3 (FIDAS)
10/06/2021,11:00:00,10.628,V ugm-3 (Ref.eq),5,V ugm-3 (FIDAS)
10/06/2021,12:00:00,13.527,V ugm-3 (Ref.eq),3.85,V ugm-3 (FIDAS)
10/06/2021,13:00:00,8.696,V ugm-3 (Ref.eq),4.175,V ugm-3 (FIDAS)
10/06/2021,14:00:00,11.594,V ugm-3 (Ref.eq),5.625,V ugm-3 (FIDAS)
10/06/2021,15:00:00,9.662,V ugm-3 (Ref.eq),4.625,V ugm-3 (FIDAS)
10/06/2021,16:00:00,11.594,V ugm-3 (Ref.eq),7.475,V ugm-3 (FIDAS)
10/06/2021,17:00:00,11.594,V ugm-3 (Ref.eq),7,V ugm-3 (FIDAS)
10/06/2021,18:00:00,7.73,V ugm-3 (Ref.eq),6.125,V ugm-3 (FIDAS)
10/06/2021,19:00:00,12.561,V ugm-3 (Ref.eq),6.975,V ugm-3 (FIDAS)
10/06/2021,20:00:00,7.73,V ugm-3 (Ref.eq),5.85,V ugm-3 (FIDAS)
10/06/2021,21:00:00,17.392,V ugm-3 (Ref.eq),6.925,V ugm-3 (FIDAS)
10/06/2021,22:00:00,0.966,V ugm-3 (Ref.eq),6.75,V ugm-3 (FIDAS)
10/06/2021,23:00:00,5.797,V ugm-3 (Ref.eq),6.85,V ugm-3 (FIDAS)
10/06/2021,24:00:00,3.865,V ugm-3 (Ref.eq),7.175,V ugm-3 (FIDAS)
11/06/2021,01:00:00,1.932,V ugm-3 (Ref.eq),5.225,V ugm-3 (FIDAS)
11/06/2021,02:00:00,1.932,V ugm-3 (Ref.eq),4.05,V ugm-3 (FIDAS)
11/06/2021,03:00:00,2.899,V ugm-3 (Ref.eq),3.45,V ugm-3 (FIDAS)
11/06/2021,04:00:00,7.73,V ugm-3 (Ref.eq),4.2,V ugm-3 (FIDAS)
11/06/2021,05:00:00,8.696,V ugm-3 (Ref.eq),4.775,V ugm-3 (FIDAS)
11/06/2021,06:00:00,10.628,V ugm-3 (Ref.eq),3.95,V ugm-3 (FIDAS)
11/06/2021,07:00:00,13.527,V ugm-3 (Ref.eq),4.35,V ugm-3 (FIDAS)
11/06/2021,08:00:00,13.527,V ugm-3 (Ref.eq),8.425,V ugm-3 (FIDAS)
11/06/2021,09:00:00,22.223,V ugm-3 (Ref.eq),8.9,V ugm-3 (FIDAS)
11/06/2021,10:00:00,17.392,V ugm-3 (Ref.eq),11.4,V ugm-3 (FIDAS)
11/06/2021,11:00:00,11.594,V ugm-3 (Ref.eq),15.925,V ugm-3 (FIDAS)
11/06/2021,12:00:00,11.594,V ugm-3 (Ref.eq),19.3,V ugm-3 (FIDAS)
11/06/2021,13:00:00,13.527,V ugm-3 (Ref.eq),8.875,V ugm-3 (FIDAS)
11/06/2021,14:00:00,13.527,V ugm-3 (Ref.eq),10.85,V ugm-3 (FIDAS)
11/06/2021,15:00:00,12.561,V ugm-3 (Ref.eq),13.8,V ugm-3 (FIDAS)
11/06/2021,16:00:00,10.628,V ugm-3 (Ref.eq),10.825,V ugm-3 (FIDAS)
11/06/2021,17:00:00,16.425,V ugm-3 (Ref.eq),8.925,V ugm-3 (FIDAS)
11/06/2021,18:00:00,10.628,V ugm-3 (Ref.eq),9.675,V ugm-3 (FIDAS)
11/06/2021,19:00:00,16.425,V ugm-3 (Ref.eq),6.9,V ugm-3 (FIDAS)
11/06/2021,20:00:00,17.392,V ugm-3 (Ref.eq),4.55,V ugm-3 (FIDAS)
11/06/2021,21:00:00,29.952,V ugm-3 (Ref.eq),5.6,V ugm-3 (FIDAS)
11/06/2021,22:00:00,16.425,V ugm-3 (Ref.eq),7.2,V ugm-3 (FIDAS)
11/06/2021,23:00:00,21.256,V ugm-3 (Ref.eq),10.75,V ugm-3 (FIDAS)
11/06/2021,24:00:00,9.662,V ugm-3 (Ref.eq),10.7,V ugm-3 (FIDAS)
12/06/2021,01:00:00,81.161,V ugm-3 (Ref.eq),11.65,V ugm-3 (FIDAS)
12/06/2021,02:00:00,24.155,V ugm-3 (Ref.eq),13.05,V ugm-3 (FIDAS)
12/06/2021,03:00:00,20.29,V ugm-3 (Ref.eq),11.525,V ugm-3 (FIDAS)
12/06/2021,04:00:00,27.054,V ugm-3 (Ref.eq),10.675,V ugm-3 (FIDAS)
12/06/2021,05:00:00,24.155,V ugm-3 (Ref.eq),10.975,V ugm-3 (FIDAS)
12/06/2021,06:00:00,27.054,V ugm-3 (Ref.eq),9.225,V ugm-3 (FIDAS)
12/06/2021,07:00:00,27.054,V ugm-3 (Ref.eq),10.6,V ugm-3 (FIDAS)
12/06/2021,08:00:00,21.256,V ugm-3 (Ref.eq),11.375,V ugm-3 (FIDAS)
12/06/2021,09:00:00,11.594,V ugm-3 (Ref.eq),11.35,V ugm-3 (FIDAS)
12/06/2021,10:00:00,17.392,V ugm-3 (Ref.eq),10.2,V ugm-3 (FIDAS)
12/06/2021,11:00:00,17.392,V ugm-3 (Ref.eq),8.85,V ugm-3 (FIDAS)
12/06/2021,12:00:00,18.358,V ugm-3 (Ref.eq),9.225,V ugm-3 (FIDAS)
12/06/2021,13:00:00,19.324,V ugm-3 (Ref.eq),10.7,V ugm-3 (FIDAS)
12/06/2021,14:00:00,21.256,V ugm-3 (Ref.eq),9.275,V ugm-3 (FIDAS)
12/06/2021,15:00:00,8.696,V ugm-3 (Ref.eq),9.1,V ugm-3 (FIDAS)
12/06/2021,16:00:00,18.358,V ugm-3 (Ref.eq),7.9,V ugm-3 (FIDAS)
12/06/2021,17:00:00,12.561,V ugm-3 (Ref.eq),8,V ugm-3 (FIDAS)
12/06/2021,18:00:00,12.561,V ugm-3 (Ref.eq),7.05,V ugm-3 (FIDAS)
12/06/2021,19:00:00,9.662,V ugm-3 (Ref.eq),7.85,V ugm-3 (FIDAS)
12/06/2021,20:00:00,10.628,V ugm-3 (Ref.eq),9.025,V ugm-3 (FIDAS)
12/06/2021,21:00:00,25.121,V ugm-3 (Ref.eq),6.575,V ugm-3 (FIDAS)
12/06/2021,22:00:00,26.087,V ugm-3 (Ref.eq),8.5,V ugm-3 (FIDAS)
12/06/2021,23:00:00,36.716,V ugm-3 (Ref.eq),8.45,V ugm-3 (FIDAS)
12/06/2021,24:00:00,32.851,V ugm-3 (Ref.eq),7.6,V ugm-3 (FIDAS)
13/06/2021,01:00:00,27.054,V ugm-3 (Ref.eq),6.275,V ugm-3 (FIDAS)
13/06/2021,02:00:00,27.054,V ugm-3 (Ref.eq),4.525,V ugm-3 (FIDAS)
13/06/2021,03:00:00,17.392,V ugm-3 (Ref.eq),3.625,V ugm-3 (FIDAS)
13/06/2021,04:00:00,22.223,V ugm-3 (Ref.eq),2.425,V ugm-3 (FIDAS)
13/06/2021,05:00:00,18.358,V ugm-3 (Ref.eq),2.125,V ugm-3 (FIDAS)
13/06/2021,06:00:00,25.121,V ugm-3 (Ref.eq),2.625,V ugm-3 (FIDAS)
13/06/2021,07:00:00,22.223,V ugm-3 (Ref.eq),3.5,V ugm-3 (FIDAS)
13/06/2021,08:00:00,24.155,V ugm-3 (Ref.eq),4.925,V ugm-3 (FIDAS)
13/06/2021,09:00:00,18.358,V ugm-3 (Ref.eq),5.375,V ugm-3 (FIDAS)
13/06/2021,10:00:00,24.155,V ugm-3 (Ref.eq),5.525,V ugm-3 (FIDAS)
13/06/2021,11:00:00,28.02,V ugm-3 (Ref.eq),5.425,V ugm-3 (FIDAS)
13/06/2021,12:00:00,15.459,V ugm-3 (Ref.eq),4.9,V ugm-3 (FIDAS)
13/06/2021,13:00:00,10.628,V ugm-3 (Ref.eq),5.725,V ugm-3 (FIDAS)
13/06/2021,14:00:00,19.324,V ugm-3 (Ref.eq),6.525,V ugm-3 (FIDAS)
13/06/2021,15:00:00,19.324,V ugm-3 (Ref.eq),4.95,V ugm-3 (FIDAS)
13/06/2021,16:00:00,18.358,V ugm-3 (Ref.eq),7.45,V ugm-3 (FIDAS)
13/06/2021,17:00:00,16.425,V ugm-3 (Ref.eq),7.2,V ugm-3 (FIDAS)
13/06/2021,18:00:00,13.527,V ugm-3 (Ref.eq),7.425,V ugm-3 (FIDAS)
13/06/2021,19:00:00,13.527,V ugm-3 (Ref.eq),6.55,V ugm-3 (FIDAS)
13/06/2021,20:00:00,11.594,V ugm-3 (Ref.eq),5.475,V ugm-3 (FIDAS)
13/06/2021,21:00:00,5.797,V ugm-3 (Ref.eq),4.975,V ugm-3 (FIDAS)
13/06/2021,22:00:00,14.493,V ugm-3 (Ref.eq),4.55,V ugm-3 (FIDAS)
13/06/2021,23:00:00,10.628,V ugm-3 (Ref.eq),4.1,V ugm-3 (FIDAS)
13/06/2021,24:00:00,6.763,V ugm-3 (Ref.eq),4.55,V ugm-3 (FIDAS)
