Hourly measurement data supplied by UK-air on 04/04/2022,,,,,
All Data GMT hour ending,,,,,
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect,,,,,
,,Chatham Roadside,,Edinburgh St Leonards,
Date,Time,PM10 particulate matter (Hourly measured),Status,PM10 particulate matter (Hourly measured),Status
01/03/2017,01:00:00,8.387,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
01/03/2017,02:00:00,7.44,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
01/03/2017,03:00:00,8.387,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
01/03/2017,04:00:00,10.744,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
01/03/2017,05:00:00,16.406,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
01/03/2017,06:00:00,16.648,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
01/03/2017,07:00:00,19.237,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
01/03/2017,08:00:00,16.648,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
01/03/2017,09:00:00,21.363,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
01/03/2017,10:00:00,18.3,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
01/03/2017,11:00:00,37.633,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
01/03/2017,12:00:00,48.957,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
01/03/2017,13:00:00,40.001,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
01/03/2017,14:00:00,36.928,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
01/03/2017,15:00:00,33.865,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
01/03/2017,16:00:00,20.184,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
01/03/2017,17:00:00,31.981,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
01/03/2017,18:00:00,30.561,V ugm-3 (Ref.eq),9.4,V ugm-3 (TEOM FDMS)
01/03/2017,19:00:00,22.773,V ugm-3 (Ref.eq),2,V ugm-3 (TEOM FDMS)
01/03/2017,20:00:00,17.353,V ugm-3 (Ref.eq),3.7,V ugm-3 (TEOM FDMS)
01/03/2017,21:00:00,14.754,V ugm-3 (Ref.eq),4.7,V ugm-3 (TEOM FDMS)
01/03/2017,22:00:00,7.913,V ugm-3 (Ref.eq),4.3,V ugm-3 (TEOM FDMS)
01/03/2017,23:00:00,11.459,V ugm-3 (Ref.eq),4,V ugm-3 (TEOM FDMS)
01/03/2017,24:00:00,9.333,V ugm-3 (Ref.eq),3.1,V ugm-3 (TEOM FDMS)
02/03/2017,01:00:00,14.754,V ugm-3 (Ref.eq),3.3,V ugm-3 (TEOM FDMS)
02/03/2017,02:00:00,17.585,V ugm-3 (Ref.eq),4.7,V ugm-3 (TEOM FDMS)
02/03/2017,03:00:00,19.237,V ugm-3 (Ref.eq),2.2,V ugm-3 (TEOM FDMS)
02/03/2017,04:00:00,15.227,V ugm-3 (Ref.eq),3.7,V ugm-3 (TEOM FDMS)
02/03/2017,05:00:00,14.049,V ugm-3 (Ref.eq),1.3,V ugm-3 (TEOM FDMS)
02/03/2017,06:00:00,22.31,V ugm-3 (Ref.eq),3.1,V ugm-3 (TEOM FDMS)
02/03/2017,07:00:00,30.087,V ugm-3 (Ref.eq),2.7,V ugm-3 (TEOM FDMS)
02/03/2017,08:00:00,35.991,V ugm-3 (Ref.eq),7.7,V ugm-3 (TEOM FDMS)
02/03/2017,09:00:00,38.58,V ugm-3 (Ref.eq),8.4,V ugm-3 (TEOM FDMS)
02/03/2017,10:00:00,30.802,V ugm-3 (Ref.eq),13.7,V ugm-3 (TEOM FDMS)
02/03/2017,11:00:00,23.488,V ugm-3 (Ref.eq),20.4,V ugm-3 (TEOM FDMS)
02/03/2017,12:00:00,25.141,V ugm-3 (Ref.eq),22,V ugm-3 (TEOM FDMS)
02/03/2017,13:00:00,23.488,V ugm-3 (Ref.eq),16.2,V ugm-3 (TEOM FDMS)
02/03/2017,14:00:00,28.203,V ugm-3 (Ref.eq),13.5,V ugm-3 (TEOM FDMS)
02/03/2017,15:00:00,27.498,V ugm-3 (Ref.eq),9.5,V ugm-3 (TEOM FDMS)
02/03/2017,16:00:00,26.793,V ugm-3 (Ref.eq),9.8,V ugm-3 (TEOM FDMS)
02/03/2017,17:00:00,29.614,V ugm-3 (Ref.eq),9.3,V ugm-3 (TEOM FDMS)
02/03/2017,18:00:00,28.909,V ugm-3 (Ref.eq),5.2,V ugm-3 (TEOM FDMS)
02/03/2017,19:00:00,34.339,V ugm-3 (Ref.eq),5,V ugm-3 (TEOM FDMS)
02/03/2017,20:00:00,34.097,V ugm-3 (Ref.eq),10.1,V ugm-3 (TEOM FDMS)
02/03/2017,21:00:00,27.257,V ugm-3 (Ref.eq),12.9,V ugm-3 (TEOM FDMS)
02/03/2017,22:00:00,19.005,V ugm-3 (Ref.eq),12,V ugm-3 (TEOM FDMS)
02/03/2017,23:00:00,21.836,V ugm-3 (Ref.eq),9.5,V ugm-3 (TEOM FDMS)
02/03/2017,24:00:00,22.31,V ugm-3 (Ref.eq),7.4,V ugm-3 (TEOM FDMS)
03/03/2017,01:00:00,23.015,V ugm-3 (Ref.eq),1.4,V ugm-3 (TEOM FDMS)
03/03/2017,02:00:00,18.3,V ugm-3 (Ref.eq),6.7,V ugm-3 (TEOM FDMS)
03/03/2017,03:00:00,19.71,V ugm-3 (Ref.eq),2.1,V ugm-3 (TEOM FDMS)
03/03/2017,04:00:00,23.247,V ugm-3 (Ref.eq),4.4,V ugm-3 (TEOM FDMS)
03/03/2017,05:00:00,25.846,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
03/03/2017,06:00:00,22.31,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
03/03/2017,07:00:00,22.068,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
03/03/2017,08:00:00,20.889,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
03/03/2017,09:00:00,20.184,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
03/03/2017,10:00:00,12.638,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
03/03/2017,11:00:00,18.532,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
03/03/2017,12:00:00,25.141,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
03/03/2017,13:00:00,24.667,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
03/03/2017,14:00:00,29.614,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
03/03/2017,15:00:00,32.213,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
03/03/2017,16:00:00,24.426,V ugm-3 (Ref.eq),12,V ugm-3 (TEOM FDMS)
03/03/2017,17:00:00,22.541,V ugm-3 (Ref.eq),8.3,V ugm-3 (TEOM FDMS)
03/03/2017,18:00:00,18.3,V ugm-3 (Ref.eq),5.9,V ugm-3 (TEOM FDMS)
03/03/2017,19:00:00,15.933,V ugm-3 (Ref.eq),8.1,V ugm-3 (TEOM FDMS)
03/03/2017,20:00:00,19.942,V ugm-3 (Ref.eq),8.8,V ugm-3 (TEOM FDMS)
03/03/2017,21:00:00,18.3,V ugm-3 (Ref.eq),9.9,V ugm-3 (TEOM FDMS)
03/03/2017,22:00:00,17.111,V ugm-3 (Ref.eq),7,V ugm-3 (TEOM FDMS)
03/03/2017,23:00:00,20.184,V ugm-3 (Ref.eq),2.6,V ugm-3 (TEOM FDMS)
03/03/2017,24:00:00,12.87,V ugm-3 (Ref.eq),2.8,V ugm-3 (TEOM FDMS)
04/03/2017,01:00:00,24.899,V ugm-3 (Ref.eq),1.7,V ugm-3 (TEOM FDMS)
04/03/2017,02:00:00,22.068,V ugm-3 (Ref.eq),6.5,V ugm-3 (TEOM FDMS)
04/03/2017,03:00:00,19.237,V ugm-3 (Ref.eq),1.7,V ugm-3 (TEOM FDMS)
04/03/2017,04:00:00,16.648,V ugm-3 (Ref.eq),3.3,V ugm-3 (TEOM FDMS)
04/03/2017,05:00:00,10.512,V ugm-3 (Ref.eq),5.1,V ugm-3 (TEOM FDMS)
04/03/2017,06:00:00,10.271,V ugm-3 (Ref.eq),5.7,V ugm-3 (TEOM FDMS)
04/03/2017,07:00:00,10.271,V ugm-3 (Ref.eq),9.8,V ugm-3 (TEOM FDMS)
04/03/2017,08:00:00,11.218,V ugm-3 (Ref.eq),6.9,V ugm-3 (TEOM FDMS)
04/03/2017,09:00:00,17.111,V ugm-3 (Ref.eq),9.1,V ugm-3 (TEOM FDMS)
04/03/2017,10:00:00,20.184,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
04/03/2017,11:00:00,23.247,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
04/03/2017,12:00:00,34.339,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
04/03/2017,13:00:00,37.875,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
04/03/2017,14:00:00,30.802,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
04/03/2017,15:00:00,31.034,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
04/03/2017,16:00:00,28.909,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
04/03/2017,17:00:00,24.194,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
04/03/2017,18:00:00,27.257,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
04/03/2017,19:00:00,17.353,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
04/03/2017,20:00:00,19.71,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
04/03/2017,21:00:00,20.184,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
04/03/2017,22:00:00,16.406,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
04/03/2017,23:00:00,9.807,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
04/03/2017,24:00:00,12.164,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
05/03/2017,01:00:00,14.754,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
05/03/2017,02:00:00,10.744,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
05/03/2017,03:00:00,16.88,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
05/03/2017,04:00:00,17.111,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
05/03/2017,05:00:00,15.469,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
05/03/2017,06:00:00,18.058,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
05/03/2017,07:00:00,19.237,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
05/03/2017,08:00:00,21.363,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
05/03/2017,09:00:00,13.102,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
05/03/2017,10:00:00,6.734,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
05/03/2017,11:00:00,11.218,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
05/03/2017,12:00:00,17.585,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
05/03/2017,13:00:00,12.396,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
05/03/2017,14:00:00,14.995,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
05/03/2017,15:00:00,19.005,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
05/03/2017,16:00:00,13.817,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
05/03/2017,17:00:00,13.817,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
05/03/2017,18:00:00,14.522,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
05/03/2017,19:00:00,8.387,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
05/03/2017,20:00:00,10.039,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
05/03/2017,21:00:00,14.995,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
05/03/2017,22:00:00,5.797,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
05/03/2017,23:00:00,6.976,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
05/03/2017,24:00:00,5.082,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
06/03/2017,01:00:00,6.503,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
06/03/2017,02:00:00,8.86,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
06/03/2017,03:00:00,9.565,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
06/03/2017,04:00:00,6.734,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
06/03/2017,05:00:00,4.609,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
06/03/2017,06:00:00,6.261,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
06/03/2017,07:00:00,14.522,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
06/03/2017,08:00:00,15.227,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
06/03/2017,09:00:00,17.826,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
06/03/2017,10:00:00,25.141,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
06/03/2017,11:00:00,31.034,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
06/03/2017,12:00:00,25.604,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
06/03/2017,13:00:00,23.72,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
06/03/2017,14:00:00,22.31,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
06/03/2017,15:00:00,20.416,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
06/03/2017,16:00:00,30.087,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
06/03/2017,17:00:00,29.614,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
06/03/2017,18:00:00,33.16,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
06/03/2017,19:00:00,33.624,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
06/03/2017,20:00:00,35.276,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
06/03/2017,21:00:00,40.938,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
06/03/2017,22:00:00,26.551,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
06/03/2017,23:00:00,24.426,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
06/03/2017,24:00:00,18.058,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
07/03/2017,01:00:00,17.353,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
07/03/2017,02:00:00,20.657,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
07/03/2017,03:00:00,18.058,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
07/03/2017,04:00:00,10.744,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
07/03/2017,05:00:00,11.691,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
07/03/2017,06:00:00,19.479,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
07/03/2017,07:00:00,22.31,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
07/03/2017,08:00:00,26.793,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
07/03/2017,09:00:00,20.657,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
07/03/2017,10:00:00,25.141,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
07/03/2017,11:00:00,28.909,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
07/03/2017,12:00:00,21.836,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
07/03/2017,13:00:00,28.203,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
07/03/2017,14:00:00,23.962,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
07/03/2017,15:00:00,23.247,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
07/03/2017,16:00:00,30.802,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
07/03/2017,17:00:00,26.078,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
07/03/2017,18:00:00,25.604,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
07/03/2017,19:00:00,27.257,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
07/03/2017,20:00:00,19.942,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
07/03/2017,21:00:00,21.836,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
07/03/2017,22:00:00,21.595,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
07/03/2017,23:00:00,24.667,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
07/03/2017,24:00:00,23.488,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
08/03/2017,01:00:00,18.532,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
08/03/2017,02:00:00,10.744,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
08/03/2017,03:00:00,7.913,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
08/03/2017,04:00:00,5.324,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
08/03/2017,05:00:00,4.85,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
08/03/2017,06:00:00,3.198,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
08/03/2017,07:00:00,2.966,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
08/03/2017,08:00:00,7.44,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
08/03/2017,09:00:00,6.976,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
08/03/2017,10:00:00,10.039,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
08/03/2017,11:00:00,11.459,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
08/03/2017,12:00:00,13.102,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
08/03/2017,13:00:00,9.092,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
08/03/2017,14:00:00,12.87,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
08/03/2017,15:00:00,14.522,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
08/03/2017,16:00:00,22.541,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
08/03/2017,17:00:00,35.276,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
08/03/2017,18:00:00,38.822,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
08/03/2017,19:00:00,40.706,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
08/03/2017,20:00:00,32.918,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
08/03/2017,21:00:00,32.445,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
08/03/2017,22:00:00,20.889,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
08/03/2017,23:00:00,21.836,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
08/03/2017,24:00:00,18.058,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
09/03/2017,01:00:00,14.754,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
09/03/2017,02:00:00,8.86,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
09/03/2017,03:00:00,16.174,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
09/03/2017,04:00:00,6.029,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
09/03/2017,05:00:00,12.638,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
09/03/2017,06:00:00,11.459,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
09/03/2017,07:00:00,15.469,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
09/03/2017,08:00:00,16.648,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
09/03/2017,09:00:00,22.773,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
09/03/2017,10:00:00,16.648,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
09/03/2017,11:00:00,20.184,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
09/03/2017,12:00:00,23.962,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
09/03/2017,13:00:00,14.522,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
09/03/2017,14:00:00,14.522,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
09/03/2017,15:00:00,22.068,V ugm-3 (Ref.eq),8.5,V ugm-3 (TEOM FDMS)
09/03/2017,16:00:00,21.836,V ugm-3 (Ref.eq),10.5,V ugm-3 (TEOM FDMS)
09/03/2017,17:00:00,22.773,V ugm-3 (Ref.eq),9.7,V ugm-3 (TEOM FDMS)
09/03/2017,18:00:00,13.575,V ugm-3 (Ref.eq),12.6,V ugm-3 (TEOM FDMS)
09/03/2017,19:00:00,25.141,V ugm-3 (Ref.eq),14.6,V ugm-3 (TEOM FDMS)
09/03/2017,20:00:00,27.498,V ugm-3 (Ref.eq),11.5,V ugm-3 (TEOM FDMS)
09/03/2017,21:00:00,30.329,V ugm-3 (Ref.eq),13,V ugm-3 (TEOM FDMS)
09/03/2017,22:00:00,18.764,V ugm-3 (Ref.eq),8.4,V ugm-3 (TEOM FDMS)
09/03/2017,23:00:00,21.836,V ugm-3 (Ref.eq),8.9,V ugm-3 (TEOM FDMS)
09/03/2017,24:00:00,12.87,V ugm-3 (Ref.eq),12.9,V ugm-3 (TEOM FDMS)
10/03/2017,01:00:00,14.995,V ugm-3 (Ref.eq),8.5,V ugm-3 (TEOM FDMS)
10/03/2017,02:00:00,14.754,V ugm-3 (Ref.eq),5,V ugm-3 (TEOM FDMS)
10/03/2017,03:00:00,16.88,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
10/03/2017,04:00:00,25.604,V ugm-3 (Ref.eq),10,V ugm-3 (TEOM FDMS)
10/03/2017,05:00:00,18.3,V ugm-3 (Ref.eq),4.8,V ugm-3 (TEOM FDMS)
10/03/2017,06:00:00,23.72,V ugm-3 (Ref.eq),2.3,V ugm-3 (TEOM FDMS)
10/03/2017,07:00:00,24.426,V ugm-3 (Ref.eq),6.8,V ugm-3 (TEOM FDMS)
10/03/2017,08:00:00,33.16,V ugm-3 (Ref.eq),11.1,V ugm-3 (TEOM FDMS)
10/03/2017,09:00:00,29.15,V ugm-3 (Ref.eq),11.9,V ugm-3 (TEOM FDMS)
10/03/2017,10:00:00,33.865,V ugm-3 (Ref.eq),10.8,V ugm-3 (TEOM FDMS)
10/03/2017,11:00:00,39.286,V ugm-3 (Ref.eq),11.2,V ugm-3 (TEOM FDMS)
10/03/2017,12:00:00,34.339,V ugm-3 (Ref.eq),13.8,V ugm-3 (TEOM FDMS)
10/03/2017,13:00:00,36.696,V ugm-3 (Ref.eq),14.6,V ugm-3 (TEOM FDMS)
10/03/2017,14:00:00,30.087,V ugm-3 (Ref.eq),14.5,V ugm-3 (TEOM FDMS)
10/03/2017,15:00:00,22.31,V ugm-3 (Ref.eq),12.7,V ugm-3 (TEOM FDMS)
10/03/2017,16:00:00,22.541,V ugm-3 (Ref.eq),13.9,V ugm-3 (TEOM FDMS)
10/03/2017,17:00:00,28.435,V ugm-3 (Ref.eq),14.8,V ugm-3 (TEOM FDMS)
10/03/2017,18:00:00,51.788,V ugm-3 (Ref.eq),6.8,V ugm-3 (TEOM FDMS)
10/03/2017,19:00:00,35.276,V ugm-3 (Ref.eq),6.1,V ugm-3 (TEOM FDMS)
10/03/2017,20:00:00,20.416,V ugm-3 (Ref.eq),5,V ugm-3 (TEOM FDMS)
10/03/2017,21:00:00,17.826,V ugm-3 (Ref.eq),8.4,V ugm-3 (TEOM FDMS)
10/03/2017,22:00:00,23.488,V ugm-3 (Ref.eq),8.3,V ugm-3 (TEOM FDMS)
10/03/2017,23:00:00,22.31,V ugm-3 (Ref.eq),9.6,V ugm-3 (TEOM FDMS)
10/03/2017,24:00:00,25.372,V ugm-3 (Ref.eq),10.3,V ugm-3 (TEOM FDMS)
11/03/2017,01:00:00,38.107,V ugm-3 (Ref.eq),4.4,V ugm-3 (TEOM FDMS)
11/03/2017,02:00:00,33.392,V ugm-3 (Ref.eq),8,V ugm-3 (TEOM FDMS)
11/03/2017,03:00:00,36.223,V ugm-3 (Ref.eq),7.4,V ugm-3 (TEOM FDMS)
11/03/2017,04:00:00,31.266,V ugm-3 (Ref.eq),6.4,V ugm-3 (TEOM FDMS)
11/03/2017,05:00:00,35.518,V ugm-3 (Ref.eq),4.7,V ugm-3 (TEOM FDMS)
11/03/2017,06:00:00,40.233,V ugm-3 (Ref.eq),2.1,V ugm-3 (TEOM FDMS)
11/03/2017,07:00:00,37.402,V ugm-3 (Ref.eq),3,V ugm-3 (TEOM FDMS)
11/03/2017,08:00:00,46.6,V ugm-3 (Ref.eq),0.3,V ugm-3 (TEOM FDMS)
11/03/2017,09:00:00,49.199,V ugm-3 (Ref.eq),4.5,V ugm-3 (TEOM FDMS)
11/03/2017,10:00:00,54.619,V ugm-3 (Ref.eq),2.5,V ugm-3 (TEOM FDMS)
11/03/2017,11:00:00,45.421,V ugm-3 (Ref.eq),1.4,V ugm-3 (TEOM FDMS)
11/03/2017,12:00:00,39.759,V ugm-3 (Ref.eq),1.4,V ugm-3 (TEOM FDMS)
11/03/2017,13:00:00,40.001,V ugm-3 (Ref.eq),2.7,V ugm-3 (TEOM FDMS)
11/03/2017,14:00:00,24.667,V ugm-3 (Ref.eq),2.6,V ugm-3 (TEOM FDMS)
11/03/2017,15:00:00,29.382,V ugm-3 (Ref.eq),3.1,V ugm-3 (TEOM FDMS)
11/03/2017,16:00:00,48.02,V ugm-3 (Ref.eq),4,V ugm-3 (TEOM FDMS)
11/03/2017,17:00:00,26.793,V ugm-3 (Ref.eq),5.9,V ugm-3 (TEOM FDMS)
11/03/2017,18:00:00,22.773,V ugm-3 (Ref.eq),7.1,V ugm-3 (TEOM FDMS)
11/03/2017,19:00:00,17.111,V ugm-3 (Ref.eq),13.8,V ugm-3 (TEOM FDMS)
