areaType,areaName,areaCode,date,newCasesByPublishDate,cumCasesByPublishDate
overview,United Kingdom,K02000001,21/03/2020,1035,5018
overview,United Kingdom,K02000001,20/03/2020,714,3983
overview,United Kingdom,K02000001,19/03/2020,643,3269
overview,United Kingdom,K02000001,18/03/2020,676,2626
overview,United Kingdom,K02000001,17/03/2020,407,1950
overview,United Kingdom,K02000001,16/03/2020,152,1543
overview,United Kingdom,K02000001,15/03/2020,330,1391
overview,United Kingdom,K02000001,14/03/2020,264,1061
overview,United Kingdom,K02000001,13/03/2020,207,797
overview,United Kingdom,K02000001,12/03/2020,134,590
overview,United Kingdom,K02000001,11/03/2020,83,456
overview,United Kingdom,K02000001,10/03/2020,52,373
overview,United Kingdom,K02000001,09/03/2020,50,321
overview,United Kingdom,K02000001,08/03/2020,65,271
overview,United Kingdom,K02000001,07/03/2020,46,206
overview,United Kingdom,K02000001,06/03/2020,46,160
overview,United Kingdom,K02000001,05/03/2020,29,114
overview,United Kingdom,K02000001,04/03/2020,34,85
overview,United Kingdom,K02000001,03/03/2020,11,51
overview,United Kingdom,K02000001,02/03/2020,5,40
overview,United Kingdom,K02000001,01/03/2020,12,35
overview,United Kingdom,K02000001,29/02/2020,4,23
overview,United Kingdom,K02000001,28/02/2020,6,19
overview,United Kingdom,K02000001,27/02/2020,0,13
overview,United Kingdom,K02000001,26/02/2020,0,13
overview,United Kingdom,K02000001,25/02/2020,0,13
overview,United Kingdom,K02000001,24/02/2020,4,13
overview,United Kingdom,K02000001,23/02/2020,0,9
overview,United Kingdom,K02000001,22/02/2020,0,9
overview,United Kingdom,K02000001,21/02/2020,0,9
overview,United Kingdom,K02000001,20/02/2020,0,9
overview,United Kingdom,K02000001,19/02/2020,0,9
overview,United Kingdom,K02000001,18/02/2020,0,9
overview,United Kingdom,K02000001,17/02/2020,0,9
overview,United Kingdom,K02000001,16/02/2020,0,9
overview,United Kingdom,K02000001,15/02/2020,0,9
overview,United Kingdom,K02000001,14/02/2020,0,9
overview,United Kingdom,K02000001,13/02/2020,1,9
overview,United Kingdom,K02000001,12/02/2020,0,8
overview,United Kingdom,K02000001,11/02/2020,0,8
overview,United Kingdom,K02000001,10/02/2020,4,8
overview,United Kingdom,K02000001,09/02/2020,1,4
overview,United Kingdom,K02000001,08/02/2020,0,3
overview,United Kingdom,K02000001,07/02/2020,0,3
overview,United Kingdom,K02000001,06/02/2020,1,3
overview,United Kingdom,K02000001,05/02/2020,0,2
overview,United Kingdom,K02000001,04/02/2020,0,2
overview,United Kingdom,K02000001,03/02/2020,0,2
overview,United Kingdom,K02000001,02/02/2020,0,2
overview,United Kingdom,K02000001,01/02/2020,0,2
overview,United Kingdom,K02000001,31/01/2020,2,2
