,,Chatham Roadside,
Date,Time,Nitrogen dioxide,Status
29/11/2017,14:00:00,18.97307,V ugm-3
29/11/2017,15:00:00,21.52759,V ugm-3
29/11/2017,16:00:00,28.10906,V ugm-3
29/11/2017,17:00:00,27.38891,V ugm-3
29/11/2017,18:00:00,27.50866,V ugm-3
29/11/2017,19:00:00,25.67972,V ugm-3
29/11/2017,20:00:00,24.79954,V ugm-3
29/11/2017,21:00:00,19.49126,V ugm-3
29/11/2017,22:00:00,15.10127,V ugm-3
29/11/2017,23:00:00,14.91456,V ugm-3
29/11/2017,24:00:00,17.21271,V ugm-3
30/11/2017,01:00:00,16.236,V ugm-3
30/11/2017,02:00:00,15.77957,V ugm-3
30/11/2017,03:00:00,19.33803,V ugm-3
30/11/2017,04:00:00,21.77344,V ugm-3
30/11/2017,05:00:00,26.10285,V ugm-3
30/11/2017,06:00:00,36.04759,V ugm-3
30/11/2017,07:00:00,47.14677,V ugm-3
30/11/2017,08:00:00,57.88423,V ugm-3
30/11/2017,09:00:00,61.06911,V ugm-3
30/11/2017,10:00:00,49.06657,V ugm-3
30/11/2017,11:00:00,38.49791,V ugm-3
30/11/2017,12:00:00,32.60794,V ugm-3
30/11/2017,13:00:00,35.19733,V ugm-3
30/11/2017,14:00:00,27.06707,V ugm-3
30/11/2017,15:00:00,33.09041,V ugm-3
30/11/2017,16:00:00,28.35501,V ugm-3
30/11/2017,17:00:00,28.10969,V ugm-3
30/11/2017,18:00:00,26.36869,V ugm-3
30/11/2017,19:00:00,24.23147,V ugm-3
30/11/2017,20:00:00,20.24635,V ugm-3
30/11/2017,21:00:00,16.85854,V ugm-3
30/11/2017,22:00:00,14.25345,V ugm-3
30/11/2017,23:00:00,12.59191,V ugm-3
30/11/2017,24:00:00,11.52672,V ugm-3
01/12/2017,01:00:00,9.97993,V ugm-3
01/12/2017,02:00:00,5.22054,V ugm-3
01/12/2017,03:00:00,5.23854,V ugm-3
01/12/2017,04:00:00,5.78293,V ugm-3
01/12/2017,05:00:00,9.26983,V ugm-3
01/12/2017,06:00:00,8.77332,V ugm-3
01/12/2017,07:00:00,10.68982,V ugm-3
01/12/2017,08:00:00,17.47123,V ugm-3
01/12/2017,09:00:00,30.32701,V ugm-3
01/12/2017,10:00:00,25.79462,V ugm-3
01/12/2017,11:00:00,22.84556,V ugm-3
01/12/2017,12:00:00,27.35388,V ugm-3
01/12/2017,13:00:00,22.5421,V ugm-3
01/12/2017,14:00:00,25.75332,V ugm-3
01/12/2017,15:00:00,24.05895,V ugm-3
01/12/2017,16:00:00,29.76164,V ugm-3
01/12/2017,17:00:00,32.74196,V ugm-3
01/12/2017,18:00:00,31.90046,V ugm-3
01/12/2017,19:00:00,31.2367,V ugm-3
01/12/2017,20:00:00,32.22599,V ugm-3
01/12/2017,21:00:00,25.36544,V ugm-3
01/12/2017,22:00:00,19.97539,V ugm-3
01/12/2017,23:00:00,23.39932,V ugm-3
01/12/2017,24:00:00,25.39648,V ugm-3
02/12/2017,01:00:00,25.92457,V ugm-3
02/12/2017,02:00:00,17.75668,V ugm-3
02/12/2017,03:00:00,17.49341,V ugm-3
02/12/2017,04:00:00,17.66403,V ugm-3
02/12/2017,05:00:00,19.40845,V ugm-3
02/12/2017,06:00:00,29.72978,V ugm-3
02/12/2017,07:00:00,32.85305,V ugm-3
02/12/2017,08:00:00,43.47099,V ugm-3
02/12/2017,09:00:00,48.83846,V ugm-3
02/12/2017,10:00:00,62.23252,V ugm-3
02/12/2017,11:00:00,64.91829,V ugm-3
02/12/2017,12:00:00,66.09055,V ugm-3
02/12/2017,13:00:00,70.98115,V ugm-3
02/12/2017,14:00:00,76.9439,V ugm-3
02/12/2017,15:00:00,67.63101,V ugm-3
02/12/2017,16:00:00,62.8994,V ugm-3
02/12/2017,17:00:00,73.3419,V ugm-3
02/12/2017,18:00:00,69.99615,V ugm-3
02/12/2017,19:00:00,64.76563,V ugm-3
02/12/2017,20:00:00,62.16025,V ugm-3
02/12/2017,21:00:00,61.95827,V ugm-3
02/12/2017,22:00:00,48.44656,V ugm-3
02/12/2017,23:00:00,41.22426,V ugm-3
02/12/2017,24:00:00,36.07368,V ugm-3
03/12/2017,01:00:00,33.34272,V ugm-3
03/12/2017,02:00:00,31.52904,V ugm-3
03/12/2017,03:00:00,29.41128,V ugm-3
03/12/2017,04:00:00,25.77109,V ugm-3
03/12/2017,05:00:00,17.92248,V ugm-3
03/12/2017,06:00:00,17.59119,V ugm-3
03/12/2017,07:00:00,23.43953,V ugm-3
03/12/2017,08:00:00,31.97911,V ugm-3
03/12/2017,09:00:00,37.16426,V ugm-3
03/12/2017,10:00:00,39.61339,V ugm-3
03/12/2017,11:00:00,40.62504,V ugm-3
03/12/2017,12:00:00,31.07701,V ugm-3
03/12/2017,13:00:00,26.60723,V ugm-3
03/12/2017,14:00:00,25.79024,V ugm-3
03/12/2017,15:00:00,31.42212,V ugm-3
03/12/2017,16:00:00,33.44678,V ugm-3
03/12/2017,17:00:00,38.99691,V ugm-3
03/12/2017,18:00:00,38.97902,V ugm-3
03/12/2017,19:00:00,51.43475,V ugm-3
03/12/2017,20:00:00,47.06857,V ugm-3
03/12/2017,21:00:00,36.81702,V ugm-3
03/12/2017,22:00:00,36.41327,V ugm-3
03/12/2017,23:00:00,41.09168,V ugm-3
03/12/2017,24:00:00,39.52102,V ugm-3
04/12/2017,01:00:00,37.18752,V ugm-3
04/12/2017,02:00:00,35.88623,V ugm-3
04/12/2017,03:00:00,39.897,V ugm-3
04/12/2017,04:00:00,31.28321,V ugm-3
04/12/2017,05:00:00,24.17794,V ugm-3
04/12/2017,06:00:00,32.48734,V ugm-3
04/12/2017,07:00:00,42.52947,V ugm-3
04/12/2017,08:00:00,60.94439,V ugm-3
04/12/2017,09:00:00,64.30054,V ugm-3
04/12/2017,10:00:00,58.72025,V ugm-3
04/12/2017,11:00:00,56.37238,V ugm-3
04/12/2017,12:00:00,53.65489,V ugm-3
04/12/2017,13:00:00,39.50481,V ugm-3
04/12/2017,14:00:00,43.93402,V ugm-3
04/12/2017,15:00:00,59.37926,V ugm-3
04/12/2017,16:00:00,68.00566,V ugm-3
04/12/2017,17:00:00,73.77867,V ugm-3
04/12/2017,18:00:00,73.3269,V ugm-3
04/12/2017,19:00:00,72.93879,V ugm-3
04/12/2017,20:00:00,74.54591,V ugm-3
04/12/2017,21:00:00,67.31139,V ugm-3
04/12/2017,22:00:00,57.23908,V ugm-3
04/12/2017,23:00:00,54.9207,V ugm-3
04/12/2017,24:00:00,47.53511,V ugm-3
05/12/2017,01:00:00,36.33754,V ugm-3
05/12/2017,02:00:00,31.57423,V ugm-3
05/12/2017,03:00:00,29.9531,V ugm-3
05/12/2017,04:00:00,16.08608,V ugm-3
05/12/2017,05:00:00,15.67146,V ugm-3
05/12/2017,06:00:00,28.40355,V ugm-3
05/12/2017,07:00:00,45.9616,V ugm-3
05/12/2017,08:00:00,76.30712,V ugm-3
05/12/2017,09:00:00,76.36386,V ugm-3
05/12/2017,10:00:00,54.21969,V ugm-3
05/12/2017,11:00:00,57.09237,V ugm-3
05/12/2017,12:00:00,46.0183,V ugm-3
05/12/2017,13:00:00,33.31856,V ugm-3
05/12/2017,14:00:00,36.36506,V ugm-3
05/12/2017,15:00:00,41.67281,V ugm-3
05/12/2017,16:00:00,61.9011,V ugm-3
05/12/2017,17:00:00,43.51492,V ugm-3
05/12/2017,18:00:00,56.74061,V ugm-3
05/12/2017,19:00:00,45.35436,V ugm-3
05/12/2017,20:00:00,41.92313,V ugm-3
05/12/2017,21:00:00,36.06958,V ugm-3
05/12/2017,22:00:00,26.75602,V ugm-3
05/12/2017,23:00:00,14.49054,V ugm-3
05/12/2017,24:00:00,9.53473,V ugm-3
06/12/2017,01:00:00,5.49252,V ugm-3
06/12/2017,02:00:00,4.60816,V ugm-3
06/12/2017,03:00:00,3.18064,V ugm-3
06/12/2017,04:00:00,5.10734,V ugm-3
06/12/2017,05:00:00,8.9319,V ugm-3
06/12/2017,06:00:00,18.86838,V ugm-3
06/12/2017,07:00:00,25.68665,V ugm-3
06/12/2017,08:00:00,40.54865,V ugm-3
06/12/2017,09:00:00,56.64045,V ugm-3
06/12/2017,10:00:00,59.29115,V ugm-3
06/12/2017,11:00:00,44.75625,V ugm-3
06/12/2017,12:00:00,41.12166,V ugm-3
06/12/2017,13:00:00,37.65163,V ugm-3
06/12/2017,14:00:00,30.19656,V ugm-3
06/12/2017,15:00:00,31.69511,V ugm-3
06/12/2017,16:00:00,39.8495,V ugm-3
06/12/2017,17:00:00,44.9235,V ugm-3
06/12/2017,18:00:00,38.66908,V ugm-3
06/12/2017,19:00:00,22.94333,V ugm-3
06/12/2017,20:00:00,17.10488,V ugm-3
06/12/2017,21:00:00,15.29896,V ugm-3
06/12/2017,22:00:00,16.95593,V ugm-3
06/12/2017,23:00:00,12.29473,V ugm-3
06/12/2017,24:00:00,8.54819,V ugm-3
07/12/2017,01:00:00,7.1449,V ugm-3
07/12/2017,02:00:00,2.69962,V ugm-3
07/12/2017,03:00:00,3.71666,V ugm-3
07/12/2017,04:00:00,5.46271,V ugm-3
07/12/2017,05:00:00,5.1938,V ugm-3
07/12/2017,06:00:00,7.60098,V ugm-3
07/12/2017,07:00:00,11.19017,V ugm-3
07/12/2017,08:00:00,20.67609,V ugm-3
07/12/2017,09:00:00,21.01025,V ugm-3
07/12/2017,10:00:00,No data,V ugm-3
07/12/2017,11:00:00,19.37377,V ugm-3
07/12/2017,12:00:00,14.37041,V ugm-3
07/12/2017,13:00:00,20.75525,V ugm-3
07/12/2017,14:00:00,19.11486,V ugm-3
07/12/2017,15:00:00,38.12523,V ugm-3
07/12/2017,16:00:00,51.48736,V ugm-3
07/12/2017,17:00:00,58.15339,V ugm-3
07/12/2017,18:00:00,57.09632,V ugm-3
07/12/2017,19:00:00,55.15526,V ugm-3
07/12/2017,20:00:00,43.7243,V ugm-3
07/12/2017,21:00:00,33.92533,V ugm-3
07/12/2017,22:00:00,24.80468,V ugm-3
07/12/2017,23:00:00,28.2515,V ugm-3
07/12/2017,24:00:00,18.7542,V ugm-3
08/12/2017,01:00:00,13.31783,V ugm-3
08/12/2017,02:00:00,4.18074,V ugm-3
08/12/2017,03:00:00,4.17353,V ugm-3
08/12/2017,04:00:00,4.71987,V ugm-3
08/12/2017,05:00:00,5.17581,V ugm-3
08/12/2017,06:00:00,10.68571,V ugm-3
08/12/2017,07:00:00,16.56246,V ugm-3
08/12/2017,08:00:00,36.43963,V ugm-3
08/12/2017,09:00:00,56.95256,V ugm-3
08/12/2017,10:00:00,38.42813,V ugm-3
08/12/2017,11:00:00,29.26156,V ugm-3
08/12/2017,12:00:00,29.27597,V ugm-3
08/12/2017,13:00:00,27.23736,V ugm-3
08/12/2017,14:00:00,30.63199,V ugm-3
08/12/2017,15:00:00,34.75279,V ugm-3
08/12/2017,16:00:00,44.46963,V ugm-3
08/12/2017,17:00:00,43.73364,V ugm-3
08/12/2017,18:00:00,43.09133,V ugm-3
08/12/2017,19:00:00,53.38334,V ugm-3
08/12/2017,20:00:00,46.95796,V ugm-3
08/12/2017,21:00:00,42.80506,V ugm-3
08/12/2017,22:00:00,40.64722,V ugm-3
08/12/2017,23:00:00,47.40571,V ugm-3
08/12/2017,24:00:00,35.3725,V ugm-3
09/12/2017,01:00:00,25.99525,V ugm-3
09/12/2017,02:00:00,17.16987,V ugm-3
09/12/2017,03:00:00,16.11053,V ugm-3
09/12/2017,04:00:00,16.28516,V ugm-3
09/12/2017,05:00:00,14.35098,V ugm-3
09/12/2017,06:00:00,15.51884,V ugm-3
09/12/2017,07:00:00,18.11518,V ugm-3
09/12/2017,08:00:00,25.04767,V ugm-3
09/12/2017,09:00:00,32.47669,V ugm-3
09/12/2017,10:00:00,39.67063,V ugm-3
09/12/2017,11:00:00,45.18352,V ugm-3
09/12/2017,12:00:00,43.14033,V ugm-3
09/12/2017,13:00:00,37.60621,V ugm-3
09/12/2017,14:00:00,43.75619,V ugm-3
09/12/2017,15:00:00,60.66178,V ugm-3
09/12/2017,16:00:00,54.88067,V ugm-3
09/12/2017,17:00:00,68.27012,V ugm-3
09/12/2017,18:00:00,64.53467,V ugm-3
09/12/2017,19:00:00,53.11774,V ugm-3
09/12/2017,20:00:00,53.77948,V ugm-3
09/12/2017,21:00:00,57.51916,V ugm-3
09/12/2017,22:00:00,42.96776,V ugm-3
09/12/2017,23:00:00,43.20669,V ugm-3
09/12/2017,24:00:00,33.97271,V ugm-3
10/12/2017,01:00:00,17.44676,V ugm-3
10/12/2017,02:00:00,10.14497,V ugm-3
10/12/2017,03:00:00,4.3057,V ugm-3
10/12/2017,04:00:00,5.02271,V ugm-3
10/12/2017,05:00:00,10.21132,V ugm-3
10/12/2017,06:00:00,3.20348,V ugm-3
10/12/2017,07:00:00,1.54394,V ugm-3
10/12/2017,08:00:00,10.50889,V ugm-3
10/12/2017,09:00:00,17.01742,V ugm-3
10/12/2017,10:00:00,18.19485,V ugm-3
10/12/2017,11:00:00,47.9622,V ugm-3
10/12/2017,12:00:00,48.73768,V ugm-3
10/12/2017,13:00:00,46.89059,V ugm-3
10/12/2017,14:00:00,48.98667,V ugm-3
10/12/2017,15:00:00,53.26601,V ugm-3
10/12/2017,16:00:00,51.14564,V ugm-3
10/12/2017,17:00:00,44.86523,V ugm-3
10/12/2017,18:00:00,48.01064,V ugm-3
10/12/2017,19:00:00,56.92151,V ugm-3
10/12/2017,20:00:00,57.70844,V ugm-3
10/12/2017,21:00:00,55.03012,V ugm-3
10/12/2017,22:00:00,51.26913,V ugm-3
10/12/2017,23:00:00,39.6731,V ugm-3
10/12/2017,24:00:00,32.26135,V ugm-3
11/12/2017,01:00:00,31.87616,V ugm-3
11/12/2017,02:00:00,26.34654,V ugm-3
11/12/2017,03:00:00,25.07604,V ugm-3
11/12/2017,04:00:00,9.77004,V ugm-3
11/12/2017,05:00:00,12.58912,V ugm-3
11/12/2017,06:00:00,12.52126,V ugm-3
11/12/2017,07:00:00,12.17543,V ugm-3
11/12/2017,08:00:00,11.58361,V ugm-3
11/12/2017,09:00:00,14.56742,V ugm-3
11/12/2017,10:00:00,12.15774,V ugm-3
11/12/2017,11:00:00,13.94188,V ugm-3
11/12/2017,12:00:00,13.27352,V ugm-3
11/12/2017,13:00:00,20.32371,V ugm-3
11/12/2017,14:00:00,24.45999,V ugm-3
11/12/2017,15:00:00,24.67787,V ugm-3
11/12/2017,16:00:00,27.73148,V ugm-3
11/12/2017,17:00:00,30.34045,V ugm-3
11/12/2017,18:00:00,34.87929,V ugm-3
11/12/2017,19:00:00,32.63977,V ugm-3
11/12/2017,20:00:00,25.95871,V ugm-3
11/12/2017,21:00:00,31.79215,V ugm-3
11/12/2017,22:00:00,38.86555,V ugm-3
11/12/2017,23:00:00,43.12284,V ugm-3
11/12/2017,24:00:00,43.33878,V ugm-3
12/12/2017,01:00:00,42.59053,V ugm-3
12/12/2017,02:00:00,46.84324,V ugm-3
12/12/2017,03:00:00,46.38717,V ugm-3
12/12/2017,04:00:00,49.83718,V ugm-3
12/12/2017,05:00:00,50.28245,V ugm-3
12/12/2017,06:00:00,46.11118,V ugm-3
12/12/2017,07:00:00,53.86872,V ugm-3
12/12/2017,08:00:00,59.1666,V ugm-3
12/12/2017,09:00:00,63.11029,V ugm-3
12/12/2017,10:00:00,50.14003,V ugm-3
12/12/2017,11:00:00,62.82913,V ugm-3
12/12/2017,12:00:00,71.30507,V ugm-3
12/12/2017,13:00:00,66.88647,V ugm-3
12/12/2017,14:00:00,62.86933,V ugm-3
12/12/2017,15:00:00,58.95422,V ugm-3
12/12/2017,16:00:00,64.28653,V ugm-3
12/12/2017,17:00:00,67.163,V ugm-3
12/12/2017,18:00:00,60.29103,V ugm-3
12/12/2017,19:00:00,66.05643,V ugm-3
12/12/2017,20:00:00,43.33238,V ugm-3
12/12/2017,21:00:00,29.84424,V ugm-3
12/12/2017,22:00:00,22.96537,V ugm-3
12/12/2017,23:00:00,17.54045,V ugm-3
12/12/2017,24:00:00,10.53135,V ugm-3
13/12/2017,01:00:00,4.76519,V ugm-3
13/12/2017,02:00:00,3.55782,V ugm-3
13/12/2017,03:00:00,4.67265,V ugm-3
13/12/2017,04:00:00,6.11149,V ugm-3
13/12/2017,05:00:00,6.70747,V ugm-3
13/12/2017,06:00:00,12.70929,V ugm-3
13/12/2017,07:00:00,27.86969,V ugm-3
13/12/2017,08:00:00,40.5609,V ugm-3
13/12/2017,09:00:00,65.30786,V ugm-3
13/12/2017,10:00:00,35.76019,V ugm-3
13/12/2017,11:00:00,35.14523,V ugm-3
13/12/2017,12:00:00,34.17462,V ugm-3
13/12/2017,13:00:00,27.86919,V ugm-3
13/12/2017,14:00:00,45.55695,V ugm-3
13/12/2017,15:00:00,32.74774,V ugm-3
13/12/2017,16:00:00,59.45991,V ugm-3
13/12/2017,17:00:00,27.97626,V ugm-3
13/12/2017,18:00:00,33.20301,V ugm-3
13/12/2017,19:00:00,37.93522,V ugm-3
13/12/2017,20:00:00,37.68333,V ugm-3
13/12/2017,21:00:00,25.27947,V ugm-3
13/12/2017,22:00:00,21.39684,V ugm-3
13/12/2017,23:00:00,10.30306,V ugm-3
13/12/2017,24:00:00,6.77487,V ugm-3
14/12/2017,01:00:00,4.61564,V ugm-3
14/12/2017,02:00:00,2.75799,V ugm-3
14/12/2017,03:00:00,2.34493,V ugm-3
14/12/2017,04:00:00,1.51201,V ugm-3
14/12/2017,05:00:00,2.97036,V ugm-3
14/12/2017,06:00:00,5.85584,V ugm-3
14/12/2017,07:00:00,13.94567,V ugm-3
14/12/2017,08:00:00,30.02543,V ugm-3
14/12/2017,09:00:00,51.62513,V ugm-3
14/12/2017,10:00:00,35.85032,V ugm-3
14/12/2017,11:00:00,25.54037,V ugm-3
14/12/2017,12:00:00,22.6451,V ugm-3
14/12/2017,13:00:00,27.65094,V ugm-3
14/12/2017,14:00:00,29.03625,V ugm-3
14/12/2017,15:00:00,39.18478,V ugm-3
14/12/2017,16:00:00,69.39094,V ugm-3
14/12/2017,17:00:00,48.2664,V ugm-3
14/12/2017,18:00:00,50.09824,V ugm-3
14/12/2017,19:00:00,64.84742,V ugm-3
14/12/2017,20:00:00,49.06852,V ugm-3
14/12/2017,21:00:00,36.29282,V ugm-3
14/12/2017,22:00:00,33.8385,V ugm-3
14/12/2017,23:00:00,36.43725,V ugm-3
14/12/2017,24:00:00,19.95933,V ugm-3
15/12/2017,01:00:00,21.38615,V ugm-3
15/12/2017,02:00:00,13.59202,V ugm-3
15/12/2017,03:00:00,11.31091,V ugm-3
15/12/2017,04:00:00,13.04333,V ugm-3
15/12/2017,05:00:00,17.56251,V ugm-3
15/12/2017,06:00:00,21.35713,V ugm-3
15/12/2017,07:00:00,35.21675,V ugm-3
15/12/2017,08:00:00,52.81556,V ugm-3
15/12/2017,09:00:00,53.43279,V ugm-3
15/12/2017,10:00:00,42.54344,V ugm-3
15/12/2017,11:00:00,28.84272,V ugm-3
15/12/2017,12:00:00,28.53598,V ugm-3
15/12/2017,13:00:00,28.33833,V ugm-3
15/12/2017,14:00:00,25.78488,V ugm-3
15/12/2017,15:00:00,29.37781,V ugm-3
15/12/2017,16:00:00,30.6833,V ugm-3
15/12/2017,17:00:00,30.23853,V ugm-3
15/12/2017,18:00:00,29.26563,V ugm-3
15/12/2017,19:00:00,28.87844,V ugm-3
15/12/2017,20:00:00,23.70397,V ugm-3
15/12/2017,21:00:00,24.21223,V ugm-3
15/12/2017,22:00:00,20.85063,V ugm-3
15/12/2017,23:00:00,22.80543,V ugm-3
15/12/2017,24:00:00,23.83598,V ugm-3
16/12/2017,01:00:00,21.85064,V ugm-3
16/12/2017,02:00:00,18.65168,V ugm-3
16/12/2017,03:00:00,20.90509,V ugm-3
16/12/2017,04:00:00,22.13537,V ugm-3
16/12/2017,05:00:00,23.31538,V ugm-3
16/12/2017,06:00:00,30.32537,V ugm-3
16/12/2017,07:00:00,35.77617,V ugm-3
16/12/2017,08:00:00,44.09992,V ugm-3
16/12/2017,09:00:00,45.7043,V ugm-3
16/12/2017,10:00:00,51.3375,V ugm-3
16/12/2017,11:00:00,55.92211,V ugm-3
16/12/2017,12:00:00,54.26508,V ugm-3
16/12/2017,13:00:00,56.59589,V ugm-3
16/12/2017,14:00:00,63.60931,V ugm-3
16/12/2017,15:00:00,64.54175,V ugm-3
16/12/2017,16:00:00,65.1362,V ugm-3
16/12/2017,17:00:00,63.94294,V ugm-3
16/12/2017,18:00:00,70.06279,V ugm-3
16/12/2017,19:00:00,61.41759,V ugm-3
16/12/2017,20:00:00,61.55154,V ugm-3
16/12/2017,21:00:00,46.56541,V ugm-3
16/12/2017,22:00:00,46.82895,V ugm-3
16/12/2017,23:00:00,48.68998,V ugm-3
16/12/2017,24:00:00,50.06457,V ugm-3
17/12/2017,01:00:00,52.12172,V ugm-3
17/12/2017,02:00:00,42.66827,V ugm-3
17/12/2017,03:00:00,41.39563,V ugm-3
17/12/2017,04:00:00,40.93814,V ugm-3
17/12/2017,05:00:00,35.09418,V ugm-3
17/12/2017,06:00:00,35.97519,V ugm-3
17/12/2017,07:00:00,37.86865,V ugm-3
17/12/2017,08:00:00,37.11691,V ugm-3
17/12/2017,09:00:00,31.07835,V ugm-3
17/12/2017,10:00:00,36.9403,V ugm-3
17/12/2017,11:00:00,40.37669,V ugm-3
17/12/2017,12:00:00,45.08407,V ugm-3
17/12/2017,13:00:00,35.90771,V ugm-3
17/12/2017,14:00:00,32.0983,V ugm-3
17/12/2017,15:00:00,40.3074,V ugm-3
17/12/2017,16:00:00,37.21479,V ugm-3
17/12/2017,17:00:00,32.59721,V ugm-3
17/12/2017,18:00:00,24.33147,V ugm-3
17/12/2017,19:00:00,18.96748,V ugm-3
17/12/2017,20:00:00,18.42435,V ugm-3
17/12/2017,21:00:00,15.86679,V ugm-3
17/12/2017,22:00:00,14.06333,V ugm-3
17/12/2017,23:00:00,18.4129,V ugm-3
17/12/2017,24:00:00,21.17827,V ugm-3
18/12/2017,01:00:00,8.88775,V ugm-3
18/12/2017,02:00:00,11.12526,V ugm-3
18/12/2017,03:00:00,15.99309,V ugm-3
18/12/2017,04:00:00,13.81498,V ugm-3
18/12/2017,05:00:00,16.85486,V ugm-3
18/12/2017,06:00:00,29.58765,V ugm-3
18/12/2017,07:00:00,45.65136,V ugm-3
18/12/2017,08:00:00,48.42098,V ugm-3
18/12/2017,09:00:00,57.21046,V ugm-3
18/12/2017,10:00:00,50.88409,V ugm-3
18/12/2017,11:00:00,53.38299,V ugm-3
18/12/2017,12:00:00,57.46054,V ugm-3
18/12/2017,13:00:00,61.69296,V ugm-3
18/12/2017,14:00:00,53.79083,V ugm-3
18/12/2017,15:00:00,63.16056,V ugm-3
18/12/2017,16:00:00,79.99682,V ugm-3
18/12/2017,17:00:00,73.4333,V ugm-3
18/12/2017,18:00:00,66.63239,V ugm-3
18/12/2017,19:00:00,66.1367,V ugm-3
18/12/2017,20:00:00,69.97719,V ugm-3
18/12/2017,21:00:00,64.92526,V ugm-3
18/12/2017,22:00:00,62.07126,V ugm-3
18/12/2017,23:00:00,67.0205,V ugm-3
18/12/2017,24:00:00,59.39222,V ugm-3
19/12/2017,01:00:00,56.6329,V ugm-3
19/12/2017,02:00:00,52.71309,V ugm-3
19/12/2017,03:00:00,55.32166,V ugm-3
19/12/2017,04:00:00,44.85763,V ugm-3
19/12/2017,05:00:00,38.56886,V ugm-3
19/12/2017,06:00:00,40.27673,V ugm-3
19/12/2017,07:00:00,44.25305,V ugm-3
19/12/2017,08:00:00,57.97362,V ugm-3
19/12/2017,09:00:00,68.05263,V ugm-3
19/12/2017,10:00:00,60.61771,V ugm-3
19/12/2017,11:00:00,58.90458,V ugm-3
19/12/2017,12:00:00,60.03599,V ugm-3
19/12/2017,13:00:00,54.49071,V ugm-3
19/12/2017,14:00:00,69.52993,V ugm-3
19/12/2017,15:00:00,71.20644,V ugm-3
19/12/2017,16:00:00,86.86403,V ugm-3
19/12/2017,17:00:00,74.89084,V ugm-3
19/12/2017,18:00:00,76.97321,V ugm-3
19/12/2017,19:00:00,68.16386,V ugm-3
19/12/2017,20:00:00,55.13358,V ugm-3
19/12/2017,21:00:00,45.57154,V ugm-3
19/12/2017,22:00:00,40.45855,V ugm-3
19/12/2017,23:00:00,35.18773,V ugm-3
19/12/2017,24:00:00,27.91863,V ugm-3
20/12/2017,01:00:00,21.46423,V ugm-3
20/12/2017,02:00:00,17.34894,V ugm-3
20/12/2017,03:00:00,14.62661,V ugm-3
20/12/2017,04:00:00,14.30991,V ugm-3
20/12/2017,05:00:00,17.43158,V ugm-3
20/12/2017,06:00:00,31.62959,V ugm-3
20/12/2017,07:00:00,36.81011,V ugm-3
20/12/2017,08:00:00,55.78858,V ugm-3
20/12/2017,09:00:00,50.19092,V ugm-3
20/12/2017,10:00:00,51.69128,V ugm-3
20/12/2017,11:00:00,48.76145,V ugm-3
20/12/2017,12:00:00,50.04332,V ugm-3
20/12/2017,13:00:00,60.42251,V ugm-3
20/12/2017,14:00:00,54.42218,V ugm-3
20/12/2017,15:00:00,55.00974,V ugm-3
20/12/2017,16:00:00,66.50353,V ugm-3
20/12/2017,17:00:00,63.43972,V ugm-3
20/12/2017,18:00:00,61.62256,V ugm-3
20/12/2017,19:00:00,59.75706,V ugm-3
20/12/2017,20:00:00,56.04168,V ugm-3
20/12/2017,21:00:00,51.37403,V ugm-3
20/12/2017,22:00:00,44.28782,V ugm-3
20/12/2017,23:00:00,40.60732,V ugm-3
20/12/2017,24:00:00,29.08878,V ugm-3
21/12/2017,01:00:00,29.07852,V ugm-3
21/12/2017,02:00:00,26.81229,V ugm-3
21/12/2017,03:00:00,24.7122,V ugm-3
21/12/2017,04:00:00,26.79269,V ugm-3
21/12/2017,05:00:00,25.17095,V ugm-3
21/12/2017,06:00:00,27.14047,V ugm-3
21/12/2017,07:00:00,36.72082,V ugm-3
21/12/2017,08:00:00,47.97975,V ugm-3
21/12/2017,09:00:00,47.07437,V ugm-3
21/12/2017,10:00:00,53.36278,V ugm-3
21/12/2017,11:00:00,48.61709,V ugm-3
21/12/2017,12:00:00,51.78851,V ugm-3
21/12/2017,13:00:00,49.73513,V ugm-3
21/12/2017,14:00:00,49.57195,V ugm-3
21/12/2017,15:00:00,49.21247,V ugm-3
21/12/2017,16:00:00,58.47791,V ugm-3
21/12/2017,17:00:00,48.13771,V ugm-3
21/12/2017,18:00:00,40.92926,V ugm-3
21/12/2017,19:00:00,46.21546,V ugm-3
21/12/2017,20:00:00,44.20092,V ugm-3
21/12/2017,21:00:00,36.17017,V ugm-3
21/12/2017,22:00:00,34.22542,V ugm-3
21/12/2017,23:00:00,27.3953,V ugm-3
21/12/2017,24:00:00,22.91721,V ugm-3
22/12/2017,01:00:00,20.02378,V ugm-3
22/12/2017,02:00:00,10.62925,V ugm-3
22/12/2017,03:00:00,8.8657,V ugm-3
22/12/2017,04:00:00,8.64788,V ugm-3
22/12/2017,05:00:00,10.90186,V ugm-3
22/12/2017,06:00:00,17.51491,V ugm-3
22/12/2017,07:00:00,33.17859,V ugm-3
22/12/2017,08:00:00,46.26328,V ugm-3
22/12/2017,09:00:00,52.22728,V ugm-3
22/12/2017,10:00:00,50.65204,V ugm-3
22/12/2017,11:00:00,54.30959,V ugm-3
22/12/2017,12:00:00,58.73852,V ugm-3
22/12/2017,13:00:00,65.20163,V ugm-3
22/12/2017,14:00:00,64.00709,V ugm-3
22/12/2017,15:00:00,63.81418,V ugm-3
22/12/2017,16:00:00,63.7409,V ugm-3
22/12/2017,17:00:00,56.00486,V ugm-3
22/12/2017,18:00:00,69.16991,V ugm-3
22/12/2017,19:00:00,75.03025,V ugm-3
