,,Edinburgh St Leonards,
Date,Time,PM10 particulate matter (Hourly measured),Status
16/10/2019,01:00:00,4.225,V ugm-3 (FIDAS)
16/10/2019,02:00:00,6.625,V ugm-3 (FIDAS)
16/10/2019,03:00:00,9.625,V ugm-3 (FIDAS)
16/10/2019,04:00:00,11.325,V ugm-3 (FIDAS)
16/10/2019,05:00:00,10.975,V ugm-3 (FIDAS)
16/10/2019,06:00:00,11.5,V ugm-3 (FIDAS)
16/10/2019,07:00:00,12.625,V ugm-3 (FIDAS)
16/10/2019,08:00:00,9.425,V ugm-3 (FIDAS)
16/10/2019,09:00:00,6.9,V ugm-3 (FIDAS)
16/10/2019,10:00:00,7.5,V ugm-3 (FIDAS)
16/10/2019,11:00:00,8.1,V ugm-3 (FIDAS)
16/10/2019,12:00:00,8.5,V ugm-3 (FIDAS)
16/10/2019,13:00:00,4,V ugm-3 (FIDAS)
16/10/2019,14:00:00,7.025,V ugm-3 (FIDAS)
16/10/2019,15:00:00,8.325,V ugm-3 (FIDAS)
16/10/2019,16:00:00,8.025,V ugm-3 (FIDAS)
16/10/2019,17:00:00,8.575,V ugm-3 (FIDAS)
16/10/2019,18:00:00,9.55,V ugm-3 (FIDAS)
16/10/2019,19:00:00,10.075,V ugm-3 (FIDAS)
16/10/2019,20:00:00,10.25,V ugm-3 (FIDAS)
16/10/2019,21:00:00,9.875,V ugm-3 (FIDAS)
16/10/2019,22:00:00,10.1,V ugm-3 (FIDAS)
16/10/2019,23:00:00,8.575,V ugm-3 (FIDAS)
16/10/2019,24:00:00,8.45,V ugm-3 (FIDAS)
17/10/2019,01:00:00,7.2,V ugm-3 (FIDAS)
17/10/2019,02:00:00,7.3,V ugm-3 (FIDAS)
17/10/2019,03:00:00,7.475,V ugm-3 (FIDAS)
17/10/2019,04:00:00,6.875,V ugm-3 (FIDAS)
17/10/2019,05:00:00,8.475,V ugm-3 (FIDAS)
17/10/2019,06:00:00,8.675,V ugm-3 (FIDAS)
17/10/2019,07:00:00,10,V ugm-3 (FIDAS)
17/10/2019,08:00:00,11.275,V ugm-3 (FIDAS)
17/10/2019,09:00:00,13.125,V ugm-3 (FIDAS)
17/10/2019,10:00:00,10.025,V ugm-3 (FIDAS)
17/10/2019,11:00:00,8.975,V ugm-3 (FIDAS)
17/10/2019,12:00:00,10.725,V ugm-3 (FIDAS)
17/10/2019,13:00:00,9.5,V ugm-3 (FIDAS)
17/10/2019,14:00:00,7.375,V ugm-3 (FIDAS)
17/10/2019,15:00:00,7.45,V ugm-3 (FIDAS)
17/10/2019,16:00:00,7.125,V ugm-3 (FIDAS)
17/10/2019,17:00:00,7.775,V ugm-3 (FIDAS)
17/10/2019,18:00:00,7.675,V ugm-3 (FIDAS)
17/10/2019,19:00:00,8.775,V ugm-3 (FIDAS)
17/10/2019,20:00:00,9.575,V ugm-3 (FIDAS)
17/10/2019,21:00:00,10.25,V ugm-3 (FIDAS)
17/10/2019,22:00:00,8.85,V ugm-3 (FIDAS)
17/10/2019,23:00:00,9.5,V ugm-3 (FIDAS)
17/10/2019,24:00:00,6.7,V ugm-3 (FIDAS)
18/10/2019,01:00:00,6.55,V ugm-3 (FIDAS)
18/10/2019,02:00:00,6.575,V ugm-3 (FIDAS)
18/10/2019,03:00:00,7.35,V ugm-3 (FIDAS)
18/10/2019,04:00:00,7.525,V ugm-3 (FIDAS)
18/10/2019,05:00:00,6.875,V ugm-3 (FIDAS)
18/10/2019,06:00:00,7.6,V ugm-3 (FIDAS)
18/10/2019,07:00:00,10,V ugm-3 (FIDAS)
18/10/2019,08:00:00,10.8,V ugm-3 (FIDAS)
18/10/2019,09:00:00,12.15,V ugm-3 (FIDAS)
18/10/2019,10:00:00,12.425,V ugm-3 (FIDAS)
18/10/2019,11:00:00,15.025,V ugm-3 (FIDAS)
18/10/2019,12:00:00,14.025,V ugm-3 (FIDAS)
18/10/2019,13:00:00,14.4,V ugm-3 (FIDAS)
18/10/2019,14:00:00,13.2,V ugm-3 (FIDAS)
18/10/2019,15:00:00,12.55,V ugm-3 (FIDAS)
18/10/2019,16:00:00,6.8,V ugm-3 (FIDAS)
18/10/2019,17:00:00,3.225,V ugm-3 (FIDAS)
18/10/2019,18:00:00,4.3,V ugm-3 (FIDAS)
18/10/2019,19:00:00,4.6,V ugm-3 (FIDAS)
18/10/2019,20:00:00,4.975,V ugm-3 (FIDAS)
18/10/2019,21:00:00,5.925,V ugm-3 (FIDAS)
18/10/2019,22:00:00,6.025,V ugm-3 (FIDAS)
18/10/2019,23:00:00,5.15,V ugm-3 (FIDAS)
18/10/2019,24:00:00,3.9,V ugm-3 (FIDAS)
19/10/2019,01:00:00,3.7,V ugm-3 (FIDAS)
19/10/2019,02:00:00,5.6,V ugm-3 (FIDAS)
19/10/2019,03:00:00,4.2,V ugm-3 (FIDAS)
19/10/2019,04:00:00,2.925,V ugm-3 (FIDAS)
19/10/2019,05:00:00,3.45,V ugm-3 (FIDAS)
19/10/2019,06:00:00,5.375,V ugm-3 (FIDAS)
19/10/2019,07:00:00,4.85,V ugm-3 (FIDAS)
19/10/2019,08:00:00,6.275,V ugm-3 (FIDAS)
19/10/2019,09:00:00,8.45,V ugm-3 (FIDAS)
19/10/2019,10:00:00,9.775,V ugm-3 (FIDAS)
19/10/2019,11:00:00,11.425,V ugm-3 (FIDAS)
19/10/2019,12:00:00,10.775,V ugm-3 (FIDAS)
19/10/2019,13:00:00,11.275,V ugm-3 (FIDAS)
19/10/2019,14:00:00,9.65,V ugm-3 (FIDAS)
19/10/2019,15:00:00,9.025,V ugm-3 (FIDAS)
19/10/2019,16:00:00,6.625,V ugm-3 (FIDAS)
19/10/2019,17:00:00,8.025,V ugm-3 (FIDAS)
19/10/2019,18:00:00,6.7,V ugm-3 (FIDAS)
19/10/2019,19:00:00,7.15,V ugm-3 (FIDAS)
19/10/2019,20:00:00,7.55,V ugm-3 (FIDAS)
19/10/2019,21:00:00,6.125,V ugm-3 (FIDAS)
19/10/2019,22:00:00,5.075,V ugm-3 (FIDAS)
19/10/2019,23:00:00,5.5,V ugm-3 (FIDAS)
19/10/2019,24:00:00,5.875,V ugm-3 (FIDAS)
20/10/2019,01:00:00,6.475,V ugm-3 (FIDAS)
20/10/2019,02:00:00,5.8,V ugm-3 (FIDAS)
20/10/2019,03:00:00,7.325,V ugm-3 (FIDAS)
20/10/2019,04:00:00,6.8,V ugm-3 (FIDAS)
20/10/2019,05:00:00,5.075,V ugm-3 (FIDAS)
20/10/2019,06:00:00,4.15,V ugm-3 (FIDAS)
20/10/2019,07:00:00,3.575,V ugm-3 (FIDAS)
20/10/2019,08:00:00,4.55,V ugm-3 (FIDAS)
20/10/2019,09:00:00,3.3,V ugm-3 (FIDAS)
20/10/2019,10:00:00,4.325,V ugm-3 (FIDAS)
20/10/2019,11:00:00,6.075,V ugm-3 (FIDAS)
20/10/2019,12:00:00,5.7,V ugm-3 (FIDAS)
20/10/2019,13:00:00,4.7,V ugm-3 (FIDAS)
20/10/2019,14:00:00,5.075,V ugm-3 (FIDAS)
20/10/2019,15:00:00,5.7,V ugm-3 (FIDAS)
20/10/2019,16:00:00,6.675,V ugm-3 (FIDAS)
20/10/2019,17:00:00,5.1,V ugm-3 (FIDAS)
20/10/2019,18:00:00,6.025,V ugm-3 (FIDAS)
20/10/2019,19:00:00,6.775,V ugm-3 (FIDAS)
20/10/2019,20:00:00,4.2,V ugm-3 (FIDAS)
20/10/2019,21:00:00,3.85,V ugm-3 (FIDAS)
20/10/2019,22:00:00,4.125,V ugm-3 (FIDAS)
20/10/2019,23:00:00,3.45,V ugm-3 (FIDAS)
20/10/2019,24:00:00,3.8,V ugm-3 (FIDAS)
21/10/2019,01:00:00,3.825,V ugm-3 (FIDAS)
21/10/2019,02:00:00,3.6,V ugm-3 (FIDAS)
21/10/2019,03:00:00,3.275,V ugm-3 (FIDAS)
21/10/2019,04:00:00,3.775,V ugm-3 (FIDAS)
21/10/2019,05:00:00,4.55,V ugm-3 (FIDAS)
21/10/2019,06:00:00,4.175,V ugm-3 (FIDAS)
21/10/2019,07:00:00,4.95,V ugm-3 (FIDAS)
21/10/2019,08:00:00,6.325,V ugm-3 (FIDAS)
21/10/2019,09:00:00,9.55,V ugm-3 (FIDAS)
21/10/2019,10:00:00,9,V ugm-3 (FIDAS)
21/10/2019,11:00:00,9.5,V ugm-3 (FIDAS)
21/10/2019,12:00:00,6.475,V ugm-3 (FIDAS)
21/10/2019,13:00:00,5.675,V ugm-3 (FIDAS)
21/10/2019,14:00:00,4.675,V ugm-3 (FIDAS)
21/10/2019,15:00:00,6.525,V ugm-3 (FIDAS)
21/10/2019,16:00:00,6.525,V ugm-3 (FIDAS)
21/10/2019,17:00:00,6.425,V ugm-3 (FIDAS)
21/10/2019,18:00:00,5.775,V ugm-3 (FIDAS)
21/10/2019,19:00:00,5.175,V ugm-3 (FIDAS)
21/10/2019,20:00:00,4.725,V ugm-3 (FIDAS)
21/10/2019,21:00:00,5.025,V ugm-3 (FIDAS)
21/10/2019,22:00:00,5.3,V ugm-3 (FIDAS)
21/10/2019,23:00:00,4.775,V ugm-3 (FIDAS)
21/10/2019,24:00:00,5.075,V ugm-3 (FIDAS)
22/10/2019,01:00:00,5.175,V ugm-3 (FIDAS)
22/10/2019,02:00:00,5.2,V ugm-3 (FIDAS)
22/10/2019,03:00:00,6.025,V ugm-3 (FIDAS)
22/10/2019,04:00:00,6.425,V ugm-3 (FIDAS)
22/10/2019,05:00:00,6.6,V ugm-3 (FIDAS)
22/10/2019,06:00:00,6.475,V ugm-3 (FIDAS)
22/10/2019,07:00:00,7.8,V ugm-3 (FIDAS)
22/10/2019,08:00:00,8.725,V ugm-3 (FIDAS)
22/10/2019,09:00:00,7.25,V ugm-3 (FIDAS)
22/10/2019,10:00:00,6,V ugm-3 (FIDAS)
22/10/2019,11:00:00,5.75,V ugm-3 (FIDAS)
22/10/2019,12:00:00,5.85,V ugm-3 (FIDAS)
22/10/2019,13:00:00,4.975,V ugm-3 (FIDAS)
22/10/2019,14:00:00,5.225,V ugm-3 (FIDAS)
22/10/2019,15:00:00,3.7,V ugm-3 (FIDAS)
22/10/2019,16:00:00,2.925,V ugm-3 (FIDAS)
22/10/2019,17:00:00,3.15,V ugm-3 (FIDAS)
22/10/2019,18:00:00,3.075,V ugm-3 (FIDAS)
22/10/2019,19:00:00,3.55,V ugm-3 (FIDAS)
22/10/2019,20:00:00,3.025,V ugm-3 (FIDAS)
22/10/2019,21:00:00,2.725,V ugm-3 (FIDAS)
22/10/2019,22:00:00,2.7,V ugm-3 (FIDAS)
22/10/2019,23:00:00,2.4,V ugm-3 (FIDAS)
22/10/2019,24:00:00,2.45,V ugm-3 (FIDAS)
23/10/2019,01:00:00,2.45,V ugm-3 (FIDAS)
23/10/2019,02:00:00,3.05,V ugm-3 (FIDAS)
23/10/2019,03:00:00,3.95,V ugm-3 (FIDAS)
23/10/2019,04:00:00,4.175,V ugm-3 (FIDAS)
23/10/2019,05:00:00,5,V ugm-3 (FIDAS)
23/10/2019,06:00:00,5.05,V ugm-3 (FIDAS)
23/10/2019,07:00:00,5.375,V ugm-3 (FIDAS)
23/10/2019,08:00:00,5.6,V ugm-3 (FIDAS)
23/10/2019,09:00:00,7.15,V ugm-3 (FIDAS)
23/10/2019,10:00:00,5.975,V ugm-3 (FIDAS)
23/10/2019,11:00:00,6.25,V ugm-3 (FIDAS)
23/10/2019,12:00:00,6.25,V ugm-3 (FIDAS)
23/10/2019,13:00:00,6.475,V ugm-3 (FIDAS)
23/10/2019,14:00:00,6.9,V ugm-3 (FIDAS)
23/10/2019,15:00:00,6.475,V ugm-3 (FIDAS)
23/10/2019,16:00:00,7.25,V ugm-3 (FIDAS)
23/10/2019,17:00:00,7.525,V ugm-3 (FIDAS)
23/10/2019,18:00:00,8.125,V ugm-3 (FIDAS)
23/10/2019,19:00:00,9.45,V ugm-3 (FIDAS)
23/10/2019,20:00:00,9.4,V ugm-3 (FIDAS)
23/10/2019,21:00:00,8.05,V ugm-3 (FIDAS)
23/10/2019,22:00:00,5.125,V ugm-3 (FIDAS)
23/10/2019,23:00:00,1.525,V ugm-3 (FIDAS)
23/10/2019,24:00:00,1.125,V ugm-3 (FIDAS)
24/10/2019,01:00:00,0.6,V ugm-3 (FIDAS)
24/10/2019,02:00:00,0.325,V ugm-3 (FIDAS)
24/10/2019,03:00:00,0.325,V ugm-3 (FIDAS)
24/10/2019,04:00:00,0.95,V ugm-3 (FIDAS)
24/10/2019,05:00:00,1.525,V ugm-3 (FIDAS)
24/10/2019,06:00:00,2.7,V ugm-3 (FIDAS)
24/10/2019,07:00:00,3.45,V ugm-3 (FIDAS)
24/10/2019,08:00:00,3.9,V ugm-3 (FIDAS)
24/10/2019,09:00:00,4.625,V ugm-3 (FIDAS)
24/10/2019,10:00:00,6.45,V ugm-3 (FIDAS)
24/10/2019,11:00:00,8.05,V ugm-3 (FIDAS)
24/10/2019,12:00:00,6.4,V ugm-3 (FIDAS)
24/10/2019,13:00:00,7,V ugm-3 (FIDAS)
24/10/2019,14:00:00,6.55,V ugm-3 (FIDAS)
24/10/2019,15:00:00,4.6,V ugm-3 (FIDAS)
24/10/2019,16:00:00,4.875,V ugm-3 (FIDAS)
24/10/2019,17:00:00,5.1,V ugm-3 (FIDAS)
24/10/2019,18:00:00,5.775,V ugm-3 (FIDAS)
24/10/2019,19:00:00,7.7,V ugm-3 (FIDAS)
24/10/2019,20:00:00,8.3,V ugm-3 (FIDAS)
24/10/2019,21:00:00,7.525,V ugm-3 (FIDAS)
24/10/2019,22:00:00,7.575,V ugm-3 (FIDAS)
24/10/2019,23:00:00,6.725,V ugm-3 (FIDAS)
24/10/2019,24:00:00,5.25,V ugm-3 (FIDAS)
25/10/2019,01:00:00,3.6,V ugm-3 (FIDAS)
25/10/2019,02:00:00,4.45,V ugm-3 (FIDAS)
25/10/2019,03:00:00,6.175,V ugm-3 (FIDAS)
25/10/2019,04:00:00,8.3,V ugm-3 (FIDAS)
25/10/2019,05:00:00,8.6,V ugm-3 (FIDAS)
25/10/2019,06:00:00,8.925,V ugm-3 (FIDAS)
25/10/2019,07:00:00,8.325,V ugm-3 (FIDAS)
25/10/2019,08:00:00,9.3,V ugm-3 (FIDAS)
25/10/2019,09:00:00,8.625,V ugm-3 (FIDAS)
25/10/2019,10:00:00,7.75,V ugm-3 (FIDAS)
25/10/2019,11:00:00,8.2,V ugm-3 (FIDAS)
25/10/2019,12:00:00,6.675,V ugm-3 (FIDAS)
25/10/2019,13:00:00,4.425,V ugm-3 (FIDAS)
25/10/2019,14:00:00,5.825,V ugm-3 (FIDAS)
25/10/2019,15:00:00,5.15,V ugm-3 (FIDAS)
25/10/2019,16:00:00,3.675,V ugm-3 (FIDAS)
25/10/2019,17:00:00,3.35,V ugm-3 (FIDAS)
25/10/2019,18:00:00,6.425,V ugm-3 (FIDAS)
25/10/2019,19:00:00,5.7,V ugm-3 (FIDAS)
25/10/2019,20:00:00,4.8,V ugm-3 (FIDAS)
25/10/2019,21:00:00,4.525,V ugm-3 (FIDAS)
25/10/2019,22:00:00,3.9,V ugm-3 (FIDAS)
25/10/2019,23:00:00,4.075,V ugm-3 (FIDAS)
25/10/2019,24:00:00,3.65,V ugm-3 (FIDAS)
26/10/2019,01:00:00,3.7,V ugm-3 (FIDAS)
26/10/2019,02:00:00,4.25,V ugm-3 (FIDAS)
26/10/2019,03:00:00,3.3,V ugm-3 (FIDAS)
26/10/2019,04:00:00,4.275,V ugm-3 (FIDAS)
26/10/2019,05:00:00,4.4,V ugm-3 (FIDAS)
26/10/2019,06:00:00,5.25,V ugm-3 (FIDAS)
26/10/2019,07:00:00,4.625,V ugm-3 (FIDAS)
26/10/2019,08:00:00,5.1,V ugm-3 (FIDAS)
26/10/2019,09:00:00,5.15,V ugm-3 (FIDAS)
26/10/2019,10:00:00,5.225,V ugm-3 (FIDAS)
26/10/2019,11:00:00,5.675,V ugm-3 (FIDAS)
26/10/2019,12:00:00,6.425,V ugm-3 (FIDAS)
26/10/2019,13:00:00,7.8,V ugm-3 (FIDAS)
26/10/2019,14:00:00,6.175,V ugm-3 (FIDAS)
26/10/2019,15:00:00,4.35,V ugm-3 (FIDAS)
26/10/2019,16:00:00,4.975,V ugm-3 (FIDAS)
26/10/2019,17:00:00,5.2,V ugm-3 (FIDAS)
26/10/2019,18:00:00,5.225,V ugm-3 (FIDAS)
26/10/2019,19:00:00,5,V ugm-3 (FIDAS)
26/10/2019,20:00:00,5.775,V ugm-3 (FIDAS)
26/10/2019,21:00:00,5.05,V ugm-3 (FIDAS)
26/10/2019,22:00:00,4.525,V ugm-3 (FIDAS)
26/10/2019,23:00:00,3.6,V ugm-3 (FIDAS)
26/10/2019,24:00:00,2.775,V ugm-3 (FIDAS)
27/10/2019,01:00:00,3.425,V ugm-3 (FIDAS)
27/10/2019,02:00:00,3.075,V ugm-3 (FIDAS)
27/10/2019,03:00:00,3.5,V ugm-3 (FIDAS)
27/10/2019,04:00:00,4.475,V ugm-3 (FIDAS)
27/10/2019,05:00:00,3.625,V ugm-3 (FIDAS)
27/10/2019,06:00:00,3.725,V ugm-3 (FIDAS)
27/10/2019,07:00:00,4.825,V ugm-3 (FIDAS)
27/10/2019,08:00:00,4.35,V ugm-3 (FIDAS)
27/10/2019,09:00:00,4.7,V ugm-3 (FIDAS)
27/10/2019,10:00:00,6.45,V ugm-3 (FIDAS)
27/10/2019,11:00:00,5.6,V ugm-3 (FIDAS)
27/10/2019,12:00:00,4.725,V ugm-3 (FIDAS)
27/10/2019,13:00:00,3.7,V ugm-3 (FIDAS)
27/10/2019,14:00:00,5.125,V ugm-3 (FIDAS)
27/10/2019,15:00:00,6.175,V ugm-3 (FIDAS)
27/10/2019,16:00:00,6.2,V ugm-3 (FIDAS)
27/10/2019,17:00:00,6.725,V ugm-3 (FIDAS)
27/10/2019,18:00:00,7.95,V ugm-3 (FIDAS)
27/10/2019,19:00:00,9.375,V ugm-3 (FIDAS)
27/10/2019,20:00:00,11.1,V ugm-3 (FIDAS)
27/10/2019,21:00:00,10.725,V ugm-3 (FIDAS)
27/10/2019,22:00:00,9.6,V ugm-3 (FIDAS)
27/10/2019,23:00:00,7.9,V ugm-3 (FIDAS)
27/10/2019,24:00:00,6.85,V ugm-3 (FIDAS)
28/10/2019,01:00:00,5.9,V ugm-3 (FIDAS)
28/10/2019,02:00:00,5.5,V ugm-3 (FIDAS)
28/10/2019,03:00:00,3.975,V ugm-3 (FIDAS)
28/10/2019,04:00:00,3.75,V ugm-3 (FIDAS)
28/10/2019,05:00:00,3.125,V ugm-3 (FIDAS)
28/10/2019,06:00:00,3.225,V ugm-3 (FIDAS)
28/10/2019,07:00:00,3.6,V ugm-3 (FIDAS)
28/10/2019,08:00:00,5.85,V ugm-3 (FIDAS)
28/10/2019,09:00:00,9.825,V ugm-3 (FIDAS)
28/10/2019,10:00:00,10.475,V ugm-3 (FIDAS)
28/10/2019,11:00:00,10.15,V ugm-3 (FIDAS)
28/10/2019,12:00:00,9.75,V ugm-3 (FIDAS)
28/10/2019,13:00:00,7.4,V ugm-3 (FIDAS)
28/10/2019,14:00:00,7,V ugm-3 (FIDAS)
28/10/2019,15:00:00,5.525,V ugm-3 (FIDAS)
28/10/2019,16:00:00,6.6,V ugm-3 (FIDAS)
28/10/2019,17:00:00,7.35,V ugm-3 (FIDAS)
28/10/2019,18:00:00,9.025,V ugm-3 (FIDAS)
28/10/2019,19:00:00,8.775,V ugm-3 (FIDAS)
28/10/2019,20:00:00,8.15,V ugm-3 (FIDAS)
28/10/2019,21:00:00,8.8,V ugm-3 (FIDAS)
28/10/2019,22:00:00,6.825,V ugm-3 (FIDAS)
28/10/2019,23:00:00,6.15,V ugm-3 (FIDAS)
28/10/2019,24:00:00,6.275,V ugm-3 (FIDAS)
29/10/2019,01:00:00,6.75,V ugm-3 (FIDAS)
29/10/2019,02:00:00,5.575,V ugm-3 (FIDAS)
29/10/2019,03:00:00,5.3,V ugm-3 (FIDAS)
29/10/2019,04:00:00,5.05,V ugm-3 (FIDAS)
29/10/2019,05:00:00,5.275,V ugm-3 (FIDAS)
29/10/2019,06:00:00,5.1,V ugm-3 (FIDAS)
29/10/2019,07:00:00,5.775,V ugm-3 (FIDAS)
29/10/2019,08:00:00,7.675,V ugm-3 (FIDAS)
29/10/2019,09:00:00,8.05,V ugm-3 (FIDAS)
29/10/2019,10:00:00,8.35,V ugm-3 (FIDAS)
29/10/2019,11:00:00,8.075,V ugm-3 (FIDAS)
29/10/2019,12:00:00,6.275,V ugm-3 (FIDAS)
29/10/2019,13:00:00,4.675,V ugm-3 (FIDAS)
29/10/2019,14:00:00,6.425,V ugm-3 (FIDAS)
29/10/2019,15:00:00,8.35,V ugm-3 (FIDAS)
29/10/2019,16:00:00,7.575,V ugm-3 (FIDAS)
29/10/2019,17:00:00,8.1,V ugm-3 (FIDAS)
29/10/2019,18:00:00,6.65,V ugm-3 (FIDAS)
29/10/2019,19:00:00,8.65,V ugm-3 (FIDAS)
29/10/2019,20:00:00,9.375,V ugm-3 (FIDAS)
29/10/2019,21:00:00,3.525,V ugm-3 (FIDAS)
29/10/2019,22:00:00,5.425,V ugm-3 (FIDAS)
29/10/2019,23:00:00,5.35,V ugm-3 (FIDAS)
29/10/2019,24:00:00,5.025,V ugm-3 (FIDAS)
30/10/2019,01:00:00,4.675,V ugm-3 (FIDAS)
30/10/2019,02:00:00,4.525,V ugm-3 (FIDAS)
30/10/2019,03:00:00,4.475,V ugm-3 (FIDAS)
30/10/2019,04:00:00,4.975,V ugm-3 (FIDAS)
30/10/2019,05:00:00,4.55,V ugm-3 (FIDAS)
30/10/2019,06:00:00,3.475,V ugm-3 (FIDAS)
30/10/2019,07:00:00,3.575,V ugm-3 (FIDAS)
30/10/2019,08:00:00,6.725,V ugm-3 (FIDAS)
30/10/2019,09:00:00,6.125,V ugm-3 (FIDAS)
30/10/2019,10:00:00,5.125,V ugm-3 (FIDAS)
30/10/2019,11:00:00,6.125,V ugm-3 (FIDAS)
30/10/2019,12:00:00,9.5,V ugm-3 (FIDAS)
30/10/2019,13:00:00,10,V ugm-3 (FIDAS)
30/10/2019,14:00:00,6.325,V ugm-3 (FIDAS)
30/10/2019,15:00:00,5.5,V ugm-3 (FIDAS)
30/10/2019,16:00:00,6.05,V ugm-3 (FIDAS)
30/10/2019,17:00:00,6.475,V ugm-3 (FIDAS)
30/10/2019,18:00:00,5.65,V ugm-3 (FIDAS)
30/10/2019,19:00:00,4.7,V ugm-3 (FIDAS)
30/10/2019,20:00:00,5.475,V ugm-3 (FIDAS)
30/10/2019,21:00:00,5.575,V ugm-3 (FIDAS)
30/10/2019,22:00:00,5.525,V ugm-3 (FIDAS)
30/10/2019,23:00:00,4.825,V ugm-3 (FIDAS)
30/10/2019,24:00:00,4.2,V ugm-3 (FIDAS)
31/10/2019,01:00:00,4.65,V ugm-3 (FIDAS)
31/10/2019,02:00:00,4.55,V ugm-3 (FIDAS)
31/10/2019,03:00:00,4.45,V ugm-3 (FIDAS)
31/10/2019,04:00:00,4.8,V ugm-3 (FIDAS)
31/10/2019,05:00:00,5.8,V ugm-3 (FIDAS)
31/10/2019,06:00:00,6.025,V ugm-3 (FIDAS)
31/10/2019,07:00:00,5.975,V ugm-3 (FIDAS)
31/10/2019,08:00:00,6.825,V ugm-3 (FIDAS)
31/10/2019,09:00:00,9.1,V ugm-3 (FIDAS)
31/10/2019,10:00:00,11.15,V ugm-3 (FIDAS)
31/10/2019,11:00:00,8.35,V ugm-3 (FIDAS)
31/10/2019,12:00:00,10.375,V ugm-3 (FIDAS)
31/10/2019,13:00:00,14.5,V ugm-3 (FIDAS)
31/10/2019,14:00:00,16.475,V ugm-3 (FIDAS)
31/10/2019,15:00:00,17.875,V ugm-3 (FIDAS)
31/10/2019,16:00:00,25.825,V ugm-3 (FIDAS)
31/10/2019,17:00:00,20.5,V ugm-3 (FIDAS)
31/10/2019,18:00:00,18.875,V ugm-3 (FIDAS)
31/10/2019,19:00:00,18.55,V ugm-3 (FIDAS)
31/10/2019,20:00:00,19.325,V ugm-3 (FIDAS)
31/10/2019,21:00:00,19.4,V ugm-3 (FIDAS)
31/10/2019,22:00:00,19.675,V ugm-3 (FIDAS)
31/10/2019,23:00:00,17.875,V ugm-3 (FIDAS)
31/10/2019,24:00:00,19.25,V ugm-3 (FIDAS)
01/11/2019,01:00:00,18.35,V ugm-3 (FIDAS)
01/11/2019,02:00:00,17.425,V ugm-3 (FIDAS)
01/11/2019,03:00:00,18.725,V ugm-3 (FIDAS)
01/11/2019,04:00:00,18.275,V ugm-3 (FIDAS)
01/11/2019,05:00:00,16.3,V ugm-3 (FIDAS)
01/11/2019,06:00:00,16.475,V ugm-3 (FIDAS)
01/11/2019,07:00:00,12.825,V ugm-3 (FIDAS)
01/11/2019,08:00:00,10.85,V ugm-3 (FIDAS)
01/11/2019,09:00:00,7.725,V ugm-3 (FIDAS)
01/11/2019,10:00:00,6.875,V ugm-3 (FIDAS)
01/11/2019,11:00:00,5.675,V ugm-3 (FIDAS)
01/11/2019,12:00:00,6.725,V ugm-3 (FIDAS)
01/11/2019,13:00:00,8.025,V ugm-3 (FIDAS)
01/11/2019,14:00:00,4.4,V ugm-3 (FIDAS)
01/11/2019,15:00:00,3.95,V ugm-3 (FIDAS)
01/11/2019,16:00:00,3.575,V ugm-3 (FIDAS)
01/11/2019,17:00:00,3.6,V ugm-3 (FIDAS)
01/11/2019,18:00:00,3.625,V ugm-3 (FIDAS)
01/11/2019,19:00:00,6.525,V ugm-3 (FIDAS)
01/11/2019,20:00:00,3.775,V ugm-3 (FIDAS)
01/11/2019,21:00:00,4.575,V ugm-3 (FIDAS)
01/11/2019,22:00:00,6.325,V ugm-3 (FIDAS)
01/11/2019,23:00:00,5.625,V ugm-3 (FIDAS)
01/11/2019,24:00:00,4,V ugm-3 (FIDAS)
02/11/2019,01:00:00,4.575,V ugm-3 (FIDAS)
02/11/2019,02:00:00,6.3,V ugm-3 (FIDAS)
02/11/2019,03:00:00,8.575,V ugm-3 (FIDAS)
02/11/2019,04:00:00,7.25,V ugm-3 (FIDAS)
02/11/2019,05:00:00,3.9,V ugm-3 (FIDAS)
02/11/2019,06:00:00,3.225,V ugm-3 (FIDAS)
02/11/2019,07:00:00,3.625,V ugm-3 (FIDAS)
02/11/2019,08:00:00,4.725,V ugm-3 (FIDAS)
02/11/2019,09:00:00,4.375,V ugm-3 (FIDAS)
02/11/2019,10:00:00,6.15,V ugm-3 (FIDAS)
02/11/2019,11:00:00,6.875,V ugm-3 (FIDAS)
02/11/2019,12:00:00,7.175,V ugm-3 (FIDAS)
02/11/2019,13:00:00,4.55,V ugm-3 (FIDAS)
02/11/2019,14:00:00,4.9,V ugm-3 (FIDAS)
02/11/2019,15:00:00,5.725,V ugm-3 (FIDAS)
02/11/2019,16:00:00,5.175,V ugm-3 (FIDAS)
02/11/2019,17:00:00,5.275,V ugm-3 (FIDAS)
02/11/2019,18:00:00,6.4,V ugm-3 (FIDAS)
02/11/2019,19:00:00,7.275,V ugm-3 (FIDAS)
02/11/2019,20:00:00,10.65,V ugm-3 (FIDAS)
02/11/2019,21:00:00,11.9,V ugm-3 (FIDAS)
02/11/2019,22:00:00,14.15,V ugm-3 (FIDAS)
02/11/2019,23:00:00,17.275,V ugm-3 (FIDAS)
02/11/2019,24:00:00,18.625,V ugm-3 (FIDAS)
03/11/2019,01:00:00,20.45,V ugm-3 (FIDAS)
03/11/2019,02:00:00,15.65,V ugm-3 (FIDAS)
03/11/2019,03:00:00,13.45,V ugm-3 (FIDAS)
03/11/2019,04:00:00,12.825,V ugm-3 (FIDAS)
