Code,LocalAuthority,Year,LA_IndicatorReal,LA_Numerator_real,LA_Den_Real,Scotland_Indicator_Real,Scotland_Num_Real,Scotland_Den_Real,FG_Avg_Indicator_Real,FG_Avg_Num_Real,FG_Avg_Den_Real,FamilyGroup
ECON05,Fife,2015-16,15.92,586,368080,16.91,9088,5373000,16.4075,240,147498.75,2
ECON05,Fife,2016-17,14.61,541,370330,16.62,8983,5404700,18.23375,257.875,148185,2
ECON05,Fife,2017-18,12.63,469,371410,16.83,9129,5424800,18.7975,261.125,148442.5,2
ECON05,Fife,2018-19,14.84,552,371910,16.7,9083,5438100,18.42,262.5,148563.75,2
ECON05,Fife,2019-20,16.78,627,373550,16.41,8964,5463300,19.475,280.75,148997.5,2
ECON05,Fife,2020-21,14.11,528,374130,11.19,6117,5466000,11.48125,180.25,148965,2
ECON05,Fife,2021-22,16.27838711,610,374730,14.40719721,7895,5479900,14.51941802,222,149586.25,2
ECON05,Glasgow City,2013-14,12.09,721,596520,19.03,10138,5327700,19.795,494.75,268716.25,Urban
ECON05,Glasgow City,2014-15,9.29,557,599640,18.89,10103,5347600,18.72875,474.375,270176.25,Urban
ECON05,Glasgow City,2015-16,6.17,374,606340,16.91,9088,5373000,16.78,428.875,272122.5,Urban
ECON05,Glasgow City,2016-17,6.62,407,615070,16.62,8983,5404700,15.39875,398,274565,Urban
ECON05,Glasgow City,2017-18,6.01,373,621020,16.83,9129,5424800,16.9075,415.25,276196.25,Urban
ECON05,Glasgow City,2018-19,6.05,379,626410,16.7,9083,5438100,17.48125,411.125,277400,Urban
ECON05,Glasgow City,2019-20,8.09,512,633120,16.41,8964,5463300,16.41125,386.375,279483.75,Urban
ECON05,Glasgow City,2020-21,2.33,148,635640,11.19,6117,5466000,12.2125,245.625,279991.25,Urban
ECON05,Glasgow City,2021-22,7.258356557,461,635130,14.40719721,7895,5479900,14.33020073,331.125,279442.5,Urban
ECON05,Highland,2013-14,10.73,250,232930,19.03,10138,5327700,17.2275,208.125,114383.75,Rural
ECON05,Highland,2014-15,10.98,256,233080,18.89,10103,5347600,17.51125,215.875,114663.75,Rural
ECON05,Highland,2015-16,10.76,252,234110,16.91,9088,5373000,17.00125,215.375,114825,Rural
ECON05,Highland,2016-17,12.14,285,234770,16.62,8983,5404700,17.30375,211.125,115011.25,Rural
ECON05,Highland,2017-18,11.01,259,235180,16.83,9129,5424800,18.27875,223.125,115005,Rural
ECON05,Highland,2018-19,11.89,280,235540,16.7,9083,5438100,19.51625,221.625,114917.5,Rural
ECON05,Highland,2019-20,11.96,282,235830,16.41,8964,5463300,18.495,223.625,114898.75,Rural
ECON05,Highland,2020-21,7.35,173,235430,11.19,6117,5466000,14.775,158.375,114617.5,Rural
ECON05,Highland,2021-22,8.485255818,202,238060,14.40719721,7895,5479900,18.80381127,189.625,115487.5,Rural
ECON05,Inverclyde,2013-14,20.79,167,80340,19.03,10138,5327700,20.0475,265.75,136126.25,3
ECON05,Inverclyde,2014-15,18.9,151,79890,18.89,10103,5347600,20.25375,267.875,136647.5,3
ECON05,Inverclyde,2015-16,19.25,153,79500,16.91,9088,5373000,19.085,251.75,137178.75,3
ECON05,Inverclyde,2016-17,12.76,101,79160,16.62,8983,5404700,18.575,255.875,137826.25,3
ECON05,Inverclyde,2017-18,11.17,88,78760,16.83,9129,5424800,17.8675,241.625,138456.25,3
ECON05,Inverclyde,2018-19,18.3,143,78150,16.7,9083,5438100,17.9325,240.125,138881.25,3
ECON05,Inverclyde,2019-20,18.64,145,77800,16.41,8964,5463300,17.11625,229.75,139532.5,3
ECON05,Inverclyde,2020-21,26.86,207,77060,11.19,6117,5466000,15.25375,180.375,139676.25,3
ECON05,Inverclyde,2021-22,29.5958279,227,76700,14.40719721,7895,5479900,18.23050167,244.125,140471.25,3
ECON05,Midlothian,2013-14,23.14,196,84710,19.03,10138,5327700,20.0475,265.75,136126.25,3
ECON05,Midlothian,2014-15,22.73,196,86220,18.89,10103,5347600,20.25375,267.875,136647.5,3
ECON05,Midlothian,2015-16,19.91,174,87390,16.91,9088,5373000,19.085,251.75,137178.75,3
ECON05,Midlothian,2016-17,18.62,165,88610,16.62,8983,5404700,18.575,255.875,137826.25,3
ECON05,Midlothian,2017-18,22.42,202,90090,16.83,9129,5424800,17.8675,241.625,138456.25,3
ECON05,Midlothian,2018-19,16.75,153,91340,16.7,9083,5438100,17.9325,240.125,138881.25,3
ECON05,Midlothian,2019-20,16.12,149,92460,16.41,8964,5463300,17.11625,229.75,139532.5,3
ECON05,Midlothian,2020-21,7.94,74,93150,11.19,6117,5466000,15.25375,180.375,139676.25,3
ECON05,Midlothian,2021-22,13.09674694,124,94680,14.40719721,7895,5479900,18.23050167,244.125,140471.25,3
ECON05,Moray,2013-14,13.99,132,94360,19.03,10138,5327700,19.9525,298.625,146736.25,2
ECON05,Moray,2014-15,12.66,120,94770,18.89,10103,5347600,20.355,304.75,146962.5,2
ECON05,Moray,2015-16,14.34,137,95510,16.91,9088,5373000,16.4075,240,147498.75,2
ECON05,Moray,2016-17,13.74,132,96070,16.62,8983,5404700,18.23375,257.875,148185,2
ECON05,Moray,2017-18,13.36,128,95780,16.83,9129,5424800,18.7975,261.125,148442.5,2
ECON05,Moray,2018-19,12.56,120,95520,16.7,9083,5438100,18.42,262.5,148563.75,2
ECON05,Moray,2019-20,16.18,155,95820,16.41,8964,5463300,19.475,280.75,148997.5,2
ECON05,Moray,2020-21,9.51,91,95710,11.19,6117,5466000,11.48125,180.25,148965,2
ECON05,Moray,2021-22,12.65428897,122,96410,14.40719721,7895,5479900,14.51941802,222,149586.25,2
ECON05,North Ayrshire,2013-14,19.79,271,136940,19.03,10138,5327700,19.9525,298.625,146736.25,2
ECON05,North Ayrshire,2014-15,20.96,286,136480,18.89,10103,5347600,20.355,304.75,146962.5,2
ECON05,North Ayrshire,2015-16,15.43,210,136130,16.91,9088,5373000,16.4075,240,147498.75,2
ECON05,North Ayrshire,2016-17,22.37,304,135890,16.62,8983,5404700,18.23375,257.875,148185,2
ECON05,North Ayrshire,2017-18,22.39,304,135790,16.83,9129,5424800,18.7975,261.125,148442.5,2
ECON05,North Ayrshire,2018-19,21.66,293,135280,16.7,9083,5438100,18.42,262.5,148563.75,2
ECON05,North Ayrshire,2019-20,21.75,293,134740,16.41,8964,5463300,19.475,280.75,148997.5,2
ECON05,North Ayrshire,2020-21,8.42,113,134250,11.19,6117,5466000,11.48125,180.25,148965,2
ECON05,North Ayrshire,2021-22,8.27000447,111,134220,14.40719721,7895,5479900,14.51941802,222,149586.25,2
ECON05,North Lanarkshire,2013-14,15.39,520,337780,19.03,10138,5327700,19.795,494.75,268716.25,Urban
ECON05,North Lanarkshire,2014-15,16.66,563,338000,18.89,10103,5347600,18.72875,474.375,270176.25,Urban
ECON05,North Lanarkshire,2015-16,14.78,500,338260,16.91,9088,5373000,16.78,428.875,272122.5,Urban
ECON05,North Lanarkshire,2016-17,16.62,564,339390,16.62,8983,5404700,15.39875,398,274565,Urban
ECON05,North Lanarkshire,2017-18,15.5,527,339960,16.83,9129,5424800,16.9075,415.25,276196.25,Urban
ECON05,North Lanarkshire,2018-19,15.05,512,340180,16.7,9083,5438100,17.48125,411.125,277400,Urban
ECON05,North Lanarkshire,2019-20,15,512,341370,16.41,8964,5463300,16.41125,386.375,279483.75,Urban
ECON05,North Lanarkshire,2020-21,9.56,326,341140,11.19,6117,5466000,12.2125,245.625,279991.25,Urban
ECON05,North Lanarkshire,2021-22,17.10603398,584,341400,14.40719721,7895,5479900,14.33020073,331.125,279442.5,Urban
ECON05,Orkney Islands,2013-14,22.26,48,21560,19.03,10138,5327700,17.2275,208.125,114383.75,Rural
ECON05,Orkney Islands,2014-15,22.24,48,21580,18.89,10103,5347600,17.51125,215.875,114663.75,Rural
ECON05,Orkney Islands,2015-16,19.84,43,21670,16.91,9088,5373000,17.00125,215.375,114825,Rural
ECON05,Orkney Islands,2016-17,22.43,49,21850,16.62,8983,5404700,17.30375,211.125,115011.25,Rural
ECON05,Orkney Islands,2017-18,21.82,48,22000,16.83,9129,5424800,18.27875,223.125,115005,Rural
ECON05,Orkney Islands,2018-19,19.83,44,22190,16.7,9083,5438100,19.51625,221.625,114917.5,Rural
ECON05,Orkney Islands,2019-20,14.82,33,22270,16.41,8964,5463300,18.495,223.625,114898.75,Rural
ECON05,Orkney Islands,2020-21,15.63,35,22400,11.19,6117,5466000,14.775,158.375,114617.5,Rural
ECON05,Orkney Islands,2021-22,22.18278616,50,22540,14.40719721,7895,5479900,18.80381127,189.625,115487.5,Rural
ECON05,Perth & Kinross,2013-14,21.25,314,147770,19.03,10138,5327700,19.9525,298.625,146736.25,2
ECON05,Perth & Kinross,2014-15,21.29,317,148930,18.89,10103,5347600,20.355,304.75,146962.5,2
ECON05,Perth & Kinross,2015-16,20.28,304,149930,16.91,9088,5373000,16.4075,240,147498.75,2
ECON05,Perth & Kinross,2016-17,15.8,238,150680,16.62,8983,5404700,18.23375,257.875,148185,2
ECON05,Perth & Kinross,2017-18,21.24,321,151100,16.83,9129,5424800,18.7975,261.125,148442.5,2
ECON05,Perth & Kinross,2018-19,16.72,253,151290,16.7,9083,5438100,18.42,262.5,148563.75,2
ECON05,Perth & Kinross,2019-20,17.37,264,151950,16.41,8964,5463300,19.475,280.75,148997.5,2
ECON05,Perth & Kinross,2020-21,17.71,269,151910,11.19,6117,5466000,11.48125,180.25,148965,2
ECON05,Perth & Kinross,2021-22,14.62843768,225,153810,14.40719721,7895,5479900,14.51941802,222,149586.25,2
ECON05,Renfrewshire,2013-14,18.98,330,173890,19.03,10138,5327700,20.0475,265.75,136126.25,3
ECON05,Renfrewshire,2014-15,17.85,311,174230,18.89,10103,5347600,20.25375,267.875,136647.5,3
ECON05,Renfrewshire,2015-16,17.64,308,174560,16.91,9088,5373000,19.085,251.75,137178.75,3
ECON05,Renfrewshire,2016-17,18.53,326,175930,16.62,8983,5404700,18.575,255.875,137826.25,3
ECON05,Renfrewshire,2017-18,14.99,265,176830,16.83,9129,5424800,17.8675,241.625,138456.25,3
ECON05,Renfrewshire,2018-19,16.65,296,177790,16.7,9083,5438100,17.9325,240.125,138881.25,3
ECON05,Renfrewshire,2019-20,16.53,296,179100,16.41,8964,5463300,17.11625,229.75,139532.5,3
ECON05,Renfrewshire,2020-21,4.91,88,179390,11.19,6117,5466000,15.25375,180.375,139676.25,3
ECON05,Renfrewshire,2021-22,14.89385351,268,179940,14.40719721,7895,5479900,18.23050167,244.125,140471.25,3
ECON05,Scottish Borders,2013-14,20.37,232,113880,19.03,10138,5327700,17.2275,208.125,114383.75,Rural
ECON05,Scottish Borders,2014-15,19.73,225,114040,18.89,10103,5347600,17.51125,215.875,114663.75,Rural
ECON05,Scottish Borders,2015-16,19.47,222,114030,16.91,9088,5373000,17.00125,215.375,114825,Rural
ECON05,Scottish Borders,2016-17,19.12,219,114530,16.62,8983,5404700,17.30375,211.125,115011.25,Rural
ECON05,Scottish Borders,2017-18,19.47,224,115020,16.83,9129,5424800,18.27875,223.125,115005,Rural
ECON05,Scottish Borders,2018-19,18.91,218,115270,16.7,9083,5438100,19.51625,221.625,114917.5,Rural
ECON05,Scottish Borders,2019-20,15.24,176,115510,16.41,8964,5463300,18.495,223.625,114898.75,Rural
ECON05,Scottish Borders,2020-21,0.35,4,115240,11.19,6117,5466000,14.775,158.375,114617.5,Rural
ECON05,Scottish Borders,2021-22,13.10118945,152,116020,14.40719721,7895,5479900,18.80381127,189.625,115487.5,Rural
ECON05,Shetland Islands,2013-14,5.6,13,23200,19.03,10138,5327700,17.2275,208.125,114383.75,Rural
ECON05,Shetland Islands,2014-15,9.04,21,23220,18.89,10103,5347600,17.51125,215.875,114663.75,Rural
ECON05,Shetland Islands,2015-16,6.47,15,23200,16.91,9088,5373000,17.00125,215.375,114825,Rural
ECON05,Shetland Islands,2016-17,9.91,23,23200,16.62,8983,5404700,17.30375,211.125,115011.25,Rural
ECON05,Shetland Islands,2017-18,10.83,25,23080,16.83,9129,5424800,18.27875,223.125,115005,Rural
ECON05,Shetland Islands,2018-19,15.66,36,22990,16.7,9083,5438100,19.51625,221.625,114917.5,Rural
ECON05,Shetland Islands,2019-20,16.14,37,22920,16.41,8964,5463300,18.495,223.625,114898.75,Rural
ECON05,Shetland Islands,2020-21,19.68,45,22870,11.19,6117,5466000,14.775,158.375,114617.5,Rural
ECON05,Shetland Islands,2021-22,25.28334786,58,22940,14.40719721,7895,5479900,18.80381127,189.625,115487.5,Rural
ECON05,South Ayrshire,2013-14,16.66,188,112870,19.03,10138,5327700,19.9525,298.625,146736.25,2
ECON05,South Ayrshire,2014-15,21.59,243,112530,18.89,10103,5347600,20.355,304.75,146962.5,2
ECON05,South Ayrshire,2015-16,13.7,154,112400,16.91,9088,5373000,16.4075,240,147498.75,2
ECON05,South Ayrshire,2016-17,11.65,131,112470,16.62,8983,5404700,18.23375,257.875,148185,2
ECON05,South Ayrshire,2017-18,17.84,201,112680,16.83,9129,5424800,18.7975,261.125,148442.5,2
ECON05,South Ayrshire,2018-19,20.97,236,112550,16.7,9083,5438100,18.42,262.5,148563.75,2
ECON05,South Ayrshire,2019-20,20.69,233,112610,16.41,8964,5463300,19.475,280.75,148997.5,2
ECON05,South Ayrshire,2020-21,11.95,134,112140,11.19,6117,5466000,11.48125,180.25,148965,2
ECON05,South Ayrshire,2021-22,14.22854602,160,112450,14.40719721,7895,5479900,14.51941802,222,149586.25,2
ECON05,South Lanarkshire,2013-14,16.33,514,314810,19.03,10138,5327700,20.0475,265.75,136126.25,3
ECON05,South Lanarkshire,2014-15,15.92,502,315300,18.89,10103,5347600,20.25375,267.875,136647.5,3
ECON05,South Lanarkshire,2015-16,14.93,472,316230,16.91,9088,5373000,19.085,251.75,137178.75,3
ECON05,South Lanarkshire,2016-17,16.9,536,317100,16.62,8983,5404700,18.575,255.875,137826.25,3
ECON05,South Lanarkshire,2017-18,15.59,496,318170,16.83,9129,5424800,17.8675,241.625,138456.25,3
ECON05,South Lanarkshire,2018-19,15.3,488,319020,16.7,9083,5438100,17.9325,240.125,138881.25,3
ECON05,South Lanarkshire,2019-20,13.98,448,320530,16.41,8964,5463300,17.11625,229.75,139532.5,3
ECON05,South Lanarkshire,2020-21,8.95,287,320820,11.19,6117,5466000,15.25375,180.375,139676.25,3
ECON05,South Lanarkshire,2021-22,15.71459567,507,322630,14.40719721,7895,5479900,18.23050167,244.125,140471.25,3
ECON05,Stirling,2013-14,28.39,259,91230,19.03,10138,5327700,19.9525,298.625,146736.25,2
ECON05,Stirling,2014-15,26.01,238,91520,18.89,10103,5347600,20.355,304.75,146962.5,2
ECON05,Stirling,2015-16,25.1,233,92830,16.91,9088,5373000,16.4075,240,147498.75,2
ECON05,Stirling,2016-17,24.96,234,93750,16.62,8983,5404700,18.23375,257.875,148185,2
ECON05,Stirling,2017-18,24.26,228,94000,16.83,9129,5424800,18.7975,261.125,148442.5,2
ECON05,Stirling,2018-19,22.79,215,94330,16.7,9083,5438100,18.42,262.5,148563.75,2
ECON05,Stirling,2019-20,25.26,238,94210,16.41,8964,5463300,19.475,280.75,148997.5,2
ECON05,Stirling,2020-21,18.81,177,94080,11.19,6117,5466000,11.48125,180.25,148965,2
ECON05,Stirling,2021-22,19.25751578,180,93470,14.40719721,7895,5479900,14.51941802,222,149586.25,2
ECON05,West Dunbartonshire,2013-14,24.5,220,89800,19.03,10138,5327700,19.795,494.75,268716.25,Urban
ECON05,West Dunbartonshire,2014-15,24.08,216,89710,18.89,10103,5347600,18.72875,474.375,270176.25,Urban
ECON05,West Dunbartonshire,2015-16,20.2,181,89590,16.91,9088,5373000,16.78,428.875,272122.5,Urban
ECON05,West Dunbartonshire,2016-17,21.59,194,89860,16.62,8983,5404700,15.39875,398,274565,Urban
ECON05,West Dunbartonshire,2017-18,22.54,202,89610,16.83,9129,5424800,16.9075,415.25,276196.25,Urban
ECON05,West Dunbartonshire,2018-19,23.22,207,89130,16.7,9083,5438100,17.48125,411.125,277400,Urban
ECON05,West Dunbartonshire,2019-20,23.05,205,88930,16.41,8964,5463300,16.41125,386.375,279483.75,Urban
ECON05,West Dunbartonshire,2020-21,22.3,197,88340,11.19,6117,5466000,12.2125,245.625,279991.25,Urban
ECON05,West Dunbartonshire,2021-22,22.89554619,201,87790,14.40719721,7895,5479900,14.33020073,331.125,279442.5,Urban
ECON05,West Lothian,2013-14,26.06,459,176160,19.03,10138,5327700,20.0475,265.75,136126.25,3
ECON05,West Lothian,2014-15,26.41,468,177200,18.89,10103,5347600,20.25375,267.875,136647.5,3
ECON05,West Lothian,2015-16,22.46,401,178550,16.91,9088,5373000,19.085,251.75,137178.75,3
ECON05,West Lothian,2016-17,22.48,405,180130,16.62,8983,5404700,18.575,255.875,137826.25,3
ECON05,West Lothian,2017-18,22.23,403,181310,16.83,9129,5424800,17.8675,241.625,138456.25,3
ECON05,West Lothian,2018-19,21.03,383,182140,16.7,9083,5438100,17.9325,240.125,138881.25,3
ECON05,West Lothian,2019-20,19.44,356,183100,16.41,8964,5463300,17.11625,229.75,139532.5,3
ECON05,West Lothian,2020-21,14.31,263,183820,11.19,6117,5466000,15.25375,180.375,139676.25,3
ECON05,West Lothian,2021-22,17.78208859,330,185580,14.40719721,7895,5479900,18.23050167,244.125,140471.25,3
ECON06,Aberdeen City,2010-11,59659.88902,12953,217120,102618.4699,535887,5222100,119014.9443,39987.125,264392.5,Urban
ECON06,Aberdeen City,2011-12,56278.93032,12405,220420,91803.42619,482407,5254800,117968.5818,36368.5,267021.25,Urban
ECON06,Aberdeen City,2012-13,39376.96361,8859,224970,86218.10972,458128,5313600,98075.42979,34070.5,267672.5,Urban
ECON06,Aberdeen City,2013-14,42436.72053,9639,227130,83818.07179,446558,5327700,99609.51841,30417.75,268736.25,Urban
ECON06,Aberdeen City,2014-15,57609.92289,13192,228990,79481.61564,425035,5347600,83718.97657,27636,270203.75,Urban
ECON06,Aberdeen City,2015-16,39766.97545,9160,230350,72979.69143,392122,5373000,76320.32361,24486.125,272122.5,Urban
ECON06,Aberdeen City,2016-17,379941.9805,87326,229840,90488.72678,489063,5404700,123791.4669,35745.375,274565,Urban
ECON06,Aberdeen City,2017-18,605961.1346,138643,228800,101949.8871,553055,5424800,156482.3373,41382.25,276196.25,Urban
ECON06,Aberdeen City,2018-19,727482.1099,165545,227560,115932.6673,630452,5438100,202258.1216,49898.125,277400,Urban
ECON06,Aberdeen City,2019-20,459386.7732,105047.7511,228670,109030.8598,595667.0357,5463300,149901.061,39835.30404,279483.75,Urban
ECON06,Aberdeen City,2020-21,68003.68921,15577,229060,88509.20072,496916,5466000,95019.12504,29681.375,279991.25,Urban
ECON06,Aberdeen City,2021-22,140626.8923,31983,227430,119388.0413,654237,5479900,130488.8736,41993.625,279442.5,Urban
ECON06,Aberdeenshire,2010-11,35223.94741,8657,245780,102618.4699,535887,5222100,155092.6993,7713.375,110796.25,Rural
ECON06,Aberdeenshire,2011-12,41280.10594,10221,247600,91803.42619,482407,5254800,142363.8472,7050.5,111188.75,Rural
ECON06,Aberdeenshire,2012-13,41367.6871,10571,255540,86218.10972,458128,5313600,139628.4605,7045.25,114023.75,Rural
ECON06,Aberdeenshire,2013-14,43066.13272,11100,257740,83818.07179,446558,5327700,124479.4574,7583.625,114381.25,Rural
ECON06,Aberdeenshire,2014-15,92814.68547,24178,260500,79481.61564,425035,5347600,113839.8985,9035.375,114662.5,Rural
ECON06,Aberdeenshire,2015-16,54267.78456,14216,261960,72979.69143,392122,5373000,103996.0226,7388.875,114825,Rural
ECON06,Aberdeenshire,2016-17,36101.11693,9465,262190,90488.72678,489063,5404700,96907.15189,6391.875,115011.25,Rural
ECON06,Aberdeenshire,2017-18,40287.01754,10547,261800,101949.8871,553055,5424800,119821.2208,8303.375,115005,Rural
ECON06,Aberdeenshire,2018-19,38295.60754,10013,261470,115932.6673,630452,5438100,128816.4389,10452.75,114917.5,Rural
ECON06,Aberdeenshire,2019-20,145147.1139,37913.79739,261210,109030.8598,595667.0357,5463300,238469.0395,14456.96092,114898.75,Rural
ECON06,Aberdeenshire,2020-21,149712.3459,40101,260780,88509.20072,496916,5466000,128512.249,12035.125,114617.5,Rural
ECON06,Aberdeenshire,2021-22,169950.8607,44645,262690,119388.0413,654237,5479900,168636.8516,14641.75,115487.5,Rural
ECON06,Angus,2010-11,46097.93338,5097,110570,102618.4699,535887,5222100,82832.06047,11182.375,133232.5,3
ECON06,Angus,2011-12,45332.87018,5015,110630,91803.42619,482407,5254800,67779.1403,9342.25,133642.5,3
ECON06,Angus,2012-13,31724.76256,3687,116210,86218.10972,458128,5313600,61860.68222,8463.875,136012.5,3
ECON06,Angus,2013-14,33258.18485,3866,116240,83818.07179,446558,5327700,70020.49455,8928.75,136115,3
ECON06,Angus,2014-15,30079.5011,3509,116660,79481.61564,425035,5347600,62310.04847,8368.25,136630,3
ECON06,Angus,2015-16,27779.09943,3247,116900,72979.69143,392122,5373000,60230.85128,8059.75,137178.75,3
ECON06,Angus,2016-17,26598.13881,3099,116520,90488.72678,489063,5404700,70474.67749,9344,137826.25,3
ECON06,Angus,2017-18,43093.2342,5011,116280,101949.8871,553055,5424800,60853.82599,8529.75,138456.25,3
ECON06,Angus,2018-19,31021.10923,3600,116040,115932.6673,630452,5438100,66432.57045,9166.375,138881.25,3
ECON06,Angus,2019-20,23250.72326,2701.728326,116200,109030.8598,595667.0357,5463300,68472.7006,9794.951075,139532.5,3
ECON06,Angus,2020-21,29435.36913,3502,115820,88509.20072,496916,5466000,55689.80691,8265.625,139676.25,3
ECON06,Angus,2021-22,57574.21525,6686,116120,119388.0413,654237,5479900,80768.33807,11333.25,140471.25,3
ECON06,Argyll & Bute,2010-11,66481.22292,5930,89200,102618.4699,535887,5222100,155092.6993,7713.375,110796.25,Rural
ECON06,Argyll & Bute,2011-12,51222.78615,4589,89590,91803.42619,482407,5254800,142363.8472,7050.5,111188.75,Rural
ECON06,Argyll & Bute,2012-13,48532.69464,4217,86900,86218.10972,458128,5313600,139628.4605,7045.25,114023.75,Rural
ECON06,Argyll & Bute,2013-14,84878.94537,7474,88050,83818.07179,446558,5327700,124479.4574,7583.625,114381.25,Rural
ECON06,Argyll & Bute,2014-15,113465.7029,9946,87660,79481.61564,425035,5347600,113839.8985,9035.375,114662.5,Rural
ECON06,Argyll & Bute,2015-16,102582.8766,8913,86890,72979.69143,392122,5373000,103996.0226,7388.875,114825,Rural
ECON06,Argyll & Bute,2016-17,97894.524,8530,87130,90488.72678,489063,5404700,96907.15189,6391.875,115011.25,Rural
ECON06,Argyll & Bute,2017-18,207390.406,18003,86810,101949.8871,553055,5424800,119821.2208,8303.375,115005,Rural
ECON06,Argyll & Bute,2018-19,148600.758,12818,86260,115932.6673,630452,5438100,128816.4389,10452.75,114917.5,Rural
ECON06,Argyll & Bute,2019-20,102798.1935,8827.262194,85870,109030.8598,595667.0357,5463300,238469.0395,14456.96092,114898.75,Rural
ECON06,Argyll & Bute,2020-21,52923.94405,4644,85430,88509.20072,496916,5466000,128512.249,12035.125,114617.5,Rural
ECON06,Argyll & Bute,2021-22,89580.91618,7724,86220,119388.0413,654237,5479900,168636.8516,14641.75,115487.5,Rural
ECON06,Clackmannanshire,2010-11,113646.0072,5754,50630,102618.4699,535887,5222100,82832.06047,11182.375,133232.5,3
ECON06,Clackmannanshire,2011-12,37901.20669,1924,50770,91803.42619,482407,5254800,67779.1403,9342.25,133642.5,3
ECON06,Clackmannanshire,2012-13,61892.13545,3174,51280,86218.10972,458128,5313600,61860.68222,8463.875,136012.5,3
ECON06,Clackmannanshire,2013-14,139819.5674,7170,51280,83818.07179,446558,5327700,70020.49455,8928.75,136115,3
ECON06,Clackmannanshire,2014-15,60169.42154,3080,51190,79481.61564,425035,5347600,62310.04847,8368.25,136630,3
ECON06,Clackmannanshire,2015-16,37856.52433,1944,51360,72979.69143,392122,5373000,60230.85128,8059.75,137178.75,3
ECON06,Clackmannanshire,2016-17,52690.63302,2706,51350,90488.72678,489063,5404700,70474.67749,9344,137826.25,3
ECON06,Clackmannanshire,2017-18,61802.71799,3180,51450,101949.8871,553055,5424800,60853.82599,8529.75,138456.25,3
ECON06,Clackmannanshire,2018-19,38215.0012,1964,51400,115932.6673,630452,5438100,66432.57045,9166.375,138881.25,3
ECON06,Clackmannanshire,2019-20,36323.90542,1872.130124,51540,109030.8598,595667.0357,5463300,68472.7006,9794.951075,139532.5,3
ECON06,Clackmannanshire,2020-21,37676.26086,1985,51290,88509.20072,496916,5466000,55689.80691,8265.625,139676.25,3
ECON06,Clackmannanshire,2021-22,71129.10138,3666,51540,119388.0413,654237,5479900,80768.33807,11333.25,140471.25,3
ECON06,Dumfries & Galloway,2010-11,89572.63769,13274,148190,102618.4699,535887,5222100,155092.6993,7713.375,110796.25,Rural
ECON06,Dumfries & Galloway,2011-12,66753.02386,9883,148060,91803.42619,482407,5254800,142363.8472,7050.5,111188.75,Rural
ECON06,Dumfries & Galloway,2012-13,58535.335,8829,150830,86218.10972,458128,5313600,139628.4605,7045.25,114023.75,Rural
ECON06,Dumfries & Galloway,2013-14,93089.4542,13989,150270,83818.07179,446558,5327700,124479.4574,7583.625,114381.25,Rural
ECON06,Dumfries & Galloway,2014-15,83924.72072,12584,149940,79481.61564,425035,5347600,113839.8985,9035.375,114662.5,Rural
ECON06,Dumfries & Galloway,2015-16,62517.04202,9357,149670,72979.69143,392122,5373000,103996.0226,7388.875,114825,Rural
ECON06,Dumfries & Galloway,2016-17,63215.19083,9452,149520,90488.72678,489063,5404700,96907.15189,6391.875,115011.25,Rural
ECON06,Dumfries & Galloway,2017-18,62352.13836,9303,149200,101949.8871,553055,5424800,119821.2208,8303.375,115005,Rural
ECON06,Dumfries & Galloway,2018-19,66746.54796,9931,148790,115932.6673,630452,5438100,128816.4389,10452.75,114917.5,Rural
ECON06,Dumfries & Galloway,2019-20,61522.75663,9158.258173,148860,109030.8598,595667.0357,5463300,238469.0395,14456.96092,114898.75,Rural
ECON06,Dumfries & Galloway,2020-21,55777.31203,8496,148290,88509.20072,496916,5466000,128512.249,12035.125,114617.5,Rural
ECON06,Dumfries & Galloway,2021-22,69860.04791,10395,148790,119388.0413,654237,5479900,168636.8516,14641.75,115487.5,Rural
ECON06,Dundee City,2010-11,130666.7372,18854,144290,102618.4699,535887,5222100,119014.9443,39987.125,264392.5,Urban
ECON06,Dundee City,2011-12,130660.6744,19020,145570,91803.42619,482407,5254800,117968.5818,36368.5,267021.25,Urban
ECON06,Dundee City,2012-13,114961.762,16991,147800,86218.10972,458128,5313600,98075.42979,34070.5,267672.5,Urban
ECON06,Dundee City,2013-14,186414.986,27621,148170,83818.07179,446558,5327700,99609.51841,30417.75,268736.25,Urban
ECON06,Dundee City,2014-15,86241.04356,12786,148260,79481.61564,425035,5347600,83718.97657,27636,270203.75,Urban
ECON06,Dundee City,2015-16,78233.57437,11595,148210,72979.69143,392122,5373000,76320.32361,24486.125,272122.5,Urban
ECON06,Dundee City,2016-17,124781.6496,18501,148270,90488.72678,489063,5404700,123791.4669,35745.375,274565,Urban
ECON06,Dundee City,2017-18,182735.5656,27174,148710,101949.8871,553055,5424800,156482.3373,41382.25,276196.25,Urban
ECON06,Dundee City,2018-19,189096.014,28128,148750,115932.6673,630452,5438100,202258.1216,49898.125,277400,Urban
ECON06,Dundee City,2019-20,80415.14688,12007.56432,149320,109030.8598,595667.0357,5463300,149901.061,39835.30404,279483.75,Urban
ECON06,Dundee City,2020-21,123987.8341,18952,148820,88509.20072,496916,5466000,95019.12504,29681.375,279991.25,Urban
ECON06,Dundee City,2021-22,79653.07062,11766,147720,119388.0413,654237,5479900,130488.8736,41993.625,279442.5,Urban
