Code,LocalAuthority,Year,LA_IndicatorReal,LA_Numerator_real,LA_Den_Real,Scotland_Indicator_Real,Scotland_Num_Real,Scotland_Den_Real,FG_Avg_Indicator_Real,FG_Avg_Num_Real,FG_Avg_Den_Real,FamilyGroup
C&L01,Aberdeen City,2010-11,0.406679401,785.0187987,1922292,4.374884466,198956.0517,45459818,4.285538234,10653.67251,2200418.875,Urban
C&L01,Aberdeen City,2011-12,0.922524281,1886.603428,2045051,3.916959065,188806.0265,48202343,4.175468725,10198.31163,2355970.75,Urban
C&L01,Aberdeen City,2012-13,4.335545113,9381.043169,2163756,3.734559758,192795.1341,51624697,4.353732323,11272.60325,2601296.5,Urban
C&L01,Aberdeen City,2013-14,4.044078167,8988.323761,2222588,3.710667178,197855.9712,53320837,4.355360867,11913.65901,2660076.25,Urban
C&L01,Aberdeen City,2014-15,3.476122401,8645.573117,2487138,3.408087309,179623.6567,52705262,4.064668521,10315.28321,2672126.125,Urban
C&L01,Aberdeen City,2015-16,3.576911507,9118.070813,2549135,3.336122869,177096.5505,53084305,3.959840213,10284.54834,2631837.625,Urban
C&L01,Aberdeen City,2016-17,3.764975989,9022.588442,2396458,3.244025621,175314.3718,54042338,3.684837512,9674.825435,2702731.625,Urban
C&L01,Aberdeen City,2017-18,3.51515641,8767.620763,2494247,2.987480475,161301.3605,53992733,3.495988011,9382.574231,2680088,Urban
C&L01,Aberdeen City,2018-19,3.83741636,8554.495867,2229239,2.816481408,153571.2585,54526069,3.264453597,9077.495213,2702450.375,Urban
C&L01,Aberdeen City,2019-20,3.636288139,4163.802921,1145072,2.885778339,150191.5886,52045545,3.254458604,8671.587619,2508488.875,Urban
C&L01,Aberdeen City,2020-21,28.40821458,7216.858869,254040,41.36002281,188666.6714,4561548,68.69022771,11504.30626,200665.375,Urban
C&L01,Aberdeen City,2021-22,4.797765667,6882.381924,1434492,6.433922572,170577.7577,26512151,6.811565977,10617.45799,1355678.25,Urban
C&L01,Aberdeenshire,2010-11,5.52098096,6951.791277,1260286,4.374884466,198956.0517,45459818,3.710949535,3790.919862,923124.125,Rural
C&L01,Aberdeenshire,2011-12,3.501223083,6646.817097,1898433,3.916959065,188806.0265,48202343,3.689640976,3901.135322,1036476,Rural
C&L01,Aberdeenshire,2012-13,3.712267118,7498.408348,2019904,3.734559758,192795.1341,51624697,3.297380881,3775.533691,1065939,Rural
C&L01,Aberdeenshire,2013-14,3.700061656,7501.51587,2027402,3.710667178,197855.9712,53320837,3.179201173,3436.061899,1040247.5,Rural
C&L01,Aberdeenshire,2014-15,3.96130022,7362.021222,1858491,3.408087309,179623.6567,52705262,3.403018726,3508.777729,993567.375,Rural
C&L01,Aberdeenshire,2015-16,3.78563955,7098.31011,1875054,3.336122869,177096.5505,53084305,3.280510402,3359.409567,1012156.625,Rural
C&L01,Aberdeenshire,2016-17,5.320649542,11146.86577,2095024,3.244025621,175314.3718,54042338,3.049461266,3348.392139,1006353.5,Rural
C&L01,Aberdeenshire,2017-18,2.797889576,6380.348317,2280427,2.987480475,161301.3605,53992733,2.579890421,2731.294672,1072249,Rural
C&L01,Aberdeenshire,2018-19,2.702020207,6111.586273,2261864,2.816481408,153571.2585,54526069,2.534322869,2733.85409,1100968.875,Rural
C&L01,Aberdeenshire,2019-20,3.14172027,6973.052234,2219506,2.885778339,150191.5886,52045545,2.508512822,2876.186398,1115131,Rural
C&L01,Aberdeenshire,2020-21,30.81283181,8601.321698,279146,41.36002281,188666.6714,4561548,23.98415765,3339.028773,144847.375,Rural
C&L01,Aberdeenshire,2021-22,5.968626993,7080.220429,1186235,6.433922572,170577.7577,26512151,5.430648448,3186.398948,585801,Rural
C&L01,Angus,2010-11,2.41542917,3788.301079,1568948,4.374884466,198956.0517,45459818,3.814159837,5283.780376,1393280.5,3
C&L01,Angus,2011-12,2.133204077,3093.349765,1450100,3.916959065,188806.0265,48202343,3.33797627,4860.219433,1415648.375,3
C&L01,Angus,2012-13,2.12164737,2827.522335,1332704,3.734559758,192795.1341,51624697,3.362487917,4626.408468,1456944.25,3
C&L01,Angus,2013-14,1.813519287,2777.003471,1531278,3.710667178,197855.9712,53320837,3.299995638,5044.443674,1615756.625,3
C&L01,Angus,2014-15,1.89360757,2848.887137,1504480,3.408087309,179623.6567,52705262,2.857129035,4218.986775,1536497.75,3
C&L01,Angus,2015-16,1.76495906,2726.162579,1544597,3.336122869,177096.5505,53084305,2.857000084,4274.988698,1557697,3
C&L01,Angus,2016-17,3.068614556,4583.966866,1493826,3.244025621,175314.3718,54042338,2.916161869,4533.23577,1608040.375,3
C&L01,Angus,2017-18,2.500182326,3911.741544,1564591,2.987480475,161301.3605,53992733,2.8078779,4044.321994,1546902.375,3
C&L01,Angus,2018-19,2.679902553,3865.963728,1442580,2.816481408,153571.2585,54526069,2.461669884,3848.31031,1594924.75,3
C&L01,Angus,2019-20,3.025403986,3698.932773,1222627,2.885778339,150191.5886,52045545,2.611569337,3730.029529,1497042.25,3
C&L01,Angus,2020-21,116.0810204,3041.918329,26205,41.36002281,188666.6714,4561548,56.11132782,4281.674517,119839.625,3
C&L01,Angus,2021-22,6.27906601,3551.101242,565544,6.433922572,170577.7577,26512151,7.004359576,3544.731442,708714.5,3
C&L01,Argyll & Bute,2010-11,2.982315608,1959.466075,656840,4.374884466,198956.0517,45459818,3.710949535,3790.919862,923124.125,Rural
C&L01,Argyll & Bute,2011-12,3.064327743,1845.32639,602198,3.916959065,188806.0265,48202343,3.689640976,3901.135322,1036476,Rural
C&L01,Argyll & Bute,2012-13,2.960392147,1820.753019,615039,3.734559758,192795.1341,51624697,3.297380881,3775.533691,1065939,Rural
C&L01,Argyll & Bute,2013-14,2.817166487,1704.361158,604991,3.710667178,197855.9712,53320837,3.179201173,3436.061899,1040247.5,Rural
C&L01,Argyll & Bute,2014-15,3.170165277,1820.665458,574314,3.408087309,179623.6567,52705262,3.403018726,3508.777729,993567.375,Rural
C&L01,Argyll & Bute,2015-16,3.526104719,1924.887959,545894,3.336122869,177096.5505,53084305,3.280510402,3359.409567,1012156.625,Rural
C&L01,Argyll & Bute,2016-17,3.700205144,1758.67802,475293,3.244025621,175314.3718,54042338,3.049461266,3348.392139,1006353.5,Rural
C&L01,Argyll & Bute,2017-18,3.241455989,1600.307864,493703,2.987480475,161301.3605,53992733,2.579890421,2731.294672,1072249,Rural
C&L01,Argyll & Bute,2018-19,3.154602175,1675.32282,531074,2.816481408,153571.2585,54526069,2.534322869,2733.85409,1100968.875,Rural
C&L01,Argyll & Bute,2019-20,2.942137538,1675.008314,569318,2.885778339,150191.5886,52045545,2.508512822,2876.186398,1115131,Rural
C&L01,Argyll & Bute,2020-21,19.68002168,1513.775147,76919,41.36002281,188666.6714,4561548,23.98415765,3339.028773,144847.375,Rural
C&L01,Argyll & Bute,2021-22,5.823445633,1594.698251,273840,6.433922572,170577.7577,26512151,5.430648448,3186.398948,585801,Rural
C&L01,Clackmannanshire,2010-11,3.697085464,2019.852137,545939,4.374884466,198956.0517,45459818,3.814159837,5283.780376,1393280.5,3
C&L01,Clackmannanshire,2011-12,3.526296518,1966.729442,557734,3.916959065,188806.0265,48202343,3.33797627,4860.219433,1415648.375,3
C&L01,Clackmannanshire,2012-13,3.697407488,2049.239672,554238,3.734559758,192795.1341,51624697,3.362487917,4626.408468,1456944.25,3
C&L01,Clackmannanshire,2013-14,3.213098704,1836.987214,571718,3.710667178,197855.9712,53320837,3.299995638,5044.443674,1615756.625,3
C&L01,Clackmannanshire,2014-15,1.921091625,1129.433657,587914,3.408087309,179623.6567,52705262,2.857129035,4218.986775,1536497.75,3
C&L01,Clackmannanshire,2015-16,1.940575408,1079.03458,556036,3.336122869,177096.5505,53084305,2.857000084,4274.988698,1557697,3
C&L01,Clackmannanshire,2016-17,1.905277482,1026.361362,538695,3.244025621,175314.3718,54042338,2.916161869,4533.23577,1608040.375,3
C&L01,Clackmannanshire,2017-18,1.094984883,537.466034,490846,2.987480475,161301.3605,53992733,2.8078779,4044.321994,1546902.375,3
C&L01,Clackmannanshire,2018-19,0.80510198,448.4776661,557046,2.816481408,153571.2585,54526069,2.461669884,3848.31031,1594924.75,3
C&L01,Clackmannanshire,2019-20,0.882184794,549.2003347,622547,2.885778339,150191.5886,52045545,2.611569337,3730.029529,1497042.25,3
C&L01,Clackmannanshire,2020-21,17.83068199,790.241941,44319,41.36002281,188666.6714,4561548,56.11132782,4281.674517,119839.625,3
C&L01,Clackmannanshire,2021-22,5.28790658,610.5016486,115452,6.433922572,170577.7577,26512151,7.004359576,3544.731442,708714.5,3
C&L01,Dumfries & Galloway,2010-11,5.126625177,6636.304915,1293585,4.374884466,198956.0517,45459818,3.710949535,3790.919862,923124.125,Rural
C&L01,Dumfries & Galloway,2011-12,6.183120636,7977.394547,1290193,3.916959065,188806.0265,48202343,3.689640976,3901.135322,1036476,Rural
C&L01,Dumfries & Galloway,2012-13,6.375605982,7875.649333,1235281,3.734559758,192795.1341,51624697,3.297380881,3775.533691,1065939,Rural
C&L01,Dumfries & Galloway,2013-14,6.776442516,8050.634277,1188032,3.710667178,197855.9712,53320837,3.179201173,3436.061899,1040247.5,Rural
C&L01,Dumfries & Galloway,2014-15,7.92021029,8609.918898,1087085,3.408087309,179623.6567,52705262,3.403018726,3508.777729,993567.375,Rural
C&L01,Dumfries & Galloway,2015-16,6.979433585,7736.12928,1108413,3.336122869,177096.5505,53084305,3.280510402,3359.409567,1012156.625,Rural
C&L01,Dumfries & Galloway,2016-17,3.999158682,4581.730785,1145676,3.244025621,175314.3718,54042338,3.049461266,3348.392139,1006353.5,Rural
C&L01,Dumfries & Galloway,2017-18,3.48924856,4416.234201,1265676,2.987480475,161301.3605,53992733,2.579890421,2731.294672,1072249,Rural
C&L01,Dumfries & Galloway,2018-19,3.964814153,5088.496597,1283417,2.816481408,153571.2585,54526069,2.534322869,2733.85409,1100968.875,Rural
C&L01,Dumfries & Galloway,2019-20,3.677609676,5351.804413,1455243,2.885778339,150191.5886,52045545,2.508512822,2876.186398,1115131,Rural
C&L01,Dumfries & Galloway,2020-21,29.44787588,5765.687305,195792,41.36002281,188666.6714,4561548,23.98415765,3339.028773,144847.375,Rural
C&L01,Dumfries & Galloway,2021-22,7.512783762,4986.929179,663790,6.433922572,170577.7577,26512151,5.430648448,3186.398948,585801,Rural
C&L01,Dundee City,2010-11,1.922484441,2801.17383,1460938,4.374884466,198956.0517,45459818,4.285538234,10653.67251,2200418.875,Urban
C&L01,Dundee City,2011-12,2.771680509,4054.861937,1462966,3.916959065,188806.0265,48202343,4.175468725,10198.31163,2355970.75,Urban
C&L01,Dundee City,2012-13,3.068683302,4492.380815,1463947,3.734559758,192795.1341,51624697,4.353732323,11272.60325,2601296.5,Urban
C&L01,Dundee City,2013-14,2.703087418,4338.268095,1604930,3.710667178,197855.9712,53320837,4.355360867,11913.65901,2660076.25,Urban
C&L01,Dundee City,2014-15,2.709107563,4204.897608,1552138,3.408087309,179623.6567,52705262,4.064668521,10315.28321,2672126.125,Urban
C&L01,Dundee City,2015-16,2.714773127,4247.555615,1564601,3.336122869,177096.5505,53084305,3.959840213,10284.54834,2631837.625,Urban
C&L01,Dundee City,2016-17,2.54452051,3943.329546,1549737,3.244025621,175314.3718,54042338,3.684837512,9674.825435,2702731.625,Urban
C&L01,Dundee City,2017-18,2.700270653,3834.803666,1420163,2.987480475,161301.3605,53992733,3.495988011,9382.574231,2680088,Urban
C&L01,Dundee City,2018-19,2.613412374,3765.703096,1440918,2.816481408,153571.2585,54526069,3.264453597,9077.495213,2702450.375,Urban
C&L01,Dundee City,2019-20,2.897602102,4288.189945,1479913,2.885778339,150191.5886,52045545,3.254458604,8671.587619,2508488.875,Urban
C&L01,Dundee City,2020-21,23.47041722,3848.580882,163975,41.36002281,188666.6714,4561548,68.69022771,11504.30626,200665.375,Urban
C&L01,Dundee City,2021-22,5.607068386,6193.943895,1104663,6.433922572,170577.7577,26512151,6.811565977,10617.45799,1355678.25,Urban
C&L01,East Ayrshire,2010-11,2.598255018,3094.477557,1190983,4.374884466,198956.0517,45459818,4.445491718,5141.13371,1165653.75,2
C&L01,East Ayrshire,2011-12,1.782962718,2292.089622,1285555,3.916959065,188806.0265,48202343,4.020931086,4641.086924,1217197.75,2
C&L01,East Ayrshire,2012-13,1.782775503,2624.02641,1471880,3.734559758,192795.1341,51624697,3.593826031,4424.846348,1328907.375,2
C&L01,East Ayrshire,2013-14,1.097412807,1571.735102,1432218,3.710667178,197855.9712,53320837,3.482503604,4337.831825,1349024.25,2
C&L01,East Ayrshire,2014-15,0.836283215,1182.339918,1413807,3.408087309,179623.6567,52705262,3.521927852,4409.909369,1385966.5,2
C&L01,East Ayrshire,2015-16,0.777164042,1092.751122,1406069,3.336122869,177096.5505,53084305,3.210464246,4218.122204,1433846.875,2
C&L01,East Ayrshire,2016-17,1.063702102,1330.468432,1250793,3.244025621,175314.3718,54042338,3.126238988,4357.843135,1438166.75,2
C&L01,East Ayrshire,2017-18,1.214713957,1290.358127,1062279,2.987480475,161301.3605,53992733,2.82208904,4004.479165,1449852.25,2
C&L01,East Ayrshire,2018-19,0.787043344,798.8508428,1015005,2.816481408,153571.2585,54526069,2.577170239,3536.747701,1417414.625,2
C&L01,East Ayrshire,2019-20,0.805493349,741.0515073,919999,2.885778339,150191.5886,52045545,2.602943445,3496.145029,1385031,2
C&L01,East Ayrshire,2020-21,15.62379718,1384.462829,88612,41.36002281,188666.6714,4561548,69.75966603,4458.324379,104841.125,2
C&L01,East Ayrshire,2021-22,1.720577987,955.2202554,555172,6.433922572,170577.7577,26512151,7.191426906,3973.631332,663825.125,2
C&L01,East Dunbartonshire,2010-11,3.265758827,3227.573365,987719,4.374884466,198956.0517,45459818,4.285538234,10653.67251,2200418.875,Urban
C&L01,East Dunbartonshire,2011-12,3.729606813,3691.866811,989884,3.916959065,188806.0265,48202343,4.175468725,10198.31163,2355970.75,Urban
C&L01,East Dunbartonshire,2012-13,3.193562463,3503.462018,1097041,3.734559758,192795.1341,51624697,4.353732323,11272.60325,2601296.5,Urban
C&L01,East Dunbartonshire,2013-14,2.422529423,2873.564547,1186183,3.710667178,197855.9712,53320837,4.355360867,11913.65901,2660076.25,Urban
C&L01,East Dunbartonshire,2014-15,2.455332641,2752.275704,1120941,3.408087309,179623.6567,52705262,4.064668521,10315.28321,2672126.125,Urban
C&L01,East Dunbartonshire,2015-16,2.361953167,2619.859384,1109187,3.336122869,177096.5505,53084305,3.959840213,10284.54834,2631837.625,Urban
C&L01,East Dunbartonshire,2016-17,2.483912018,2673.235312,1076222,3.244025621,175314.3718,54042338,3.684837512,9674.825435,2702731.625,Urban
C&L01,East Dunbartonshire,2017-18,2.781394258,2784.052074,1000961,2.987480475,161301.3605,53992733,3.495988011,9382.574231,2680088,Urban
C&L01,East Dunbartonshire,2018-19,2.49206943,2415.957812,969461,2.816481408,153571.2585,54526069,3.264453597,9077.495213,2702450.375,Urban
C&L01,East Dunbartonshire,2019-20,2.56898294,2491.956989,970019,2.885778339,150191.5886,52045545,3.254458604,8671.587619,2508488.875,Urban
C&L01,East Dunbartonshire,2020-21,88.83465493,2909.527146,32752,41.36002281,188666.6714,4561548,68.69022771,11504.30626,200665.375,Urban
C&L01,East Dunbartonshire,2021-22,4.475010036,2489.967444,556414,6.433922572,170577.7577,26512151,6.811565977,10617.45799,1355678.25,Urban
C&L01,East Lothian,2010-11,6.297368908,5831.568219,926802,4.374884466,198956.0517,45459818,4.445491718,5141.13371,1165653.75,2
C&L01,East Lothian,2011-12,5.513786199,5421.860302,983331,3.916959065,188806.0265,48202343,4.020931086,4641.086924,1217197.75,2
C&L01,East Lothian,2012-13,4.979537063,4750.618335,954030,3.734559758,192795.1341,51624697,3.593826031,4424.846348,1328907.375,2
C&L01,East Lothian,2013-14,4.466502627,4781.518335,1070528,3.710667178,197855.9712,53320837,3.482503604,4337.831825,1349024.25,2
C&L01,East Lothian,2014-15,4.603929759,4973.188527,1080208,3.408087309,179623.6567,52705262,3.521927852,4409.909369,1385966.5,2
C&L01,East Lothian,2015-16,4.565809562,5322.018015,1165619,3.336122869,177096.5505,53084305,3.210464246,4218.122204,1433846.875,2
C&L01,East Lothian,2016-17,3.725469116,4628.688494,1242447,3.244025621,175314.3718,54042338,3.126238988,4357.843135,1438166.75,2
C&L01,East Lothian,2017-18,3.510560171,4349.188336,1238894,2.987480475,161301.3605,53992733,2.82208904,4004.479165,1449852.25,2
C&L01,East Lothian,2018-19,3.647179035,4153.808768,1138913,2.816481408,153571.2585,54526069,2.577170239,3536.747701,1417414.625,2
C&L01,East Lothian,2019-20,3.910555024,3877.08029,991442,2.885778339,150191.5886,52045545,2.602943445,3496.145029,1385031,2
C&L01,East Lothian,2020-21,26.87671253,3914.263329,145637,41.36002281,188666.6714,4561548,69.75966603,4458.324379,104841.125,2
C&L01,East Lothian,2021-22,5.329410047,3594.06617,674381,6.433922572,170577.7577,26512151,7.191426906,3973.631332,663825.125,2
C&L01,East Renfrewshire,2010-11,6.186456344,4484.589338,724197,4.374884466,198956.0517,45459818,3.814159837,5283.780376,1393280.5,3
C&L01,East Renfrewshire,2011-12,4.628931584,3333.727808,720196,3.916959065,188806.0265,48202343,3.33797627,4860.219433,1415648.375,3
C&L01,East Renfrewshire,2012-13,4.960490926,3486.801533,702916,3.734559758,192795.1341,51624697,3.362487917,4626.408468,1456944.25,3
C&L01,East Renfrewshire,2013-14,5.599330566,3530.877895,630589,3.710667178,197855.9712,53320837,3.299995638,5044.443674,1615756.625,3
C&L01,East Renfrewshire,2014-15,5.417429237,3816.151604,704423,3.408087309,179623.6567,52705262,2.857129035,4218.986775,1536497.75,3
C&L01,East Renfrewshire,2015-16,4.928791433,3921.78776,795686,3.336122869,177096.5505,53084305,2.857000084,4274.988698,1557697,3
C&L01,East Renfrewshire,2016-17,4.306190203,3721.957487,864329,3.244025621,175314.3718,54042338,2.916161869,4533.23577,1608040.375,3
C&L01,East Renfrewshire,2017-18,4.775167229,4350.287449,911028,2.987480475,161301.3605,53992733,2.8078779,4044.321994,1546902.375,3
C&L01,East Renfrewshire,2018-19,4.460951187,3961.912075,888134,2.816481408,153571.2585,54526069,2.461669884,3848.31031,1594924.75,3
C&L01,East Renfrewshire,2019-20,5.903264705,4720.382147,799624,2.885778339,150191.5886,52045545,2.611569337,3730.029529,1497042.25,3
C&L01,East Renfrewshire,2020-21,99.46315877,3350.831088,33689,41.36002281,188666.6714,4561548,56.11132782,4281.674517,119839.625,3
C&L01,East Renfrewshire,2021-22,8.609930704,3130.444624,363584,6.433922572,170577.7577,26512151,7.004359576,3544.731442,708714.5,3
C&L01,Edinburgh City,2010-11,2.945344753,11530.04063,3912923,4.374884466,198956.0517,45459818,4.285538234,10653.67251,2200418.875,Urban
C&L01,Edinburgh City,2011-12,2.76120032,10796.37341,3910041,3.916959065,188806.0265,48202343,4.175468725,10198.31163,2355970.75,Urban
C&L01,Edinburgh City,2012-13,2.527520996,11179.18553,4422993,3.734559758,192795.1341,51624697,4.353732323,11272.60325,2601296.5,Urban
C&L01,Edinburgh City,2013-14,2.721115285,10718.27942,3938927,3.710667178,197855.9712,53320837,4.355360867,11913.65901,2660076.25,Urban
C&L01,Edinburgh City,2014-15,2.905322854,10749.17206,3699830,3.408087309,179623.6567,52705262,4.064668521,10315.28321,2672126.125,Urban
C&L01,Edinburgh City,2015-16,2.481119741,9177.509159,3698922,3.336122869,177096.5505,53084305,3.959840213,10284.54834,2631837.625,Urban
C&L01,Edinburgh City,2016-17,2.261382051,8572.01804,3790618,3.244025621,175314.3718,54042338,3.684837512,9674.825435,2702731.625,Urban
C&L01,Edinburgh City,2017-18,2.417472647,9055.588249,3745911,2.987480475,161301.3605,53992733,3.495988011,9382.574231,2680088,Urban
C&L01,Edinburgh City,2018-19,2.177272897,8018.694425,3682917,2.816481408,153571.2585,54526069,3.264453597,9077.495213,2702450.375,Urban
C&L01,Edinburgh City,2019-20,2.130055425,7500.115895,3521097,2.885778339,150191.5886,52045545,3.254458604,8671.587619,2508488.875,Urban
C&L01,Edinburgh City,2020-21,26.27787346,10611.82035,403829,41.36002281,188666.6714,4561548,68.69022771,11504.30626,200665.375,Urban
C&L01,Edinburgh City,2021-22,6.029935585,12348.9196,2047928,6.433922572,170577.7577,26512151,6.811565977,10617.45799,1355678.25,Urban
C&L01,Eilean Siar,2010-11,2.600283443,836.7782799,321497,4.374884466,198956.0517,45459818,3.710949535,3790.919862,923124.125,Rural
C&L01,Eilean Siar,2011-12,4.330066212,1464.120807,338130,3.916959065,188806.0265,48202343,3.689640976,3901.135322,1036476,Rural
C&L01,Eilean Siar,2012-13,3.581463594,1135.293059,316992,3.734559758,192795.1341,51624697,3.297380881,3775.533691,1065939,Rural
C&L01,Eilean Siar,2013-14,3.340937182,977.2446232,292506,3.710667178,197855.9712,53320837,3.179201173,3436.061899,1040247.5,Rural
C&L01,Eilean Siar,2014-15,3.904453723,954.6129689,244494,3.408087309,179623.6567,52705262,3.403018726,3508.777729,993567.375,Rural
C&L01,Eilean Siar,2015-16,3.425141971,948.7274382,276988,3.336122869,177096.5505,53084305,3.280510402,3359.409567,1012156.625,Rural
C&L01,Eilean Siar,2016-17,3.039014202,886.6062744,291742,3.244025621,175314.3718,54042338,3.049461266,3348.392139,1006353.5,Rural
C&L01,Eilean Siar,2017-18,3.191890304,924.3536494,289596,2.987480475,161301.3605,53992733,2.579890421,2731.294672,1072249,Rural
C&L01,Eilean Siar,2018-19,3.518330453,986.4352513,280371,2.816481408,153571.2585,54526069,2.534322869,2733.85409,1100968.875,Rural
C&L01,Eilean Siar,2019-20,3.79706959,1066.77685,280948,2.885778339,150191.5886,52045545,2.508512822,2876.186398,1115131,Rural
C&L01,Eilean Siar,2020-21,47.26955073,1372.14737,29028,41.36002281,188666.6714,4561548,23.98415765,3339.028773,144847.375,Rural
C&L01,Eilean Siar,2021-22,10.00222872,1380.872796,138056,6.433922572,170577.7577,26512151,5.430648448,3186.398948,585801,Rural
C&L01,Falkirk,2010-11,6.100191016,5742.83768,941279,4.374884466,198956.0517,45459818,4.285538234,10653.67251,2200418.875,Urban
C&L01,Falkirk,2011-12,6.799574878,6441.645939,947363,3.916959065,188806.0265,48202343,4.175468725,10198.31163,2355970.75,Urban
C&L01,Falkirk,2012-13,6.470211252,6839.12915,1057020,3.734559758,192795.1341,51624697,4.353732323,11272.60325,2601296.5,Urban
C&L01,Falkirk,2013-14,6.072731617,6589.420888,1085083,3.710667178,197855.9712,53320837,4.355360867,11913.65901,2660076.25,Urban
C&L01,Falkirk,2014-15,6.154163513,6303.896003,1024333,3.408087309,179623.6567,52705262,4.064668521,10315.28321,2672126.125,Urban
C&L01,Falkirk,2015-16,5.610719624,5908.400155,1053051,3.336122869,177096.5505,53084305,3.959840213,10284.54834,2631837.625,Urban
C&L01,Falkirk,2016-17,4.875536355,5676.292629,1164242,3.244025621,175314.3718,54042338,3.684837512,9674.825435,2702731.625,Urban
C&L01,Falkirk,2017-18,4.658932575,5428.516854,1165191,2.987480475,161301.3605,53992733,3.495988011,9382.574231,2680088,Urban
C&L01,Falkirk,2018-19,4.543784011,5367.717067,1181335,2.816481408,153571.2585,54526069,3.264453597,9077.495213,2702450.375,Urban
C&L01,Falkirk,2019-20,4.095603829,4773.088514,1165420,2.885778339,150191.5886,52045545,3.254458604,8671.587619,2508488.875,Urban
C&L01,Falkirk,2020-21,83.57845943,5740.030099,68678,41.36002281,188666.6714,4561548,68.69022771,11504.30626,200665.375,Urban
C&L01,Falkirk,2021-22,7.919672787,5920.167378,747524,6.433922572,170577.7577,26512151,6.811565977,10617.45799,1355678.25,Urban
C&L01,Fife,2010-11,4.658327685,11343.95297,2432587,4.374884466,198956.0517,45459818,4.445491718,5141.13371,1165653.75,2
C&L01,Fife,2011-12,3.383457646,8640.255211,2553684,3.916959065,188806.0265,48202343,4.020931086,4641.086924,1217197.75,2
C&L01,Fife,2012-13,2.887166196,7768.546214,2690722,3.734559758,192795.1341,51624697,3.593826031,4424.846348,1328907.375,2
C&L01,Fife,2013-14,3.154583381,8982.506829,2847445,3.710667178,197855.9712,53320837,3.482503604,4337.831825,1349024.25,2
C&L01,Fife,2014-15,2.906465869,8709.980739,2996768,3.408087309,179623.6567,52705262,3.521927852,4409.909369,1385966.5,2
C&L01,Fife,2015-16,2.648022442,8074.470631,3049232,3.336122869,177096.5505,53084305,3.210464246,4218.122204,1433846.875,2
C&L01,Fife,2016-17,2.617016136,7924.672475,3028139,3.244025621,175314.3718,54042338,3.126238988,4357.843135,1438166.75,2
C&L01,Fife,2017-18,2.653158636,7605.858804,2866734,2.987480475,161301.3605,53992733,2.82208904,4004.479165,1449852.25,2
C&L01,Fife,2018-19,2.250683854,6351.996175,2822259,2.816481408,153571.2585,54526069,2.577170239,3536.747701,1417414.625,2
C&L01,Fife,2019-20,2.598789962,7254.504229,2791499,2.885778339,150191.5886,52045545,2.602943445,3496.145029,1385031,2
C&L01,Fife,2020-21,37.31662078,9317.670886,249691,41.36002281,188666.6714,4561548,69.75966603,4458.324379,104841.125,2
C&L01,Fife,2021-22,4.677634302,8686.908892,1857109,6.433922572,170577.7577,26512151,7.191426906,3973.631332,663825.125,2
C&L01,Glasgow City,2010-11,9.18109557,41859.86426,4558310,4.374884466,198956.0517,45459818,4.285538234,10653.67251,2200418.875,Urban
C&L01,Glasgow City,2011-12,7.166003976,36993.93801,5162438,3.916959065,188806.0265,48202343,4.175468725,10198.31163,2355970.75,Urban
C&L01,Glasgow City,2012-13,6.700519392,37991.85629,5669998,3.734559758,192795.1341,51624697,4.353732323,11272.60325,2601296.5,Urban
C&L01,Glasgow City,2013-14,7.37365504,46014.26112,6240357,3.710667178,197855.9712,53320837,4.355360867,11913.65901,2660076.25,Urban
C&L01,Glasgow City,2014-15,5.312009747,31728.80479,5973048,3.408087309,179623.6567,52705262,4.064668521,10315.28321,2672126.125,Urban
C&L01,Glasgow City,2015-16,5.500713403,31836.0923,5787604,3.336122869,177096.5505,53084305,3.959840213,10284.54834,2631837.625,Urban
C&L01,Glasgow City,2016-17,5.413854146,32182.80152,5944539,3.244025621,175314.3718,54042338,3.684837512,9674.825435,2702731.625,Urban
C&L01,Glasgow City,2017-18,5.216470837,31421.4294,6023536,2.987480475,161301.3605,53992733,3.495988011,9382.574231,2680088,Urban
C&L01,Glasgow City,2018-19,4.821601347,31911.98893,6618563,2.816481408,153571.2585,54526069,3.264453597,9077.495213,2702450.375,Urban
C&L01,Glasgow City,2019-20,5.207826434,34294.50606,6585200,2.885778339,150191.5886,52045545,3.254458604,8671.587619,2508488.875,Urban
C&L01,Glasgow City,2020-21,229.4826657,46447.75294,202401,41.36002281,188666.6714,4561548,68.69022771,11504.30626,200665.375,Urban
C&L01,Glasgow City,2021-22,17.00903863,41747.92125,2454446,6.433922572,170577.7577,26512151,6.811565977,10617.45799,1355678.25,Urban
C&L01,Highland,2010-11,4.103764865,8961.784465,2185899,4.374884466,198956.0517,45459818,3.710949535,3790.919862,923124.125,Rural
C&L01,Highland,2011-12,3.454922758,8414.445534,2435502,3.916959065,188806.0265,48202343,3.689640976,3901.135322,1036476,Rural
C&L01,Highland,2012-13,2.94527662,7504.358521,2547935,3.734559758,192795.1341,51624697,3.297380881,3775.533691,1065939,Rural
C&L01,Highland,2013-14,1.899712208,4701.24467,2474713,3.710667178,197855.9712,53320837,3.179201173,3436.061899,1040247.5,Rural
C&L01,Highland,2014-15,2.144603966,5371.13562,2504495,3.408087309,179623.6567,52705262,3.403018726,3508.777729,993567.375,Rural
C&L01,Highland,2015-16,1.948900855,5179.137377,2657454,3.336122869,177096.5505,53084305,3.280510402,3359.409567,1012156.625,Rural
