Code,LocalAuthority,Year,Indicator,Numerator,Denominator
C&L01,East Ayrshire,2020-21,15.62379718,1384.462829,88612
C&L01,East Ayrshire,2021-22,1.720577987,955.2202554,555172
C&L01,East Dunbartonshire,2010-11,3.265758827,3227.573365,987719
C&L01,East Dunbartonshire,2011-12,3.729606813,3691.866811,989884
C&L01,East Dunbartonshire,2012-13,3.193562463,3503.462018,1097041
C&L01,East Dunbartonshire,2013-14,2.422529423,2873.564547,1186183
C&L01,East Dunbartonshire,2014-15,2.455332641,2752.275704,1120941
C&L01,East Dunbartonshire,2015-16,2.361953167,2619.859384,1109187
C&L01,East Dunbartonshire,2016-17,2.483912018,2673.235312,1076222
C&L01,East Dunbartonshire,2017-18,2.781394258,2784.052074,1000961
C&L01,East Dunbartonshire,2018-19,2.49206943,2415.957812,969461
C&L01,East Dunbartonshire,2019-20,2.56898294,2491.956989,970019
C&L01,East Dunbartonshire,2020-21,88.83465493,2909.527146,32752
C&L01,East Dunbartonshire,2021-22,4.475010036,2489.967444,556414
C&L01,East Lothian,2010-11,6.297368908,5831.568219,926802
C&L01,East Lothian,2011-12,5.513786199,5421.860302,983331
C&L01,East Lothian,2012-13,4.979537063,4750.618335,954030
C&L01,East Lothian,2013-14,4.466502627,4781.518335,1070528
C&L01,East Lothian,2014-15,4.603929759,4973.188527,1080208
C&L01,East Lothian,2015-16,4.565809562,5322.018015,1165619
C&L01,East Lothian,2016-17,3.725469116,4628.688494,1242447
C&L01,East Lothian,2017-18,3.510560171,4349.188336,1238894
C&L01,East Lothian,2018-19,3.647179035,4153.808768,1138913
C&L01,East Lothian,2019-20,3.910555024,3877.08029,991442
C&L01,East Lothian,2020-21,26.87671253,3914.263329,145637
C&L01,East Lothian,2021-22,5.329410047,3594.06617,674381
C&L01,East Renfrewshire,2010-11,6.186456344,4484.589338,724197
C&L01,East Renfrewshire,2011-12,4.628931584,3333.727808,720196
C&L01,East Renfrewshire,2012-13,4.960490926,3486.801533,702916
C&L01,East Renfrewshire,2013-14,5.599330566,3530.877895,630589
C&L01,East Renfrewshire,2014-15,5.417429237,3816.151604,704423
C&L01,East Renfrewshire,2015-16,4.928791433,3921.78776,795686
C&L01,East Renfrewshire,2016-17,4.306190203,3721.957487,864329
C&L01,East Renfrewshire,2017-18,4.775167229,4350.287449,911028
C&L01,East Renfrewshire,2018-19,4.460951187,3961.912075,888134
C&L01,East Renfrewshire,2019-20,5.903264705,4720.382147,799624
C&L01,East Renfrewshire,2020-21,99.46315877,3350.831088,33689
C&L01,East Renfrewshire,2021-22,8.609930704,3130.444624,363584
C&L01,Edinburgh City,2010-11,2.945344753,11530.04063,3912923
C&L01,Edinburgh City,2011-12,2.76120032,10796.37341,3910041
C&L01,Edinburgh City,2012-13,2.527520996,11179.18553,4422993
C&L01,Edinburgh City,2013-14,2.721115285,10718.27942,3938927
C&L01,Edinburgh City,2014-15,2.905322854,10749.17206,3699830
C&L01,Edinburgh City,2015-16,2.481119741,9177.509159,3698922
C&L01,Edinburgh City,2016-17,2.261382051,8572.01804,3790618
C&L01,Edinburgh City,2017-18,2.417472647,9055.588249,3745911
C&L01,Edinburgh City,2018-19,2.177272897,8018.694425,3682917
C&L01,Edinburgh City,2019-20,2.130055425,7500.115895,3521097
C&L01,Edinburgh City,2020-21,26.27787346,10611.82035,403829
C&L01,Edinburgh City,2021-22,6.029935585,12348.9196,2047928
C&L01,Eilean Siar,2010-11,2.600283443,836.7782799,321497
C&L01,Eilean Siar,2011-12,4.330066212,1464.120807,338130
C&L01,Eilean Siar,2012-13,3.581463594,1135.293059,316992
C&L01,Eilean Siar,2013-14,3.340937182,977.2446232,292506
C&L01,Eilean Siar,2014-15,3.904453723,954.6129689,244494
C&L01,Eilean Siar,2015-16,3.425141971,948.7274382,276988
C&L01,Eilean Siar,2016-17,3.039014202,886.6062744,291742
C&L01,Eilean Siar,2017-18,3.191890304,924.3536494,289596
C&L01,Eilean Siar,2018-19,3.518330453,986.4352513,280371
C&L01,Eilean Siar,2019-20,3.79706959,1066.77685,280948
