LocalAuthority,IndicatorCode,Year,IndicatorCash_LA,NumeratorCash_LA,DenominatorCash_LA
Midlothian,CHN17,2018-19,0.92,,
Midlothian,CHN17,2019-20,0.93,,
Midlothian,CHN17,2020-21,0.91,,
Midlothian,CHN17,2021-22,0.87,,
Midlothian,CHN18,2010-11,0.97,,
Midlothian,CHN18,2011-12,0.97,,
Midlothian,CHN18,2012-13,0.92,,
Midlothian,CHN18,2013-14,0.91,,
Midlothian,CHN18,2014-15,0.90,,
Midlothian,CHN18,2015-16,0.90,,
Midlothian,CHN18,2016-17,0.91,,
Midlothian,CHN18,2017-18,0.91,,
Midlothian,CHN18,2018-19,0.88,,
Midlothian,CHN18,2019-20,0.85,,
Midlothian,CHN18,2020-21,0.89,,
Midlothian,CHN18,2021-22,0.87,,
Midlothian,CHN19a,2010-11,0.93,,
Midlothian,CHN19a,2012-13,0.93,,
Midlothian,CHN19a,2014-15,0.93,,
Midlothian,CHN19a,2016-17,0.93,,
Midlothian,CHN19a,2018-19,0.93,,
Midlothian,CHN19a,2020-21,0.92,,
Midlothian,CHN19b,2010-11,0.85,,
Midlothian,CHN19b,2012-13,0.87,,
Midlothian,CHN19b,2014-15,0.88,,
Midlothian,CHN19b,2016-17,0.85,,
Midlothian,CHN19b,2018-19,0.84,,
Midlothian,CHN19b,2020-21,0.90,,
Midlothian,CHN20a,2010-11,52.06,,
Midlothian,CHN20a,2012-13,37.00,,
Midlothian,CHN20a,2014-15,40.20,,
Midlothian,CHN20a,2016-17,44.35,,
Midlothian,CHN20a,2018-19,30.65,,
Midlothian,CHN20a,2020-21,9.51,,
Midlothian,CHN20b,2010-11,320.00,,
Midlothian,CHN20b,2012-13,261.41,,
Midlothian,CHN20b,2014-15,289.92,,
Midlothian,CHN20b,2016-17,265.31,,
Midlothian,CHN20b,2018-19,114.04,,
Midlothian,CHN21,2015-16,0.89,,
Midlothian,CHN21,2016-17,0.94,,
Midlothian,CHN21,2017-18,0.94,,
Midlothian,CHN21,2018-19,0.93,,
Midlothian,CHN21,2019-20,0.93,,
Midlothian,CHN21,2020-21,0.94,,
Midlothian,CHN21,2021-22,0.93,,
Midlothian,CHN21,2022-23,0.95,,
Midlothian,CHN22,2012-13,0.18,,
Midlothian,CHN22,2013-14,0.14,,
Midlothian,CHN22,2014-15,0.11,,
Midlothian,CHN22,2015-16,0.14,,
Midlothian,CHN22,2016-17,0.08,,
Midlothian,CHN22,2017-18,0.07,,
Midlothian,CHN22,2018-19,0.09,,
Midlothian,CHN22,2019-20,0.03,,
Midlothian,CHN22,2020-21,0.02,,
Midlothian,CHN22,2021-22,0.03,,
Midlothian,CHN23,2010-11,0.28,,
Midlothian,CHN23,2011-12,0.22,,
Midlothian,CHN23,2012-13,0.20,,
Midlothian,CHN23,2013-14,0.18,,
Midlothian,CHN23,2014-15,0.25,,
Midlothian,CHN23,2015-16,0.15,,
Midlothian,CHN23,2016-17,0.26,,
Midlothian,CHN23,2017-18,0.26,,
Midlothian,CHN23,2018-19,0.16,,
Midlothian,CHN23,2019-20,0.17,,
Midlothian,CHN23,2020-21,0.24,,
Midlothian,CHN23,2021-22,0.20,,
Midlothian,CHN24,2014-15,0.22,,
Midlothian,CHN24,2015-16,0.21,,
Midlothian,CHN24,2016-17,0.23,,
Midlothian,CHN24,2017-18,0.24,,
Midlothian,CHN24,2018-19,0.22,,
Midlothian,CHN24,2019-20,0.24,,
Midlothian,CHN24,2020-21,0.20,,
Midlothian,CHN24,2021-22,0.23,,
Midlothian,CLIM01,2010-11,6.98,,
Midlothian,CLIM01,2011-12,6.07,,
Midlothian,CLIM01,2012-13,6.32,,
Midlothian,CLIM01,2013-14,6.39,,
Midlothian,CLIM01,2014-15,5.69,,
Midlothian,CLIM01,2015-16,5.50,,
Midlothian,CLIM01,2016-17,5.19,,
Midlothian,CLIM01,2017-18,4.99,,
Midlothian,CLIM01,2018-19,4.74,,
Midlothian,CLIM01,2019-20,4.54,,
Midlothian,CLIM01,2020-21,4.09,,
Midlothian,CLIM01,2021-22,4.52,,
Midlothian,CLIM02,2010-11,6.22,,
Midlothian,CLIM02,2011-12,5.41,,
Midlothian,CLIM02,2012-13,5.82,,
Midlothian,CLIM02,2013-14,5.66,,
Midlothian,CLIM02,2014-15,5.03,,
Midlothian,CLIM02,2015-16,4.91,,
Midlothian,CLIM02,2016-17,4.62,,
Midlothian,CLIM02,2017-18,4.47,,
Midlothian,CLIM02,2018-19,4.22,,
Midlothian,CLIM02,2019-20,4.03,,
Midlothian,CLIM02,2020-21,3.55,,
Midlothian,CLIM02,2021-22,3.99,,
Midlothian,CORP01,2010-11,0.05,10959.00,218146.00
Midlothian,CORP01,2011-12,0.05,10710.00,222313.00
Midlothian,CORP01,2012-13,0.04,9407.00,229307.00
Midlothian,CORP01,2013-14,0.05,10863.00,228065.00
Midlothian,CORP01,2014-15,0.06,14276.00,238029.00
Midlothian,CORP01,2015-16,0.06,14114.00,234874.00
Midlothian,CORP01,2016-17,0.06,15560.00,246274.00
Midlothian,CORP01,2017-18,0.04,11125.00,249935.00
Midlothian,CORP01,2018-19,0.04,10884.00,254837.00
Midlothian,CORP01,2019-20,0.04,10637.00,260370.00
Midlothian,CORP01,2020-21,0.04,10612.00,279605.00
Midlothian,CORP01,2021-22,0.04,11281.00,297379.00
Midlothian,CORP03b,2010-11,0.45,95.00,213.00
Midlothian,CORP03b,2011-12,0.42,84.00,202.00
Midlothian,CORP03b,2012-13,0.46,82.00,180.00
Midlothian,CORP03b,2013-14,0.45,91.00,201.00
Midlothian,CORP03b,2014-15,0.48,105.00,220.00
Midlothian,CORP03b,2015-16,0.45,82.00,184.00
Midlothian,CORP03b,2016-17,0.47,87.00,185.00
Midlothian,CORP03b,2017-18,0.49,97.00,198.00
Midlothian,CORP03b,2018-19,0.49,97.00,197.00
Midlothian,CORP03b,2019-20,0.51,103.00,202.00
Midlothian,CORP03b,2020-21,0.55,98.00,178.00
Midlothian,CORP03b,2021-22,0.55,115.00,209.00
Midlothian,CORP03b,2022-23,0.57,120.00,211.00
Midlothian,CORP03c,2015-16,0.05,14.86,14.18
Midlothian,CORP03c,2016-17,0.03,14.87,14.43
Midlothian,CORP03c,2017-18,0.02,15.09,14.74
Midlothian,CORP03c,2018-19,0.04,15.99,15.36
Midlothian,CORP03c,2019-20,0.03,17.00,16.48
Midlothian,CORP03c,2020-21,0.03,17.06,16.60
Midlothian,CORP03c,2021-22,0.03,17.48,17.04
Midlothian,CORP03c,2022-23,0.03,19.22,18.67
Midlothian,CORP04,2010-11,14.08,510549.00,36267.00
Midlothian,CORP04,2011-12,13.65,501396.00,36732.00
Midlothian,CORP04,2012-13,14.23,530571.00,37289.00
Midlothian,CORP04,2013-14,14.09,533126.00,37836.00
Midlothian,CORP04,2014-15,10.65,409515.00,38441.00
Midlothian,CORP04,2015-16,10.94,426492.00,38973.00
Midlothian,CORP04,2016-17,9.62,381725.00,39679.00
Midlothian,CORP04,2017-18,9.25,373154.00,40326.00
Midlothian,CORP04,2018-19,7.22,295926.00,40966.00
Midlothian,CORP04,2019-20,6.10,253373.00,41549.00
Midlothian,CORP04,2020-21,6.13,258284.00,42132.00
Midlothian,CORP04,2021-22,8.54,367127.00,42979.00
Midlothian,CORP04,2022-23,9.44,415244.00,43971.00
Midlothian,CORP06a,2010-11,4.88,5115.00,1047.00
Midlothian,CORP06a,2011-12,4.79,4293.00,896.00
Midlothian,CORP06a,2012-13,5.21,4793.00,920.00
Midlothian,CORP06a,2013-14,5.25,5005.00,954.00
Midlothian,CORP06a,2014-15,5.50,5196.00,945.00
Midlothian,CORP06a,2015-16,4.16,4194.00,1007.00
Midlothian,CORP06a,2016-17,4.90,5287.00,1070.00
Midlothian,CORP06a,2017-18,4.59,5065.00,1105.00
Midlothian,CORP06a,2018-19,5.15,5836.00,1133.00
Midlothian,CORP06a,2019-20,5.77,6447.00,1117.00
Midlothian,CORP06a,2020-21,3.47,3903.00,1125.00
Midlothian,CORP06a,2021-22,4.61,5683.00,1233.00
Midlothian,CORP06a,2022-23,5.62,7045.00,1254.00
Midlothian,CORP06b,2010-11,9.63,26983.00,2801.00
Midlothian,CORP06b,2011-12,9.97,25867.00,2594.00
Midlothian,CORP06b,2012-13,10.47,26275.00,2510.00
Midlothian,CORP06b,2013-14,10.04,25474.00,2536.00
Midlothian,CORP06b,2014-15,10.11,25434.00,2517.00
Midlothian,CORP06b,2015-16,9.90,25387.00,2564.00
Midlothian,CORP06b,2016-17,9.64,26989.00,2800.00
Midlothian,CORP06b,2017-18,8.59,25337.00,2949.00
Midlothian,CORP06b,2018-19,9.86,29076.00,2949.00
Midlothian,CORP06b,2019-20,11.19,32743.00,2927.00
Midlothian,CORP06b,2020-21,8.76,24965.00,2850.00
Midlothian,CORP06b,2021-22,11.22,34707.00,3094.00
Midlothian,CORP06b,2022-23,13.20,41593.00,3150.00
Midlothian,CORP07,2010-11,0.93,30189000.00,32475000.00
Midlothian,CORP07,2011-12,0.94,30754000.00,32858000.00
Midlothian,CORP07,2012-13,0.94,31307000.00,33339000.00
Midlothian,CORP07,2013-14,0.93,31985000.00,34216000.00
Midlothian,CORP07,2014-15,0.94,33116000.00,35299000.00
Midlothian,CORP07,2015-16,0.94,34303000.00,36337000.00
Midlothian,CORP07,2016-17,0.95,35379000.00,37420000.00
Midlothian,CORP07,2017-18,0.95,39643000.00,41696000.00
Midlothian,CORP07,2018-19,0.95,41953000.00,44093000.00
Midlothian,CORP07,2019-20,0.95,45260000.00,47570000.00
Midlothian,CORP07,2020-21,0.94,47554000.00,50500000.00
Midlothian,CORP07,2021-22,0.94,49243811.00,52285789.00
Midlothian,CORP07,2022-23,0.95,51871000.00,54881000.00
Midlothian,CORP08,2010-11,0.81,55690.00,68548.00
Midlothian,CORP08,2011-12,0.83,64469.00,77589.00
Midlothian,CORP08,2012-13,0.93,69924.00,74974.00
Midlothian,CORP08,2013-14,0.93,72793.00,77950.00
Midlothian,CORP08,2014-15,0.93,68358.00,73522.00
Midlothian,CORP08,2015-16,0.90,53742.00,59912.00
Midlothian,CORP08,2016-17,0.87,58659.00,67138.00
Midlothian,CORP08,2017-18,0.93,89649.00,96324.00
Midlothian,CORP08,2018-19,0.91,78413.00,86072.00
Midlothian,CORP08,2019-20,0.90,74235.00,82863.00
Midlothian,CORP08,2020-21,0.92,66295.00,71822.00
Midlothian,CORP08,2021-22,0.93,74024.00,79511.00
Midlothian,CORP08,2022-23,0.90,73821.00,82052.00
Midlothian,CORP11,2013-14,0.79,303412.00,385338.00
Midlothian,CORP11,2014-15,0.88,410804.00,467264.00
Midlothian,CORP11,2015-16,1.03,453713.00,441799.00
Midlothian,CORP11,2016-17,0.96,355451.00,370581.00
Midlothian,CORP11,2017-18,0.87,396031.00,454931.00
Midlothian,CORP11,2018-19,0.83,455551.00,548388.00
Midlothian,CORP11,2019-20,0.83,484311.00,582325.00
Midlothian,CORP11,2020-21,0.68,643020.00,950279.00
Midlothian,CORP11,2021-22,0.97,809252.00,835259.00
Midlothian,CORP11,2022-23,1.07,773387.00,725158.00
Midlothian,CORP12,2017-18,1.00,1123488.00,1125748.00
Midlothian,CORP12,2018-19,1.10,1128124.00,1025237.00
Midlothian,CORP12,2019-20,0.92,988027.00,1072412.00
Midlothian,CORP12,2020-21,0.87,1167143.00,1337541.00
Midlothian,CORP12,2021-22,0.91,1274498.00,1403219.92
Midlothian,CORP12,2022-23,0.87,1256692.00,1439932.00
Midlothian,CORP-ASSET01,2010-11,0.86,187.00,218.00
Midlothian,CORP-ASSET01,2011-12,0.88,172.00,195.00
Midlothian,CORP-ASSET01,2012-13,0.88,173.00,196.00
Midlothian,CORP-ASSET01,2013-14,0.89,168.00,189.00
Midlothian,CORP-ASSET01,2014-15,0.89,149.00,168.00
Midlothian,CORP-ASSET01,2015-16,0.81,125.00,155.00
Midlothian,CORP-ASSET01,2016-17,0.82,128.00,156.00
Midlothian,CORP-ASSET01,2017-18,0.66,119.00,180.00
Midlothian,CORP-ASSET01,2018-19,0.66,118.00,178.00
Midlothian,CORP-ASSET01,2019-20,0.67,117.00,175.00
Midlothian,CORP-ASSET01,2020-21,0.67,115.00,171.00
Midlothian,CORP-ASSET01,2021-22,0.68,114.00,168.00
Midlothian,CORP-ASSET01,2022-23,0.65,107.00,164.00
Midlothian,CORP-ASSET02,2010-11,0.76,171921.00,224968.00
Midlothian,CORP-ASSET02,2011-12,0.71,159107.00,223218.00
Midlothian,CORP-ASSET02,2012-13,0.72,166067.00,230178.00
Midlothian,CORP-ASSET02,2013-14,0.81,185494.00,227617.00
Midlothian,CORP-ASSET02,2014-15,0.76,166504.00,219270.00
Midlothian,CORP-ASSET02,2015-16,0.76,168749.00,222457.00
Midlothian,CORP-ASSET02,2016-17,0.76,168670.00,222303.00
Midlothian,CORP-ASSET02,2017-18,0.77,173233.00,224662.00
Midlothian,CORP-ASSET02,2018-19,0.83,190284.00,228214.00
Midlothian,CORP-ASSET02,2019-20,0.83,189491.00,227173.00
Midlothian,CORP-ASSET02,2020-21,0.85,195878.00,229636.00
Midlothian,CORP-ASSET02,2021-22,0.86,196247.00,228684.00
Midlothian,CORP-ASSET02,2022-23,0.83,189251.00,228632.00
Midlothian,ECON01,2012-13,0.08,216.00,2700.00
Midlothian,ECON01,2013-14,0.07,205.00,3000.00
Midlothian,ECON01,2014-15,0.12,296.00,2400.00
Midlothian,ECON01,2015-16,0.09,180.00,2100.00
Midlothian,ECON01,2016-17,0.16,263.00,1600.00
Midlothian,ECON01,2017-18,0.07,114.00,1700.00
Midlothian,ECON01,2018-19,0.25,433.00,1700.00
Midlothian,ECON01,2019-20,0.14,171.00,1200.00
Midlothian,ECON01,2020-21,0.06,115.00,1800.00
Midlothian,ECON01,2021-22,0.16,194.00,1200.00
Midlothian,ECON02,2010-11,3516.00,1758.00,500.00
Midlothian,ECON02,2011-12,3419.49,1614.00,472.00
Midlothian,ECON02,2012-13,4002.25,1777.00,444.00
Midlothian,ECON02,2013-14,4103.77,1740.00,424.00
Midlothian,ECON02,2014-15,4744.68,2007.00,423.00
Midlothian,ECON02,2015-16,3879.10,1893.00,488.00
Midlothian,ECON02,2016-17,4982.63,2008.00,403.00
Midlothian,ECON02,2017-18,4969.50,2281.00,459.00
Midlothian,ECON02,2018-19,3859.34,1756.00,455.00
Midlothian,ECON02,2019-20,4004.45,1798.00,449.00
Midlothian,ECON02,2020-21,7035.09,2005.00,285.00
Midlothian,ECON02,2021-22,5145.83,1976.00,384.00
Midlothian,ECON03,2012-13,11.39,,
Midlothian,ECON03,2013-14,6.76,,
Midlothian,ECON03,2014-15,9.91,,
Midlothian,ECON03,2015-16,7.90,,
Midlothian,ECON03,2016-17,8.43,,
Midlothian,ECON03,2017-18,7.32,,
Midlothian,ECON03,2018-19,8.55,,
Midlothian,ECON03,2019-20,19.10,,
Midlothian,ECON03,2020-21,8.31,,
Midlothian,ECON03,2021-22,6.75,,
Midlothian,ECON03,2022-23,10.64,,
Midlothian,ECON04,2010-11,0.19,,
Midlothian,ECON04,2011-12,0.25,,
Midlothian,ECON04,2012-13,0.18,,
Midlothian,ECON04,2013-14,0.22,,
Midlothian,ECON04,2014-15,0.20,,
Midlothian,ECON04,2015-16,0.18,,
Midlothian,ECON04,2016-17,0.13,,
Midlothian,ECON04,2017-18,0.18,,
Midlothian,ECON04,2018-19,0.15,,
Midlothian,ECON04,2019-20,0.15,,
Midlothian,ECON04,2020-21,0.17,,
Midlothian,ECON04,2021-22,0.14,,
Midlothian,ECON06,2010-11,59083.07,4794.00,81140.00
Midlothian,ECON06,2011-12,74298.90,6120.00,82370.00
Midlothian,ECON06,2012-13,55567.43,4681.00,84240.00
Midlothian,ECON06,2013-14,38724.91,3280.00,84700.00
Midlothian,ECON06,2014-15,50724.97,4373.00,86210.00
Midlothian,ECON06,2015-16,42682.23,3730.00,87390.00
Midlothian,ECON06,2016-17,123405.94,10935.00,88610.00
Midlothian,ECON06,2017-18,40226.44,3624.00,90090.00
Midlothian,ECON06,2018-19,47788.48,4365.00,91340.00
Midlothian,ECON06,2019-20,56629.89,5236.00,92460.00
Midlothian,ECON06,2020-21,60708.53,5655.00,93150.00
Midlothian,ECON06,2021-22,74598.65,7063.00,94680.00
Midlothian,ECON07,2012-13,0.18,,
Midlothian,ECON07,2013-14,0.18,,
Midlothian,ECON07,2014-15,0.20,,
Midlothian,ECON07,2015-16,0.23,,
Midlothian,ECON07,2016-17,0.17,,
Midlothian,ECON07,2017-18,0.14,,
Midlothian,ECON07,2018-19,0.15,,
Midlothian,ECON07,2019-20,0.15,,
Midlothian,ECON07,2021-22,0.15,,
Midlothian,ECON08,2013-14,0.57,,
Midlothian,ECON08,2014-15,0.66,,
Midlothian,ECON08,2015-16,0.76,,
Midlothian,ECON08,2016-17,0.85,,
Midlothian,ECON08,2017-18,0.91,,
Midlothian,ECON08,2018-19,0.92,,
Midlothian,ECON08,2019-20,0.94,,
Midlothian,ECON08,2020-21,0.95,,
Midlothian,ECON08,2021-22,0.95,,
Midlothian,ECON08,2022-23,0.99,,
Midlothian,ECON09,2014-15,0.07,,
Midlothian,ECON09,2015-16,0.07,,
Midlothian,ECON09,2016-17,0.06,,
Midlothian,ECON09,2017-18,0.07,,
Midlothian,ECON09,2018-19,0.07,,
Midlothian,ECON09,2019-20,0.05,,
Midlothian,ECON09,2020-21,0.05,,
Midlothian,ECON09,2021-22,0.13,,
Midlothian,ECON10,2014-15,0.57,,
Midlothian,ECON10,2015-16,0.57,,
Midlothian,ECON10,2016-17,0.57,,
Midlothian,ECON10,2017-18,0.55,,
Midlothian,ECON10,2018-19,0.43,,
Midlothian,ECON10,2019-20,0.42,,
Midlothian,ECON10,2020-21,0.40,,
Midlothian,ECON10,2021-22,0.31,,
Midlothian,ECON11,2010-11,15165.13,,
Midlothian,ECON11,2011-12,15338.53,,
Midlothian,ECON11,2012-13,15610.16,,
Midlothian,ECON11,2013-14,16668.63,,
Midlothian,ECON11,2014-15,17234.98,,
Midlothian,ECON11,2015-16,17667.93,,
Midlothian,ECON11,2016-17,17481.10,,
Midlothian,ECON11,2017-18,17626.82,,
Midlothian,ECON11,2018-19,17943.95,,
Midlothian,ECON11,2019-20,18040.23,,
Midlothian,ECON11,2020-21,16768.65,,
Midlothian,ECON11,2021-22,17743.98,,
Midlothian,ENV01a,2012-13,76.47,2902.00,37948.00
Midlothian,ENV01a,2013-14,60.56,2331.00,38490.00
Midlothian,ENV01a,2014-15,29.85,1167.00,39091.00
Midlothian,ENV01a,2015-16,70.30,2782.00,39571.00
Midlothian,ENV01a,2016-17,73.55,2957.00,40206.00
Midlothian,ENV01a,2017-18,74.34,2998.00,40326.00
Midlothian,ENV01a,2018-19,68.24,2832.00,41498.00
Midlothian,ENV01a,2019-20,50.81,2111.00,41549.00
Midlothian,ENV01a,2020-21,69.33,2961.00,42709.00
Midlothian,ENV01a,2021-22,59.65,2600.00,43585.00
Midlothian,ENV02a,2012-13,72.52,2752.00,37948.00
Midlothian,ENV02a,2013-14,56.61,2179.00,38490.00
Midlothian,ENV02a,2014-15,74.39,2908.00,39091.00
Midlothian,ENV02a,2015-16,84.33,3337.00,39571.00
Midlothian,ENV02a,2016-17,83.92,3374.00,40206.00
Midlothian,ENV02a,2017-18,85.01,3428.00,40326.00
Midlothian,ENV02a,2018-19,86.41,3586.00,41498.00
Midlothian,ENV02a,2019-20,54.23,2253.00,41549.00
Midlothian,ENV02a,2020-21,34.02,1453.00,42709.00
Midlothian,ENV02a,2021-22,53.57,2335.00,43585.00
Midlothian,ENV03a,2010-11,9428.15,765.00,81140.00
Midlothian,ENV03a,2011-12,9772.98,805.00,82370.00
Midlothian,ENV03a,2012-13,9829.06,828.00,84240.00
Midlothian,ENV03a,2013-14,10165.29,861.00,84700.00
Midlothian,ENV03a,2014-15,11622.78,1002.00,86210.00
Midlothian,ENV03a,2015-16,11614.60,1015.00,87390.00
Midlothian,ENV03a,2016-17,12425.23,1101.00,88610.00
Midlothian,ENV03a,2017-18,11810.41,1064.00,90090.00
Midlothian,ENV03a,2018-19,12042.92,1100.00,91340.00
Midlothian,ENV03a,2019-20,10772.23,996.00,92460.00
Midlothian,ENV03a,2020-21,13666.13,1273.00,93150.00
Midlothian,ENV03a,2021-22,11755.39,1113.00,94680.00
Midlothian,ENV03c,2010-11,0.94,,
Midlothian,ENV03c,2011-12,0.94,,
Midlothian,ENV03c,2012-13,0.95,,
Midlothian,ENV03c,2013-14,0.95,,
Midlothian,ENV03c,2014-15,0.96,,
Midlothian,ENV03c,2015-16,0.99,,
Midlothian,ENV03c,2016-17,0.99,,
Midlothian,ENV03c,2017-18,0.96,,
Midlothian,ENV03c,2018-19,0.91,,
Midlothian,ENV03c,2019-20,0.94,,
Midlothian,ENV03c,2020-21,0.85,,
Midlothian,ENV03c,2021-22,0.89,,
Midlothian,ENV03c,2022-23,0.89,,
Midlothian,ENV04a,2010-11,13758.36,9053.00,658.00
Midlothian,ENV04a,2011-12,9927.59,6581.00,662.90
Midlothian,ENV04a,2012-13,6947.45,4627.00,666.00
Midlothian,ENV04a,2013-14,12371.90,8137.00,657.70
Midlothian,ENV04a,2014-15,8239.48,5560.00,674.80
Midlothian,ENV04a,2015-16,5683.96,3856.00,678.40
Midlothian,ENV04a,2016-17,7703.42,5226.00,678.40
Midlothian,ENV04a,2017-18,8214.92,5573.00,678.40
Midlothian,ENV04a,2018-19,11681.90,7925.00,678.40
Midlothian,ENV04a,2019-20,8422.76,5714.00,678.40
Midlothian,ENV04a,2020-21,7365.86,4997.00,678.40
Midlothian,ENV04a,2021-22,8822.23,5985.00,678.40
Midlothian,ENV04b,2009-11,0.21,,
Midlothian,ENV04b,2010-12,0.23,,
Midlothian,ENV04b,2011-13,0.24,,
Midlothian,ENV04b,2012-14,0.22,,
Midlothian,ENV04b,2013-15,0.22,,
Midlothian,ENV04b,2014-16,0.20,,
Midlothian,ENV04b,2015-17,0.21,,
Midlothian,ENV04b,2016-18,0.25,,
Midlothian,ENV04b,2017-19,0.27,,
Midlothian,ENV04b,2018-20,0.25,,
Midlothian,ENV04b,2019-21,0.22,,
Midlothian,ENV04b,2020-22,0.24,,
Midlothian,ENV04b,2021-23,0.29,,
Midlothian,ENV04c,2009-11,0.25,,
Midlothian,ENV04c,2010-12,0.27,,
Midlothian,ENV04c,2011-13,0.30,,
Midlothian,ENV04c,2012-14,0.28,,
Midlothian,ENV04c,2013-15,0.24,,
Midlothian,ENV04c,2014-16,0.28,,
Midlothian,ENV04c,2015-17,0.29,,
Midlothian,ENV04c,2016-18,0.30,,
Midlothian,ENV04c,2017-19,0.33,,
Midlothian,ENV04c,2018-20,0.31,,
Midlothian,ENV04c,2019-21,0.28,,
Midlothian,ENV04c,2020-22,0.27,,
Midlothian,ENV04c,2021-23,0.33,,
Midlothian,ENV04d,2009-11,0.32,,
Midlothian,ENV04d,2010-12,0.30,,
Midlothian,ENV04d,2011-13,0.29,,
Midlothian,ENV04d,2012-14,0.30,,
Midlothian,ENV04d,2013-15,0.32,,
Midlothian,ENV04d,2014-16,0.30,,
Midlothian,ENV04d,2015-17,0.29,,
Midlothian,ENV04d,2016-18,0.33,,
Midlothian,ENV04d,2017-19,0.38,,
Midlothian,ENV04d,2018-20,0.35,,
Midlothian,ENV04d,2019-21,0.29,,
Midlothian,ENV04d,2020-22,0.30,,
Midlothian,ENV04d,2021-23,0.34,,
Midlothian,ENV04e,2007-11,0.38,,
Midlothian,ENV04e,2008-12,0.33,,
Midlothian,ENV04e,2009-13,0.36,,
Midlothian,ENV04e,2010-14,0.34,,
Midlothian,ENV04e,2011-15,0.34,,
Midlothian,ENV04e,2012-16,0.35,,
Midlothian,ENV04e,2013-17,0.35,,
Midlothian,ENV04e,2014-18,0.35,,
Midlothian,ENV04e,2015-19,0.38,,
Midlothian,ENV04e,2016-20,0.39,,
Midlothian,ENV04e,2017-21,0.41,,
Midlothian,ENV04e,2018-22,0.42,,
Midlothian,ENV05,2010-11,14789.25,1200.00,81140.00
Midlothian,ENV05,2011-12,14884.06,1226.00,82370.00
Midlothian,ENV05,2012-13,13129.15,1106.00,84240.00
Midlothian,ENV05,2013-14,17650.53,1495.00,84700.00
Midlothian,ENV05,2014-15,16796.20,1448.00,86210.00
Midlothian,ENV05,2015-16,16077.35,1405.00,87390.00
Midlothian,ENV05,2016-17,15833.43,1403.00,88610.00
Midlothian,ENV05,2017-18,16228.22,1462.00,90090.00
Midlothian,ENV05,2018-19,13291.00,1214.00,91340.00
Midlothian,ENV05,2019-20,13000.22,1202.00,92460.00
Midlothian,ENV05,2020-21,14943.64,1392.00,93150.00
Midlothian,ENV05,2021-22,21123.79,2000.00,94680.00
Midlothian,ENV05a,2012-13,4270.00,360.00,84240.00
Midlothian,ENV05a,2013-14,4370.00,370.00,84700.00
Midlothian,ENV05a,2014-15,8190.00,706.00,86210.00
Midlothian,ENV05a,2015-16,6360.00,556.00,87390.00
Midlothian,ENV05a,2016-17,5640.00,500.00,88610.00
Midlothian,ENV05a,2017-18,4920.00,443.00,90090.00
Midlothian,ENV05a,2018-19,4820.00,440.00,91340.00
Midlothian,ENV05a,2019-20,4670.00,432.00,92460.00
Midlothian,ENV05a,2020-21,6190.00,577.00,93150.00
Midlothian,ENV05a,2021-22,5430.00,514.00,94680.00
Midlothian,ENV05b,2012-13,8855.70,746.00,84240.00
Midlothian,ENV05b,2013-14,13282.20,1125.00,84700.00
Midlothian,ENV05b,2014-15,8606.90,742.00,86210.00
Midlothian,ENV05b,2015-16,9715.10,849.00,87390.00
Midlothian,ENV05b,2016-17,10190.70,903.00,88610.00
Midlothian,ENV05b,2017-18,11310.90,1019.00,90090.00
Midlothian,ENV05b,2018-19,8473.80,774.00,91340.00
Midlothian,ENV05b,2019-20,8327.90,770.00,92460.00
Midlothian,ENV05b,2020-21,8749.30,815.00,93150.00
Midlothian,ENV05b,2021-22,15695.00,1486.00,94680.00
Midlothian,ENV06,2010-11,0.44,,
Midlothian,ENV06,2011-12,0.47,,
Midlothian,ENV06,2012-13,0.45,,
Midlothian,ENV06,2013-14,0.42,,
Midlothian,ENV06,2014-15,0.47,,
Midlothian,ENV06,2015-16,0.48,,
Midlothian,ENV06,2016-17,0.53,,
Midlothian,ENV06,2017-18,0.52,,
Midlothian,ENV06,2018-19,0.58,,
Midlothian,ENV06,2019-20,0.51,,
Midlothian,ENV06,2020-21,0.47,,
Midlothian,ENV06,2021-22,0.47,,
Midlothian,ENV07a,2010-14,0.79,,
Midlothian,ENV07a,2012-15,0.80,,
Midlothian,ENV07a,2013-16,0.83,,
Midlothian,ENV07a,2014-17,0.87,,
Midlothian,ENV07a,2015-18,0.90,,
Midlothian,ENV07a,2016-19,0.87,,
Midlothian,ENV07a,2017-20,0.83,,
Midlothian,ENV07a,2018-21,0.80,,
Midlothian,ENV07a,2019-22,0.81,,
Midlothian,ENV07b,2010-14,0.73,,
Midlothian,ENV07b,2012-15,0.73,,
Midlothian,ENV07b,2013-16,0.72,,
Midlothian,ENV07b,2014-17,0.73,,
Midlothian,ENV07b,2015-18,0.71,,
Midlothian,ENV07b,2016-19,0.68,,
Midlothian,ENV07b,2017-20,0.62,,
Midlothian,ENV07b,2018-21,0.59,,
Midlothian,ENV07b,2019-22,0.56,,
Midlothian,FINSUS01,2013-14,0.27,,
Midlothian,FINSUS01,2014-15,0.31,,
Midlothian,FINSUS01,2015-16,0.36,,
Midlothian,FINSUS01,2016-17,0.34,,
Midlothian,FINSUS01,2017-18,0.33,,
Midlothian,FINSUS01,2018-19,0.35,,
Midlothian,FINSUS01,2019-20,0.42,,
Midlothian,FINSUS01,2020-21,0.58,,
Midlothian,FINSUS01,2021-22,0.38,,
Midlothian,FINSUS02,2013-14,0.06,,
