,,Glasgow Kerbside,
Date,Time,Nitrogen dioxide,Status
16/09/2019,21:00:00,32.97419,V ugm-3
16/09/2019,22:00:00,27.12038,V ugm-3
16/09/2019,23:00:00,31.19074,V ugm-3
16/09/2019,24:00:00,13.47254,V ugm-3
17/09/2019,01:00:00,9.99115,V ugm-3
17/09/2019,02:00:00,10.18655,V ugm-3
17/09/2019,03:00:00,12.76801,V ugm-3
17/09/2019,04:00:00,20.8347,V ugm-3
17/09/2019,05:00:00,48.57439,V ugm-3
17/09/2019,06:00:00,50.90644,V ugm-3
17/09/2019,07:00:00,56.0901,V ugm-3
17/09/2019,08:00:00,55.11543,V ugm-3
17/09/2019,09:00:00,56.57315,V ugm-3
17/09/2019,10:00:00,43.28762,V ugm-3
17/09/2019,11:00:00,40.78252,V ugm-3
17/09/2019,12:00:00,25.79225,V ugm-3
17/09/2019,13:00:00,35.87875,V ugm-3
17/09/2019,14:00:00,41.82572,V ugm-3
17/09/2019,15:00:00,36.31142,V ugm-3
17/09/2019,16:00:00,62.29542,V ugm-3
17/09/2019,17:00:00,47.60348,V ugm-3
17/09/2019,18:00:00,55.46696,V ugm-3
17/09/2019,19:00:00,43.66172,V ugm-3
17/09/2019,20:00:00,57.7222,V ugm-3
17/09/2019,21:00:00,44.16351,V ugm-3
17/09/2019,22:00:00,37.10539,V ugm-3
17/09/2019,23:00:00,64.36023,V ugm-3
17/09/2019,24:00:00,39.43801,V ugm-3
18/09/2019,01:00:00,26.39722,V ugm-3
18/09/2019,02:00:00,18.16053,V ugm-3
18/09/2019,03:00:00,18.93872,V ugm-3
18/09/2019,04:00:00,16.47267,V ugm-3
18/09/2019,05:00:00,29.62586,V ugm-3
18/09/2019,06:00:00,52.73047,V ugm-3
18/09/2019,07:00:00,64.29695,V ugm-3
18/09/2019,08:00:00,54.20987,V ugm-3
18/09/2019,09:00:00,68.31701,V ugm-3
18/09/2019,10:00:00,38.40264,V ugm-3
18/09/2019,11:00:00,68.63697,V ugm-3
18/09/2019,12:00:00,48.97977,V ugm-3
18/09/2019,13:00:00,41.34416,V ugm-3
18/09/2019,14:00:00,44.85844,V ugm-3
18/09/2019,15:00:00,47.17979,V ugm-3
18/09/2019,16:00:00,33.29013,V ugm-3
18/09/2019,17:00:00,53.39813,V ugm-3
18/09/2019,18:00:00,48.52556,V ugm-3
18/09/2019,19:00:00,32.92445,V ugm-3
18/09/2019,20:00:00,37.04135,V ugm-3
18/09/2019,21:00:00,34.48916,V ugm-3
18/09/2019,22:00:00,51.2632,V ugm-3
18/09/2019,23:00:00,48.75157,V ugm-3
18/09/2019,24:00:00,47.56155,V ugm-3
19/09/2019,01:00:00,23.20695,V ugm-3
19/09/2019,02:00:00,22.42886,V ugm-3
19/09/2019,03:00:00,28.62118,V ugm-3
19/09/2019,04:00:00,30.0427,V ugm-3
19/09/2019,05:00:00,34.44631,V ugm-3
19/09/2019,06:00:00,33.83903,V ugm-3
19/09/2019,07:00:00,54.32028,V ugm-3
19/09/2019,08:00:00,66.86785,V ugm-3
19/09/2019,09:00:00,60.71948,V ugm-3
19/09/2019,10:00:00,43.16296,V ugm-3
19/09/2019,11:00:00,45.21779,V ugm-3
19/09/2019,12:00:00,38.07987,V ugm-3
19/09/2019,13:00:00,26.27803,V ugm-3
19/09/2019,14:00:00,27.2099,V ugm-3
19/09/2019,15:00:00,51.44527,V ugm-3
19/09/2019,16:00:00,41.17828,V ugm-3
19/09/2019,17:00:00,42.21625,V ugm-3
19/09/2019,18:00:00,45.84682,V ugm-3
19/09/2019,19:00:00,61.96068,V ugm-3
19/09/2019,20:00:00,67.38151,V ugm-3
19/09/2019,21:00:00,67.32745,V ugm-3
19/09/2019,22:00:00,93.4045,V ugm-3
19/09/2019,23:00:00,84.21409,V ugm-3
19/09/2019,24:00:00,97.44904,V ugm-3
20/09/2019,01:00:00,58.60546,V ugm-3
20/09/2019,02:00:00,43.14014,V ugm-3
20/09/2019,03:00:00,44.3391,V ugm-3
20/09/2019,04:00:00,35.21091,V ugm-3
20/09/2019,05:00:00,42.2168,V ugm-3
20/09/2019,06:00:00,47.90121,V ugm-3
20/09/2019,07:00:00,39.22055,V ugm-3
20/09/2019,08:00:00,58.4041,V ugm-3
20/09/2019,09:00:00,87.6554,V ugm-3
20/09/2019,10:00:00,90.72347,V ugm-3
20/09/2019,11:00:00,89.8401,V ugm-3
20/09/2019,12:00:00,89.39201,V ugm-3
20/09/2019,13:00:00,80.16853,V ugm-3
20/09/2019,14:00:00,46.60027,V ugm-3
20/09/2019,15:00:00,61.24574,V ugm-3
20/09/2019,16:00:00,64.42085,V ugm-3
20/09/2019,17:00:00,131.11536,V ugm-3
20/09/2019,18:00:00,120.34501,V ugm-3
20/09/2019,19:00:00,139.36697,V ugm-3
20/09/2019,20:00:00,124.94054,V ugm-3
20/09/2019,21:00:00,93.40869,V ugm-3
20/09/2019,22:00:00,100.13691,V ugm-3
20/09/2019,23:00:00,99.29129,V ugm-3
20/09/2019,24:00:00,96.50036,V ugm-3
21/09/2019,01:00:00,85.64834,V ugm-3
21/09/2019,02:00:00,76.80584,V ugm-3
21/09/2019,03:00:00,58.92102,V ugm-3
21/09/2019,04:00:00,34.66257,V ugm-3
21/09/2019,05:00:00,41.30073,V ugm-3
21/09/2019,06:00:00,48.0039,V ugm-3
21/09/2019,07:00:00,53.59389,V ugm-3
21/09/2019,08:00:00,47.42732,V ugm-3
21/09/2019,09:00:00,59.17892,V ugm-3
21/09/2019,10:00:00,62.43183,V ugm-3
21/09/2019,11:00:00,67.73059,V ugm-3
21/09/2019,12:00:00,72.42901,V ugm-3
21/09/2019,13:00:00,74.51594,V ugm-3
21/09/2019,14:00:00,57.10224,V ugm-3
21/09/2019,15:00:00,52.39935,V ugm-3
21/09/2019,16:00:00,84.62962,V ugm-3
21/09/2019,17:00:00,106.62525,V ugm-3
21/09/2019,18:00:00,108.25194,V ugm-3
21/09/2019,19:00:00,90.73891,V ugm-3
21/09/2019,20:00:00,85.60254,V ugm-3
21/09/2019,21:00:00,76.457,V ugm-3
21/09/2019,22:00:00,87.51884,V ugm-3
21/09/2019,23:00:00,65.55374,V ugm-3
21/09/2019,24:00:00,47.06234,V ugm-3
22/09/2019,01:00:00,38.39158,V ugm-3
22/09/2019,02:00:00,36.62311,V ugm-3
22/09/2019,03:00:00,39.68487,V ugm-3
22/09/2019,04:00:00,30.11797,V ugm-3
22/09/2019,05:00:00,33.78223,V ugm-3
22/09/2019,06:00:00,28.88145,V ugm-3
22/09/2019,07:00:00,35.73106,V ugm-3
22/09/2019,08:00:00,34.99321,V ugm-3
22/09/2019,09:00:00,33.95486,V ugm-3
22/09/2019,10:00:00,49.84896,V ugm-3
22/09/2019,11:00:00,54.46547,V ugm-3
22/09/2019,12:00:00,64.97787,V ugm-3
22/09/2019,13:00:00,66.49751,V ugm-3
22/09/2019,14:00:00,76.29088,V ugm-3
22/09/2019,15:00:00,81.65957,V ugm-3
22/09/2019,16:00:00,72.18492,V ugm-3
22/09/2019,17:00:00,91.20802,V ugm-3
22/09/2019,18:00:00,81.50754,V ugm-3
22/09/2019,19:00:00,62.29762,V ugm-3
22/09/2019,20:00:00,79.01684,V ugm-3
22/09/2019,21:00:00,79.92535,V ugm-3
22/09/2019,22:00:00,77.09961,V ugm-3
22/09/2019,23:00:00,81.60518,V ugm-3
22/09/2019,24:00:00,65.25829,V ugm-3
23/09/2019,01:00:00,40.14616,V ugm-3
23/09/2019,02:00:00,27.94775,V ugm-3
23/09/2019,03:00:00,29.09716,V ugm-3
23/09/2019,04:00:00,33.69008,V ugm-3
23/09/2019,05:00:00,32.49043,V ugm-3
23/09/2019,06:00:00,49.2708,V ugm-3
23/09/2019,07:00:00,61.09996,V ugm-3
23/09/2019,08:00:00,99.796,V ugm-3
23/09/2019,09:00:00,91.64293,V ugm-3
23/09/2019,10:00:00,59.8925,V ugm-3
23/09/2019,11:00:00,44.22937,V ugm-3
23/09/2019,12:00:00,53.99566,V ugm-3
23/09/2019,13:00:00,39.05107,V ugm-3
23/09/2019,14:00:00,45.76341,V ugm-3
23/09/2019,15:00:00,50.45916,V ugm-3
23/09/2019,16:00:00,45.61798,V ugm-3
23/09/2019,17:00:00,55.16875,V ugm-3
23/09/2019,18:00:00,64.40681,V ugm-3
23/09/2019,19:00:00,68.55781,V ugm-3
23/09/2019,20:00:00,88.33026,V ugm-3
23/09/2019,21:00:00,54.77709,V ugm-3
23/09/2019,22:00:00,68.40207,V ugm-3
23/09/2019,23:00:00,57.15734,V ugm-3
23/09/2019,24:00:00,41.3785,V ugm-3
24/09/2019,01:00:00,29.87539,V ugm-3
24/09/2019,02:00:00,17.06069,V ugm-3
24/09/2019,03:00:00,18.13768,V ugm-3
24/09/2019,04:00:00,20.01655,V ugm-3
24/09/2019,05:00:00,33.98844,V ugm-3
24/09/2019,06:00:00,47.28029,V ugm-3
24/09/2019,07:00:00,53.32252,V ugm-3
24/09/2019,08:00:00,55.62001,V ugm-3
24/09/2019,09:00:00,72.41121,V ugm-3
24/09/2019,10:00:00,68.45444,V ugm-3
24/09/2019,11:00:00,85.3398,V ugm-3
24/09/2019,12:00:00,60.57546,V ugm-3
24/09/2019,13:00:00,85.13981,V ugm-3
24/09/2019,14:00:00,67.33503,V ugm-3
24/09/2019,15:00:00,61.6815,V ugm-3
24/09/2019,16:00:00,55.15343,V ugm-3
24/09/2019,17:00:00,62.36038,V ugm-3
24/09/2019,18:00:00,74.77991,V ugm-3
24/09/2019,19:00:00,100.80392,V ugm-3
24/09/2019,20:00:00,60.73595,V ugm-3
24/09/2019,21:00:00,56.46626,V ugm-3
24/09/2019,22:00:00,41.6159,V ugm-3
24/09/2019,23:00:00,42.97599,V ugm-3
24/09/2019,24:00:00,61.68943,V ugm-3
25/09/2019,01:00:00,30.62373,V ugm-3
25/09/2019,02:00:00,22.86161,V ugm-3
25/09/2019,03:00:00,28.11225,V ugm-3
25/09/2019,04:00:00,24.51788,V ugm-3
25/09/2019,05:00:00,41.09158,V ugm-3
25/09/2019,06:00:00,56.27498,V ugm-3
25/09/2019,07:00:00,48.05124,V ugm-3
25/09/2019,08:00:00,67.2375,V ugm-3
25/09/2019,09:00:00,76.86096,V ugm-3
25/09/2019,10:00:00,89.73581,V ugm-3
25/09/2019,11:00:00,79.20054,V ugm-3
25/09/2019,12:00:00,68.85299,V ugm-3
25/09/2019,13:00:00,59.89644,V ugm-3
25/09/2019,14:00:00,51.1094,V ugm-3
25/09/2019,15:00:00,57.81742,V ugm-3
25/09/2019,16:00:00,46.33886,V ugm-3
25/09/2019,17:00:00,41.01906,V ugm-3
25/09/2019,18:00:00,74.91135,V ugm-3
25/09/2019,19:00:00,98.80253,V ugm-3
25/09/2019,20:00:00,61.83808,V ugm-3
25/09/2019,21:00:00,49.20631,V ugm-3
25/09/2019,22:00:00,37.6041,V ugm-3
25/09/2019,23:00:00,26.57917,V ugm-3
25/09/2019,24:00:00,32.38113,V ugm-3
26/09/2019,01:00:00,35.42981,V ugm-3
26/09/2019,02:00:00,11.67598,V ugm-3
26/09/2019,03:00:00,10.58781,V ugm-3
26/09/2019,04:00:00,10.22799,V ugm-3
26/09/2019,05:00:00,16.09698,V ugm-3
26/09/2019,06:00:00,26.87079,V ugm-3
26/09/2019,07:00:00,39.18422,V ugm-3
26/09/2019,08:00:00,48.47168,V ugm-3
26/09/2019,09:00:00,45.86931,V ugm-3
26/09/2019,10:00:00,22.49319,V ugm-3
26/09/2019,11:00:00,23.7748,V ugm-3
26/09/2019,12:00:00,28.57018,V ugm-3
26/09/2019,13:00:00,27.51015,V ugm-3
26/09/2019,14:00:00,28.02502,V ugm-3
26/09/2019,15:00:00,26.9005,V ugm-3
26/09/2019,16:00:00,41.74994,V ugm-3
26/09/2019,17:00:00,46.18796,V ugm-3
26/09/2019,18:00:00,52.35261,V ugm-3
26/09/2019,19:00:00,59.35364,V ugm-3
26/09/2019,20:00:00,63.23687,V ugm-3
26/09/2019,21:00:00,67.74099,V ugm-3
26/09/2019,22:00:00,32.50839,V ugm-3
26/09/2019,23:00:00,41.61598,V ugm-3
26/09/2019,24:00:00,36.87268,V ugm-3
27/09/2019,01:00:00,15.16163,V ugm-3
27/09/2019,02:00:00,11.05036,V ugm-3
27/09/2019,03:00:00,16.91009,V ugm-3
27/09/2019,04:00:00,17.6459,V ugm-3
27/09/2019,05:00:00,26.48268,V ugm-3
27/09/2019,06:00:00,35.38653,V ugm-3
27/09/2019,07:00:00,65.37784,V ugm-3
27/09/2019,08:00:00,41.40662,V ugm-3
27/09/2019,09:00:00,92.95152,V ugm-3
27/09/2019,10:00:00,40.24421,V ugm-3
27/09/2019,11:00:00,76.9266,V ugm-3
27/09/2019,12:00:00,65.39997,V ugm-3
27/09/2019,13:00:00,85.15815,V ugm-3
27/09/2019,14:00:00,58.98004,V ugm-3
27/09/2019,15:00:00,53.47571,V ugm-3
27/09/2019,16:00:00,48.11916,V ugm-3
27/09/2019,17:00:00,48.72684,V ugm-3
27/09/2019,18:00:00,52.65963,V ugm-3
27/09/2019,19:00:00,50.83564,V ugm-3
27/09/2019,20:00:00,52.0838,V ugm-3
27/09/2019,21:00:00,55.40661,V ugm-3
27/09/2019,22:00:00,62.19157,V ugm-3
27/09/2019,23:00:00,64.20392,V ugm-3
27/09/2019,24:00:00,47.53101,V ugm-3
28/09/2019,01:00:00,53.09218,V ugm-3
28/09/2019,02:00:00,No data,V ugm-3
28/09/2019,03:00:00,44.53573,V ugm-3
28/09/2019,04:00:00,46.00486,V ugm-3
28/09/2019,05:00:00,38.39645,V ugm-3
28/09/2019,06:00:00,35.23235,V ugm-3
28/09/2019,07:00:00,31.26574,V ugm-3
28/09/2019,08:00:00,34.12496,V ugm-3
28/09/2019,09:00:00,30.82887,V ugm-3
28/09/2019,10:00:00,32.73968,V ugm-3
28/09/2019,11:00:00,42.80992,V ugm-3
28/09/2019,12:00:00,42.13131,V ugm-3
28/09/2019,13:00:00,35.0717,V ugm-3
28/09/2019,14:00:00,32.41306,V ugm-3
28/09/2019,15:00:00,35.56926,V ugm-3
28/09/2019,16:00:00,31.2676,V ugm-3
28/09/2019,17:00:00,41.75595,V ugm-3
28/09/2019,18:00:00,50.02787,V ugm-3
28/09/2019,19:00:00,52.75627,V ugm-3
28/09/2019,20:00:00,49.84379,V ugm-3
28/09/2019,21:00:00,70.96798,V ugm-3
28/09/2019,22:00:00,59.5203,V ugm-3
28/09/2019,23:00:00,60.9005,V ugm-3
28/09/2019,24:00:00,40.14656,V ugm-3
29/09/2019,01:00:00,No data,V ugm-3
29/09/2019,02:00:00,50.59604,V ugm-3
29/09/2019,03:00:00,37.65096,V ugm-3
29/09/2019,04:00:00,32.93925,V ugm-3
29/09/2019,05:00:00,38.18289,V ugm-3
29/09/2019,06:00:00,18.73696,V ugm-3
29/09/2019,07:00:00,19.32695,V ugm-3
29/09/2019,08:00:00,23.25574,V ugm-3
29/09/2019,09:00:00,25.36736,V ugm-3
29/09/2019,10:00:00,28.426,V ugm-3
29/09/2019,11:00:00,26.43059,V ugm-3
29/09/2019,12:00:00,24.7496,V ugm-3
29/09/2019,13:00:00,32.42951,V ugm-3
29/09/2019,14:00:00,35.05157,V ugm-3
29/09/2019,15:00:00,39.82039,V ugm-3
29/09/2019,16:00:00,57.84142,V ugm-3
29/09/2019,17:00:00,59.22892,V ugm-3
29/09/2019,18:00:00,62.01102,V ugm-3
29/09/2019,19:00:00,75.71058,V ugm-3
29/09/2019,20:00:00,72.22675,V ugm-3
29/09/2019,21:00:00,67.98934,V ugm-3
29/09/2019,22:00:00,65.05489,V ugm-3
29/09/2019,23:00:00,57.94265,V ugm-3
29/09/2019,24:00:00,43.285,V ugm-3
30/09/2019,01:00:00,35.68121,V ugm-3
30/09/2019,02:00:00,27.09906,V ugm-3
30/09/2019,03:00:00,31.92304,V ugm-3
30/09/2019,04:00:00,28.95282,V ugm-3
30/09/2019,05:00:00,40.13001,V ugm-3
30/09/2019,06:00:00,43.04005,V ugm-3
30/09/2019,07:00:00,61.72679,V ugm-3
30/09/2019,08:00:00,50.9467,V ugm-3
30/09/2019,09:00:00,50.22698,V ugm-3
30/09/2019,10:00:00,36.60194,V ugm-3
30/09/2019,11:00:00,60.93853,V ugm-3
30/09/2019,12:00:00,57.18131,V ugm-3
30/09/2019,13:00:00,51.55872,V ugm-3
30/09/2019,14:00:00,69.72211,V ugm-3
30/09/2019,15:00:00,54.44227,V ugm-3
30/09/2019,16:00:00,53.12543,V ugm-3
30/09/2019,17:00:00,64.06102,V ugm-3
30/09/2019,18:00:00,64.01945,V ugm-3
30/09/2019,19:00:00,52.7542,V ugm-3
30/09/2019,20:00:00,47.88097,V ugm-3
30/09/2019,21:00:00,55.56181,V ugm-3
30/09/2019,22:00:00,44.50245,V ugm-3
30/09/2019,23:00:00,65.25585,V ugm-3
30/09/2019,24:00:00,33.83604,V ugm-3
01/10/2019,01:00:00,14.39267,V ugm-3
01/10/2019,02:00:00,15.85809,V ugm-3
01/10/2019,03:00:00,12.73452,V ugm-3
01/10/2019,04:00:00,13.96866,V ugm-3
01/10/2019,05:00:00,31.35823,V ugm-3
01/10/2019,06:00:00,43.88544,V ugm-3
01/10/2019,07:00:00,55.93349,V ugm-3
01/10/2019,08:00:00,76.65743,V ugm-3
01/10/2019,09:00:00,72.89204,V ugm-3
01/10/2019,10:00:00,68.01048,V ugm-3
01/10/2019,11:00:00,75.49425,V ugm-3
01/10/2019,12:00:00,75.0649,V ugm-3
01/10/2019,13:00:00,83.63189,V ugm-3
01/10/2019,14:00:00,72.82923,V ugm-3
01/10/2019,15:00:00,72.64647,V ugm-3
01/10/2019,16:00:00,63.76065,V ugm-3
01/10/2019,17:00:00,84.74194,V ugm-3
01/10/2019,18:00:00,69.66457,V ugm-3
01/10/2019,19:00:00,78.85175,V ugm-3
01/10/2019,20:00:00,60.21635,V ugm-3
01/10/2019,21:00:00,59.60461,V ugm-3
01/10/2019,22:00:00,64.1868,V ugm-3
01/10/2019,23:00:00,49.98509,V ugm-3
01/10/2019,24:00:00,41.44867,V ugm-3
02/10/2019,01:00:00,40.55541,V ugm-3
02/10/2019,02:00:00,42.63656,V ugm-3
02/10/2019,03:00:00,37.58837,V ugm-3
02/10/2019,04:00:00,27.44352,V ugm-3
02/10/2019,05:00:00,31.63443,V ugm-3
02/10/2019,06:00:00,47.7689,V ugm-3
02/10/2019,07:00:00,61.32121,V ugm-3
02/10/2019,08:00:00,76.54178,V ugm-3
02/10/2019,09:00:00,66.64992,V ugm-3
02/10/2019,10:00:00,45.90703,V ugm-3
02/10/2019,11:00:00,45.2408,V ugm-3
02/10/2019,12:00:00,48.4156,V ugm-3
02/10/2019,13:00:00,41.67584,V ugm-3
02/10/2019,14:00:00,37.8005,V ugm-3
02/10/2019,15:00:00,37.09352,V ugm-3
02/10/2019,16:00:00,38.56313,V ugm-3
02/10/2019,17:00:00,57.42663,V ugm-3
02/10/2019,18:00:00,64.15195,V ugm-3
02/10/2019,19:00:00,60.0721,V ugm-3
02/10/2019,20:00:00,60.13839,V ugm-3
02/10/2019,21:00:00,69.35464,V ugm-3
02/10/2019,22:00:00,67.71489,V ugm-3
02/10/2019,23:00:00,50.37264,V ugm-3
02/10/2019,24:00:00,79.17076,V ugm-3
03/10/2019,01:00:00,34.55732,V ugm-3
03/10/2019,02:00:00,31.2902,V ugm-3
03/10/2019,03:00:00,27.45604,V ugm-3
03/10/2019,04:00:00,22.25134,V ugm-3
03/10/2019,05:00:00,28.80945,V ugm-3
03/10/2019,06:00:00,43.56494,V ugm-3
03/10/2019,07:00:00,61.46372,V ugm-3
03/10/2019,08:00:00,40.12753,V ugm-3
03/10/2019,09:00:00,56.41249,V ugm-3
03/10/2019,10:00:00,60.65038,V ugm-3
03/10/2019,11:00:00,53.95429,V ugm-3
03/10/2019,12:00:00,45.23714,V ugm-3
03/10/2019,13:00:00,No data,V ugm-3
03/10/2019,14:00:00,71.58549,V ugm-3
03/10/2019,15:00:00,48.87231,V ugm-3
03/10/2019,16:00:00,31.44123,V ugm-3
03/10/2019,17:00:00,77.52048,V ugm-3
03/10/2019,18:00:00,84.44996,V ugm-3
03/10/2019,19:00:00,61.81445,V ugm-3
03/10/2019,20:00:00,65.988,V ugm-3
03/10/2019,21:00:00,65.2961,V ugm-3
03/10/2019,22:00:00,64.67635,V ugm-3
03/10/2019,23:00:00,53.87506,V ugm-3
03/10/2019,24:00:00,45.71808,V ugm-3
04/10/2019,01:00:00,34.4164,V ugm-3
04/10/2019,02:00:00,28.41323,V ugm-3
04/10/2019,03:00:00,33.03622,V ugm-3
04/10/2019,04:00:00,27.27966,V ugm-3
04/10/2019,05:00:00,37.26739,V ugm-3
04/10/2019,06:00:00,42.51304,V ugm-3
04/10/2019,07:00:00,75.05059,V ugm-3
04/10/2019,08:00:00,64.39735,V ugm-3
04/10/2019,09:00:00,105.59537,V ugm-3
04/10/2019,10:00:00,119.56678,V ugm-3
04/10/2019,11:00:00,78.37669,V ugm-3
04/10/2019,12:00:00,89.33556,V ugm-3
04/10/2019,13:00:00,94.82472,V ugm-3
04/10/2019,14:00:00,86.39791,V ugm-3
04/10/2019,15:00:00,74.01717,V ugm-3
04/10/2019,16:00:00,85.86387,V ugm-3
04/10/2019,17:00:00,102.56688,V ugm-3
04/10/2019,18:00:00,88.2738,V ugm-3
04/10/2019,19:00:00,62.79884,V ugm-3
04/10/2019,20:00:00,90.90293,V ugm-3
04/10/2019,21:00:00,80.16023,V ugm-3
04/10/2019,22:00:00,82.95169,V ugm-3
04/10/2019,23:00:00,101.80743,V ugm-3
04/10/2019,24:00:00,66.02016,V ugm-3
05/10/2019,01:00:00,91.98015,V ugm-3
05/10/2019,02:00:00,67.36595,V ugm-3
05/10/2019,03:00:00,65.25152,V ugm-3
05/10/2019,04:00:00,42.35105,V ugm-3
05/10/2019,05:00:00,39.63795,V ugm-3
05/10/2019,06:00:00,41.01257,V ugm-3
05/10/2019,07:00:00,57.85967,V ugm-3
05/10/2019,08:00:00,46.69601,V ugm-3
05/10/2019,09:00:00,63.72265,V ugm-3
05/10/2019,10:00:00,70.94048,V ugm-3
05/10/2019,11:00:00,76.04068,V ugm-3
05/10/2019,12:00:00,70.85775,V ugm-3
05/10/2019,13:00:00,66.36141,V ugm-3
05/10/2019,14:00:00,83.67563,V ugm-3
05/10/2019,15:00:00,111.15742,V ugm-3
05/10/2019,16:00:00,80.76799,V ugm-3
05/10/2019,17:00:00,105.46438,V ugm-3
05/10/2019,18:00:00,88.45699,V ugm-3
05/10/2019,19:00:00,100.21108,V ugm-3
05/10/2019,20:00:00,88.13857,V ugm-3
05/10/2019,21:00:00,75.35034,V ugm-3
05/10/2019,22:00:00,89.9496,V ugm-3
05/10/2019,23:00:00,81.25256,V ugm-3
05/10/2019,24:00:00,64.54969,V ugm-3
06/10/2019,01:00:00,62.19575,V ugm-3
06/10/2019,02:00:00,65.27171,V ugm-3
06/10/2019,03:00:00,64.84,V ugm-3
06/10/2019,04:00:00,50.56448,V ugm-3
06/10/2019,05:00:00,28.48866,V ugm-3
06/10/2019,06:00:00,35.59338,V ugm-3
06/10/2019,07:00:00,41.17033,V ugm-3
06/10/2019,08:00:00,42.36309,V ugm-3
06/10/2019,09:00:00,51.54966,V ugm-3
06/10/2019,10:00:00,53.72923,V ugm-3
06/10/2019,11:00:00,54.91349,V ugm-3
06/10/2019,12:00:00,47.06288,V ugm-3
06/10/2019,13:00:00,48.27956,V ugm-3
06/10/2019,14:00:00,78.47423,V ugm-3
06/10/2019,15:00:00,88.41142,V ugm-3
06/10/2019,16:00:00,78.22889,V ugm-3
06/10/2019,17:00:00,72.88166,V ugm-3
06/10/2019,18:00:00,74.5913,V ugm-3
06/10/2019,19:00:00,79.71729,V ugm-3
06/10/2019,20:00:00,73.2928,V ugm-3
06/10/2019,21:00:00,74.82765,V ugm-3
06/10/2019,22:00:00,82.63153,V ugm-3
06/10/2019,23:00:00,39.75229,V ugm-3
06/10/2019,24:00:00,27.18834,V ugm-3
07/10/2019,01:00:00,15.44065,V ugm-3
07/10/2019,02:00:00,37.17657,V ugm-3
07/10/2019,03:00:00,12.6461,V ugm-3
07/10/2019,04:00:00,11.40575,V ugm-3
07/10/2019,05:00:00,25.01444,V ugm-3
07/10/2019,06:00:00,46.41616,V ugm-3
07/10/2019,07:00:00,54.50937,V ugm-3
07/10/2019,08:00:00,67.73488,V ugm-3
07/10/2019,09:00:00,61.50136,V ugm-3
07/10/2019,10:00:00,63.67774,V ugm-3
07/10/2019,11:00:00,65.79577,V ugm-3
07/10/2019,12:00:00,59.31605,V ugm-3
07/10/2019,13:00:00,43.54527,V ugm-3
07/10/2019,14:00:00,21.58667,V ugm-3
07/10/2019,15:00:00,24.65357,V ugm-3
07/10/2019,16:00:00,29.97194,V ugm-3
07/10/2019,17:00:00,32.94824,V ugm-3
07/10/2019,18:00:00,20.93298,V ugm-3
07/10/2019,19:00:00,27.80341,V ugm-3
07/10/2019,20:00:00,27.64918,V ugm-3
07/10/2019,21:00:00,19.78116,V ugm-3
07/10/2019,22:00:00,16.44338,V ugm-3
07/10/2019,23:00:00,17.6464,V ugm-3
07/10/2019,24:00:00,11.22699,V ugm-3
08/10/2019,01:00:00,7.95936,V ugm-3
08/10/2019,02:00:00,9.21591,V ugm-3
08/10/2019,03:00:00,8.57215,V ugm-3
08/10/2019,04:00:00,6.44558,V ugm-3
08/10/2019,05:00:00,12.89413,V ugm-3
08/10/2019,06:00:00,20.71016,V ugm-3
08/10/2019,07:00:00,30.85682,V ugm-3
08/10/2019,08:00:00,45.31762,V ugm-3
08/10/2019,09:00:00,34.13149,V ugm-3
08/10/2019,10:00:00,29.51835,V ugm-3
08/10/2019,11:00:00,20.06636,V ugm-3
08/10/2019,12:00:00,24.98024,V ugm-3
08/10/2019,13:00:00,20.63648,V ugm-3
08/10/2019,14:00:00,24.44968,V ugm-3
08/10/2019,15:00:00,26.79227,V ugm-3
08/10/2019,16:00:00,33.2335,V ugm-3
08/10/2019,17:00:00,43.5592,V ugm-3
08/10/2019,18:00:00,36.2093,V ugm-3
08/10/2019,19:00:00,22.98929,V ugm-3
08/10/2019,20:00:00,28.55056,V ugm-3
08/10/2019,21:00:00,22.3358,V ugm-3
08/10/2019,22:00:00,17.08522,V ugm-3
08/10/2019,23:00:00,13.7614,V ugm-3
08/10/2019,24:00:00,10.40908,V ugm-3
09/10/2019,01:00:00,5.94482,V ugm-3
09/10/2019,02:00:00,5.99957,V ugm-3
09/10/2019,03:00:00,7.89361,V ugm-3
09/10/2019,04:00:00,7.59103,V ugm-3
09/10/2019,05:00:00,12.51171,V ugm-3
09/10/2019,06:00:00,20.88349,V ugm-3
09/10/2019,07:00:00,31.27211,V ugm-3
09/10/2019,08:00:00,46.63151,V ugm-3
09/10/2019,09:00:00,48.18118,V ugm-3
09/10/2019,10:00:00,29.8577,V ugm-3
09/10/2019,11:00:00,29.11012,V ugm-3
09/10/2019,12:00:00,33.54306,V ugm-3
09/10/2019,13:00:00,31.72948,V ugm-3
09/10/2019,14:00:00,33.33789,V ugm-3
09/10/2019,15:00:00,35.03566,V ugm-3
09/10/2019,16:00:00,37.488,V ugm-3
09/10/2019,17:00:00,39.03032,V ugm-3
09/10/2019,18:00:00,45.4783,V ugm-3
09/10/2019,19:00:00,40.7882,V ugm-3
09/10/2019,20:00:00,28.80974,V ugm-3
09/10/2019,21:00:00,28.70562,V ugm-3
09/10/2019,22:00:00,25.6097,V ugm-3
09/10/2019,23:00:00,19.70055,V ugm-3
09/10/2019,24:00:00,11.38089,V ugm-3
10/10/2019,01:00:00,7.21026,V ugm-3
10/10/2019,02:00:00,5.50202,V ugm-3
10/10/2019,03:00:00,6.63782,V ugm-3
