,,Glasgow Kerbside,
Date,Time,Nitrogen dioxide,Status
29/08/2017,18:00:00,38.44845,V ugm-3
29/08/2017,19:00:00,36.2946,V ugm-3
29/08/2017,20:00:00,34.57482,V ugm-3
29/08/2017,21:00:00,42.5908,V ugm-3
29/08/2017,22:00:00,54.42779,V ugm-3
29/08/2017,23:00:00,57.16737,V ugm-3
29/08/2017,24:00:00,39.32225,V ugm-3
30/08/2017,01:00:00,18.4795,V ugm-3
30/08/2017,02:00:00,12.84421,V ugm-3
30/08/2017,03:00:00,12.98384,V ugm-3
30/08/2017,04:00:00,19.2391,V ugm-3
30/08/2017,05:00:00,22.11165,V ugm-3
30/08/2017,06:00:00,44.84735,V ugm-3
30/08/2017,07:00:00,80.19433,V ugm-3
30/08/2017,08:00:00,78.06923,V ugm-3
30/08/2017,09:00:00,77.95234,V ugm-3
30/08/2017,10:00:00,57.20279,V ugm-3
30/08/2017,11:00:00,67.2862,V ugm-3
30/08/2017,12:00:00,48.5382,V ugm-3
30/08/2017,13:00:00,44.58476,V ugm-3
30/08/2017,14:00:00,37.94532,V ugm-3
30/08/2017,15:00:00,44.06171,V ugm-3
30/08/2017,16:00:00,82.299,V ugm-3
30/08/2017,17:00:00,64.07777,V ugm-3
30/08/2017,18:00:00,74.33349,V ugm-3
30/08/2017,19:00:00,40.28827,V ugm-3
30/08/2017,20:00:00,48.63637,V ugm-3
30/08/2017,21:00:00,78.89624,V ugm-3
30/08/2017,22:00:00,53.45627,V ugm-3
30/08/2017,23:00:00,43.95585,V ugm-3
30/08/2017,24:00:00,38.03212,V ugm-3
31/08/2017,01:00:00,37.07864,V ugm-3
31/08/2017,02:00:00,29.72931,V ugm-3
31/08/2017,03:00:00,22.63247,V ugm-3
31/08/2017,04:00:00,36.68789,V ugm-3
31/08/2017,05:00:00,36.98863,V ugm-3
31/08/2017,06:00:00,53.5096,V ugm-3
31/08/2017,07:00:00,101.27699,V ugm-3
31/08/2017,08:00:00,65.91066,V ugm-3
31/08/2017,09:00:00,49.562,V ugm-3
31/08/2017,10:00:00,41.94513,V ugm-3
31/08/2017,11:00:00,44.02954,V ugm-3
31/08/2017,12:00:00,34.66655,V ugm-3
31/08/2017,13:00:00,64.80178,V ugm-3
31/08/2017,14:00:00,41.98904,V ugm-3
31/08/2017,15:00:00,33.80316,V ugm-3
31/08/2017,16:00:00,44.92909,V ugm-3
31/08/2017,17:00:00,52.57785,V ugm-3
31/08/2017,18:00:00,39.16932,V ugm-3
31/08/2017,19:00:00,38.44846,V ugm-3
31/08/2017,20:00:00,48.0649,V ugm-3
31/08/2017,21:00:00,50.92583,V ugm-3
31/08/2017,22:00:00,80.65385,V ugm-3
31/08/2017,23:00:00,64.07909,V ugm-3
31/08/2017,24:00:00,38.63447,V ugm-3
01/09/2017,01:00:00,36.81679,V ugm-3
01/09/2017,02:00:00,26.2859,V ugm-3
01/09/2017,03:00:00,21.02883,V ugm-3
01/09/2017,04:00:00,17.83051,V ugm-3
01/09/2017,05:00:00,25.32383,V ugm-3
01/09/2017,06:00:00,38.79978,V ugm-3
01/09/2017,07:00:00,52.30744,V ugm-3
01/09/2017,08:00:00,45.75695,V ugm-3
01/09/2017,09:00:00,52.51295,V ugm-3
01/09/2017,10:00:00,44.21873,V ugm-3
01/09/2017,11:00:00,41.00997,V ugm-3
01/09/2017,12:00:00,55.32348,V ugm-3
01/09/2017,13:00:00,42.21754,V ugm-3
01/09/2017,14:00:00,37.57134,V ugm-3
01/09/2017,15:00:00,46.53383,V ugm-3
01/09/2017,16:00:00,36.1187,V ugm-3
01/09/2017,17:00:00,64.44328,V ugm-3
01/09/2017,18:00:00,51.89828,V ugm-3
01/09/2017,19:00:00,57.70391,V ugm-3
01/09/2017,20:00:00,42.80046,V ugm-3
01/09/2017,21:00:00,37.78814,V ugm-3
01/09/2017,22:00:00,48.42335,V ugm-3
01/09/2017,23:00:00,56.60795,V ugm-3
01/09/2017,24:00:00,37.13333,V ugm-3
02/09/2017,01:00:00,42.9834,V ugm-3
02/09/2017,02:00:00,48.9084,V ugm-3
02/09/2017,03:00:00,49.65371,V ugm-3
02/09/2017,04:00:00,29.76384,V ugm-3
02/09/2017,05:00:00,37.60348,V ugm-3
02/09/2017,06:00:00,34.7351,V ugm-3
02/09/2017,07:00:00,48.94145,V ugm-3
02/09/2017,08:00:00,52.87093,V ugm-3
02/09/2017,09:00:00,49.48767,V ugm-3
02/09/2017,10:00:00,66.68636,V ugm-3
02/09/2017,11:00:00,44.17193,V ugm-3
02/09/2017,12:00:00,56.88473,V ugm-3
02/09/2017,13:00:00,57.88117,V ugm-3
02/09/2017,14:00:00,40.11126,V ugm-3
02/09/2017,15:00:00,60.96787,V ugm-3
02/09/2017,16:00:00,92.90221,V ugm-3
02/09/2017,17:00:00,82.74308,V ugm-3
02/09/2017,18:00:00,64.14285,V ugm-3
02/09/2017,19:00:00,66.134,V ugm-3
02/09/2017,20:00:00,No data,V ugm-3
02/09/2017,21:00:00,75.27562,V ugm-3
02/09/2017,22:00:00,57.71092,V ugm-3
02/09/2017,23:00:00,62.33591,V ugm-3
02/09/2017,24:00:00,49.93905,V ugm-3
03/09/2017,01:00:00,46.56781,V ugm-3
03/09/2017,02:00:00,42.76533,V ugm-3
03/09/2017,03:00:00,39.14455,V ugm-3
03/09/2017,04:00:00,37.48518,V ugm-3
03/09/2017,05:00:00,23.43548,V ugm-3
03/09/2017,06:00:00,41.98092,V ugm-3
03/09/2017,07:00:00,37.5397,V ugm-3
03/09/2017,08:00:00,71.95667,V ugm-3
03/09/2017,09:00:00,51.75706,V ugm-3
03/09/2017,10:00:00,51.5138,V ugm-3
03/09/2017,11:00:00,49.64883,V ugm-3
03/09/2017,12:00:00,68.66656,V ugm-3
03/09/2017,13:00:00,83.0633,V ugm-3
03/09/2017,14:00:00,80.95855,V ugm-3
03/09/2017,15:00:00,95.71571,V ugm-3
03/09/2017,16:00:00,76.94901,V ugm-3
03/09/2017,17:00:00,81.26977,V ugm-3
03/09/2017,18:00:00,82.41461,V ugm-3
03/09/2017,19:00:00,78.51215,V ugm-3
03/09/2017,20:00:00,47.4765,V ugm-3
03/09/2017,21:00:00,66.53064,V ugm-3
03/09/2017,22:00:00,72.19199,V ugm-3
03/09/2017,23:00:00,90.0271,V ugm-3
03/09/2017,24:00:00,44.70754,V ugm-3
04/09/2017,01:00:00,22.42692,V ugm-3
04/09/2017,02:00:00,14.89567,V ugm-3
04/09/2017,03:00:00,21.62919,V ugm-3
04/09/2017,04:00:00,32.12335,V ugm-3
04/09/2017,05:00:00,41.20171,V ugm-3
04/09/2017,06:00:00,70.40223,V ugm-3
04/09/2017,07:00:00,81.44,V ugm-3
04/09/2017,08:00:00,91.79088,V ugm-3
04/09/2017,09:00:00,83.38547,V ugm-3
04/09/2017,10:00:00,78.55335,V ugm-3
04/09/2017,11:00:00,88.79624,V ugm-3
04/09/2017,12:00:00,68.45493,V ugm-3
04/09/2017,13:00:00,64.35728,V ugm-3
04/09/2017,14:00:00,67.69052,V ugm-3
04/09/2017,15:00:00,45.3822,V ugm-3
04/09/2017,16:00:00,38.95969,V ugm-3
04/09/2017,17:00:00,55.68632,V ugm-3
04/09/2017,18:00:00,70.97914,V ugm-3
04/09/2017,19:00:00,82.11509,V ugm-3
04/09/2017,20:00:00,61.51194,V ugm-3
04/09/2017,21:00:00,68.0347,V ugm-3
04/09/2017,22:00:00,58.73397,V ugm-3
04/09/2017,23:00:00,57.17392,V ugm-3
04/09/2017,24:00:00,41.62892,V ugm-3
05/09/2017,01:00:00,23.24197,V ugm-3
05/09/2017,02:00:00,35.07914,V ugm-3
05/09/2017,03:00:00,43.57544,V ugm-3
05/09/2017,04:00:00,35.05144,V ugm-3
05/09/2017,05:00:00,33.10734,V ugm-3
05/09/2017,06:00:00,39.68479,V ugm-3
05/09/2017,07:00:00,70.90206,V ugm-3
05/09/2017,08:00:00,74.30066,V ugm-3
05/09/2017,09:00:00,73.34851,V ugm-3
05/09/2017,10:00:00,62.7039,V ugm-3
05/09/2017,11:00:00,50.68556,V ugm-3
05/09/2017,12:00:00,35.86389,V ugm-3
05/09/2017,13:00:00,50.18648,V ugm-3
05/09/2017,14:00:00,44.74367,V ugm-3
05/09/2017,15:00:00,38.37135,V ugm-3
05/09/2017,16:00:00,42.2724,V ugm-3
05/09/2017,17:00:00,45.04016,V ugm-3
05/09/2017,18:00:00,41.90815,V ugm-3
05/09/2017,19:00:00,46.63746,V ugm-3
05/09/2017,20:00:00,42.78869,V ugm-3
05/09/2017,21:00:00,44.02254,V ugm-3
05/09/2017,22:00:00,45.10529,V ugm-3
05/09/2017,23:00:00,31.47457,V ugm-3
05/09/2017,24:00:00,15.70797,V ugm-3
06/09/2017,01:00:00,15.52551,V ugm-3
06/09/2017,02:00:00,9.57714,V ugm-3
06/09/2017,03:00:00,11.30597,V ugm-3
06/09/2017,04:00:00,13.62236,V ugm-3
06/09/2017,05:00:00,23.81727,V ugm-3
06/09/2017,06:00:00,59.19709,V ugm-3
06/09/2017,07:00:00,84.65483,V ugm-3
06/09/2017,08:00:00,54.16498,V ugm-3
06/09/2017,09:00:00,79.99388,V ugm-3
06/09/2017,10:00:00,50.91985,V ugm-3
06/09/2017,11:00:00,42.57317,V ugm-3
06/09/2017,12:00:00,28.96386,V ugm-3
06/09/2017,13:00:00,23.26322,V ugm-3
06/09/2017,14:00:00,45.21385,V ugm-3
06/09/2017,15:00:00,45.90253,V ugm-3
06/09/2017,16:00:00,41.61847,V ugm-3
06/09/2017,17:00:00,65.119,V ugm-3
06/09/2017,18:00:00,32.98228,V ugm-3
06/09/2017,19:00:00,40.67522,V ugm-3
06/09/2017,20:00:00,35.57069,V ugm-3
06/09/2017,21:00:00,40.43078,V ugm-3
06/09/2017,22:00:00,54.59171,V ugm-3
06/09/2017,23:00:00,61.36944,V ugm-3
06/09/2017,24:00:00,36.65811,V ugm-3
07/09/2017,01:00:00,19.92673,V ugm-3
07/09/2017,02:00:00,14.07088,V ugm-3
07/09/2017,03:00:00,19.83646,V ugm-3
07/09/2017,04:00:00,17.64573,V ugm-3
07/09/2017,05:00:00,25.33442,V ugm-3
07/09/2017,06:00:00,50.82868,V ugm-3
07/09/2017,07:00:00,48.15139,V ugm-3
07/09/2017,08:00:00,44.21497,V ugm-3
07/09/2017,09:00:00,86.95779,V ugm-3
07/09/2017,10:00:00,66.71218,V ugm-3
07/09/2017,11:00:00,65.90913,V ugm-3
07/09/2017,12:00:00,78.32006,V ugm-3
07/09/2017,13:00:00,63.98925,V ugm-3
07/09/2017,14:00:00,60.79026,V ugm-3
07/09/2017,15:00:00,63.40607,V ugm-3
07/09/2017,16:00:00,63.95649,V ugm-3
07/09/2017,17:00:00,47.48579,V ugm-3
07/09/2017,18:00:00,64.96975,V ugm-3
07/09/2017,19:00:00,42.43275,V ugm-3
07/09/2017,20:00:00,40.24632,V ugm-3
07/09/2017,21:00:00,39.61889,V ugm-3
07/09/2017,22:00:00,55.89216,V ugm-3
07/09/2017,23:00:00,31.251,V ugm-3
07/09/2017,24:00:00,32.04443,V ugm-3
08/09/2017,01:00:00,9.62306,V ugm-3
08/09/2017,02:00:00,8.63627,V ugm-3
08/09/2017,03:00:00,15.59636,V ugm-3
08/09/2017,04:00:00,20.15007,V ugm-3
08/09/2017,05:00:00,32.49444,V ugm-3
08/09/2017,06:00:00,43.76744,V ugm-3
08/09/2017,07:00:00,69.42229,V ugm-3
08/09/2017,08:00:00,63.48065,V ugm-3
08/09/2017,09:00:00,74.80211,V ugm-3
08/09/2017,10:00:00,69.34424,V ugm-3
08/09/2017,11:00:00,41.97958,V ugm-3
08/09/2017,12:00:00,43.37755,V ugm-3
08/09/2017,13:00:00,36.22093,V ugm-3
08/09/2017,14:00:00,37.55305,V ugm-3
08/09/2017,15:00:00,43.40751,V ugm-3
08/09/2017,16:00:00,39.07958,V ugm-3
08/09/2017,17:00:00,38.67915,V ugm-3
08/09/2017,18:00:00,47.27975,V ugm-3
08/09/2017,19:00:00,60.88331,V ugm-3
08/09/2017,20:00:00,74.01559,V ugm-3
08/09/2017,21:00:00,43.71624,V ugm-3
08/09/2017,22:00:00,44.13057,V ugm-3
08/09/2017,23:00:00,54.36654,V ugm-3
08/09/2017,24:00:00,68.25974,V ugm-3
09/09/2017,01:00:00,65.55807,V ugm-3
09/09/2017,02:00:00,35.48723,V ugm-3
09/09/2017,03:00:00,43.93918,V ugm-3
09/09/2017,04:00:00,36.33521,V ugm-3
09/09/2017,05:00:00,31.6699,V ugm-3
09/09/2017,06:00:00,44.33392,V ugm-3
09/09/2017,07:00:00,51.42519,V ugm-3
09/09/2017,08:00:00,51.08116,V ugm-3
09/09/2017,09:00:00,41.11329,V ugm-3
09/09/2017,10:00:00,45.84233,V ugm-3
09/09/2017,11:00:00,33.53346,V ugm-3
09/09/2017,12:00:00,63.12222,V ugm-3
09/09/2017,13:00:00,47.51054,V ugm-3
09/09/2017,14:00:00,59.9735,V ugm-3
09/09/2017,15:00:00,38.65675,V ugm-3
09/09/2017,16:00:00,51.20699,V ugm-3
09/09/2017,17:00:00,50.35673,V ugm-3
09/09/2017,18:00:00,73.30653,V ugm-3
09/09/2017,19:00:00,52.89787,V ugm-3
09/09/2017,20:00:00,46.75741,V ugm-3
09/09/2017,21:00:00,40.45056,V ugm-3
09/09/2017,22:00:00,56.99943,V ugm-3
09/09/2017,23:00:00,59.87703,V ugm-3
09/09/2017,24:00:00,61.6828,V ugm-3
10/09/2017,01:00:00,51.68387,V ugm-3
10/09/2017,02:00:00,32.57569,V ugm-3
10/09/2017,03:00:00,24.03853,V ugm-3
10/09/2017,04:00:00,23.85805,V ugm-3
10/09/2017,05:00:00,14.06496,V ugm-3
10/09/2017,06:00:00,22.68419,V ugm-3
10/09/2017,07:00:00,38.88308,V ugm-3
10/09/2017,08:00:00,23.70626,V ugm-3
10/09/2017,09:00:00,28.04811,V ugm-3
10/09/2017,10:00:00,28.9878,V ugm-3
10/09/2017,11:00:00,52.77131,V ugm-3
10/09/2017,12:00:00,34.1377,V ugm-3
10/09/2017,13:00:00,32.72584,V ugm-3
10/09/2017,14:00:00,31.66219,V ugm-3
10/09/2017,15:00:00,19.34815,V ugm-3
10/09/2017,16:00:00,30.80882,V ugm-3
10/09/2017,17:00:00,36.77006,V ugm-3
10/09/2017,18:00:00,41.97243,V ugm-3
10/09/2017,19:00:00,30.61481,V ugm-3
10/09/2017,20:00:00,25.74537,V ugm-3
10/09/2017,21:00:00,46.70362,V ugm-3
10/09/2017,22:00:00,18.73565,V ugm-3
10/09/2017,23:00:00,31.46487,V ugm-3
10/09/2017,24:00:00,19.49444,V ugm-3
11/09/2017,01:00:00,12.85436,V ugm-3
11/09/2017,02:00:00,14.03545,V ugm-3
11/09/2017,03:00:00,13.15916,V ugm-3
11/09/2017,04:00:00,11.81476,V ugm-3
11/09/2017,05:00:00,27.60304,V ugm-3
11/09/2017,06:00:00,51.55122,V ugm-3
11/09/2017,07:00:00,50.53939,V ugm-3
11/09/2017,08:00:00,65.4297,V ugm-3
11/09/2017,09:00:00,51.22801,V ugm-3
11/09/2017,10:00:00,40.79821,V ugm-3
11/09/2017,11:00:00,40.40987,V ugm-3
11/09/2017,12:00:00,63.11515,V ugm-3
11/09/2017,13:00:00,40.21036,V ugm-3
11/09/2017,14:00:00,52.64546,V ugm-3
11/09/2017,15:00:00,41.08403,V ugm-3
11/09/2017,16:00:00,51.39329,V ugm-3
11/09/2017,17:00:00,39.78825,V ugm-3
11/09/2017,18:00:00,24.63982,V ugm-3
11/09/2017,19:00:00,27.06545,V ugm-3
11/09/2017,20:00:00,25.62856,V ugm-3
11/09/2017,21:00:00,23.20968,V ugm-3
11/09/2017,22:00:00,24.6733,V ugm-3
11/09/2017,23:00:00,18.15481,V ugm-3
11/09/2017,24:00:00,13.79118,V ugm-3
12/09/2017,01:00:00,9.14604,V ugm-3
12/09/2017,02:00:00,11.44685,V ugm-3
12/09/2017,03:00:00,12.10528,V ugm-3
12/09/2017,04:00:00,5.45678,V ugm-3
12/09/2017,05:00:00,16.021,V ugm-3
12/09/2017,06:00:00,28.3235,V ugm-3
12/09/2017,07:00:00,66.6732,V ugm-3
12/09/2017,08:00:00,68.19045,V ugm-3
12/09/2017,09:00:00,55.71377,V ugm-3
12/09/2017,10:00:00,47.34797,V ugm-3
12/09/2017,11:00:00,41.04087,V ugm-3
12/09/2017,12:00:00,34.23304,V ugm-3
12/09/2017,13:00:00,47.3231,V ugm-3
12/09/2017,14:00:00,47.17696,V ugm-3
12/09/2017,15:00:00,56.51745,V ugm-3
12/09/2017,16:00:00,66.04891,V ugm-3
12/09/2017,17:00:00,68.06416,V ugm-3
12/09/2017,18:00:00,77.70625,V ugm-3
12/09/2017,19:00:00,81.88134,V ugm-3
12/09/2017,20:00:00,91.36433,V ugm-3
12/09/2017,21:00:00,65.67981,V ugm-3
12/09/2017,22:00:00,102.65512,V ugm-3
12/09/2017,23:00:00,109.5409,V ugm-3
12/09/2017,24:00:00,58.14561,V ugm-3
13/09/2017,01:00:00,45.49968,V ugm-3
13/09/2017,02:00:00,32.95755,V ugm-3
13/09/2017,03:00:00,17.43192,V ugm-3
13/09/2017,04:00:00,12.15615,V ugm-3
13/09/2017,05:00:00,22.51852,V ugm-3
13/09/2017,06:00:00,39.99913,V ugm-3
13/09/2017,07:00:00,60.99096,V ugm-3
13/09/2017,08:00:00,64.18162,V ugm-3
13/09/2017,09:00:00,63.25201,V ugm-3
13/09/2017,10:00:00,58.41219,V ugm-3
13/09/2017,11:00:00,45.65891,V ugm-3
13/09/2017,12:00:00,42.42126,V ugm-3
13/09/2017,13:00:00,53.81597,V ugm-3
13/09/2017,14:00:00,59.12522,V ugm-3
13/09/2017,15:00:00,47.67453,V ugm-3
13/09/2017,16:00:00,53.91801,V ugm-3
13/09/2017,17:00:00,58.59883,V ugm-3
13/09/2017,18:00:00,57.8489,V ugm-3
13/09/2017,19:00:00,49.57863,V ugm-3
13/09/2017,20:00:00,46.86892,V ugm-3
13/09/2017,21:00:00,63.89882,V ugm-3
13/09/2017,22:00:00,62.47647,V ugm-3
13/09/2017,23:00:00,53.19257,V ugm-3
13/09/2017,24:00:00,36.38762,V ugm-3
14/09/2017,01:00:00,31.17437,V ugm-3
14/09/2017,02:00:00,18.67336,V ugm-3
14/09/2017,03:00:00,24.03495,V ugm-3
14/09/2017,04:00:00,22.26188,V ugm-3
14/09/2017,05:00:00,32.52334,V ugm-3
14/09/2017,06:00:00,42.15393,V ugm-3
14/09/2017,07:00:00,63.0466,V ugm-3
14/09/2017,08:00:00,58.35223,V ugm-3
14/09/2017,09:00:00,42.11656,V ugm-3
14/09/2017,10:00:00,40.39265,V ugm-3
14/09/2017,11:00:00,62.95377,V ugm-3
14/09/2017,12:00:00,38.47371,V ugm-3
14/09/2017,13:00:00,40.98501,V ugm-3
14/09/2017,14:00:00,36.89507,V ugm-3
14/09/2017,15:00:00,36.54997,V ugm-3
14/09/2017,16:00:00,43.39819,V ugm-3
14/09/2017,17:00:00,67.61388,V ugm-3
14/09/2017,18:00:00,65.60787,V ugm-3
14/09/2017,19:00:00,50.47676,V ugm-3
14/09/2017,20:00:00,63.0533,V ugm-3
14/09/2017,21:00:00,43.16046,V ugm-3
14/09/2017,22:00:00,58.35709,V ugm-3
14/09/2017,23:00:00,60.12855,V ugm-3
14/09/2017,24:00:00,32.47523,V ugm-3
15/09/2017,01:00:00,25.1751,V ugm-3
15/09/2017,02:00:00,24.91206,V ugm-3
15/09/2017,03:00:00,29.39951,V ugm-3
15/09/2017,04:00:00,29.69525,V ugm-3
15/09/2017,05:00:00,34.33057,V ugm-3
15/09/2017,06:00:00,58.00075,V ugm-3
15/09/2017,07:00:00,77.97258,V ugm-3
15/09/2017,08:00:00,74.07691,V ugm-3
15/09/2017,09:00:00,58.09926,V ugm-3
15/09/2017,10:00:00,56.47201,V ugm-3
15/09/2017,11:00:00,41.67846,V ugm-3
15/09/2017,12:00:00,46.06793,V ugm-3
15/09/2017,13:00:00,69.39239,V ugm-3
15/09/2017,14:00:00,64.36245,V ugm-3
15/09/2017,15:00:00,88.62461,V ugm-3
15/09/2017,16:00:00,65.20131,V ugm-3
15/09/2017,17:00:00,83.54492,V ugm-3
15/09/2017,18:00:00,60.5653,V ugm-3
15/09/2017,19:00:00,62.63611,V ugm-3
15/09/2017,20:00:00,55.83061,V ugm-3
15/09/2017,21:00:00,80.68483,V ugm-3
15/09/2017,22:00:00,107.65866,V ugm-3
15/09/2017,23:00:00,76.69168,V ugm-3
15/09/2017,24:00:00,75.60545,V ugm-3
16/09/2017,01:00:00,79.06696,V ugm-3
16/09/2017,02:00:00,52.48763,V ugm-3
16/09/2017,03:00:00,59.77801,V ugm-3
16/09/2017,04:00:00,47.76681,V ugm-3
16/09/2017,05:00:00,48.94605,V ugm-3
16/09/2017,06:00:00,59.67901,V ugm-3
16/09/2017,07:00:00,52.46814,V ugm-3
16/09/2017,08:00:00,59.40401,V ugm-3
16/09/2017,09:00:00,64.91023,V ugm-3
16/09/2017,10:00:00,71.4676,V ugm-3
16/09/2017,11:00:00,58.90874,V ugm-3
16/09/2017,12:00:00,54.64027,V ugm-3
16/09/2017,13:00:00,46.00157,V ugm-3
16/09/2017,14:00:00,67.79726,V ugm-3
16/09/2017,15:00:00,88.28821,V ugm-3
16/09/2017,16:00:00,74.72639,V ugm-3
16/09/2017,17:00:00,65.79794,V ugm-3
16/09/2017,18:00:00,125.88893,V ugm-3
16/09/2017,19:00:00,134.53468,V ugm-3
16/09/2017,20:00:00,80.68673,V ugm-3
16/09/2017,21:00:00,89.75198,V ugm-3
16/09/2017,22:00:00,123.35956,V ugm-3
16/09/2017,23:00:00,103.21606,V ugm-3
16/09/2017,24:00:00,93.25907,V ugm-3
17/09/2017,01:00:00,74.08359,V ugm-3
17/09/2017,02:00:00,61.53568,V ugm-3
17/09/2017,03:00:00,51.23805,V ugm-3
17/09/2017,04:00:00,45.92171,V ugm-3
17/09/2017,05:00:00,37.91583,V ugm-3
17/09/2017,06:00:00,30.47838,V ugm-3
17/09/2017,07:00:00,31.56134,V ugm-3
17/09/2017,08:00:00,43.8473,V ugm-3
17/09/2017,09:00:00,43.50677,V ugm-3
17/09/2017,10:00:00,40.64008,V ugm-3
17/09/2017,11:00:00,36.55453,V ugm-3
17/09/2017,12:00:00,35.69906,V ugm-3
17/09/2017,13:00:00,50.10938,V ugm-3
17/09/2017,14:00:00,71.13499,V ugm-3
17/09/2017,15:00:00,68.71672,V ugm-3
17/09/2017,16:00:00,44.8971,V ugm-3
17/09/2017,17:00:00,78.45908,V ugm-3
17/09/2017,18:00:00,91.68435,V ugm-3
17/09/2017,19:00:00,80.30186,V ugm-3
17/09/2017,20:00:00,57.63853,V ugm-3
17/09/2017,21:00:00,62.7937,V ugm-3
17/09/2017,22:00:00,93.60081,V ugm-3
17/09/2017,23:00:00,92.07809,V ugm-3
17/09/2017,24:00:00,51.5453,V ugm-3
18/09/2017,01:00:00,38.30975,V ugm-3
18/09/2017,02:00:00,25.98794,V ugm-3
18/09/2017,03:00:00,24.86065,V ugm-3
18/09/2017,04:00:00,26.64621,V ugm-3
18/09/2017,05:00:00,27.39041,V ugm-3
18/09/2017,06:00:00,51.71417,V ugm-3
18/09/2017,07:00:00,78.37563,V ugm-3
18/09/2017,08:00:00,76.09605,V ugm-3
18/09/2017,09:00:00,74.72094,V ugm-3
18/09/2017,10:00:00,66.78393,V ugm-3
18/09/2017,11:00:00,49.29088,V ugm-3
18/09/2017,12:00:00,46.7362,V ugm-3
18/09/2017,13:00:00,88.15037,V ugm-3
18/09/2017,14:00:00,89.98194,V ugm-3
18/09/2017,15:00:00,79.88125,V ugm-3
18/09/2017,16:00:00,73.35986,V ugm-3
18/09/2017,17:00:00,75.00302,V ugm-3
18/09/2017,18:00:00,96.84407,V ugm-3
18/09/2017,19:00:00,76.62614,V ugm-3
18/09/2017,20:00:00,90.45486,V ugm-3
18/09/2017,21:00:00,66.07884,V ugm-3
18/09/2017,22:00:00,68.26693,V ugm-3
18/09/2017,23:00:00,37.17058,V ugm-3
18/09/2017,24:00:00,54.35259,V ugm-3
19/09/2017,01:00:00,52.19005,V ugm-3
19/09/2017,02:00:00,34.17248,V ugm-3
19/09/2017,03:00:00,28.88652,V ugm-3
19/09/2017,04:00:00,30.56193,V ugm-3
19/09/2017,05:00:00,45.22632,V ugm-3
19/09/2017,06:00:00,37.25271,V ugm-3
19/09/2017,07:00:00,57.2895,V ugm-3
19/09/2017,08:00:00,81.54303,V ugm-3
19/09/2017,09:00:00,78.63134,V ugm-3
19/09/2017,10:00:00,64.51899,V ugm-3
19/09/2017,11:00:00,70.5401,V ugm-3
19/09/2017,12:00:00,42.32052,V ugm-3
19/09/2017,13:00:00,45.69988,V ugm-3
19/09/2017,14:00:00,42.48194,V ugm-3
19/09/2017,15:00:00,56.41554,V ugm-3
19/09/2017,16:00:00,53.38424,V ugm-3
19/09/2017,17:00:00,85.15366,V ugm-3
19/09/2017,18:00:00,74.66157,V ugm-3
19/09/2017,19:00:00,61.54103,V ugm-3
19/09/2017,20:00:00,58.94678,V ugm-3
19/09/2017,21:00:00,40.87067,V ugm-3
19/09/2017,22:00:00,69.12906,V ugm-3
19/09/2017,23:00:00,52.02977,V ugm-3
19/09/2017,24:00:00,59.12725,V ugm-3
20/09/2017,01:00:00,34.81817,V ugm-3
20/09/2017,02:00:00,42.89502,V ugm-3
20/09/2017,03:00:00,32.10737,V ugm-3
20/09/2017,04:00:00,43.12566,V ugm-3
20/09/2017,05:00:00,48.66049,V ugm-3
20/09/2017,06:00:00,66.00741,V ugm-3
20/09/2017,07:00:00,79.14744,V ugm-3
20/09/2017,08:00:00,92.35978,V ugm-3
20/09/2017,09:00:00,85.19439,V ugm-3
20/09/2017,10:00:00,85.96238,V ugm-3
20/09/2017,11:00:00,No data,V ugm-3
20/09/2017,12:00:00,82.87104,V ugm-3
20/09/2017,13:00:00,98.74409,V ugm-3
20/09/2017,14:00:00,83.47319,V ugm-3
20/09/2017,15:00:00,87.80023,V ugm-3
20/09/2017,16:00:00,42.73049,V ugm-3
20/09/2017,17:00:00,72.69154,V ugm-3
20/09/2017,18:00:00,71.10969,V ugm-3
20/09/2017,19:00:00,79.12752,V ugm-3
20/09/2017,20:00:00,78.97063,V ugm-3
20/09/2017,21:00:00,67.45693,V ugm-3
20/09/2017,22:00:00,27.0415,V ugm-3
20/09/2017,23:00:00,31.269,V ugm-3
20/09/2017,24:00:00,36.65778,V ugm-3
21/09/2017,01:00:00,25.15158,V ugm-3
21/09/2017,02:00:00,16.50143,V ugm-3
21/09/2017,03:00:00,19.46201,V ugm-3
21/09/2017,04:00:00,17.90019,V ugm-3
21/09/2017,05:00:00,27.29737,V ugm-3
21/09/2017,06:00:00,46.85288,V ugm-3
21/09/2017,07:00:00,54.73356,V ugm-3
21/09/2017,08:00:00,83.82805,V ugm-3
21/09/2017,09:00:00,83.88088,V ugm-3
21/09/2017,10:00:00,55.22268,V ugm-3
21/09/2017,11:00:00,46.64777,V ugm-3
21/09/2017,12:00:00,54.87995,V ugm-3
21/09/2017,13:00:00,48.69772,V ugm-3
21/09/2017,14:00:00,44.01458,V ugm-3
21/09/2017,15:00:00,52.30999,V ugm-3
21/09/2017,16:00:00,47.40511,V ugm-3
21/09/2017,17:00:00,46.40793,V ugm-3
21/09/2017,18:00:00,51.61737,V ugm-3
21/09/2017,19:00:00,71.97506,V ugm-3
21/09/2017,20:00:00,86.68645,V ugm-3
21/09/2017,21:00:00,84.44358,V ugm-3
21/09/2017,22:00:00,108.73667,V ugm-3
21/09/2017,23:00:00,74.80729,V ugm-3
21/09/2017,24:00:00,79.68694,V ugm-3
