,,Edinburgh Haymarket,
Date,Time,Nitrogen dioxide,Status
18/01/2008,24:00:00,No data,V ugm-3
19/01/2008,01:00:00,No data,V ugm-3
19/01/2008,02:00:00,No data,V ugm-3
19/01/2008,03:00:00,No data,V ugm-3
19/01/2008,04:00:00,No data,V ugm-3
19/01/2008,05:00:00,No data,V ugm-3
19/01/2008,06:00:00,No data,V ugm-3
19/01/2008,07:00:00,No data,V ugm-3
19/01/2008,08:00:00,No data,V ugm-3
19/01/2008,09:00:00,No data,V ugm-3
19/01/2008,10:00:00,No data,V ugm-3
19/01/2008,11:00:00,No data,V ugm-3
19/01/2008,12:00:00,No data,V ugm-3
19/01/2008,13:00:00,No data,V ugm-3
19/01/2008,14:00:00,No data,V ugm-3
19/01/2008,15:00:00,No data,V ugm-3
19/01/2008,16:00:00,No data,V ugm-3
19/01/2008,17:00:00,No data,V ugm-3
19/01/2008,18:00:00,No data,V ugm-3
19/01/2008,19:00:00,No data,V ugm-3
19/01/2008,20:00:00,No data,V ugm-3
19/01/2008,21:00:00,No data,V ugm-3
19/01/2008,22:00:00,No data,V ugm-3
19/01/2008,23:00:00,No data,V ugm-3
19/01/2008,24:00:00,No data,V ugm-3
20/01/2008,01:00:00,No data,V ugm-3
20/01/2008,02:00:00,No data,V ugm-3
20/01/2008,03:00:00,No data,V ugm-3
20/01/2008,04:00:00,No data,V ugm-3
20/01/2008,05:00:00,No data,V ugm-3
20/01/2008,06:00:00,No data,V ugm-3
20/01/2008,07:00:00,No data,V ugm-3
20/01/2008,08:00:00,No data,V ugm-3
20/01/2008,09:00:00,No data,V ugm-3
20/01/2008,10:00:00,No data,V ugm-3
20/01/2008,11:00:00,No data,V ugm-3
20/01/2008,12:00:00,No data,V ugm-3
20/01/2008,13:00:00,No data,V ugm-3
20/01/2008,14:00:00,No data,V ugm-3
20/01/2008,15:00:00,No data,V ugm-3
20/01/2008,16:00:00,No data,V ugm-3
20/01/2008,17:00:00,No data,V ugm-3
20/01/2008,18:00:00,No data,V ugm-3
20/01/2008,19:00:00,No data,V ugm-3
20/01/2008,20:00:00,No data,V ugm-3
20/01/2008,21:00:00,No data,V ugm-3
20/01/2008,22:00:00,No data,V ugm-3
20/01/2008,23:00:00,No data,V ugm-3
20/01/2008,24:00:00,No data,V ugm-3
21/01/2008,01:00:00,No data,V ugm-3
21/01/2008,02:00:00,No data,V ugm-3
21/01/2008,03:00:00,No data,V ugm-3
21/01/2008,04:00:00,No data,V ugm-3
21/01/2008,05:00:00,No data,V ugm-3
21/01/2008,06:00:00,No data,V ugm-3
21/01/2008,07:00:00,No data,V ugm-3
21/01/2008,08:00:00,No data,V ugm-3
21/01/2008,09:00:00,No data,V ugm-3
21/01/2008,10:00:00,No data,V ugm-3
21/01/2008,11:00:00,No data,V ugm-3
21/01/2008,12:00:00,No data,V ugm-3
21/01/2008,13:00:00,No data,V ugm-3
21/01/2008,14:00:00,No data,V ugm-3
21/01/2008,15:00:00,No data,V ugm-3
21/01/2008,16:00:00,No data,V ugm-3
21/01/2008,17:00:00,No data,V ugm-3
21/01/2008,18:00:00,No data,V ugm-3
21/01/2008,19:00:00,No data,V ugm-3
21/01/2008,20:00:00,No data,V ugm-3
21/01/2008,21:00:00,No data,V ugm-3
21/01/2008,22:00:00,No data,V ugm-3
21/01/2008,23:00:00,No data,V ugm-3
21/01/2008,24:00:00,No data,V ugm-3
22/01/2008,01:00:00,No data,V ugm-3
22/01/2008,02:00:00,No data,V ugm-3
22/01/2008,03:00:00,No data,V ugm-3
22/01/2008,04:00:00,No data,V ugm-3
22/01/2008,05:00:00,No data,V ugm-3
22/01/2008,06:00:00,No data,V ugm-3
22/01/2008,07:00:00,No data,V ugm-3
22/01/2008,08:00:00,No data,V ugm-3
22/01/2008,09:00:00,No data,V ugm-3
22/01/2008,10:00:00,No data,V ugm-3
22/01/2008,11:00:00,No data,V ugm-3
22/01/2008,12:00:00,No data,V ugm-3
22/01/2008,13:00:00,No data,V ugm-3
22/01/2008,14:00:00,No data,V ugm-3
22/01/2008,15:00:00,No data,V ugm-3
22/01/2008,16:00:00,No data,V ugm-3
22/01/2008,17:00:00,No data,V ugm-3
22/01/2008,18:00:00,No data,V ugm-3
22/01/2008,19:00:00,No data,V ugm-3
22/01/2008,20:00:00,No data,V ugm-3
22/01/2008,21:00:00,No data,V ugm-3
22/01/2008,22:00:00,No data,V ugm-3
22/01/2008,23:00:00,No data,V ugm-3
22/01/2008,24:00:00,No data,V ugm-3
23/01/2008,01:00:00,No data,V ugm-3
23/01/2008,02:00:00,No data,V ugm-3
23/01/2008,03:00:00,No data,V ugm-3
23/01/2008,04:00:00,No data,V ugm-3
23/01/2008,05:00:00,No data,V ugm-3
23/01/2008,06:00:00,No data,V ugm-3
23/01/2008,07:00:00,No data,V ugm-3
23/01/2008,08:00:00,No data,V ugm-3
23/01/2008,09:00:00,No data,V ugm-3
23/01/2008,10:00:00,No data,V ugm-3
23/01/2008,11:00:00,No data,V ugm-3
23/01/2008,12:00:00,No data,V ugm-3
23/01/2008,13:00:00,No data,V ugm-3
23/01/2008,14:00:00,No data,V ugm-3
23/01/2008,15:00:00,No data,V ugm-3
23/01/2008,16:00:00,No data,V ugm-3
23/01/2008,17:00:00,No data,V ugm-3
23/01/2008,18:00:00,No data,V ugm-3
23/01/2008,19:00:00,No data,V ugm-3
23/01/2008,20:00:00,No data,V ugm-3
23/01/2008,21:00:00,No data,V ugm-3
23/01/2008,22:00:00,No data,V ugm-3
23/01/2008,23:00:00,No data,V ugm-3
23/01/2008,24:00:00,No data,V ugm-3
24/01/2008,01:00:00,No data,V ugm-3
24/01/2008,02:00:00,No data,V ugm-3
24/01/2008,03:00:00,No data,V ugm-3
24/01/2008,04:00:00,No data,V ugm-3
24/01/2008,05:00:00,No data,V ugm-3
24/01/2008,06:00:00,No data,V ugm-3
24/01/2008,07:00:00,No data,V ugm-3
24/01/2008,08:00:00,No data,V ugm-3
24/01/2008,09:00:00,No data,V ugm-3
24/01/2008,10:00:00,No data,V ugm-3
24/01/2008,11:00:00,No data,V ugm-3
24/01/2008,12:00:00,No data,V ugm-3
24/01/2008,13:00:00,No data,V ugm-3
24/01/2008,14:00:00,No data,V ugm-3
24/01/2008,15:00:00,No data,V ugm-3
24/01/2008,16:00:00,No data,V ugm-3
24/01/2008,17:00:00,No data,V ugm-3
24/01/2008,18:00:00,No data,V ugm-3
24/01/2008,19:00:00,No data,V ugm-3
24/01/2008,20:00:00,No data,V ugm-3
24/01/2008,21:00:00,No data,V ugm-3
24/01/2008,22:00:00,No data,V ugm-3
24/01/2008,23:00:00,No data,V ugm-3
24/01/2008,24:00:00,No data,V ugm-3
25/01/2008,01:00:00,No data,V ugm-3
25/01/2008,02:00:00,No data,V ugm-3
25/01/2008,03:00:00,No data,V ugm-3
25/01/2008,04:00:00,No data,V ugm-3
25/01/2008,05:00:00,No data,V ugm-3
25/01/2008,06:00:00,No data,V ugm-3
25/01/2008,07:00:00,No data,V ugm-3
25/01/2008,08:00:00,No data,V ugm-3
25/01/2008,09:00:00,No data,V ugm-3
25/01/2008,10:00:00,No data,V ugm-3
25/01/2008,11:00:00,No data,V ugm-3
25/01/2008,12:00:00,No data,V ugm-3
25/01/2008,13:00:00,No data,V ugm-3
25/01/2008,14:00:00,No data,V ugm-3
25/01/2008,15:00:00,No data,V ugm-3
25/01/2008,16:00:00,No data,V ugm-3
25/01/2008,17:00:00,No data,V ugm-3
25/01/2008,18:00:00,No data,V ugm-3
25/01/2008,19:00:00,No data,V ugm-3
25/01/2008,20:00:00,No data,V ugm-3
25/01/2008,21:00:00,No data,V ugm-3
25/01/2008,22:00:00,No data,V ugm-3
25/01/2008,23:00:00,No data,V ugm-3
25/01/2008,24:00:00,No data,V ugm-3
26/01/2008,01:00:00,No data,V ugm-3
26/01/2008,02:00:00,No data,V ugm-3
26/01/2008,03:00:00,No data,V ugm-3
26/01/2008,04:00:00,No data,V ugm-3
26/01/2008,05:00:00,No data,V ugm-3
26/01/2008,06:00:00,No data,V ugm-3
26/01/2008,07:00:00,No data,V ugm-3
26/01/2008,08:00:00,15,V ugm-3
26/01/2008,09:00:00,21,V ugm-3
26/01/2008,10:00:00,25,V ugm-3
26/01/2008,11:00:00,27,V ugm-3
26/01/2008,12:00:00,23,V ugm-3
26/01/2008,13:00:00,27,V ugm-3
26/01/2008,14:00:00,27,V ugm-3
26/01/2008,15:00:00,31,V ugm-3
26/01/2008,16:00:00,31,V ugm-3
26/01/2008,17:00:00,52,V ugm-3
26/01/2008,18:00:00,48,V ugm-3
26/01/2008,19:00:00,17,V ugm-3
26/01/2008,20:00:00,13,V ugm-3
26/01/2008,21:00:00,10,V ugm-3
26/01/2008,22:00:00,8,V ugm-3
26/01/2008,23:00:00,15,V ugm-3
26/01/2008,24:00:00,19,V ugm-3
27/01/2008,01:00:00,6,V ugm-3
27/01/2008,02:00:00,6,V ugm-3
27/01/2008,03:00:00,8,V ugm-3
27/01/2008,04:00:00,4,V ugm-3
27/01/2008,05:00:00,4,V ugm-3
27/01/2008,06:00:00,2,V ugm-3
27/01/2008,07:00:00,2,V ugm-3
27/01/2008,08:00:00,13,V ugm-3
27/01/2008,09:00:00,13,V ugm-3
27/01/2008,10:00:00,8,V ugm-3
27/01/2008,11:00:00,17,V ugm-3
27/01/2008,12:00:00,13,V ugm-3
27/01/2008,13:00:00,13,V ugm-3
27/01/2008,14:00:00,13,V ugm-3
27/01/2008,15:00:00,17,V ugm-3
27/01/2008,16:00:00,21,V ugm-3
27/01/2008,17:00:00,27,V ugm-3
27/01/2008,18:00:00,27,V ugm-3
27/01/2008,19:00:00,25,V ugm-3
27/01/2008,20:00:00,21,V ugm-3
27/01/2008,21:00:00,15,V ugm-3
27/01/2008,22:00:00,23,V ugm-3
27/01/2008,23:00:00,27,V ugm-3
27/01/2008,24:00:00,23,V ugm-3
28/01/2008,01:00:00,21,V ugm-3
28/01/2008,02:00:00,25,V ugm-3
28/01/2008,03:00:00,34,V ugm-3
28/01/2008,04:00:00,40,V ugm-3
28/01/2008,05:00:00,32,V ugm-3
28/01/2008,06:00:00,34,V ugm-3
28/01/2008,07:00:00,48,V ugm-3
28/01/2008,08:00:00,42,V ugm-3
28/01/2008,09:00:00,52,V ugm-3
28/01/2008,10:00:00,42,V ugm-3
28/01/2008,11:00:00,36,V ugm-3
28/01/2008,12:00:00,25,V ugm-3
28/01/2008,13:00:00,31,V ugm-3
28/01/2008,14:00:00,31,V ugm-3
28/01/2008,15:00:00,No data,V ugm-3
28/01/2008,16:00:00,32,V ugm-3
28/01/2008,17:00:00,36,V ugm-3
28/01/2008,18:00:00,34,V ugm-3
28/01/2008,19:00:00,25,V ugm-3
28/01/2008,20:00:00,19,V ugm-3
28/01/2008,21:00:00,21,V ugm-3
28/01/2008,22:00:00,13,V ugm-3
28/01/2008,23:00:00,15,V ugm-3
28/01/2008,24:00:00,8,V ugm-3
29/01/2008,01:00:00,6,V ugm-3
29/01/2008,02:00:00,4,V ugm-3
29/01/2008,03:00:00,8,V ugm-3
29/01/2008,04:00:00,21,V ugm-3
29/01/2008,05:00:00,23,V ugm-3
29/01/2008,06:00:00,38,V ugm-3
29/01/2008,07:00:00,67,V ugm-3
29/01/2008,08:00:00,101,V ugm-3
29/01/2008,09:00:00,88,V ugm-3
29/01/2008,10:00:00,94,V ugm-3
29/01/2008,11:00:00,82,V ugm-3
29/01/2008,12:00:00,80,V ugm-3
29/01/2008,13:00:00,90,V ugm-3
29/01/2008,14:00:00,90,V ugm-3
29/01/2008,15:00:00,99,V ugm-3
29/01/2008,16:00:00,107,V ugm-3
29/01/2008,17:00:00,88,V ugm-3
29/01/2008,18:00:00,53,V ugm-3
29/01/2008,19:00:00,32,V ugm-3
29/01/2008,20:00:00,27,V ugm-3
29/01/2008,21:00:00,25,V ugm-3
29/01/2008,22:00:00,21,V ugm-3
29/01/2008,23:00:00,27,V ugm-3
29/01/2008,24:00:00,23,V ugm-3
30/01/2008,01:00:00,31,V ugm-3
30/01/2008,02:00:00,25,V ugm-3
30/01/2008,03:00:00,11,V ugm-3
30/01/2008,04:00:00,23,V ugm-3
30/01/2008,05:00:00,10,V ugm-3
30/01/2008,06:00:00,23,V ugm-3
30/01/2008,07:00:00,34,V ugm-3
30/01/2008,08:00:00,52,V ugm-3
30/01/2008,09:00:00,57,V ugm-3
30/01/2008,10:00:00,59,V ugm-3
30/01/2008,11:00:00,53,V ugm-3
30/01/2008,12:00:00,36,V ugm-3
30/01/2008,13:00:00,46,V ugm-3
30/01/2008,14:00:00,34,V ugm-3
30/01/2008,15:00:00,31,V ugm-3
30/01/2008,16:00:00,34,V ugm-3
30/01/2008,17:00:00,34,V ugm-3
30/01/2008,18:00:00,29,V ugm-3
30/01/2008,19:00:00,21,V ugm-3
30/01/2008,20:00:00,21,V ugm-3
30/01/2008,21:00:00,13,V ugm-3
30/01/2008,22:00:00,10,V ugm-3
30/01/2008,23:00:00,8,V ugm-3
30/01/2008,24:00:00,4,V ugm-3
31/01/2008,01:00:00,6,V ugm-3
31/01/2008,02:00:00,2,V ugm-3
31/01/2008,03:00:00,0,V ugm-3
31/01/2008,04:00:00,2,V ugm-3
31/01/2008,05:00:00,11,V ugm-3
31/01/2008,06:00:00,19,V ugm-3
31/01/2008,07:00:00,23,V ugm-3
31/01/2008,08:00:00,40,V ugm-3
31/01/2008,09:00:00,44,V ugm-3
31/01/2008,10:00:00,55,V ugm-3
31/01/2008,11:00:00,50,V ugm-3
31/01/2008,12:00:00,42,V ugm-3
31/01/2008,13:00:00,52,V ugm-3
31/01/2008,14:00:00,44,V ugm-3
31/01/2008,15:00:00,34,V ugm-3
31/01/2008,16:00:00,44,V ugm-3
31/01/2008,17:00:00,38,V ugm-3
31/01/2008,18:00:00,32,V ugm-3
31/01/2008,19:00:00,23,V ugm-3
31/01/2008,20:00:00,25,V ugm-3
31/01/2008,21:00:00,21,V ugm-3
31/01/2008,22:00:00,21,V ugm-3
31/01/2008,23:00:00,21,V ugm-3
31/01/2008,24:00:00,13,V ugm-3
01/02/2008,01:00:00,4,V ugm-3
01/02/2008,02:00:00,2,V ugm-3
01/02/2008,03:00:00,4,V ugm-3
01/02/2008,04:00:00,2,V ugm-3
01/02/2008,05:00:00,2,V ugm-3
01/02/2008,06:00:00,8,V ugm-3
01/02/2008,07:00:00,19,V ugm-3
01/02/2008,08:00:00,32,V ugm-3
01/02/2008,09:00:00,42,V ugm-3
01/02/2008,10:00:00,38,V ugm-3
01/02/2008,11:00:00,38,V ugm-3
01/02/2008,12:00:00,40,V ugm-3
01/02/2008,13:00:00,38,V ugm-3
01/02/2008,14:00:00,44,V ugm-3
01/02/2008,15:00:00,44,V ugm-3
01/02/2008,16:00:00,44,V ugm-3
01/02/2008,17:00:00,55,V ugm-3
01/02/2008,18:00:00,57,V ugm-3
01/02/2008,19:00:00,71,V ugm-3
01/02/2008,20:00:00,42,V ugm-3
01/02/2008,21:00:00,19,V ugm-3
01/02/2008,22:00:00,38,V ugm-3
01/02/2008,23:00:00,53,V ugm-3
01/02/2008,24:00:00,32,V ugm-3
02/02/2008,01:00:00,25,V ugm-3
02/02/2008,02:00:00,42,V ugm-3
02/02/2008,03:00:00,36,V ugm-3
02/02/2008,04:00:00,29,V ugm-3
02/02/2008,05:00:00,31,V ugm-3
02/02/2008,06:00:00,13,V ugm-3
02/02/2008,07:00:00,27,V ugm-3
02/02/2008,08:00:00,40,V ugm-3
02/02/2008,09:00:00,44,V ugm-3
02/02/2008,10:00:00,40,V ugm-3
02/02/2008,11:00:00,38,V ugm-3
02/02/2008,12:00:00,29,V ugm-3
02/02/2008,13:00:00,25,V ugm-3
02/02/2008,14:00:00,38,V ugm-3
02/02/2008,15:00:00,36,V ugm-3
02/02/2008,16:00:00,31,V ugm-3
02/02/2008,17:00:00,32,V ugm-3
02/02/2008,18:00:00,40,V ugm-3
02/02/2008,19:00:00,15,V ugm-3
02/02/2008,20:00:00,8,V ugm-3
02/02/2008,21:00:00,8,V ugm-3
02/02/2008,22:00:00,6,V ugm-3
02/02/2008,23:00:00,4,V ugm-3
02/02/2008,24:00:00,2,V ugm-3
03/02/2008,01:00:00,2,V ugm-3
03/02/2008,02:00:00,2,V ugm-3
03/02/2008,03:00:00,2,V ugm-3
03/02/2008,04:00:00,0,V ugm-3
03/02/2008,05:00:00,2,V ugm-3
03/02/2008,06:00:00,2,V ugm-3
03/02/2008,07:00:00,2,V ugm-3
03/02/2008,08:00:00,4,V ugm-3
03/02/2008,09:00:00,8,V ugm-3
03/02/2008,10:00:00,13,V ugm-3
03/02/2008,11:00:00,25,V ugm-3
03/02/2008,12:00:00,38,V ugm-3
03/02/2008,13:00:00,53,V ugm-3
03/02/2008,14:00:00,50,V ugm-3
03/02/2008,15:00:00,48,V ugm-3
03/02/2008,16:00:00,29,V ugm-3
03/02/2008,17:00:00,31,V ugm-3
03/02/2008,18:00:00,44,V ugm-3
03/02/2008,19:00:00,29,V ugm-3
03/02/2008,20:00:00,27,V ugm-3
03/02/2008,21:00:00,31,V ugm-3
03/02/2008,22:00:00,25,V ugm-3
03/02/2008,23:00:00,25,V ugm-3
03/02/2008,24:00:00,21,V ugm-3
04/02/2008,01:00:00,19,V ugm-3
04/02/2008,02:00:00,10,V ugm-3
04/02/2008,03:00:00,6,V ugm-3
04/02/2008,04:00:00,4,V ugm-3
04/02/2008,05:00:00,25,V ugm-3
04/02/2008,06:00:00,42,V ugm-3
04/02/2008,07:00:00,40,V ugm-3
04/02/2008,08:00:00,55,V ugm-3
04/02/2008,09:00:00,50,V ugm-3
04/02/2008,10:00:00,40,V ugm-3
04/02/2008,11:00:00,23,V ugm-3
04/02/2008,12:00:00,21,V ugm-3
04/02/2008,13:00:00,19,V ugm-3
04/02/2008,14:00:00,17,V ugm-3
04/02/2008,15:00:00,19,V ugm-3
04/02/2008,16:00:00,27,V ugm-3
04/02/2008,17:00:00,29,V ugm-3
04/02/2008,18:00:00,42,V ugm-3
04/02/2008,19:00:00,23,V ugm-3
04/02/2008,20:00:00,13,V ugm-3
04/02/2008,21:00:00,15,V ugm-3
04/02/2008,22:00:00,6,V ugm-3
04/02/2008,23:00:00,8,V ugm-3
04/02/2008,24:00:00,10,V ugm-3
05/02/2008,01:00:00,8,V ugm-3
05/02/2008,02:00:00,2,V ugm-3
05/02/2008,03:00:00,4,V ugm-3
05/02/2008,04:00:00,23,V ugm-3
05/02/2008,05:00:00,42,V ugm-3
05/02/2008,06:00:00,15,V ugm-3
05/02/2008,07:00:00,52,V ugm-3
05/02/2008,08:00:00,84,V ugm-3
05/02/2008,09:00:00,96,V ugm-3
05/02/2008,10:00:00,94,V ugm-3
05/02/2008,11:00:00,86,V ugm-3
05/02/2008,12:00:00,78,V ugm-3
05/02/2008,13:00:00,94,V ugm-3
05/02/2008,14:00:00,96,V ugm-3
05/02/2008,15:00:00,80,V ugm-3
05/02/2008,16:00:00,86,V ugm-3
05/02/2008,17:00:00,82,V ugm-3
05/02/2008,18:00:00,96,V ugm-3
05/02/2008,19:00:00,80,V ugm-3
05/02/2008,20:00:00,74,V ugm-3
05/02/2008,21:00:00,74,V ugm-3
05/02/2008,22:00:00,71,V ugm-3
05/02/2008,23:00:00,71,V ugm-3
05/02/2008,24:00:00,59,V ugm-3
06/02/2008,01:00:00,55,V ugm-3
06/02/2008,02:00:00,53,V ugm-3
06/02/2008,03:00:00,29,V ugm-3
06/02/2008,04:00:00,23,V ugm-3
06/02/2008,05:00:00,29,V ugm-3
06/02/2008,06:00:00,29,V ugm-3
06/02/2008,07:00:00,38,V ugm-3
06/02/2008,08:00:00,50,V ugm-3
06/02/2008,09:00:00,55,V ugm-3
06/02/2008,10:00:00,57,V ugm-3
06/02/2008,11:00:00,44,V ugm-3
06/02/2008,12:00:00,40,V ugm-3
06/02/2008,13:00:00,36,V ugm-3
06/02/2008,14:00:00,34,V ugm-3
06/02/2008,15:00:00,32,V ugm-3
06/02/2008,16:00:00,52,V ugm-3
06/02/2008,17:00:00,74,V ugm-3
06/02/2008,18:00:00,96,V ugm-3
06/02/2008,19:00:00,76,V ugm-3
06/02/2008,20:00:00,57,V ugm-3
06/02/2008,21:00:00,48,V ugm-3
06/02/2008,22:00:00,65,V ugm-3
06/02/2008,23:00:00,44,V ugm-3
06/02/2008,24:00:00,15,V ugm-3
07/02/2008,01:00:00,27,V ugm-3
07/02/2008,02:00:00,2,V ugm-3
07/02/2008,03:00:00,4,V ugm-3
07/02/2008,04:00:00,2,V ugm-3
07/02/2008,05:00:00,2,V ugm-3
07/02/2008,06:00:00,6,V ugm-3
07/02/2008,07:00:00,15,V ugm-3
07/02/2008,08:00:00,25,V ugm-3
07/02/2008,09:00:00,31,V ugm-3
07/02/2008,10:00:00,34,V ugm-3
07/02/2008,11:00:00,25,V ugm-3
07/02/2008,12:00:00,17,V ugm-3
07/02/2008,13:00:00,25,V ugm-3
07/02/2008,14:00:00,27,V ugm-3
07/02/2008,15:00:00,27,V ugm-3
07/02/2008,16:00:00,25,V ugm-3
07/02/2008,17:00:00,32,V ugm-3
07/02/2008,18:00:00,32,V ugm-3
07/02/2008,19:00:00,32,V ugm-3
07/02/2008,20:00:00,31,V ugm-3
07/02/2008,21:00:00,23,V ugm-3
07/02/2008,22:00:00,13,V ugm-3
07/02/2008,23:00:00,11,V ugm-3
07/02/2008,24:00:00,8,V ugm-3
08/02/2008,01:00:00,6,V ugm-3
08/02/2008,02:00:00,2,V ugm-3
08/02/2008,03:00:00,2,V ugm-3
08/02/2008,04:00:00,4,V ugm-3
08/02/2008,05:00:00,6,V ugm-3
08/02/2008,06:00:00,11,V ugm-3
08/02/2008,07:00:00,15,V ugm-3
08/02/2008,08:00:00,23,V ugm-3
08/02/2008,09:00:00,23,V ugm-3
08/02/2008,10:00:00,25,V ugm-3
08/02/2008,11:00:00,No data,V ugm-3
08/02/2008,12:00:00,21,V ugm-3
08/02/2008,13:00:00,36,V ugm-3
08/02/2008,14:00:00,36,V ugm-3
08/02/2008,15:00:00,36,V ugm-3
08/02/2008,16:00:00,46,V ugm-3
08/02/2008,17:00:00,57,V ugm-3
08/02/2008,18:00:00,84,V ugm-3
08/02/2008,19:00:00,67,V ugm-3
08/02/2008,20:00:00,59,V ugm-3
08/02/2008,21:00:00,40,V ugm-3
08/02/2008,22:00:00,21,V ugm-3
08/02/2008,23:00:00,10,V ugm-3
08/02/2008,24:00:00,11,V ugm-3
09/02/2008,01:00:00,10,V ugm-3
09/02/2008,02:00:00,8,V ugm-3
09/02/2008,03:00:00,6,V ugm-3
09/02/2008,04:00:00,0,V ugm-3
09/02/2008,05:00:00,4,V ugm-3
09/02/2008,06:00:00,4,V ugm-3
09/02/2008,07:00:00,8,V ugm-3
09/02/2008,08:00:00,15,V ugm-3
09/02/2008,09:00:00,25,V ugm-3
09/02/2008,10:00:00,36,V ugm-3
09/02/2008,11:00:00,40,V ugm-3
09/02/2008,12:00:00,40,V ugm-3
09/02/2008,13:00:00,34,V ugm-3
09/02/2008,14:00:00,31,V ugm-3
09/02/2008,15:00:00,32,V ugm-3
09/02/2008,16:00:00,29,V ugm-3
09/02/2008,17:00:00,50,V ugm-3
09/02/2008,18:00:00,74,V ugm-3
09/02/2008,19:00:00,65,V ugm-3
09/02/2008,20:00:00,50,V ugm-3
09/02/2008,21:00:00,65,V ugm-3
09/02/2008,22:00:00,73,V ugm-3
09/02/2008,23:00:00,73,V ugm-3
09/02/2008,24:00:00,53,V ugm-3
10/02/2008,01:00:00,63,V ugm-3
10/02/2008,02:00:00,61,V ugm-3
10/02/2008,03:00:00,61,V ugm-3
10/02/2008,04:00:00,48,V ugm-3
10/02/2008,05:00:00,42,V ugm-3
10/02/2008,06:00:00,34,V ugm-3
10/02/2008,07:00:00,46,V ugm-3
10/02/2008,08:00:00,57,V ugm-3
10/02/2008,09:00:00,53,V ugm-3
10/02/2008,10:00:00,57,V ugm-3
10/02/2008,11:00:00,50,V ugm-3
10/02/2008,12:00:00,44,V ugm-3
10/02/2008,13:00:00,29,V ugm-3
10/02/2008,14:00:00,44,V ugm-3
10/02/2008,15:00:00,84,V ugm-3
10/02/2008,16:00:00,50,V ugm-3
10/02/2008,17:00:00,63,V ugm-3
10/02/2008,18:00:00,74,V ugm-3
10/02/2008,19:00:00,80,V ugm-3
10/02/2008,20:00:00,71,V ugm-3
10/02/2008,21:00:00,63,V ugm-3
10/02/2008,22:00:00,59,V ugm-3
10/02/2008,23:00:00,52,V ugm-3
10/02/2008,24:00:00,52,V ugm-3
11/02/2008,01:00:00,52,V ugm-3
11/02/2008,02:00:00,42,V ugm-3
11/02/2008,03:00:00,31,V ugm-3
11/02/2008,04:00:00,38,V ugm-3
11/02/2008,05:00:00,40,V ugm-3
11/02/2008,06:00:00,40,V ugm-3
11/02/2008,07:00:00,53,V ugm-3
11/02/2008,08:00:00,67,V ugm-3
11/02/2008,09:00:00,88,V ugm-3
11/02/2008,10:00:00,80,V ugm-3
11/02/2008,11:00:00,73,V ugm-3
11/02/2008,12:00:00,71,V ugm-3
11/02/2008,13:00:00,86,V ugm-3
11/02/2008,14:00:00,80,V ugm-3
11/02/2008,15:00:00,73,V ugm-3
11/02/2008,16:00:00,82,V ugm-3
11/02/2008,17:00:00,97,V ugm-3
11/02/2008,18:00:00,99,V ugm-3
11/02/2008,19:00:00,103,V ugm-3
11/02/2008,20:00:00,105,V ugm-3
11/02/2008,21:00:00,105,V ugm-3
11/02/2008,22:00:00,113,V ugm-3
11/02/2008,23:00:00,107,V ugm-3
11/02/2008,24:00:00,96,V ugm-3
12/02/2008,01:00:00,92,V ugm-3
12/02/2008,02:00:00,105,V ugm-3
12/02/2008,03:00:00,86,V ugm-3
12/02/2008,04:00:00,80,V ugm-3
12/02/2008,05:00:00,80,V ugm-3
12/02/2008,06:00:00,92,V ugm-3
12/02/2008,07:00:00,134,V ugm-3
12/02/2008,08:00:00,128,V ugm-3
12/02/2008,09:00:00,157,V ugm-3
12/02/2008,10:00:00,178,V ugm-3
12/02/2008,11:00:00,117,V ugm-3
12/02/2008,12:00:00,No data,V ugm-3
12/02/2008,13:00:00,No data,V ugm-3
12/02/2008,14:00:00,84,V ugm-3
12/02/2008,15:00:00,82,V ugm-3
12/02/2008,16:00:00,97,V ugm-3
12/02/2008,17:00:00,138,V ugm-3
12/02/2008,18:00:00,164,V ugm-3
12/02/2008,19:00:00,204,V ugm-3
12/02/2008,20:00:00,180,V ugm-3
12/02/2008,21:00:00,180,V ugm-3
12/02/2008,22:00:00,147,V ugm-3
12/02/2008,23:00:00,113,V ugm-3
12/02/2008,24:00:00,101,V ugm-3
13/02/2008,01:00:00,84,V ugm-3
13/02/2008,02:00:00,71,V ugm-3
13/02/2008,03:00:00,78,V ugm-3
13/02/2008,04:00:00,78,V ugm-3
13/02/2008,05:00:00,80,V ugm-3
13/02/2008,06:00:00,105,V ugm-3
13/02/2008,07:00:00,103,V ugm-3
13/02/2008,08:00:00,130,V ugm-3
13/02/2008,09:00:00,180,V ugm-3
13/02/2008,10:00:00,147,V ugm-3
13/02/2008,11:00:00,139,V ugm-3
13/02/2008,12:00:00,105,V ugm-3
13/02/2008,13:00:00,105,V ugm-3
13/02/2008,14:00:00,84,V ugm-3
13/02/2008,15:00:00,67,V ugm-3
13/02/2008,16:00:00,96,V ugm-3
13/02/2008,17:00:00,120,V ugm-3
13/02/2008,18:00:00,124,V ugm-3
13/02/2008,19:00:00,109,V ugm-3
13/02/2008,20:00:00,71,V ugm-3
13/02/2008,21:00:00,63,V ugm-3
13/02/2008,22:00:00,55,V ugm-3
13/02/2008,23:00:00,57,V ugm-3
13/02/2008,24:00:00,52,V ugm-3
14/02/2008,01:00:00,46,V ugm-3
